Var1,Var2,PIP,trial,df,case
3,9,4.8e-4,113,3,2
4,9,1.5999999999999999e-4,113,3,2
5,9,1,113,3,2
6,9,0,113,3,2
7,9,0,113,3,2
8,9,0,113,3,2
1,10,0,113,3,2
2,10,3.2e-4,113,3,2
3,10,4.8e-4,113,3,2
4,10,8e-4,113,3,2
5,10,0,113,3,2
6,10,3.1999999999999997e-4,113,3,2
7,10,4.8e-4,113,3,2
8,10,1.5999999999999999e-4,113,3,2
9,10,0,113,3,2
1,2,0,114,3,2
1,3,1.5999999999999999e-4,114,3,2
2,3,1.6e-4,114,3,2
1,4,1.6e-4,114,3,2
2,4,1.6e-4,114,3,2
3,4,0.0152,114,3,2
1,5,0,114,3,2
2,5,0,114,3,2
3,5,1.6e-4,114,3,2
4,5,0.47648,114,3,2
1,6,0,114,3,2
2,6,0,114,3,2
3,6,0,114,3,2
4,6,1.6e-4,114,3,2
5,6,0,114,3,2
1,7,0,114,3,2
2,7,0,114,3,2
3,7,0,114,3,2
4,7,6.4e-4,114,3,2
5,7,0,114,3,2
6,7,0,114,3,2
1,8,4.8e-4,114,3,2
2,8,1.5999999999999999e-4,114,3,2
3,8,4.8e-4,114,3,2
4,8,0.00176,114,3,2
5,8,3.1999999999999997e-4,114,3,2
6,8,0,114,3,2
7,8,0,114,3,2
1,9,0,114,3,2
2,9,1.6e-4,114,3,2
3,9,0.00144,114,3,2
4,9,0.00848,114,3,2
5,9,0.5,114,3,2
6,9,1.5999999999999999e-4,114,3,2
7,9,3.1999999999999997e-4,114,3,2
8,9,1.5999999999999999e-4,114,3,2
1,10,0,114,3,2
2,10,0,114,3,2
3,10,0,114,3,2
4,10,0.01024,114,3,2
5,10,4.8e-4,114,3,2
6,10,0,114,3,2
7,10,1.5999999999999999e-4,114,3,2
8,10,8e-4,114,3,2
9,10,0.06928,114,3,2
1,2,0,115,4,2
1,3,0,115,4,2
2,3,0,115,4,2
1,4,0,115,4,2
2,4,0,115,4,2
3,4,0,115,4,2
1,5,0,115,4,2
2,5,0,115,4,2
3,5,0,115,4,2
4,5,0.0028799999999999997,115,4,2
1,6,0,115,4,2
2,6,0,115,4,2
3,6,0,115,4,2
4,6,1.6e-4,115,4,2
5,6,0,115,4,2
1,7,0,115,4,2
2,7,0,115,4,2
3,7,0,115,4,2
4,7,0,115,4,2
5,7,0,115,4,2
6,7,0,115,4,2
1,8,0,115,4,2
2,8,0,115,4,2
3,8,0,115,4,2
4,8,0,115,4,2
5,8,0,115,4,2
6,8,0,115,4,2
7,8,0,115,4,2
1,9,0,115,4,2
2,9,0,115,4,2
3,9,0,115,4,2
4,9,0,115,4,2
5,9,0,115,4,2
6,9,0,115,4,2
7,9,0,115,4,2
8,9,0,115,4,2
1,10,0,115,4,2
2,10,0,115,4,2
3,10,0,115,4,2
4,10,1.6e-4,115,4,2
5,10,4.8e-4,115,4,2
6,10,0,115,4,2
7,10,0,115,4,2
8,10,0,115,4,2
9,10,0.00208,115,4,2
1,2,0,116,3,2
1,3,0,116,3,2
2,3,0,116,3,2
1,4,0,116,3,2
2,4,0,116,3,2
3,4,0,116,3,2
1,5,0,116,3,2
2,5,0,116,3,2
3,5,0,116,3,2
4,5,0.50272,116,3,2
1,6,0,116,3,2
2,6,0,116,3,2
3,6,0,116,3,2
4,6,0,116,3,2
5,6,0,116,3,2
1,7,0,116,3,2
2,7,0,116,3,2
3,7,0,116,3,2
4,7,0,116,3,2
5,7,0,116,3,2
6,7,0,116,3,2
1,8,0,116,3,2
2,8,0,116,3,2
3,8,0,116,3,2
4,8,0,116,3,2
5,8,0,116,3,2
6,8,0,116,3,2
7,8,0,116,3,2
1,9,0,116,3,2
2,9,0,116,3,2
3,9,0,116,3,2
4,9,0.50032,116,3,2
5,9,1.6e-4,116,3,2
6,9,0,116,3,2
7,9,0,116,3,2
8,9,0,116,3,2
1,10,0,116,3,2
2,10,0,116,3,2
3,10,0.01856,116,3,2
4,10,0,116,3,2
5,10,8e-4,116,3,2
6,10,0,116,3,2
7,10,0,116,3,2
8,10,0,116,3,2
9,10,0.00368,116,3,2
1,2,0,117,4,2
1,3,0,117,4,2
2,3,0,117,4,2
1,4,0,117,4,2
2,4,0,117,4,2
3,4,0,117,4,2
1,5,0,117,4,2
2,5,0,117,4,2
3,5,0,117,4,2
4,5,0,117,4,2
1,6,0,117,4,2
2,6,0,117,4,2
3,6,0,117,4,2
4,6,0,117,4,2
5,6,0,117,4,2
1,7,0,117,4,2
2,7,0,117,4,2
3,7,0,117,4,2
4,7,0,117,4,2
5,7,0,117,4,2
6,7,0,117,4,2
1,8,0,117,4,2
2,8,0,117,4,2
3,8,0,117,4,2
4,8,0,117,4,2
5,8,0,117,4,2
6,8,0,117,4,2
7,8,0,117,4,2
1,9,0,117,4,2
2,9,0,117,4,2
3,9,0,117,4,2
4,9,0,117,4,2
5,9,0,117,4,2
6,9,0,117,4,2
7,9,0,117,4,2
8,9,0,117,4,2
1,10,0,117,4,2
2,10,0,117,4,2
3,10,0,117,4,2
4,10,0,117,4,2
5,10,0,117,4,2
6,10,0,117,4,2
7,10,0,117,4,2
8,10,0,117,4,2
9,10,0,117,4,2
1,2,0,118,3,2
1,3,0,118,3,2
2,3,0,118,3,2
1,4,1.6e-4,118,3,2
2,4,0,118,3,2
3,4,0,118,3,2
1,5,0,118,3,2
2,5,0,118,3,2
3,5,3.1999999999999997e-4,118,3,2
4,5,3.1999999999999997e-4,118,3,2
1,6,0,118,3,2
2,6,0,118,3,2
3,6,0,118,3,2
4,6,0,118,3,2
5,6,0,118,3,2
1,7,0,118,3,2
2,7,0,118,3,2
3,7,0,118,3,2
4,7,0,118,3,2
5,7,0,118,3,2
6,7,0,118,3,2
1,8,0,118,3,2
2,8,0,118,3,2
3,8,0,118,3,2
4,8,0,118,3,2
5,8,0,118,3,2
6,8,0,118,3,2
7,8,0,118,3,2
1,9,0,118,3,2
2,9,0,118,3,2
3,9,0,118,3,2
4,9,0.00192,118,3,2
5,9,0,118,3,2
6,9,0,118,3,2
7,9,0,118,3,2
8,9,0,118,3,2
1,10,0,118,3,2
2,10,0,118,3,2
3,10,0,118,3,2
4,10,9.6e-4,118,3,2
5,10,1.5999999999999999e-4,118,3,2
6,10,0,118,3,2
7,10,0,118,3,2
8,10,0,118,3,2
9,10,4.8e-4,118,3,2
1,2,0,119,2,2
1,3,0,119,2,2
2,3,0,119,2,2
1,4,0,119,2,2
2,4,0,119,2,2
3,4,0,119,2,2
1,5,0,119,2,2
2,5,0,119,2,2
3,5,0,119,2,2
4,5,1,119,2,2
1,6,0,119,2,2
2,6,0,119,2,2
3,6,0,119,2,2
4,6,0,119,2,2
5,6,0,119,2,2
1,7,0,119,2,2
2,7,0,119,2,2
3,7,0,119,2,2
4,7,0,119,2,2
5,7,0,119,2,2
6,7,1.6e-4,119,2,2
1,8,0,119,2,2
2,8,0,119,2,2
3,8,0,119,2,2
4,8,0,119,2,2
5,8,0,119,2,2
6,8,0,119,2,2
7,8,0,119,2,2
1,9,0,119,2,2
2,9,0.00704,119,2,2
3,9,0,119,2,2
4,9,3.1999999999999997e-4,119,2,2
5,9,6.399999999999999e-4,119,2,2
6,9,6.399999999999999e-4,119,2,2
7,9,0,119,2,2
8,9,1.5999999999999999e-4,119,2,2
1,10,0.0024,119,2,2
2,10,0,119,2,2
3,10,0,119,2,2
4,10,1.6e-4,119,2,2
5,10,9.6e-4,119,2,2
6,10,1.6e-4,119,2,2
7,10,1.5999999999999999e-4,119,2,2
8,10,0,119,2,2
9,10,9.6e-4,119,2,2
1,2,0,120,4,2
1,3,0,120,4,2
2,3,0,120,4,2
1,4,0,120,4,2
2,4,0,120,4,2
3,4,0,120,4,2
1,5,0,120,4,2
2,5,0,120,4,2
3,5,0,120,4,2
4,5,0,120,4,2
1,6,0,120,4,2
2,6,0,120,4,2
3,6,0,120,4,2
4,6,0,120,4,2
5,6,0,120,4,2
1,7,0,120,4,2
2,7,0,120,4,2
3,7,0,120,4,2
4,7,0,120,4,2
5,7,0,120,4,2
6,7,0,120,4,2
1,8,0,120,4,2
2,8,0,120,4,2
3,8,0,120,4,2
4,8,0,120,4,2
5,8,0,120,4,2
6,8,0,120,4,2
7,8,0,120,4,2
1,9,0,120,4,2
2,9,0,120,4,2
3,9,0,120,4,2
4,9,0,120,4,2
5,9,0,120,4,2
6,9,0,120,4,2
7,9,0,120,4,2
8,9,0,120,4,2
1,10,0,120,4,2
2,10,0,120,4,2
3,10,0,120,4,2
4,10,0,120,4,2
5,10,0,120,4,2
6,10,0,120,4,2
7,10,0,120,4,2
8,10,0,120,4,2
9,10,0,120,4,2
1,2,0,121,2,2
1,3,0,121,2,2
2,3,0,121,2,2
1,4,0.00144,121,2,2
2,4,1.5999999999999999e-4,121,2,2
3,4,0,121,2,2
1,5,0,121,2,2
2,5,0,121,2,2
3,5,1.6e-4,121,2,2
4,5,0.52864,121,2,2
1,6,0,121,2,2
2,6,0,121,2,2
3,6,0,121,2,2
4,6,0,121,2,2
5,6,1.6e-4,121,2,2
1,7,0,121,2,2
2,7,0,121,2,2
3,7,0,121,2,2
4,7,1.5999999999999999e-4,121,2,2
5,7,9.6e-4,121,2,2
6,7,1.6e-4,121,2,2
1,8,0.00144,121,2,2
2,8,0,121,2,2
3,8,0,121,2,2
4,8,0.00208,121,2,2
5,8,1.5999999999999999e-4,121,2,2
6,8,0,121,2,2
7,8,0,121,2,2
1,9,0.00112,121,2,2
2,9,1.5999999999999999e-4,121,2,2
3,9,6.4e-4,121,2,2
4,9,0.0016,121,2,2
5,9,0.14624,121,2,2
6,9,0.00256,121,2,2
7,9,8e-4,121,2,2
8,9,3.1999999999999997e-4,121,2,2
1,10,0,121,2,2
2,10,0,121,2,2
3,10,0.0012799999999999999,121,2,2
4,10,0.010239999999999999,121,2,2
5,10,0.26016,121,2,2
6,10,1.5999999999999999e-4,121,2,2
7,10,0,121,2,2
8,10,0.78432,121,2,2
9,10,0.00704,121,2,2
1,2,1.5999999999999999e-4,122,2,2
1,3,0,122,2,2
2,3,0,122,2,2
1,4,4.8e-4,122,2,2
2,4,0.0024,122,2,2
3,4,0.01472,122,2,2
1,5,0,122,2,2
2,5,1.6e-4,122,2,2
3,5,0.00144,122,2,2
4,5,0.11728,122,2,2
1,6,0,122,2,2
2,6,0,122,2,2
3,6,1.5999999999999999e-4,122,2,2
4,6,0.00112,122,2,2
5,6,0,122,2,2
1,7,0,122,2,2
2,7,1.6e-4,122,2,2
3,7,1.6e-4,122,2,2
4,7,0.00368,122,2,2
5,7,1.6e-4,122,2,2
6,7,0,122,2,2
1,8,3.1999999999999997e-4,122,2,2
2,8,1.5999999999999999e-4,122,2,2
3,8,0,122,2,2
4,8,6.399999999999999e-4,122,2,2
5,8,1.6e-4,122,2,2
6,8,0,122,2,2
7,8,6.399999999999999e-4,122,2,2
1,9,0,122,2,2
2,9,0,122,2,2
3,9,0.12016,122,2,2
4,9,8e-4,122,2,2
5,9,0.78192,122,2,2
6,9,3.1999999999999997e-4,122,2,2
7,9,0,122,2,2
8,9,0,122,2,2
1,10,3.1999999999999997e-4,122,2,2
2,10,0.00624,122,2,2
3,10,1.5999999999999999e-4,122,2,2
4,10,0.00128,122,2,2
5,10,0.79136,122,2,2
6,10,0,122,2,2
7,10,4.8e-4,122,2,2
8,10,0.01952,122,2,2
9,10,0.0028799999999999997,122,2,2
1,2,0,123,3,2
1,3,1.5999999999999999e-4,123,3,2
2,3,1.6e-4,123,3,2
1,4,1.5999999999999999e-4,123,3,2
2,4,0,123,3,2
3,4,1.6e-4,123,3,2
1,5,0,123,3,2
2,5,0,123,3,2
3,5,0,123,3,2
4,5,0.068,123,3,2
1,6,0,123,3,2
2,6,1.5999999999999999e-4,123,3,2
3,6,0,123,3,2
4,6,0.00224,123,3,2
5,6,1.6e-4,123,3,2
1,7,0,123,3,2
2,7,0,123,3,2
3,7,0.00144,123,3,2
4,7,3.1999999999999997e-4,123,3,2
5,7,0,123,3,2
6,7,3.2e-4,123,3,2
1,8,0,123,3,2
2,8,0,123,3,2
3,8,1.6e-4,123,3,2
4,8,0.008,123,3,2
5,8,4.8e-4,123,3,2
6,8,9.6e-4,123,3,2
7,8,0,123,3,2
1,9,0,123,3,2
2,9,0,123,3,2
3,9,0,123,3,2
4,9,1.6e-4,123,3,2
5,9,1,123,3,2
6,9,0.00224,123,3,2
7,9,0,123,3,2
8,9,3.1999999999999997e-4,123,3,2
1,10,0,123,3,2
2,10,0,123,3,2
3,10,0,123,3,2
4,10,4.8e-4,123,3,2
5,10,0.00208,123,3,2
6,10,0.0568,123,3,2
7,10,0,123,3,2
8,10,6.399999999999999e-4,123,3,2
9,10,1.5999999999999999e-4,123,3,2
1,2,1.6e-4,124,2,2
1,3,0.00224,124,2,2
2,3,0.00176,124,2,2
1,4,1.5999999999999999e-4,124,2,2
2,4,0.01136,124,2,2
3,4,0.00896,124,2,2
1,5,1.6e-4,124,2,2
2,5,3.1999999999999997e-4,124,2,2
3,5,0.008,124,2,2
4,5,0.90608,124,2,2
1,6,0,124,2,2
2,6,0,124,2,2
3,6,3.1999999999999997e-4,124,2,2
4,6,3.1999999999999997e-4,124,2,2
5,6,6.399999999999999e-4,124,2,2
1,7,0,124,2,2
2,7,1.6e-4,124,2,2
3,7,9.6e-4,124,2,2
4,7,0,124,2,2
5,7,1.5999999999999999e-4,124,2,2
6,7,0,124,2,2
1,8,0,124,2,2
2,8,0,124,2,2
3,8,0.0012799999999999999,124,2,2
4,8,0,124,2,2
5,8,0.0032,124,2,2
6,8,1.5999999999999999e-4,124,2,2
7,8,3.1999999999999997e-4,124,2,2
1,9,3.1999999999999997e-4,124,2,2
2,9,1.6e-4,124,2,2
3,9,6.399999999999999e-4,124,2,2
4,9,0,124,2,2
5,9,0.00112,124,2,2
6,9,3.2e-4,124,2,2
7,9,3.1999999999999997e-4,124,2,2
8,9,0,124,2,2
1,10,0,124,2,2
2,10,6.4e-4,124,2,2
3,10,0.00192,124,2,2
4,10,0.0022400000000000002,124,2,2
5,10,0.0024,124,2,2
6,10,0,124,2,2
7,10,4.8e-4,124,2,2
8,10,0.00448,124,2,2
9,10,0.99344,124,2,2
1,2,0,125,2,2
1,3,0,125,2,2
2,3,0,125,2,2
1,4,0,125,2,2
2,4,0.00192,125,2,2
3,4,0,125,2,2
1,5,0,125,2,2
2,5,0.18672,125,2,2
3,5,0.0144,125,2,2
4,5,0.17728,125,2,2
1,6,0,125,2,2
2,6,0.00256,125,2,2
3,6,0,125,2,2
4,6,0,125,2,2
5,6,3.1999999999999997e-4,125,2,2
1,7,1.6e-4,125,2,2
2,7,4.8e-4,125,2,2
3,7,0,125,2,2
4,7,0,125,2,2
5,7,0.00176,125,2,2
6,7,0,125,2,2
1,8,0,125,2,2
2,8,1.5999999999999999e-4,125,2,2
3,8,0,125,2,2
4,8,1.6e-4,125,2,2
5,8,0,125,2,2
6,8,0,125,2,2
7,8,1.5999999999999999e-4,125,2,2
1,9,1.5999999999999999e-4,125,2,2
2,9,9.6e-4,125,2,2
3,9,0,125,2,2
4,9,0.75744,125,2,2
5,9,0.03184,125,2,2
6,9,0,125,2,2
7,9,0.0020800000000000003,125,2,2
8,9,4.8e-4,125,2,2
1,10,0,125,2,2
2,10,4.8e-4,125,2,2
3,10,9.6e-4,125,2,2
4,10,0.016640000000000002,125,2,2
5,10,0.04976,125,2,2
6,10,0.00208,125,2,2
7,10,0.00176,125,2,2
8,10,0,125,2,2
9,10,0.00176,125,2,2
1,2,0,126,2,2
1,3,0,126,2,2
2,3,0,126,2,2
1,4,0,126,2,2
2,4,1.5999999999999999e-4,126,2,2
3,4,0.0088,126,2,2
1,5,4.8e-4,126,2,2
2,5,0,126,2,2
3,5,0,126,2,2
4,5,0.896,126,2,2
1,6,0,126,2,2
2,6,0,126,2,2
3,6,0,126,2,2
4,6,0,126,2,2
5,6,0,126,2,2
1,7,0,126,2,2
2,7,0,126,2,2
3,7,0,126,2,2
4,7,0,126,2,2
5,7,0,126,2,2
6,7,0,126,2,2
1,8,0,126,2,2
2,8,0,126,2,2
3,8,0,126,2,2
4,8,0.0016,126,2,2
5,8,1.6e-4,126,2,2
6,8,0,126,2,2
7,8,1.5999999999999999e-4,126,2,2
1,9,1.5999999999999999e-4,126,2,2
2,9,1.6e-4,126,2,2
3,9,1.5999999999999999e-4,126,2,2
4,9,0.02256,126,2,2
5,9,0.50128,126,2,2
6,9,0,126,2,2
7,9,3.1999999999999997e-4,126,2,2
8,9,0.00144,126,2,2
1,10,0.00272,126,2,2
2,10,0.00176,126,2,2
3,10,1.5999999999999999e-4,126,2,2
4,10,6.399999999999999e-4,126,2,2
5,10,0.01088,126,2,2
6,10,3.1999999999999997e-4,126,2,2
7,10,0.00336,126,2,2
8,10,6.399999999999999e-4,126,2,2
9,10,6.399999999999999e-4,126,2,2
1,2,0,127,3,2
1,3,0,127,3,2
2,3,0,127,3,2
1,4,0,127,3,2
2,4,0.0712,127,3,2
3,4,0,127,3,2
1,5,0,127,3,2
2,5,4.8e-4,127,3,2
3,5,0,127,3,2
4,5,0.029759999999999998,127,3,2
1,6,0,127,3,2
2,6,0,127,3,2
3,6,0,127,3,2
4,6,3.1999999999999997e-4,127,3,2
5,6,0,127,3,2
1,7,1.6e-4,127,3,2
2,7,0,127,3,2
3,7,0,127,3,2
4,7,3.1999999999999997e-4,127,3,2
5,7,0,127,3,2
6,7,0,127,3,2
1,8,0,127,3,2
2,8,0,127,3,2
3,8,1.5999999999999999e-4,127,3,2
4,8,1.5999999999999999e-4,127,3,2
5,8,0.03056,127,3,2
6,8,0,127,3,2
7,8,0,127,3,2
1,9,0,127,3,2
2,9,0,127,3,2
3,9,0,127,3,2
4,9,1.5999999999999999e-4,127,3,2
5,9,0.7144,127,3,2
6,9,0,127,3,2
7,9,0.004,127,3,2
8,9,0,127,3,2
1,10,0,127,3,2
2,10,1.5999999999999999e-4,127,3,2
3,10,0,127,3,2
4,10,0.00176,127,3,2
5,10,3.1999999999999997e-4,127,3,2
6,10,0,127,3,2
7,10,4.8e-4,127,3,2
8,10,9.6e-4,127,3,2
9,10,0.044,127,3,2
1,2,0,128,2,2
1,3,0,128,2,2
2,3,0,128,2,2
1,4,0,128,2,2
2,4,0,128,2,2
3,4,0,128,2,2
1,5,0,128,2,2
2,5,0,128,2,2
3,5,0,128,2,2
4,5,0.99968,128,2,2
1,6,0,128,2,2
2,6,0,128,2,2
3,6,0,128,2,2
4,6,0,128,2,2
5,6,0,128,2,2
1,7,0,128,2,2
2,7,0,128,2,2
3,7,0,128,2,2
4,7,0,128,2,2
5,7,0,128,2,2
6,7,0,128,2,2
1,8,0,128,2,2
2,8,0,128,2,2
3,8,0,128,2,2
4,8,0,128,2,2
5,8,0,128,2,2
6,8,0,128,2,2
7,8,0,128,2,2
1,9,0,128,2,2
2,9,0,128,2,2
3,9,0,128,2,2
4,9,0.5,128,2,2
5,9,0.5,128,2,2
6,9,0,128,2,2
7,9,0,128,2,2
8,9,0,128,2,2
1,10,4.8e-4,128,2,2
2,10,0.00224,128,2,2
3,10,0,128,2,2
4,10,0.00112,128,2,2
5,10,1.5999999999999999e-4,128,2,2
6,10,0,128,2,2
7,10,8e-4,128,2,2
8,10,0,128,2,2
9,10,0.008,128,2,2
1,2,0,129,2,2
1,3,0,129,2,2
2,3,0,129,2,2
1,4,3.1999999999999997e-4,129,2,2
2,4,1.6e-4,129,2,2
3,4,0,129,2,2
1,5,0,129,2,2
2,5,0,129,2,2
3,5,3.1999999999999997e-4,129,2,2
4,5,0.50288,129,2,2
1,6,0,129,2,2
2,6,0,129,2,2
3,6,0,129,2,2
4,6,0,129,2,2
5,6,0,129,2,2
1,7,0,129,2,2
2,7,0,129,2,2
3,7,0,129,2,2
4,7,0,129,2,2
5,7,0,129,2,2
6,7,0,129,2,2
1,8,0,129,2,2
2,8,0,129,2,2
3,8,3.1999999999999997e-4,129,2,2
4,8,1.5999999999999999e-4,129,2,2
5,8,0.004,129,2,2
6,8,0,129,2,2
7,8,0,129,2,2
1,9,6.399999999999999e-4,129,2,2
2,9,0,129,2,2
3,9,0,129,2,2
4,9,0.50448,129,2,2
5,9,3.1999999999999997e-4,129,2,2
6,9,0,129,2,2
7,9,1.6e-4,129,2,2
8,9,0,129,2,2
1,10,0,129,2,2
2,10,3.2e-4,129,2,2
3,10,0,129,2,2
4,10,0.02544,129,2,2
5,10,0.01728,129,2,2
6,10,0,129,2,2
7,10,0,129,2,2
8,10,6.399999999999999e-4,129,2,2
9,10,0.00224,129,2,2
1,2,0,130,2,2
1,3,0,130,2,2
2,3,0,130,2,2
1,4,0,130,2,2
2,4,6.4e-4,130,2,2
3,4,1.6e-4,130,2,2
1,5,0.0012799999999999999,130,2,2
2,5,0,130,2,2
3,5,0.00176,130,2,2
4,5,0.53072,130,2,2
1,6,0,130,2,2
2,6,0,130,2,2
3,6,0,130,2,2
4,6,0,130,2,2
5,6,0,130,2,2
1,7,0,130,2,2
2,7,0,130,2,2
3,7,0,130,2,2
4,7,0,130,2,2
5,7,0,130,2,2
6,7,0,130,2,2
1,8,0,130,2,2
2,8,0,130,2,2
3,8,0,130,2,2
4,8,0.00384,130,2,2
5,8,0,130,2,2
6,8,0,130,2,2
7,8,0,130,2,2
1,9,0,130,2,2
2,9,0,130,2,2
3,9,0.00896,130,2,2
4,9,8e-4,130,2,2
5,9,0.5,130,2,2
6,9,0.00368,130,2,2
7,9,0,130,2,2
8,9,0,130,2,2
1,10,0,130,2,2
2,10,3.1999999999999997e-4,130,2,2
3,10,0,130,2,2
4,10,8e-4,130,2,2
5,10,3.1999999999999997e-4,130,2,2
6,10,1.5999999999999999e-4,130,2,2
7,10,1.5999999999999999e-4,130,2,2
8,10,0,130,2,2
9,10,0.0016,130,2,2
1,2,8e-4,131,2,2
1,3,0,131,2,2
2,3,4.8e-4,131,2,2
1,4,6.4e-4,131,2,2
2,4,1.5999999999999999e-4,131,2,2
3,4,1.6e-4,131,2,2
1,5,0,131,2,2
2,5,8e-4,131,2,2
3,5,9.6e-4,131,2,2
4,5,0.86064,131,2,2
1,6,0,131,2,2
2,6,3.1999999999999997e-4,131,2,2
3,6,0,131,2,2
4,6,3.1999999999999997e-4,131,2,2
5,6,0.00192,131,2,2
1,7,0,131,2,2
2,7,0,131,2,2
3,7,3.2e-4,131,2,2
4,7,3.1999999999999997e-4,131,2,2
5,7,0,131,2,2
6,7,3.1999999999999997e-4,131,2,2
1,8,0,131,2,2
2,8,1.6e-4,131,2,2
3,8,0,131,2,2
4,8,0,131,2,2
5,8,1.6e-4,131,2,2
6,8,0,131,2,2
7,8,0,131,2,2
1,9,0,131,2,2
2,9,0.0016,131,2,2
3,9,3.1999999999999997e-4,131,2,2
4,9,0.95712,131,2,2
5,9,0.07152,131,2,2
6,9,1.5999999999999999e-4,131,2,2
7,9,6.399999999999999e-4,131,2,2
8,9,9.6e-4,131,2,2
1,10,0.00896,131,2,2
2,10,0.00112,131,2,2
3,10,0.07792,131,2,2
4,10,0.00192,131,2,2
5,10,0.02688,131,2,2
6,10,0.00512,131,2,2
7,10,0.0011200000000000001,131,2,2
8,10,0.00544,131,2,2
9,10,0.01648,131,2,2
1,2,0,132,3,2
1,3,0,132,3,2
2,3,0,132,3,2
1,4,0,132,3,2
2,4,0,132,3,2
3,4,1.5999999999999999e-4,132,3,2
1,5,0,132,3,2
2,5,0,132,3,2
3,5,0,132,3,2
4,5,0.13744,132,3,2
1,6,0,132,3,2
2,6,0,132,3,2
3,6,1.6e-4,132,3,2
4,6,0,132,3,2
5,6,0,132,3,2
1,7,0,132,3,2
2,7,0,132,3,2
3,7,0,132,3,2
4,7,0,132,3,2
5,7,1.5999999999999999e-4,132,3,2
6,7,0,132,3,2
1,8,0,132,3,2
2,8,0,132,3,2
3,8,0,132,3,2
4,8,0,132,3,2
5,8,4.8e-4,132,3,2
6,8,0,132,3,2
7,8,0,132,3,2
1,9,0,132,3,2
2,9,0,132,3,2
3,9,1.5999999999999999e-4,132,3,2
4,9,0.93424,132,3,2
5,9,0.00576,132,3,2
6,9,3.1999999999999997e-4,132,3,2
7,9,0,132,3,2
8,9,1.5999999999999999e-4,132,3,2
1,10,0,132,3,2
2,10,1.6e-4,132,3,2
3,10,0,132,3,2
4,10,0.00112,132,3,2
5,10,6.399999999999999e-4,132,3,2
6,10,0,132,3,2
7,10,6.399999999999999e-4,132,3,2
8,10,0.00416,132,3,2
9,10,0.0012799999999999999,132,3,2
1,2,0,133,3,2
1,3,0,133,3,2
2,3,0,133,3,2
1,4,0,133,3,2
2,4,0,133,3,2
3,4,1.6e-4,133,3,2
1,5,0,133,3,2
2,5,1.6e-4,133,3,2
3,5,3.1999999999999997e-4,133,3,2
4,5,0.00752,133,3,2
1,6,0,133,3,2
2,6,0,133,3,2
3,6,0,133,3,2
4,6,0,133,3,2
5,6,0,133,3,2
1,7,0,133,3,2
2,7,0,133,3,2
3,7,0,133,3,2
4,7,0.0024000000000000002,133,3,2
5,7,0,133,3,2
6,7,0,133,3,2
1,8,0,133,3,2
2,8,0,133,3,2
3,8,1.5999999999999999e-4,133,3,2
4,8,4.8e-4,133,3,2
5,8,0.01952,133,3,2
6,8,0,133,3,2
7,8,0,133,3,2
1,9,0,133,3,2
2,9,0.0032,133,3,2
3,9,4.8e-4,133,3,2
4,9,1.6e-4,133,3,2
5,9,0.00192,133,3,2
6,9,0,133,3,2
7,9,3.1999999999999997e-4,133,3,2
8,9,4.8e-4,133,3,2
1,10,3.1999999999999997e-4,133,3,2
2,10,0,133,3,2
3,10,0.00208,133,3,2
4,10,0.0014399999999999999,133,3,2
5,10,0.014880000000000001,133,3,2
6,10,0,133,3,2
7,10,3.2e-4,133,3,2
8,10,3.2e-4,133,3,2
9,10,6.399999999999999e-4,133,3,2
1,2,0,134,2,2
1,3,1.6e-4,134,2,2
2,3,0,134,2,2
1,4,1.5999999999999999e-4,134,2,2
2,4,1.5999999999999999e-4,134,2,2
3,4,3.1999999999999997e-4,134,2,2
1,5,0,134,2,2
2,5,0,134,2,2
3,5,0.30112,134,2,2
4,5,0.56016,134,2,2
1,6,0,134,2,2
2,6,0,134,2,2
3,6,0,134,2,2
4,6,1.6e-4,134,2,2
5,6,6.4e-4,134,2,2
1,7,0,134,2,2
2,7,0,134,2,2
3,7,0,134,2,2
4,7,0,134,2,2
5,7,3.1999999999999997e-4,134,2,2
6,7,6.4e-4,134,2,2
1,8,0,134,2,2
2,8,0,134,2,2
3,8,0,134,2,2
4,8,0,134,2,2
5,8,4.8e-4,134,2,2
6,8,0,134,2,2
7,8,0,134,2,2
1,9,4.8e-4,134,2,2
2,9,3.1999999999999997e-4,134,2,2
3,9,0.02624,134,2,2
4,9,0.0012799999999999999,134,2,2
5,9,0.0968,134,2,2
6,9,0,134,2,2
7,9,0.00176,134,2,2
8,9,3.2e-4,134,2,2
1,10,1.5999999999999999e-4,134,2,2
2,10,0,134,2,2
3,10,0.0056,134,2,2
4,10,0.00144,134,2,2
5,10,0.00848,134,2,2
6,10,1.5999999999999999e-4,134,2,2
7,10,3.1999999999999997e-4,134,2,2
8,10,3.1999999999999997e-4,134,2,2
9,10,0.00224,134,2,2
1,2,0,135,4,2
1,3,0,135,4,2
2,3,0,135,4,2
1,4,0,135,4,2
2,4,0,135,4,2
3,4,0,135,4,2
1,5,0,135,4,2
2,5,0,135,4,2
3,5,0,135,4,2
4,5,0,135,4,2
1,6,0,135,4,2
2,6,0,135,4,2
3,6,0,135,4,2
4,6,0,135,4,2
5,6,0,135,4,2
1,7,0,135,4,2
2,7,0,135,4,2
3,7,0,135,4,2
4,7,0,135,4,2
5,7,0,135,4,2
6,7,0,135,4,2
1,8,0,135,4,2
2,8,0,135,4,2
3,8,0,135,4,2
