variable,PIP,trial,df,case
Hg,1,446,3,5
Ni,1,446,3,5
Tl,0.00736,446,3,5
Pb,0.08512,446,3,5
Mo,0.07472,446,3,5
Sb,1,446,3,5
Sn,0.54304,446,3,5
As,0.0632,447,4,5
Cd,0.00768,447,4,5
Co,0.16304,447,4,5
Hg,1,447,4,5
Ni,1,447,4,5
Tl,0.00976,447,4,5
Pb,0.00912,447,4,5
Mo,0.012,447,4,5
Sb,1,447,4,5
Sn,1,447,4,5
As,0.02416,448,2,5
Cd,0.016,448,2,5
Co,0.05296,448,2,5
Hg,1,448,2,5
Ni,1,448,2,5
Tl,0.03232,448,2,5
Pb,0.04992,448,2,5
Mo,0.00768,448,2,5
Sb,1,448,2,5
Sn,0.48224,448,2,5
As,0.0144,449,3,5
Cd,0.03136,449,3,5
Co,0.08736,449,3,5
Hg,1,449,3,5
Ni,1,449,3,5
Tl,0.0104,449,3,5
Pb,0.00784,449,3,5
Mo,0.03984,449,3,5
Sb,1,449,3,5
Sn,0.4344,449,3,5
As,0.04256,450,2,5
Cd,0.02,450,2,5
Co,0.02912,450,2,5
Hg,1,450,2,5
Ni,1,450,2,5
Tl,0.03104,450,2,5
Pb,0.13568,450,2,5
Mo,0.02432,450,2,5
Sb,1,450,2,5
Sn,0.9928,450,2,5
As,0.00608,451,4,5
Cd,0.0096,451,4,5
Co,0.0208,451,4,5
Hg,1,451,4,5
Ni,1,451,4,5
Tl,0.01072,451,4,5
Pb,0.03776,451,4,5
Mo,0.04576,451,4,5
Sb,1,451,4,5
Sn,0.20064,451,4,5
As,0.02512,452,2,5
Cd,0.05024,452,2,5
Co,0.02096,452,2,5
Hg,1,452,2,5
Ni,1,452,2,5
Tl,0.46752,452,2,5
Pb,0.11168,452,2,5
Mo,0.03328,452,2,5
Sb,1,452,2,5
Sn,0.91664,452,2,5
As,0.01696,453,2,5
Cd,0.04,453,2,5
Co,0.27136,453,2,5
Hg,1,453,2,5
Ni,1,453,2,5
Tl,0.1976,453,2,5
Pb,0.09424,453,2,5
Mo,0.0216,453,2,5
Sb,1,453,2,5
Sn,0.28368,453,2,5
As,0.01728,454,2,5
Cd,0.0544,454,2,5
Co,0.02016,454,2,5
Hg,1,454,2,5
Ni,1,454,2,5
Tl,0.97232,454,2,5
Pb,0.03024,454,2,5
Mo,0.02096,454,2,5
Sb,1,454,2,5
Sn,0.33184,454,2,5
As,0.01104,455,3,5
Cd,0.0096,455,3,5
Co,0.01584,455,3,5
Hg,1,455,3,5
Ni,1,455,3,5
Tl,0.0072,455,3,5
Pb,0.03104,455,3,5
Mo,0.00608,455,3,5
Sb,1,455,3,5
Sn,0.2264,455,3,5
As,0.01024,456,2,5
Cd,0.01232,456,2,5
Co,0.06944,456,2,5
Hg,1,456,2,5
Ni,1,456,2,5
Tl,0.0152,456,2,5
Pb,0.00832,456,2,5
Mo,0.45872,456,2,5
Sb,1,456,2,5
Sn,0.14032,456,2,5
As,3.2e-4,457,4,5
Cd,0.00816,457,4,5
Co,0.01872,457,4,5
Hg,1,457,4,5
Ni,1,457,4,5
Tl,4.8e-4,457,4,5
Pb,0.00672,457,4,5
Mo,0.00224,457,4,5
Sb,1,457,4,5
Sn,0.9992,457,4,5
As,0.02528,458,2,5
Cd,0.04624,458,2,5
Co,0.1888,458,2,5
Hg,1,458,2,5
Ni,1,458,2,5
Tl,0.03616,458,2,5
Pb,0.10704,458,2,5
Mo,0.01232,458,2,5
Sb,1,458,2,5
Sn,0.37344,458,2,5
As,0.04368,459,2,5
Cd,0.02432,459,2,5
Co,0.0312,459,2,5
Hg,1,459,2,5
Ni,1,459,2,5
Tl,0.03024,459,2,5
Pb,0.02496,459,2,5
Mo,0.01568,459,2,5
Sb,1,459,2,5
Sn,0.17376,459,2,5
As,0.1512,460,4,5
Cd,0.00144,460,4,5
Co,0.02992,460,4,5
Hg,1,460,4,5
Ni,1,460,4,5
Tl,0.0088,460,4,5
Pb,0.00288,460,4,5
Mo,0.004,460,4,5
Sb,1,460,4,5
Sn,0.2112,460,4,5
As,0.04368,461,2,5
Cd,0.0128,461,2,5
Co,0.0216,461,2,5
Hg,1,461,2,5
Ni,1,461,2,5
Tl,0.01104,461,2,5
Pb,0.01904,461,2,5
Mo,0.00864,461,2,5
Sb,1,461,2,5
Sn,0.35488,461,2,5
As,0.01536,462,2,5
Cd,0.02592,462,2,5
Co,0.04688,462,2,5
Hg,1,462,2,5
Ni,1,462,2,5
Tl,0.01216,462,2,5
Pb,0.20208,462,2,5
Mo,0.01632,462,2,5
Sb,1,462,2,5
Sn,0.1016,462,2,5
As,0.004,463,3,5
Cd,0.0016,463,3,5
Co,0.08352,463,3,5
Hg,1,463,3,5
Ni,1,463,3,5
Tl,0.0104,463,3,5
Pb,0.00128,463,3,5
Mo,0.00224,463,3,5
Sb,1,463,3,5
Sn,0.0336,463,3,5
As,0.02064,464,3,5
Cd,0.01504,464,3,5
Co,0.02448,464,3,5
Hg,1,464,3,5
Ni,1,464,3,5
Tl,0.01328,464,3,5
Pb,0.02128,464,3,5
Mo,0.01648,464,3,5
Sb,1,464,3,5
Sn,0.89056,464,3,5
As,0.01616,465,2,5
Cd,0.03632,465,2,5
Co,0.15696,465,2,5
Hg,1,465,2,5
Ni,0.99696,465,2,5
Tl,0.02064,465,2,5
Pb,0.03456,465,2,5
Mo,0.02304,465,2,5
Sb,1,465,2,5
Sn,0.95632,465,2,5
As,0.11424,466,4,5
Cd,0.02224,466,4,5
Co,0.01568,466,4,5
Hg,1,466,4,5
Ni,1,466,4,5
Tl,0.03136,466,4,5
Pb,0.01392,466,4,5
Mo,0.01312,466,4,5
Sb,1,466,4,5
Sn,0.99664,466,4,5
As,0.0096,467,3,5
Cd,0.00784,467,3,5
Co,0.01424,467,3,5
Hg,1,467,3,5
Ni,1,467,3,5
Tl,0.09168,467,3,5
Pb,0.168,467,3,5
Mo,0.04128,467,3,5
Sb,1,467,3,5
Sn,0.4104,467,3,5
As,0.1488,468,2,5
Cd,0.01408,468,2,5
Co,0.04768,468,2,5
Hg,1,468,2,5
Ni,1,468,2,5
Tl,0.02544,468,2,5
Pb,0.02448,468,2,5
Mo,0.01632,468,2,5
Sb,1,468,2,5
Sn,0.88272,468,2,5
As,0.00976,469,4,5
Cd,0.01408,469,4,5
Co,0.03136,469,4,5
Hg,1,469,4,5
Ni,1,469,4,5
Tl,0.26864,469,4,5
Pb,0.00784,469,4,5
Mo,0.01136,469,4,5
Sb,1,469,4,5
Sn,1,469,4,5
As,0.02864,470,3,5
Cd,0.00624,470,3,5
Co,0.01728,470,3,5
Hg,1,470,3,5
Ni,1,470,3,5
Tl,0.12688,470,3,5
Pb,0.00784,470,3,5
Mo,0.01552,470,3,5
Sb,1,470,3,5
Sn,0.98944,470,3,5
As,0.01328,471,3,5
Cd,0.08096,471,3,5
Co,0.0184,471,3,5
Hg,1,471,3,5
Ni,1,471,3,5
Tl,0.15456,471,3,5
Pb,0.05072,471,3,5
Mo,0.01216,471,3,5
Sb,1,471,3,5
Sn,0.99296,471,3,5
As,0.0208,472,2,5
Cd,0.02112,472,2,5
Co,0.0192,472,2,5
Hg,1,472,2,5
Ni,1,472,2,5
Tl,0.12848,472,2,5
Pb,0.05056,472,2,5
Mo,0.03856,472,2,5
Sb,1,472,2,5
Sn,0.45184,472,2,5
As,0.00848,473,3,5
Cd,0.00752,473,3,5
Co,0.00816,473,3,5
Hg,1,473,3,5
Ni,1,473,3,5
Tl,0.0176,473,3,5
Pb,0.02928,473,3,5
Mo,0.01408,473,3,5
Sb,1,473,3,5
Sn,0.99808,473,3,5
As,0.00272,474,4,5
Cd,4.8e-4,474,4,5
Co,9.6e-4,474,4,5
Hg,1,474,4,5
Ni,1,474,4,5
Tl,0.00112,474,4,5
Pb,6.4e-4,474,4,5
Mo,0.0016,474,4,5
Sb,1,474,4,5
Sn,0.0024,474,4,5
As,0.01312,475,3,5
Cd,0.01392,475,3,5
Co,0.00976,475,3,5
Hg,1,475,3,5
Ni,1,475,3,5
Tl,0.00736,475,3,5
Pb,0.0216,475,3,5
Mo,0.016,475,3,5
Sb,1,475,3,5
Sn,0.97216,475,3,5
As,0.01104,476,3,5
Cd,0.02672,476,3,5
Co,0.0648,476,3,5
Hg,1,476,3,5
Ni,1,476,3,5
Tl,0.04928,476,3,5
Pb,0.01216,476,3,5
Mo,0.05824,476,3,5
Sb,1,476,3,5
Sn,0.85952,476,3,5
As,0.02112,477,3,5
Cd,0.01712,477,3,5
Co,0.02768,477,3,5
Hg,1,477,3,5
Ni,1,477,3,5
Tl,0.01248,477,3,5
Pb,0.01072,477,3,5
Mo,0.01728,477,3,5
Sb,1,477,3,5
Sn,0.72512,477,3,5
As,0.00512,478,3,5
Cd,0.00496,478,3,5
Co,0.02128,478,3,5
Hg,1,478,3,5
Ni,1,478,3,5
Tl,0.01632,478,3,5
Pb,0.0072,478,3,5
Mo,0.04528,478,3,5
Sb,1,478,3,5
Sn,0.90832,478,3,5
As,0.29952,479,3,5
Cd,0.028,479,3,5
Co,0.0312,479,3,5
Hg,1,479,3,5
Ni,1,479,3,5
Tl,0.03456,479,3,5
Pb,0.2368,479,3,5
Mo,0.00784,479,3,5
Sb,1,479,3,5
Sn,1,479,3,5
As,0.0056,480,4,5
Cd,0.0152,480,4,5
Co,0.00384,480,4,5
Hg,1,480,4,5
Ni,1,480,4,5
Tl,0.00752,480,4,5
Pb,0.15904,480,4,5
Mo,0.00384,480,4,5
Sb,1,480,4,5
Sn,0.9696,480,4,5
As,0.06176,481,2,5
Cd,0.01808,481,2,5
Co,0.01504,481,2,5
Hg,1,481,2,5
Ni,1,481,2,5
Tl,0.01376,481,2,5
Pb,0.06,481,2,5
Mo,0.01536,481,2,5
Sb,1,481,2,5
Sn,0.09408,481,2,5
As,0.00816,482,4,5
Cd,0.00272,482,4,5
Co,0.02064,482,4,5
Hg,1,482,4,5
Ni,1,482,4,5
Tl,9.6e-4,482,4,5
Pb,0.0016,482,4,5
Mo,0.00112,482,4,5
Sb,1,482,4,5
Sn,0.61568,482,4,5
As,0.01536,483,4,5
Cd,0.10496,483,4,5
Co,0.03568,483,4,5
Hg,1,483,4,5
Ni,1,483,4,5
Tl,0.21248,483,4,5
Pb,0.01712,483,4,5
Mo,0.00944,483,4,5
Sb,1,483,4,5
Sn,0.95776,483,4,5
As,0.01648,484,2,5
Cd,0.05536,484,2,5
Co,0.02048,484,2,5
Hg,1,484,2,5
Ni,1,484,2,5
Tl,0.04,484,2,5
Pb,0.016,484,2,5
Mo,0.03408,484,2,5
Sb,1,484,2,5
Sn,0.03584,484,2,5
As,0.03488,485,3,5
Cd,0.00864,485,3,5
Co,0.01328,485,3,5
Hg,1,485,3,5
Ni,1,485,3,5
Tl,0.0088,485,3,5
Pb,0.014880000000000001,485,3,5
Mo,0.00784,485,3,5
Sb,1,485,3,5
Sn,0.98928,485,3,5
As,0.02368,486,3,5
Cd,0.02656,486,3,5
Co,0.0376,486,3,5
Hg,1,486,3,5
Ni,1,486,3,5
Tl,0.168,486,3,5
Pb,0.04128,486,3,5
Mo,0.01536,486,3,5
Sb,1,486,3,5
Sn,0.57504,486,3,5
As,0.02768,487,3,5
Cd,0.02064,487,3,5
Co,0.01168,487,3,5
Hg,1,487,3,5
Ni,1,487,3,5
Tl,0.01424,487,3,5
Pb,0.10656,487,3,5
Mo,0.00832,487,3,5
Sb,1,487,3,5
Sn,0.8192,487,3,5
As,0.01168,488,3,5
Cd,0.00944,488,3,5
Co,0.01728,488,3,5
Hg,1,488,3,5
Ni,1,488,3,5
Tl,0.00528,488,3,5
Pb,0.21408,488,3,5
Mo,0.02144,488,3,5
Sb,1,488,3,5
Sn,1,488,3,5
As,0.09552,489,3,5
Cd,0.01168,489,3,5
Co,0.11824,489,3,5
Hg,1,489,3,5
Ni,1,489,3,5
Tl,0.00656,489,3,5
Pb,0.05264,489,3,5
Mo,0.0584,489,3,5
Sb,1,489,3,5
Sn,0.12048,489,3,5
As,0.01184,490,2,5
Cd,0.01776,490,2,5
Co,0.1944,490,2,5
Hg,1,490,2,5
Ni,1,490,2,5
Tl,0.04832,490,2,5
Pb,0.1952,490,2,5
Mo,0.01312,490,2,5
Sb,1,490,2,5
Sn,0.86192,490,2,5
As,0.02704,491,2,5
Cd,0.96096,491,2,5
Co,0.03536,491,2,5
Hg,1,491,2,5
Ni,1,491,2,5
Tl,0.03184,491,2,5
Pb,0.04416,491,2,5
Mo,0.05632,491,2,5
Sb,1,491,2,5
Sn,0.79504,491,2,5
As,0.03392,492,3,5
Cd,0.02032,492,3,5
Co,0.02256,492,3,5
Hg,1,492,3,5
Ni,1,492,3,5
Tl,0.0072,492,3,5
Pb,0.01888,492,3,5
Mo,0.0096,492,3,5
Sb,1,492,3,5
Sn,0.89024,492,3,5
As,0.04464,493,2,5
Cd,0.01072,493,2,5
Co,0.03472,493,2,5
Hg,1,493,2,5
Ni,1,493,2,5
Tl,0.03248,493,2,5
Pb,0.01456,493,2,5
Mo,0.03968,493,2,5
Sb,1,493,2,5
Sn,0.17872,493,2,5
As,0.03104,494,2,5
Cd,0.01376,494,2,5
Co,0.01648,494,2,5
Hg,1,494,2,5
Ni,1,494,2,5
Tl,0.0128,494,2,5
Pb,0.01952,494,2,5
Mo,0.01952,494,2,5
Sb,1,494,2,5
Sn,0.98848,494,2,5
As,0.004,495,4,5
Cd,0.00944,495,4,5
Co,0.01072,495,4,5
Hg,1,495,4,5
Ni,1,495,4,5
Tl,4.8e-4,495,4,5
Pb,0.0088,495,4,5
Mo,0.00896,495,4,5
Sb,1,495,4,5
Sn,0.69392,495,4,5
As,0.0176,496,2,5
Cd,0.036,496,2,5
Co,0.0216,496,2,5
Hg,1,496,2,5
Ni,1,496,2,5
Tl,0.01392,496,2,5
Pb,0.014880000000000001,496,2,5
Mo,0.01296,496,2,5
Sb,1,496,2,5
Sn,0.17376,496,2,5
As,0.04864,497,2,5
Cd,0.03472,497,2,5
Co,0.02,497,2,5
Hg,1,497,2,5
Ni,1,497,2,5
Tl,0.0648,497,2,5
Pb,0.08912,497,2,5
Mo,0.25984,497,2,5
Sb,1,497,2,5
Sn,0.97888,497,2,5
As,0.01472,498,4,5
Cd,0.00928,498,4,5
Co,0.00992,498,4,5
Hg,1,498,4,5
Ni,1,498,4,5
Tl,0.03376,498,4,5
Pb,0.012,498,4,5
Mo,0.0112,498,4,5
Sb,1,498,4,5
Sn,0.89824,498,4,5
As,0.00736,499,3,5
Cd,0.00768,499,3,5
Co,0.0208,499,3,5
Hg,1,499,3,5
Ni,1,499,3,5
Tl,0.00752,499,3,5
Pb,0.00528,499,3,5
Mo,0.13232,499,3,5
Sb,1,499,3,5
Sn,0.98704,499,3,5
As,0.0104,500,3,5
Cd,0.0488,500,3,5
Co,0.03664,500,3,5
Hg,1,500,3,5
Ni,1,500,3,5
Tl,0.04352,500,3,5
Pb,0.01648,500,3,5
Mo,0.02272,500,3,5
Sb,1,500,3,5
Sn,0.98832,500,3,5
As,0.03696,501,2,6
Cd,0.01408,501,2,6
Co,0.0576,501,2,6
Hg,1,501,2,6
Ni,1,501,2,6
Tl,0.04608,501,2,6
Pb,0.01024,501,2,6
Mo,0.03184,501,2,6
Sb,1,501,2,6
Sn,0.43264,501,2,6
As,0.1248,502,3,6
Cd,0.03488,502,3,6
Co,0.0656,502,3,6
Hg,1,502,3,6
Ni,1,502,3,6
Tl,0.02272,502,3,6
Pb,0.624,502,3,6
Mo,0.13152,502,3,6
Sb,1,502,3,6
Sn,0.19088,502,3,6
As,0.03776,503,3,6
Cd,0.04064,503,3,6
Co,0.01104,503,3,6
Hg,1,503,3,6
Ni,1,503,3,6
Tl,0.01888,503,3,6
Pb,0.08288,503,3,6
Mo,0.01776,503,3,6
Sb,1,503,3,6
Sn,0.99472,503,3,6
As,0.03168,504,2,6
Cd,0.02224,504,2,6
Co,0.14928,504,2,6
Hg,0.99952,504,2,6
Ni,0.99456,504,2,6
Tl,0.16,504,2,6
Pb,0.25584,504,2,6
Mo,0.02816,504,2,6
Sb,1,504,2,6
Sn,0.05888,504,2,6
As,0.04848,505,2,6
Cd,0.01952,505,2,6
Co,0.01648,505,2,6
Hg,1,505,2,6
Ni,1,505,2,6
Tl,0.01744,505,2,6
Pb,0.06736,505,2,6
Mo,0.336,505,2,6
Sb,1,505,2,6
Sn,0.31488,505,2,6
As,0.00672,506,4,6
Cd,0.02624,506,4,6
Co,0.00704,506,4,6
Hg,0.97312,506,4,6
Ni,1,506,4,6
Tl,0.01312,506,4,6
Pb,0.0168,506,4,6
Mo,0.01008,506,4,6
Sb,1,506,4,6
Sn,0.9664,506,4,6
As,0.59424,507,4,6
Cd,0.0424,507,4,6
Co,0.0496,507,4,6
Hg,0.99872,507,4,6
Ni,0.99968,507,4,6
Tl,0.04608,507,4,6
Pb,0.00928,507,4,6
Mo,0.01184,507,4,6
Sb,1,507,4,6
Sn,0.97456,507,4,6
As,0.00448,508,3,6
Cd,0.00432,508,3,6
Co,0.0208,508,3,6
Hg,1,508,3,6
Ni,1,508,3,6
Tl,0.04528,508,3,6
Pb,0.00528,508,3,6
Mo,0.01216,508,3,6
Sb,1,508,3,6
Sn,0.98,508,3,6
As,0.03456,509,2,6
Cd,0.0608,509,2,6
Co,0.03552,509,2,6
Hg,1,509,2,6
Ni,1,509,2,6
Tl,0.09312,509,2,6
Pb,0.03056,509,2,6
Mo,0.11152,509,2,6
Sb,1,509,2,6
Sn,0.99472,509,2,6
As,0.02304,510,3,6
Cd,0.0128,510,3,6
Co,0.0264,510,3,6
Hg,0.99936,510,3,6
Ni,1,510,3,6
Tl,0.02304,510,3,6
Pb,0.02352,510,3,6
Mo,0.03824,510,3,6
Sb,1,510,3,6
Sn,0.49296,510,3,6
As,0.07968,511,3,6
Cd,0.01264,511,3,6
Co,0.0032,511,3,6
Hg,0.99984,511,3,6
Ni,1,511,3,6
Tl,0.15808,511,3,6
Pb,0.008,511,3,6
Mo,0.00352,511,3,6
Sb,1,511,3,6
Sn,0.05216,511,3,6
As,0.01472,512,3,6
Cd,0.01456,512,3,6
Co,0.02016,512,3,6
Hg,1,512,3,6
Ni,1,512,3,6
Tl,0.00896,512,3,6
Pb,0.012,512,3,6
Mo,0.01248,512,3,6
Sb,1,512,3,6
Sn,0.0328,512,3,6
As,0.0168,513,4,6
Cd,0.01984,513,4,6
Co,0.0064,513,4,6
Hg,0.99872,513,4,6
Ni,1,513,4,6
Tl,0.004,513,4,6
Pb,0.01312,513,4,6
Mo,0.00528,513,4,6
Sb,1,513,4,6
Sn,0.6632,513,4,6
As,0.16144,514,3,6
Cd,0.01392,514,3,6
Co,0.1184,514,3,6
Hg,1,514,3,6
Ni,1,514,3,6
Tl,0.01264,514,3,6
Pb,0.05392,514,3,6
Mo,0.04848,514,3,6
Sb,1,514,3,6
Sn,0.51984,514,3,6
As,0.07392,515,2,6
Cd,0.11344,515,2,6
Co,0.01104,515,2,6
Hg,1,515,2,6
Ni,1,515,2,6
Tl,0.05248,515,2,6
Pb,0.00768,515,2,6
Mo,0.01056,515,2,6
Sb,1,515,2,6
Sn,0.80736,515,2,6
As,0.02752,516,2,6
Cd,0.01376,516,2,6
Co,0.0328,516,2,6
Hg,1,516,2,6
Ni,1,516,2,6
Tl,0.23392,516,2,6
Pb,0.02432,516,2,6
Mo,0.17968,516,2,6
Sb,1,516,2,6
Sn,0.90672,516,2,6
As,0.028,517,3,6
Cd,0.06208,517,3,6
Co,0.03168,517,3,6
Hg,1,517,3,6
Ni,1,517,3,6
Tl,0.00896,517,3,6
Pb,0.03632,517,3,6
Mo,0.00832,517,3,6
Sb,0.99984,517,3,6
Sn,0.9944,517,3,6
As,0.00416,518,4,6
Cd,0.0032,518,4,6
Co,0.00384,518,4,6
Hg,1,518,4,6
Ni,1,518,4,6
Tl,0.00432,518,4,6
Pb,0.01984,518,4,6
Mo,0.02336,518,4,6
Sb,1,518,4,6
Sn,0.94672,518,4,6
As,0.104,519,3,6
Cd,0.0488,519,3,6
Co,0.02816,519,3,6
Hg,1,519,3,6
Ni,1,519,3,6
Tl,0.01264,519,3,6
Pb,0.02208,519,3,6
Mo,0.0136,519,3,6
Sb,1,519,3,6
Sn,0.29856,519,3,6
As,0.032,520,3,6
Cd,0.11824,520,3,6
Co,0.02624,520,3,6
Hg,1,520,3,6
Ni,0.99968,520,3,6
Tl,0.03568,520,3,6
Pb,0.04112,520,3,6
Mo,0.01664,520,3,6
Sb,1,520,3,6
Sn,0.99888,520,3,6
As,0.014880000000000001,521,3,6
Cd,0.00192,521,3,6
Co,0.01024,521,3,6
Hg,1,521,3,6
Ni,1,521,3,6
Tl,0.1232,521,3,6
Pb,0.01664,521,3,6
Mo,0.004,521,3,6
Sb,1,521,3,6
Sn,0.76224,521,3,6
As,0.02416,522,3,6
Cd,0.02016,522,3,6
Co,0.03696,522,3,6
Hg,0.9984,522,3,6
Ni,1,522,3,6
Tl,0.04624,522,3,6
Pb,0.01136,522,3,6
Mo,0.01376,522,3,6
Sb,1,522,3,6
Sn,0.31504,522,3,6
As,0.03376,523,2,6
Cd,0.04816,523,2,6
Co,0.06048,523,2,6
Hg,1,523,2,6
Ni,0.99952,523,2,6
Tl,0.0928,523,2,6
Pb,0.02,523,2,6
Mo,0.02224,523,2,6
Sb,1,523,2,6
Sn,0.98528,523,2,6
As,0.04368,524,4,6
Cd,0.00544,524,4,6
Co,0.00432,524,4,6
Hg,0.99968,524,4,6
Ni,1,524,4,6
Tl,0.05344,524,4,6
Pb,0.00688,524,4,6
Mo,0.02896,524,4,6
Sb,1,524,4,6
Sn,0.94688,524,4,6
As,0.00224,525,4,6
Cd,6.4e-4,525,4,6
Co,0.00128,525,4,6
Hg,1,525,4,6
Ni,1,525,4,6
Tl,0.00176,525,4,6
Pb,0.00448,525,4,6
Mo,0.00144,525,4,6
Sb,1,525,4,6
Sn,0.01872,525,4,6
As,0.00384,526,4,6
Cd,0.01504,526,4,6
Co,0.00192,526,4,6
Hg,0.99984,526,4,6
Ni,1,526,4,6
Tl,0.00192,526,4,6
Pb,0.00544,526,4,6
Mo,0.02288,526,4,6
Sb,1,526,4,6
Sn,0.2696,526,4,6
As,0.00816,527,3,6
Cd,0.02368,527,3,6
Co,0.0072,527,3,6
Hg,1,527,3,6
Ni,1,527,3,6
Tl,0.1144,527,3,6
Pb,0.0664,527,3,6
Mo,0.01616,527,3,6
Sb,1,527,3,6
Sn,0.87808,527,3,6
As,0.2784,528,4,6
Cd,0.0744,528,4,6
Co,0.01168,528,4,6
Hg,0.99968,528,4,6
Ni,1,528,4,6
Tl,0.00912,528,4,6
Pb,0.46288,528,4,6
Mo,0.00592,528,4,6
Sb,1,528,4,6
Sn,0.94432,528,4,6
As,0.06912,529,2,6
Cd,0.0272,529,2,6
Co,0.01936,529,2,6
Hg,1,529,2,6
Ni,1,529,2,6
Tl,0.03344,529,2,6
Pb,0.02032,529,2,6
Mo,0.13952,529,2,6
Sb,1,529,2,6
Sn,0.128,529,2,6
As,0.05808,530,3,6
Cd,0.00464,530,3,6
Co,0.01568,530,3,6
Hg,1,530,3,6
Ni,1,530,3,6
Tl,0.0808,530,3,6
Pb,0.00576,530,3,6
Mo,0.0168,530,3,6
Sb,1,530,3,6
Sn,0.99984,530,3,6
As,0.0144,531,3,6
Cd,0.00256,531,3,6
Co,0.016,531,3,6
Hg,1,531,3,6
Ni,1,531,3,6
Tl,0.00448,531,3,6
Pb,0.00608,531,3,6
Mo,0.00288,531,3,6
Sb,1,531,3,6
Sn,0.7136,531,3,6
As,0.00192,532,4,6
Cd,0.00432,532,4,6
Co,0.00384,532,4,6
Hg,1,532,4,6
Ni,1,532,4,6
Tl,9.6e-4,532,4,6
Pb,0.0024,532,4,6
Mo,0.01632,532,4,6
Sb,1,532,4,6
Sn,1,532,4,6
As,0.04688,533,3,6
Cd,0.01024,533,3,6
Co,0.008,533,3,6
Hg,1,533,3,6
Ni,1,533,3,6
Tl,0.01168,533,3,6
Pb,0.02768,533,3,6
Mo,0.01872,533,3,6
Sb,1,533,3,6
Sn,0.99136,533,3,6
As,0.11744,534,4,6
Cd,0.15152,534,4,6
Co,0.03168,534,4,6
Hg,0.99968,534,4,6
Ni,1,534,4,6
Tl,0.03088,534,4,6
Pb,0.86656,534,4,6
Mo,0.03408,534,4,6
Sb,0.99984,534,4,6
Sn,0.18016,534,4,6
As,0.00608,535,4,6
Cd,0.00288,535,4,6
Co,0.01248,535,4,6
Hg,1,535,4,6
Ni,1,535,4,6
Tl,0.00784,535,4,6
Pb,0.00352,535,4,6
Mo,0.00416,535,4,6
Sb,1,535,4,6
Sn,0.20144,535,4,6
As,0.04048,536,4,6
Cd,6.4e-4,536,4,6
Co,0.00288,536,4,6
Hg,1,536,4,6
Ni,0.99984,536,4,6
Tl,0.00192,536,4,6
Pb,0.00176,536,4,6
Mo,0.00336,536,4,6
Sb,1,536,4,6
Sn,0.02688,536,4,6
As,0.0048,537,3,6
Cd,0.0176,537,3,6
Co,0.03568,537,3,6
Hg,1,537,3,6
Ni,1,537,3,6
Tl,0.0072,537,3,6
Pb,0.01072,537,3,6
Mo,0.01824,537,3,6
Sb,1,537,3,6
Sn,0.78496,537,3,6
As,0.23952,538,3,6
Cd,0.38768,538,3,6
Co,0.03776,538,3,6
Hg,0.9656,538,3,6
Ni,1,538,3,6
Tl,0.01152,538,3,6
Pb,0.01424,538,3,6
Mo,0.00672,538,3,6
Sb,1,538,3,6
Sn,0.16384,538,3,6
As,0.00832,539,3,6
Cd,0.00624,539,3,6
Co,0.01648,539,3,6
Hg,1,539,3,6
Ni,1,539,3,6
Tl,0.02912,539,3,6
Pb,0.00928,539,3,6
Mo,0.024,539,3,6
Sb,1,539,3,6
Sn,0.4608,539,3,6
As,0.08912,540,2,6
Cd,0.03104,540,2,6
Co,0.02608,540,2,6
Hg,0.99952,540,2,6
Ni,0.9984,540,2,6
Tl,0.02304,540,2,6
Pb,0.02704,540,2,6
Mo,0.06624,540,2,6
Sb,1,540,2,6
Sn,0.52656,540,2,6
As,0.00336,541,4,6
Cd,0.0056,541,4,6
Co,0.00176,541,4,6
Hg,0.99984,541,4,6
Ni,1,541,4,6
Tl,0.004,541,4,6
Pb,0.01392,541,4,6
Mo,0.0048,541,4,6
Sb,1,541,4,6
Sn,0.99984,541,4,6
As,0.0168,542,2,6
Cd,0.03568,542,2,6
Co,0.01632,542,2,6
Hg,1,542,2,6
Ni,1,542,2,6
Tl,0.01552,542,2,6
Pb,0.01696,542,2,6
Mo,0.04608,542,2,6
Sb,1,542,2,6
Sn,0.84736,542,2,6
As,0.0624,543,2,6
Cd,0.04736,543,2,6
Co,0.01264,543,2,6
Hg,1,543,2,6
Ni,1,543,2,6
Tl,0.02864,543,2,6
Pb,0.0256,543,2,6
Mo,0.02672,543,2,6
Sb,1,543,2,6
Sn,0.99392,543,2,6
As,0.00848,544,3,6
Cd,0.00176,544,3,6
Co,0.088,544,3,6
Hg,1,544,3,6
Ni,1,544,3,6
Tl,0.00448,544,3,6
Pb,0.00416,544,3,6
Mo,0.00624,544,3,6
Sb,1,544,3,6
Sn,0.9984,544,3,6
As,0.01856,545,3,6
Cd,0.01584,545,3,6
Co,0.02784,545,3,6
Hg,1,545,3,6
Ni,1,545,3,6
Tl,0.0088,545,3,6
Pb,0.00816,545,3,6
Mo,0.02368,545,3,6
Sb,1,545,3,6
Sn,0.81712,545,3,6
As,0.52432,546,3,6
Cd,0.01888,546,3,6
Co,0.0128,546,3,6
Hg,1,546,3,6
Ni,0.99968,546,3,6
Tl,0.0152,546,3,6
Pb,0.04768,546,3,6
Mo,0.01504,546,3,6
Sb,1,546,3,6
Sn,0.95872,546,3,6
As,0.016,547,3,6
Cd,0.01472,547,3,6
