variable,PIP,trial,df,case
Ni,1,857,2,9
Tl,0.0328,857,2,9
Pb,0.04576,857,2,9
Mo,0.02464,857,2,9
Sb,1,857,2,9
Sn,0.2408,857,2,9
As,0.63968,858,2,9
Cd,0.85568,858,2,9
Co,0.23056,858,2,9
Hg,0.99984,858,2,9
Ni,0.99136,858,2,9
Tl,0.03008,858,2,9
Pb,0.02464,858,2,9
Mo,0.10976,858,2,9
Sb,1,858,2,9
Sn,0.86496,858,2,9
As,0.22352,859,3,9
Cd,0.83376,859,3,9
Co,0.03008,859,3,9
Hg,1,859,3,9
Ni,1,859,3,9
Tl,0.03696,859,3,9
Pb,0.05968,859,3,9
Mo,0.016,859,3,9
Sb,1,859,3,9
Sn,0.49136,859,3,9
As,0.04224,860,3,9
Cd,0.79056,860,3,9
Co,0.02448,860,3,9
Hg,1,860,3,9
Ni,1,860,3,9
Tl,0.01152,860,3,9
Pb,0.01824,860,3,9
Mo,0.10416,860,3,9
Sb,1,860,3,9
Sn,0.9936,860,3,9
As,0.01024,861,3,9
Cd,0.02864,861,3,9
Co,0.032,861,3,9
Hg,0.99968,861,3,9
Ni,1,861,3,9
Tl,0.01744,861,3,9
Pb,0.00816,861,3,9
Mo,0.0296,861,3,9
Sb,1,861,3,9
Sn,0.02016,861,3,9
As,0.09824,862,3,9
Cd,0.94176,862,3,9
Co,0.00832,862,3,9
Hg,1,862,3,9
Ni,1,862,3,9
Tl,0.00208,862,3,9
Pb,0.0344,862,3,9
Mo,0.01712,862,3,9
Sb,1,862,3,9
Sn,0.2712,862,3,9
As,0.58736,863,3,9
Cd,0.9984,863,3,9
Co,0.05344,863,3,9
Hg,0.99792,863,3,9
Ni,1,863,3,9
Tl,0.09136,863,3,9
Pb,0.07632,863,3,9
Mo,0.01968,863,3,9
Sb,1,863,3,9
Sn,0.97168,863,3,9
As,0.21264,864,2,9
Cd,0.9568,864,2,9
Co,0.05984,864,2,9
Hg,1,864,2,9
Ni,0.9984,864,2,9
Tl,0.01888,864,2,9
Pb,0.0304,864,2,9
Mo,0.0416,864,2,9
Sb,1,864,2,9
Sn,0.35968,864,2,9
As,0.86624,865,2,9
Cd,0.92288,865,2,9
Co,0.09008,865,2,9
Hg,0.99968,865,2,9
Ni,0.99968,865,2,9
Tl,0.0128,865,2,9
Pb,0.03184,865,2,9
Mo,0.02112,865,2,9
Sb,1,865,2,9
Sn,0.60464,865,2,9
As,0.04048,866,3,9
Cd,0.08832,866,3,9
Co,0.0768,866,3,9
Hg,1,866,3,9
Ni,1,866,3,9
Tl,0.04192,866,3,9
Pb,0.02848,866,3,9
Mo,0.06128,866,3,9
Sb,1,866,3,9
Sn,0.92144,866,3,9
As,0.1024,867,3,9
Cd,0.172,867,3,9
Co,0.2696,867,3,9
Hg,1,867,3,9
Ni,1,867,3,9
Tl,0.00624,867,3,9
Pb,0.02048,867,3,9
Mo,0.04736,867,3,9
Sb,1,867,3,9
Sn,0.19792,867,3,9
As,0.46448,868,2,9
Cd,0.72496,868,2,9
Co,0.49824,868,2,9
Hg,1,868,2,9
Ni,1,868,2,9
Tl,0.0232,868,2,9
Pb,0.06544,868,2,9
Mo,0.03232,868,2,9
Sb,1,868,2,9
Sn,0.07568,868,2,9
As,0.00736,869,3,9
Cd,0.31312,869,3,9
Co,0.08128,869,3,9
Hg,1,869,3,9
Ni,1,869,3,9
Tl,0.01056,869,3,9
Pb,0.01168,869,3,9
Mo,0.02624,869,3,9
Sb,1,869,3,9
Sn,0.97968,869,3,9
As,0.04144,870,2,9
Cd,0.84704,870,2,9
Co,0.03344,870,2,9
Hg,1,870,2,9
Ni,1,870,2,9
Tl,0.0256,870,2,9
Pb,0.15936,870,2,9
Mo,0.01824,870,2,9
Sb,1,870,2,9
Sn,0.93408,870,2,9
As,0.01712,871,3,9
Cd,0.53776,871,3,9
Co,0.44064,871,3,9
Hg,1,871,3,9
Ni,1,871,3,9
Tl,0.01552,871,3,9
Pb,0.01136,871,3,9
Mo,0.0152,871,3,9
Sb,1,871,3,9
Sn,0.95472,871,3,9
As,0.9968,872,3,9
Cd,0.99088,872,3,9
Co,0.01152,872,3,9
Hg,0.99584,872,3,9
Ni,1,872,3,9
Tl,0.23248,872,3,9
Pb,0.02032,872,3,9
Mo,0.01136,872,3,9
Sb,1,872,3,9
Sn,0.54752,872,3,9
As,0.3568,873,2,9
Cd,0.94224,873,2,9
Co,0.08176,873,2,9
Hg,1,873,2,9
Ni,1,873,2,9
Tl,0.02672,873,2,9
Pb,0.5944,873,2,9
Mo,0.02544,873,2,9
Sb,1,873,2,9
Sn,0.0504,873,2,9
As,0.76976,874,2,9
Cd,0.97792,874,2,9
Co,0.02592,874,2,9
Hg,1,874,2,9
Ni,1,874,2,9
Tl,0.01536,874,2,9
Pb,0.016,874,2,9
Mo,0.0152,874,2,9
Sb,1,874,2,9
Sn,1,874,2,9
As,0.014880000000000001,875,3,9
Cd,0.98128,875,3,9
Co,0.02336,875,3,9
Hg,0.99952,875,3,9
Ni,1,875,3,9
Tl,0.0168,875,3,9
Pb,0.20368,875,3,9
Mo,0.02032,875,3,9
Sb,1,875,3,9
Sn,0.0416,875,3,9
As,0.084,876,4,9
Cd,0.99952,876,4,9
Co,0.024,876,4,9
Hg,1,876,4,9
Ni,1,876,4,9
Tl,0.00112,876,4,9
Pb,0.01568,876,4,9
Mo,0.0072,876,4,9
Sb,1,876,4,9
Sn,0.0768,876,4,9
As,0.90192,877,2,9
Cd,0.91008,877,2,9
Co,0.029760000000000002,877,2,9
Hg,1,877,2,9
Ni,1,877,2,9
Tl,0.0392,877,2,9
Pb,0.02256,877,2,9
Mo,0.0568,877,2,9
Sb,1,877,2,9
Sn,0.95904,877,2,9
As,0.15504,878,3,9
Cd,0.3496,878,3,9
Co,0.00912,878,3,9
Hg,1,878,3,9
Ni,1,878,3,9
Tl,0.00864,878,3,9
Pb,0.38432,878,3,9
Mo,0.01984,878,3,9
Sb,1,878,3,9
Sn,0.25968,878,3,9
As,0.71152,879,2,9
Cd,0.4888,879,2,9
Co,0.29376,879,2,9
Hg,0.98992,879,2,9
Ni,0.97888,879,2,9
Tl,0.03936,879,2,9
Pb,0.24832,879,2,9
Mo,0.61024,879,2,9
Sb,1,879,2,9
Sn,0.06336,879,2,9
As,0.9912,880,2,9
Cd,0.98576,880,2,9
Co,0.20832,880,2,9
Hg,1,880,2,9
Ni,1,880,2,9
Tl,0.01776,880,2,9
Pb,0.01728,880,2,9
Mo,0.03248,880,2,9
Sb,1,880,2,9
Sn,0.9768,880,2,9
As,0.02256,881,2,9
Cd,0.0288,881,2,9
Co,0.048,881,2,9
Hg,1,881,2,9
Ni,1,881,2,9
Tl,0.01792,881,2,9
Pb,0.03456,881,2,9
Mo,0.01616,881,2,9
Sb,1,881,2,9
Sn,0.07792,881,2,9
As,0.96064,882,2,9
Cd,0.99712,882,2,9
Co,0.02112,882,2,9
Hg,1,882,2,9
Ni,1,882,2,9
Tl,0.02576,882,2,9
Pb,0.02416,882,2,9
Mo,0.02528,882,2,9
Sb,1,882,2,9
Sn,0.18256,882,2,9
As,0.50592,883,2,9
Cd,0.73184,883,2,9
Co,0.23856,883,2,9
Hg,0.99984,883,2,9
Ni,0.9992,883,2,9
Tl,0.04928,883,2,9
Pb,0.05984,883,2,9
Mo,0.21664,883,2,9
Sb,1,883,2,9
Sn,0.98752,883,2,9
As,0.0352,884,3,9
Cd,0.95216,884,3,9
Co,0.05968,884,3,9
Hg,0.99984,884,3,9
Ni,1,884,3,9
Tl,0.00592,884,3,9
Pb,0.00832,884,3,9
Mo,0.00576,884,3,9
Sb,1,884,3,9
Sn,0.06672,884,3,9
As,0.2128,885,3,9
Cd,0.76256,885,3,9
Co,0.05808,885,3,9
Hg,1,885,3,9
Ni,1,885,3,9
Tl,0.014880000000000001,885,3,9
Pb,0.02048,885,3,9
Mo,0.0288,885,3,9
Sb,1,885,3,9
Sn,0.92544,885,3,9
As,0.98192,886,2,9
Cd,0.99616,886,2,9
Co,0.18272,886,2,9
Hg,0.98032,886,2,9
Ni,1,886,2,9
Tl,0.03344,886,2,9
Pb,0.05344,886,2,9
Mo,0.0232,886,2,9
Sb,1,886,2,9
Sn,0.20048,886,2,9
As,0.33968,887,2,9
Cd,0.28192,887,2,9
Co,0.04064,887,2,9
Hg,1,887,2,9
Ni,0.9992,887,2,9
Tl,0.29792,887,2,9
Pb,0.12448,887,2,9
Mo,0.15712,887,2,9
Sb,1,887,2,9
Sn,0.92384,887,2,9
As,0.74128,888,2,9
Cd,1,888,2,9
Co,0.1664,888,2,9
Hg,1,888,2,9
Ni,1,888,2,9
Tl,0.03024,888,2,9
Pb,0.03504,888,2,9
Mo,0.0344,888,2,9
Sb,1,888,2,9
Sn,0.86032,888,2,9
As,0.97712,889,3,9
Cd,0.35552,889,3,9
Co,0.94928,889,3,9
Hg,1,889,3,9
Ni,0.9992,889,3,9
Tl,0.03856,889,3,9
Pb,0.02352,889,3,9
Mo,0.2392,889,3,9
Sb,1,889,3,9
Sn,0.96064,889,3,9
As,1,890,2,9
Cd,1,890,2,9
Co,0.02208,890,2,9
Hg,1,890,2,9
Ni,1,890,2,9
Tl,0.01792,890,2,9
Pb,0.01392,890,2,9
Mo,0.05136,890,2,9
Sb,1,890,2,9
Sn,0.98304,890,2,9
As,0.20112,891,3,9
Cd,0.99952,891,3,9
Co,0.02064,891,3,9
Hg,1,891,3,9
Ni,1,891,3,9
Tl,0.01808,891,3,9
Pb,0.00752,891,3,9
Mo,0.13504,891,3,9
Sb,1,891,3,9
Sn,0.96464,891,3,9
As,0.2032,892,3,9
Cd,0.89536,892,3,9
Co,0.0448,892,3,9
Hg,1,892,3,9
Ni,1,892,3,9
Tl,0.0072,892,3,9
Pb,0.0176,892,3,9
Mo,0.0184,892,3,9
Sb,1,892,3,9
Sn,0.95888,892,3,9
As,0.21824,893,2,9
Cd,0.04944,893,2,9
Co,0.028,893,2,9
Hg,1,893,2,9
Ni,1,893,2,9
Tl,0.01648,893,2,9
Pb,0.03984,893,2,9
Mo,0.17312,893,2,9
Sb,1,893,2,9
Sn,0.97648,893,2,9
As,0.03488,894,3,9
Cd,0.01632,894,3,9
Co,0.37952,894,3,9
Hg,1,894,3,9
Ni,0.99984,894,3,9
Tl,0.03152,894,3,9
Pb,0.05504,894,3,9
Mo,0.0488,894,3,9
Sb,1,894,3,9
Sn,0.99968,894,3,9
As,0.01584,895,4,9
Cd,0.12016,895,4,9
Co,0.13024,895,4,9
Hg,1,895,4,9
Ni,1,895,4,9
Tl,0.00384,895,4,9
Pb,0.0088,895,4,9
Mo,0.03184,895,4,9
Sb,1,895,4,9
Sn,0.99856,895,4,9
As,0.0104,896,4,9
Cd,0.14704,896,4,9
Co,0.00832,896,4,9
Hg,1,896,4,9
Ni,1,896,4,9
Tl,0.0088,896,4,9
Pb,0.03216,896,4,9
Mo,0.00256,896,4,9
Sb,1,896,4,9
Sn,0.99952,896,4,9
As,0.05216,897,3,9
Cd,0.08176,897,3,9
Co,0.0064,897,3,9
Hg,1,897,3,9
Ni,1,897,3,9
Tl,0.01424,897,3,9
Pb,0.00752,897,3,9
Mo,0.25632,897,3,9
Sb,1,897,3,9
Sn,0.52624,897,3,9
As,0.44128,898,3,9
Cd,0.48304,898,3,9
Co,0.05664,898,3,9
Hg,1,898,3,9
Ni,1,898,3,9
Tl,0.00576,898,3,9
Pb,0.032,898,3,9
Mo,0.00272,898,3,9
Sb,1,898,3,9
Sn,0.90672,898,3,9
As,0.04,899,3,9
Cd,0.02528,899,3,9
Co,0.02096,899,3,9
Hg,1,899,3,9
Ni,1,899,3,9
Tl,0.00288,899,3,9
Pb,0.05152,899,3,9
Mo,0.01792,899,3,9
Sb,1,899,3,9
Sn,0.99472,899,3,9
As,0.00592,900,4,9
Cd,0.0048,900,4,9
Co,0.02576,900,4,9
Hg,1,900,4,9
Ni,1,900,4,9
Tl,0.00128,900,4,9
Pb,0.0032,900,4,9
Mo,0.00704,900,4,9
Sb,1,900,4,9
Sn,0.9752,900,4,9
As,0.55008,1000,3,10
Cd,0.02512,1000,3,10
Co,0.01968,1000,3,10
Hg,0.99968,1000,3,10
Ni,1,1000,3,10
Tl,0.0104,1000,3,10
Pb,0.12224,1000,3,10
Mo,0.06656,1000,3,10
Sb,1,1000,3,10
Sn,0.86656,1000,3,10
As,0.03824,901,3,10
Cd,0.04816,901,3,10
Co,0.76704,901,3,10
Hg,1,901,3,10
Ni,1,901,3,10
Tl,0.01696,901,3,10
Pb,0.08944,901,3,10
Mo,0.02288,901,3,10
Sb,1,901,3,10
Sn,0.952,901,3,10
As,0.00544,902,4,10
Cd,0.00192,902,4,10
Co,0.00704,902,4,10
Hg,1,902,4,10
Ni,1,902,4,10
Tl,0.00544,902,4,10
Pb,0.00208,902,4,10
Mo,0.00224,902,4,10
Sb,1,902,4,10
Sn,0.04608,902,4,10
As,0.0152,903,3,10
Cd,0.0112,903,3,10
Co,0.72496,903,3,10
Hg,0.99968,903,3,10
Ni,1,903,3,10
Tl,0.04256,903,3,10
Pb,0.01376,903,3,10
Mo,0.14192,903,3,10
Sb,1,903,3,10
Sn,0.23264,903,3,10
As,0.43888,904,2,10
Cd,0.028,904,2,10
Co,0.03104,904,2,10
Hg,0.99568,904,2,10
Ni,1,904,2,10
Tl,0.05024,904,2,10
Pb,0.03504,904,2,10
Mo,0.03616,904,2,10
Sb,1,904,2,10
Sn,0.92752,904,2,10
As,0.00256,905,4,10
Cd,0.00352,905,4,10
Co,0.00672,905,4,10
Hg,0.96672,905,4,10
Ni,1,905,4,10
Tl,0.01328,905,4,10
Pb,0.00528,905,4,10
Mo,0.00224,905,4,10
Sb,1,905,4,10
Sn,0.99952,905,4,10
As,0.02,906,3,10
Cd,0.01552,906,3,10
Co,0.08304,906,3,10
Hg,1,906,3,10
Ni,1,906,3,10
Tl,0.0216,906,3,10
Pb,0.00832,906,3,10
Mo,0.02176,906,3,10
Sb,1,906,3,10
Sn,0.98992,906,3,10
As,0.01264,907,3,10
Cd,0.0064,907,3,10
Co,0.18176,907,3,10
Hg,1,907,3,10
Ni,1,907,3,10
Tl,0.00432,907,3,10
Pb,0.0232,907,3,10
Mo,0.0192,907,3,10
Sb,1,907,3,10
Sn,0.73488,907,3,10
As,0.08208,908,3,10
Cd,0.032,908,3,10
Co,0.10688,908,3,10
Hg,1,908,3,10
Ni,1,908,3,10
Tl,0.04096,908,3,10
Pb,0.01648,908,3,10
Mo,0.00736,908,3,10
Sb,1,908,3,10
Sn,0.8936,908,3,10
As,0.0256,909,3,10
Cd,0.00816,909,3,10
Co,0.01104,909,3,10
Hg,1,909,3,10
Ni,1,909,3,10
Tl,0.0208,909,3,10
Pb,0.00896,909,3,10
Mo,0.05344,909,3,10
Sb,1,909,3,10
Sn,0.29072,909,3,10
As,0.01664,910,2,10
Cd,0.03152,910,2,10
Co,0.0584,910,2,10
Hg,1,910,2,10
Ni,1,910,2,10
Tl,0.0152,910,2,10
Pb,0.0224,910,2,10
Mo,0.02992,910,2,10
Sb,1,910,2,10
Sn,0.57008,910,2,10
As,0.00784,911,3,10
Cd,0.00752,911,3,10
Co,0.0104,911,3,10
Hg,0.99984,911,3,10
Ni,1,911,3,10
Tl,0.00944,911,3,10
Pb,0.10304,911,3,10
Mo,0.01808,911,3,10
Sb,1,911,3,10
Sn,0.14256,911,3,10
As,0.014880000000000001,912,3,10
Cd,0.01328,912,3,10
Co,0.09568,912,3,10
Hg,1,912,3,10
Ni,1,912,3,10
Tl,0.00944,912,3,10
Pb,0.05904,912,3,10
Mo,0.04,912,3,10
Sb,1,912,3,10
Sn,0.48992,912,3,10
As,0.028,913,3,10
Cd,0.00464,913,3,10
Co,0.02352,913,3,10
Hg,1,913,3,10
Ni,1,913,3,10
Tl,0.0016,913,3,10
Pb,0.00192,913,3,10
Mo,0.00272,913,3,10
Sb,1,913,3,10
Sn,0.13872,913,3,10
As,0.0056,914,4,10
Cd,0.00816,914,4,10
Co,0.06944,914,4,10
Hg,0.99984,914,4,10
Ni,1,914,4,10
Tl,0.00384,914,4,10
Pb,8e-4,914,4,10
Mo,0.0384,914,4,10
Sb,1,914,4,10
Sn,0.04272,914,4,10
As,0.02624,915,3,10
Cd,0.05056,915,3,10
Co,0.01824,915,3,10
Hg,1,915,3,10
Ni,1,915,3,10
Tl,0.16448,915,3,10
Pb,0.16288,915,3,10
Mo,0.0432,915,3,10
Sb,1,915,3,10
Sn,0.8592,915,3,10
As,0.00864,916,3,10
Cd,0.0088,916,3,10
Co,0.0192,916,3,10
Hg,0.99936,916,3,10
Ni,1,916,3,10
Tl,0.33904,916,3,10
Pb,0.00864,916,3,10
Mo,0.01232,916,3,10
Sb,1,916,3,10
Sn,0.9736,916,3,10
As,0.0568,917,3,10
Cd,0.09072,917,3,10
Co,0.0392,917,3,10
Hg,1,917,3,10
Ni,1,917,3,10
Tl,0.09088,917,3,10
Pb,0.02192,917,3,10
Mo,0.01584,917,3,10
Sb,1,917,3,10
Sn,0.9168,917,3,10
As,0.01264,918,3,10
Cd,0.07056,918,3,10
Co,0.18752,918,3,10
Hg,1,918,3,10
Ni,0.99984,918,3,10
Tl,0.11072,918,3,10
Pb,0.01008,918,3,10
Mo,0.03488,918,3,10
Sb,1,918,3,10
Sn,0.92672,918,3,10
As,0.01728,919,3,10
Cd,0.00304,919,3,10
Co,0.01184,919,3,10
Hg,1,919,3,10
Ni,1,919,3,10
Tl,0.00416,919,3,10
Pb,0.02416,919,3,10
Mo,0.00656,919,3,10
Sb,1,919,3,10
Sn,0.99952,919,3,10
As,0.08096,920,2,10
Cd,0.08064,920,2,10
Co,0.04288,920,2,10
Hg,1,920,2,10
Ni,0.99984,920,2,10
Tl,0.01632,920,2,10
Pb,0.01968,920,2,10
Mo,0.04064,920,2,10
Sb,1,920,2,10
Sn,0.95584,920,2,10
As,0.08352,921,3,10
Cd,0.05504,921,3,10
Co,0.46112,921,3,10
Hg,0.9952,921,3,10
Ni,1,921,3,10
Tl,0.01936,921,3,10
Pb,0.0168,921,3,10
Mo,0.02464,921,3,10
Sb,1,921,3,10
Sn,0.16256,921,3,10
As,0.06336,922,3,10
Cd,0.01888,922,3,10
Co,0.016,922,3,10
Hg,0.99984,922,3,10
Ni,1,922,3,10
Tl,0.02176,922,3,10
Pb,0.01072,922,3,10
Mo,0.03344,922,3,10
Sb,1,922,3,10
Sn,0.28912,922,3,10
As,0.02176,923,2,10
Cd,0.01536,923,2,10
Co,0.05584,923,2,10
Hg,1,923,2,10
Ni,1,923,2,10
Tl,0.02368,923,2,10
Pb,0.05408,923,2,10
Mo,0.0344,923,2,10
Sb,1,923,2,10
Sn,0.97136,923,2,10
As,0.0128,924,3,10
Cd,0.0224,924,3,10
Co,0.08032,924,3,10
Hg,0.99984,924,3,10
Ni,1,924,3,10
Tl,0.01824,924,3,10
Pb,0.0568,924,3,10
Mo,0.0232,924,3,10
Sb,1,924,3,10
Sn,0.71632,924,3,10
As,0.01024,925,4,10
Cd,0.0032,925,4,10
Co,9.6e-4,925,4,10
Hg,1,925,4,10
Ni,1,925,4,10
Tl,0.00416,925,4,10
Pb,0.00192,925,4,10
Mo,0.00512,925,4,10
Sb,1,925,4,10
Sn,0.92864,925,4,10
As,0.00832,926,3,10
Cd,0.004,926,3,10
Co,0.02768,926,3,10
Hg,1,926,3,10
Ni,0.99984,926,3,10
Tl,0.00656,926,3,10
Pb,0.01632,926,3,10
Mo,0.08256,926,3,10
Sb,1,926,3,10
Sn,0.98016,926,3,10
As,0.032,927,3,10
Cd,0.0184,927,3,10
Co,0.152,927,3,10
Hg,0.99984,927,3,10
Ni,1,927,3,10
Tl,0.01328,927,3,10
Pb,0.08336,927,3,10
Mo,0.02992,927,3,10
Sb,1,927,3,10
Sn,0.99504,927,3,10
As,0.02672,928,3,10
Cd,0.0184,928,3,10
Co,0.09664,928,3,10
Hg,0.99984,928,3,10
Ni,1,928,3,10
Tl,0.00304,928,3,10
Pb,0.0048,928,3,10
Mo,0.44704,928,3,10
Sb,1,928,3,10
Sn,0.99648,928,3,10
As,0.00352,929,4,10
Cd,0.00784,929,4,10
Co,0.0312,929,4,10
Hg,0.9992,929,4,10
Ni,1,929,4,10
Tl,0.028,929,4,10
Pb,0.0064,929,4,10
Mo,0.00736,929,4,10
Sb,1,929,4,10
Sn,0.02016,929,4,10
As,0.00736,930,4,10
Cd,0.00464,930,4,10
Co,0.00144,930,4,10
Hg,1,930,4,10
Ni,1,930,4,10
Tl,0.01648,930,4,10
Pb,8e-4,930,4,10
Mo,0.0032,930,4,10
Sb,1,930,4,10
Sn,0.03888,930,4,10
As,0.02928,931,3,10
Cd,0.01648,931,3,10
Co,0.0192,931,3,10
Hg,0.9776,931,3,10
Ni,1,931,3,10
Tl,0.01312,931,3,10
Pb,0.02016,931,3,10
Mo,0.008,931,3,10
Sb,1,931,3,10
Sn,0.98016,931,3,10
As,0.05168,932,3,10
Cd,0.00848,932,3,10
Co,0.01184,932,3,10
Hg,1,932,3,10
Ni,0.99952,932,3,10
Tl,0.01216,932,3,10
Pb,0.02112,932,3,10
Mo,0.05088,932,3,10
Sb,1,932,3,10
Sn,0.8792,932,3,10
As,0.01104,933,3,10
Cd,0.0056,933,3,10
Co,0.00944,933,3,10
Hg,1,933,3,10
Ni,1,933,3,10
Tl,0.02032,933,3,10
Pb,0.00928,933,3,10
Mo,0.00656,933,3,10
Sb,1,933,3,10
Sn,1,933,3,10
As,0.0216,934,2,10
Cd,0.01424,934,2,10
Co,0.01776,934,2,10
Hg,0.99984,934,2,10
Ni,1,934,2,10
Tl,0.03008,934,2,10
Pb,0.02304,934,2,10
Mo,0.03456,934,2,10
Sb,1,934,2,10
Sn,0.77776,934,2,10
As,0.0312,935,3,10
Cd,0.01024,935,3,10
Co,0.03376,935,3,10
Hg,1,935,3,10
Ni,1,935,3,10
Tl,0.01264,935,3,10
Pb,0.01136,935,3,10
Mo,0.07456,935,3,10
Sb,1,935,3,10
Sn,0.472,935,3,10
As,0.00752,936,3,10
Cd,0.00848,936,3,10
Co,0.05104,936,3,10
Hg,0.9952,936,3,10
Ni,1,936,3,10
Tl,0.06592,936,3,10
Pb,0.008,936,3,10
Mo,0.01312,936,3,10
Sb,1,936,3,10
Sn,0.66,936,3,10
As,0.04224,937,2,10
Cd,0.02624,937,2,10
Co,0.91744,937,2,10
Hg,1,937,2,10
Ni,1,937,2,10
Tl,0.05248,937,2,10
Pb,0.30224,937,2,10
Mo,0.02032,937,2,10
Sb,1,937,2,10
Sn,0.66096,937,2,10
As,0.07904,938,3,10
Cd,0.0216,938,3,10
Co,0.9712,938,3,10
Hg,1,938,3,10
Ni,0.96912,938,3,10
Tl,0.01664,938,3,10
Pb,0.048,938,3,10
Mo,0.01808,938,3,10
Sb,1,938,3,10
Sn,0.96368,938,3,10
As,0.01696,939,3,10
Cd,0.01728,939,3,10
Co,0.45616,939,3,10
Hg,0.99968,939,3,10
Ni,0.99968,939,3,10
Tl,0.0112,939,3,10
Pb,0.01888,939,3,10
Mo,0.3392,939,3,10
Sb,1,939,3,10
Sn,0.82096,939,3,10
As,0.01376,940,4,10
Cd,0.00208,940,4,10
Co,0.0088,940,4,10
Hg,0.9976,940,4,10
Ni,1,940,4,10
Tl,0.0024,940,4,10
Pb,0.00416,940,4,10
Mo,0.00352,940,4,10
Sb,1,940,4,10
Sn,0.96288,940,4,10
As,0.01792,941,3,10
Cd,0.01552,941,3,10
Co,0.46336,941,3,10
Hg,1,941,3,10
Ni,1,941,3,10
Tl,0.01696,941,3,10
Pb,0.01568,941,3,10
Mo,0.0224,941,3,10
Sb,1,941,3,10
Sn,0.99552,941,3,10
As,0.34624,942,3,10
Cd,0.0048,942,3,10
Co,0.00384,942,3,10
Hg,0.99824,942,3,10
Ni,1,942,3,10
Tl,0.004,942,3,10
Pb,0.0064,942,3,10
Mo,0.01296,942,3,10
Sb,1,942,3,10
Sn,0.07952,942,3,10
As,0.004,943,4,10
Cd,0.03328,943,4,10
Co,0.0888,943,4,10
Hg,1,943,4,10
Ni,1,943,4,10
Tl,0.01104,943,4,10
Pb,0.29696,943,4,10
Mo,0.01216,943,4,10
Sb,1,943,4,10
Sn,0.88784,943,4,10
As,0.03952,944,3,10
Cd,0.02176,944,3,10
Co,0.06,944,3,10
Hg,1,944,3,10
Ni,1,944,3,10
Tl,0.01984,944,3,10
Pb,0.02192,944,3,10
Mo,0.016,944,3,10
Sb,1,944,3,10
Sn,0.99776,944,3,10
As,0.0064,945,3,10
Cd,0.00432,945,3,10
Co,0.01088,945,3,10
Hg,1,945,3,10
Ni,1,945,3,10
Tl,0.00176,945,3,10
Pb,0.00576,945,3,10
Mo,0.02864,945,3,10
Sb,1,945,3,10
Sn,0.89776,945,3,10
As,0.04752,946,3,10
Cd,0.01152,946,3,10
Co,0.02208,946,3,10
Hg,0.98992,946,3,10
Ni,1,946,3,10
Tl,0.20416,946,3,10
Pb,0.684,946,3,10
Mo,0.99712,946,3,10
Sb,1,946,3,10
Sn,0.07008,946,3,10
As,0.02784,947,3,10
Cd,0.0144,947,3,10
Co,0.02496,947,3,10
Hg,1,947,3,10
Ni,0.99984,947,3,10
Tl,0.05664,947,3,10
Pb,0.00976,947,3,10
Mo,0.0504,947,3,10
Sb,1,947,3,10
Sn,0.9816,947,3,10
As,0.00336,948,3,10
Cd,0.00672,948,3,10
Co,0.02864,948,3,10
Hg,1,948,3,10
Ni,1,948,3,10
Tl,0.31968,948,3,10
Pb,0.00736,948,3,10
Mo,0.02208,948,3,10
Sb,1,948,3,10
Sn,0.14288,948,3,10
As,0.00752,949,4,10
Cd,0.016,949,4,10
Co,0.0608,949,4,10
Hg,1,949,4,10
Ni,1,949,4,10
Tl,0.00176,949,4,10
Pb,0.01472,949,4,10
Mo,0.01168,949,4,10
Sb,1,949,4,10
Sn,0.99872,949,4,10
As,0.00992,950,3,10
Cd,0.01344,950,3,10
Co,0.20784,950,3,10
Hg,0.99744,950,3,10
Ni,1,950,3,10
Tl,0.01024,950,3,10
Pb,0.01808,950,3,10
Mo,0.43776,950,3,10
Sb,1,950,3,10
Sn,0.99936,950,3,10
As,0.01808,951,3,10
Cd,0.00624,951,3,10
Co,0.06672,951,3,10
Hg,0.99968,951,3,10
Ni,1,951,3,10
Tl,0.05264,951,3,10
Pb,0.02272,951,3,10
Mo,0.01472,951,3,10
Sb,1,951,3,10
Sn,0.87808,951,3,10
As,0.00288,952,4,10
Cd,0.0392,952,4,10
Co,0.01232,952,4,10
Hg,1,952,4,10
Ni,1,952,4,10
Tl,0.00208,952,4,10
Pb,0.00816,952,4,10
Mo,0.03616,952,4,10
Sb,1,952,4,10
Sn,0.944,952,4,10
As,0.04704,953,3,10
Cd,0.04784,953,3,10
Co,0.02192,953,3,10
Hg,1,953,3,10
Ni,1,953,3,10
Tl,0.03168,953,3,10
Pb,0.05424,953,3,10
Mo,0.01856,953,3,10
Sb,1,953,3,10
Sn,0.9216,953,3,10
As,0.00816,954,4,10
Cd,0.02288,954,4,10
Co,0.00448,954,4,10
Hg,0.9992,954,4,10
Ni,1,954,4,10
Tl,0.00752,954,4,10
Pb,0.28768,954,4,10
Mo,0.02128,954,4,10
Sb,1,954,4,10
Sn,0.096,954,4,10
As,0.02208,955,2,10
Cd,0.31872,955,2,10
Co,0.04576,955,2,10
Hg,0.99088,955,2,10
Ni,1,955,2,10
Tl,0.02576,955,2,10
Pb,0.02192,955,2,10
Mo,0.068,955,2,10
Sb,1,955,2,10
Sn,0.6408,955,2,10
As,0.00688,956,3,10
Cd,0.0328,956,3,10
Co,0.02336,956,3,10
Hg,1,956,3,10
Ni,0.99904,956,3,10
Tl,0.01344,956,3,10
Pb,0.34592,956,3,10
Mo,0.02944,956,3,10
