variable,PIP,df,race,trial,case
Cd,0.03744,2,4,50,1
Co,0.01904,2,4,50,1
Hg,0.99632,2,4,50,1
Ni,1,2,4,50,1
Tl,0.02512,2,4,50,1
Pb,0.11792,2,4,50,1
Mo,0.06192,2,4,50,1
Sb,1,2,4,50,1
Sn,0.03072,2,4,50,1
As,0.01296,3,5,50,1
Cd,0.03232,3,5,50,1
Co,0.14864,3,5,50,1
Hg,0.77904,3,5,50,1
Ni,0.99344,3,5,50,1
Tl,0.09216,3,5,50,1
Pb,0.04096,3,5,50,1
Mo,0.04224,3,5,50,1
Sb,1,3,5,50,1
Sn,0.13712,3,5,50,1
As,0.0136,2,6,50,1
Cd,0.04624,2,6,50,1
Co,0.0368,2,6,50,1
Hg,0.36816,2,6,50,1
Ni,0.0424,2,6,50,1
Tl,0.06528,2,6,50,1
Pb,0.01696,2,6,50,1
Mo,0.02608,2,6,50,1
Sb,1,2,6,50,1
Sn,0.47776,2,6,50,1
As,0.23808000000000001,3,1,51,1
Cd,0.96112,3,1,51,1
Co,0.51232,3,1,51,1
Hg,0.988,3,1,51,1
Ni,0.11968,3,1,51,1
Tl,0.164,3,1,51,1
Pb,0.86352,3,1,51,1
Mo,0.43312,3,1,51,1
Sb,0.99312,3,1,51,1
Sn,0.34992,3,1,51,1
As,0.03552,1,2,51,1
Cd,0.03456,1,2,51,1
Co,0.08928,1,2,51,1
Hg,0.99728000000000006,1,2,51,1
Ni,0.95776,1,2,51,1
Tl,0.05312,1,2,51,1
Pb,0.04992,1,2,51,1
Mo,0.0408,1,2,51,1
Sb,0.0624,1,2,51,1
Sn,0.19088,1,2,51,1
As,0.00992,2,3,51,1
Cd,0.47792,2,3,51,1
Co,0.032,2,3,51,1
Hg,0.02144,2,3,51,1
Ni,0.01728,2,3,51,1
Tl,0.05136,2,3,51,1
Pb,0.01216,2,3,51,1
Mo,0.0232,2,3,51,1
Sb,0.02688,2,3,51,1
Sn,0.06576,2,3,51,1
As,0.0248,4,4,51,1
Cd,0.08,4,4,51,1
Co,0.04064,4,4,51,1
Hg,0.85872,4,4,51,1
Ni,0.99264,4,4,51,1
Tl,0.01888,4,4,51,1
Pb,0.14304,4,4,51,1
Mo,0.0168,4,4,51,1
Sb,0.86704,4,4,51,1
Sn,0.5016,4,4,51,1
As,0.32624,3,5,51,1
Cd,0.03904,3,5,51,1
Co,0.0392,3,5,51,1
Hg,0.84704,3,5,51,1
Ni,0.98624,3,5,51,1
Tl,0.04864,3,5,51,1
Pb,0.02144,3,5,51,1
Mo,0.03552,3,5,51,1
Sb,0.9992,3,5,51,1
Sn,0.07056,3,5,51,1
As,0.01296,2,6,51,1
Cd,0.0224,2,6,51,1
Co,0.0184,2,6,51,1
Hg,0.98976,2,6,51,1
Ni,0.96688,2,6,51,1
Tl,0.03088,2,6,51,1
Pb,0.02048,2,6,51,1
Mo,0.01248,2,6,51,1
Sb,0.9712,2,6,51,1
Sn,0.27456,2,6,51,1
As,0.0408,2,1,52,1
Cd,0.02416,2,1,52,1
Co,0.01392,2,1,52,1
Hg,0.05392,2,1,52,1
Ni,0.02256,2,1,52,1
Tl,0.02832,2,1,52,1
Pb,0.02864,2,1,52,1
Mo,0.17728,2,1,52,1
Sb,0.52832,2,1,52,1
Sn,0.01632,2,1,52,1
As,0.00992,4,2,52,1
Cd,0.04288,4,2,52,1
Co,0.00528,4,2,52,1
Hg,0.36288,4,2,52,1
Ni,0.02608,4,2,52,1
Tl,0.0288,4,2,52,1
Pb,0.0136,4,2,52,1
Mo,0.0304,4,2,52,1
Sb,0.13232,4,2,52,1
Sn,0.11776,4,2,52,1
As,0.10224,4,3,52,1
Cd,0.0824,4,3,52,1
Co,0.14192,4,3,52,1
Hg,0.34864,4,3,52,1
Ni,0.15632,4,3,52,1
Tl,0.35328,4,3,52,1
Pb,0.32704,4,3,52,1
Mo,0.32784,4,3,52,1
Sb,0.3776,4,3,52,1
Sn,0.10896,4,3,52,1
As,0.01808,2,4,52,1
Cd,0.02352,2,4,52,1
Co,0.04272,2,4,52,1
Hg,0.24304,2,4,52,1
Ni,0.94672,2,4,52,1
Tl,0.03488,2,4,52,1
Pb,0.02992,2,4,52,1
Mo,0.02688,2,4,52,1
Sb,0.87504,2,4,52,1
Sn,0.78656,2,4,52,1
As,0.03136,3,5,52,1
Cd,0.0264,3,5,52,1
Co,0.04416,3,5,52,1
Hg,0.83504,3,5,52,1
Ni,0.996,3,5,52,1
Tl,0.05184,3,5,52,1
Pb,0.03008,3,5,52,1
Mo,0.2912,3,5,52,1
Sb,1,3,5,52,1
Sn,0.07728,3,5,52,1
As,0.02816,3,6,52,1
Cd,0.4632,3,6,52,1
Co,0.04784,3,6,52,1
Hg,0.79696,3,6,52,1
Ni,0.03472,3,6,52,1
Tl,0.02432,3,6,52,1
Pb,0.21072,3,6,52,1
Mo,0.052,3,6,52,1
Sb,0.9888,3,6,52,1
Sn,0.48192,3,6,52,1
As,0.34048,4,1,53,1
Cd,0.7296,4,1,53,1
Co,0.06352,4,1,53,1
Hg,0.08912,4,1,53,1
Ni,0.29664,4,1,53,1
Tl,0.94512,4,1,53,1
Pb,0.82976,4,1,53,1
Mo,0.52,4,1,53,1
Sb,0.88304,4,1,53,1
Sn,0.31488,4,1,53,1
As,0.03856,1,2,53,1
Cd,0.05248,1,2,53,1
Co,0.04928,1,2,53,1
Hg,0.42416,1,2,53,1
Ni,0.04864,1,2,53,1
Tl,0.21536,1,2,53,1
Pb,0.21984,1,2,53,1
Mo,0.10224,1,2,53,1
Sb,0.97856,1,2,53,1
Sn,0.06032,1,2,53,1
As,0.09856,4,3,53,1
Cd,0.14384,4,3,53,1
Co,0.32864,4,3,53,1
Hg,0.63744,4,3,53,1
Ni,0.1992,4,3,53,1
Tl,0.17008,4,3,53,1
Pb,0.2192,4,3,53,1
Mo,0.09744,4,3,53,1
Sb,0.08336,4,3,53,1
Sn,0.15136,4,3,53,1
As,0.02928,2,4,53,1
Cd,0.04976,2,4,53,1
Co,0.1864,2,4,53,1
Hg,0.2368,2,4,53,1
Ni,0.82576,2,4,53,1
Tl,0.02304,2,4,53,1
Pb,0.02736,2,4,53,1
Mo,0.05728,2,4,53,1
Sb,1,2,4,53,1
Sn,0.94592,2,4,53,1
As,0.02256,4,5,53,1
Cd,0.0528,4,5,53,1
Co,0.98432,4,5,53,1
Hg,0.83152,4,5,53,1
Ni,0.05792,4,5,53,1
Tl,0.00224,4,5,53,1
Pb,0.01312,4,5,53,1
Mo,0.00688,4,5,53,1
Sb,1,4,5,53,1
Sn,0.10928,4,5,53,1
As,0.03376,1,6,53,1
Cd,0.04976,1,6,53,1
Co,0.03376,1,6,53,1
Hg,0.91072,1,6,53,1
Ni,0.44768,1,6,53,1
Tl,0.11728,1,6,53,1
Pb,0.18384,1,6,53,1
Mo,0.11472,1,6,53,1
Sb,0.65168,1,6,53,1
Sn,0.68768,1,6,53,1
As,0.93728,1,1,54,1
Cd,0.08656,1,1,54,1
Co,0.0568,1,1,54,1
Hg,0.51776,1,1,54,1
Ni,0.0504,1,1,54,1
Tl,0.05664,1,1,54,1
Pb,0.05248,1,1,54,1
Mo,0.08464,1,1,54,1
Sb,0.06128,1,1,54,1
Sn,0.1464,1,1,54,1
As,0.2,1,2,54,1
Cd,0.07136,1,2,54,1
Co,0.10048,1,2,54,1
Hg,0.30992,1,2,54,1
Ni,0.6896,1,2,54,1
Tl,0.04048,1,2,54,1
Pb,0.05728,1,2,54,1
Mo,0.03728,1,2,54,1
Sb,0.05264,1,2,54,1
Sn,0.03184,1,2,54,1
As,0.07856,3,3,54,1
Cd,0.0384,3,3,54,1
Co,0.0408,3,3,54,1
Hg,0.15808,3,3,54,1
Ni,0.9872,3,3,54,1
Tl,0.056,3,3,54,1
Pb,0.12432,3,3,54,1
Mo,0.03296,3,3,54,1
Sb,0.37968,3,3,54,1
Sn,0.10128,3,3,54,1
As,0.11344,2,4,54,1
Cd,0.16544,2,4,54,1
Co,0.09248,2,4,54,1
Hg,0.21232,2,4,54,1
Ni,0.63824,2,4,54,1
Tl,0.06464,2,4,54,1
Pb,0.03824,2,4,54,1
Mo,0.03696,2,4,54,1
Sb,0.87808,2,4,54,1
Sn,0.0224,2,4,54,1
As,0.1176,3,5,54,1
Cd,0.08832,3,5,54,1
Co,0.09952,3,5,54,1
Hg,0.78384,3,5,54,1
Ni,1,3,5,54,1
Tl,0.07296,3,5,54,1
Pb,0.04432,3,5,54,1
Mo,0.02448,3,5,54,1
Sb,0.99968,3,5,54,1
Sn,0.84448,3,5,54,1
As,0.04624,3,6,54,1
Cd,0.08624,3,6,54,1
Co,0.01168,3,6,54,1
Hg,0.83856,3,6,54,1
Ni,0.9864,3,6,54,1
Tl,0.0624,3,6,54,1
Pb,0.02192,3,6,54,1
Mo,0.0216,3,6,54,1
Sb,0.95744,3,6,54,1
Sn,0.02448,3,6,54,1
As,0.0264,2,1,55,1
Cd,0.148,2,1,55,1
Co,0.11792,2,1,55,1
Hg,0.52048,2,1,55,1
Ni,0.15504,2,1,55,1
Tl,0.07856,2,1,55,1
Pb,0.048,2,1,55,1
Mo,0.07664,2,1,55,1
Sb,0.4944,2,1,55,1
Sn,0.0312,2,1,55,1
As,0.06784,3,2,55,1
Cd,0.02928,3,2,55,1
Co,0.03728,3,2,55,1
Hg,0.85392,3,2,55,1
Ni,0.20992,3,2,55,1
Tl,0.03584,3,2,55,1
Pb,0.06192,3,2,55,1
Mo,0.02576,3,2,55,1
Sb,0.05488,3,2,55,1
Sn,0.8528,3,2,55,1
As,0.83904,4,3,55,1
Cd,0.16848,4,3,55,1
Co,0.35232,4,3,55,1
Hg,0.41776,4,3,55,1
Ni,0.1472,4,3,55,1
Tl,0.69568,4,3,55,1
Pb,0.256,4,3,55,1
Mo,0.6224,4,3,55,1
Sb,0.44368,4,3,55,1
Sn,0.53744,4,3,55,1
As,0.1008,2,4,55,1
Cd,0.13264,2,4,55,1
Co,0.04192,2,4,55,1
Hg,0.88416,2,4,55,1
Ni,0.57472,2,4,55,1
Tl,0.03824,2,4,55,1
Pb,0.02736,2,4,55,1
Mo,0.03072,2,4,55,1
Sb,0.86096,2,4,55,1
Sn,0.51728,2,4,55,1
As,0.00912,4,5,55,1
Cd,0.01136,4,5,55,1
Co,0.02128,4,5,55,1
Hg,0.99312,4,5,55,1
Ni,0.99872,4,5,55,1
Tl,0.09872,4,5,55,1
Pb,0.00672,4,5,55,1
Mo,0.0704,4,5,55,1
Sb,0.44608,4,5,55,1
Sn,0.99664,4,5,55,1
As,0.032,4,6,55,1
Cd,0.008,4,6,55,1
Co,0.01568,4,6,55,1
Hg,0.77504,4,6,55,1
Ni,0.11408,4,6,55,1
Tl,0.00464,4,6,55,1
Pb,0.0192,4,6,55,1
Mo,0.00928,4,6,55,1
Sb,0.94576,4,6,55,1
Sn,0.0904,4,6,55,1
As,0.1336,4,1,56,1
Cd,0.09584,4,1,56,1
Co,0.0856,4,1,56,1
Hg,0.19536,4,1,56,1
Ni,0.13744,4,1,56,1
Tl,0.89696,4,1,56,1
Pb,0.872,4,1,56,1
Mo,0.1736,4,1,56,1
Sb,0.11616,4,1,56,1
Sn,0.26928,4,1,56,1
As,0.0592,3,2,56,1
Cd,0.03648,3,2,56,1
Co,0.44576,3,2,56,1
Hg,0.9944,3,2,56,1
Ni,0.5232,3,2,56,1
Tl,0.04048,3,2,56,1
Pb,0.04384,3,2,56,1
Mo,0.98416,3,2,56,1
Sb,0.9992,3,2,56,1
Sn,0.06704,3,2,56,1
As,0.0856,1,3,56,1
Cd,0.21232,1,3,56,1
Co,0.53424,1,3,56,1
Hg,0.17376,1,3,56,1
Ni,0.8032,1,3,56,1
Tl,0.09248,1,3,56,1
Pb,0.13424,1,3,56,1
Mo,0.21568,1,3,56,1
Sb,0.07792,1,3,56,1
Sn,0.28176,1,3,56,1
As,0.03184,3,4,56,1
Cd,0.01632,3,4,56,1
Co,0.02544,3,4,56,1
Hg,0.05024,3,4,56,1
Ni,0.99696,3,4,56,1
Tl,0.0208,3,4,56,1
Pb,0.02208,3,4,56,1
Mo,0.35024,3,4,56,1
Sb,1,3,4,56,1
Sn,0.59568,3,4,56,1
As,0.10064,3,5,56,1
Cd,0.0296,3,5,56,1
Co,0.07168,3,5,56,1
Hg,0.0424,3,5,56,1
Ni,0.99968,3,5,56,1
Tl,0.044,3,5,56,1
Pb,0.02208,3,5,56,1
Mo,0.02448,3,5,56,1
Sb,1,3,5,56,1
Sn,0.10176,3,5,56,1
As,0.01344,2,6,56,1
Cd,0.02896,2,6,56,1
Co,0.0208,2,6,56,1
Hg,0.98784,2,6,56,1
Ni,0.9048,2,6,56,1
Tl,0.05456,2,6,56,1
Pb,0.0144,2,6,56,1
Mo,0.0144,2,6,56,1
Sb,0.98944,2,6,56,1
Sn,0.08432,2,6,56,1
As,0.13712,4,1,57,1
Cd,0.04832,4,1,57,1
Co,0.3112,4,1,57,1
Hg,0.028,4,1,57,1
Ni,0.0352,4,1,57,1
Tl,0.23968,4,1,57,1
Pb,0.08192,4,1,57,1
Mo,0.01328,4,1,57,1
Sb,0.2696,4,1,57,1
Sn,0.1848,4,1,57,1
As,0.0464,1,2,57,1
Cd,0.09552,1,2,57,1
Co,0.04432,1,2,57,1
Hg,0.9976,1,2,57,1
Ni,0.75472,1,2,57,1
Tl,0.08176,1,2,57,1
Pb,0.04208,1,2,57,1
Mo,0.04112,1,2,57,1
Sb,0.33648,1,2,57,1
Sn,0.05488,1,2,57,1
As,0.05088,1,3,57,1
Cd,0.05888,1,3,57,1
Co,0.2256,1,3,57,1
Hg,0.0672,1,3,57,1
Ni,0.3392,1,3,57,1
Tl,0.04656,1,3,57,1
Pb,0.07872,1,3,57,1
Mo,0.05552,1,3,57,1
Sb,0.09632,1,3,57,1
Sn,0.09936,1,3,57,1
As,0.0104,3,4,57,1
Cd,0.01408,3,4,57,1
Co,0.21584,3,4,57,1
Hg,0.07392,3,4,57,1
Ni,0.82208,3,4,57,1
Tl,0.03712,3,4,57,1
Pb,0.02336,3,4,57,1
Mo,0.0984,3,4,57,1
Sb,1,3,4,57,1
Sn,0.55088,3,4,57,1
As,0.32704,3,5,57,1
Cd,0.0136,3,5,57,1
Co,0.00384,3,5,57,1
Hg,0.56736,3,5,57,1
Ni,0.9896,3,5,57,1
Tl,0.0136,3,5,57,1
Pb,0.06256,3,5,57,1
Mo,0.01104,3,5,57,1
Sb,1,3,5,57,1
Sn,0.03728,3,5,57,1
As,0.0384,1,6,57,1
Cd,0.09088,1,6,57,1
Co,0.18752,1,6,57,1
Hg,0.94432,1,6,57,1
Ni,0.49056,1,6,57,1
Tl,0.03072,1,6,57,1
Pb,0.048,1,6,57,1
Mo,0.03696,1,6,57,1
Sb,0.9776,1,6,57,1
Sn,0.03936,1,6,57,1
As,0.2328,1,1,58,1
Cd,0.06032,1,1,58,1
Co,0.10352,1,1,58,1
Hg,0.91024,1,1,58,1
Ni,0.28432,1,1,58,1
Tl,0.0608,1,1,58,1
Pb,0.0712,1,1,58,1
Mo,0.13184,1,1,58,1
Sb,0.05664,1,1,58,1
Sn,0.20016,1,1,58,1
As,0.03136,1,2,58,1
Cd,0.05328,1,2,58,1
Co,0.69152,1,2,58,1
Hg,0.69984,1,2,58,1
Ni,0.20288,1,2,58,1
Tl,0.04048,1,2,58,1
Pb,0.03888,1,2,58,1
Mo,0.076,1,2,58,1
Sb,0.03392,1,2,58,1
Sn,0.06112,1,2,58,1
As,0.1048,4,3,58,1
Cd,0.12992,4,3,58,1
Co,0.08544,4,3,58,1
Hg,0.59104,4,3,58,1
Ni,0.02416,4,3,58,1
Tl,0.05264,4,3,58,1
Pb,0.2696,4,3,58,1
Mo,0.34688,4,3,58,1
Sb,0.05296,4,3,58,1
Sn,0.064,4,3,58,1
As,0.02544,2,4,58,1
Cd,0.1032,2,4,58,1
Co,0.7032,2,4,58,1
Hg,0.99488,2,4,58,1
Ni,0.56624,2,4,58,1
Tl,0.03104,2,4,58,1
Pb,0.02656,2,4,58,1
Mo,0.02496,2,4,58,1
Sb,0.99696,2,4,58,1
Sn,0.82544,2,4,58,1
As,0.01136,2,5,58,1
Cd,0.03616,2,5,58,1
Co,0.04544,2,5,58,1
Hg,0.93968,2,5,58,1
Ni,0.22464,2,5,58,1
Tl,0.016,2,5,58,1
Pb,0.044,2,5,58,1
Mo,0.24448,2,5,58,1
Sb,1,2,5,58,1
Sn,0.45152,2,5,58,1
As,0.02272,2,6,58,1
Cd,0.05728,2,6,58,1
Co,0.42032,2,6,58,1
Hg,1,2,6,58,1
Ni,0.64112,2,6,58,1
Tl,0.11776,2,6,58,1
Pb,0.04752,2,6,58,1
Mo,0.09456,2,6,58,1
Sb,0.68112,2,6,58,1
Sn,0.0744,2,6,58,1
As,0.10336,1,1,59,1
Cd,0.9144,1,1,59,1
Co,0.0976,1,1,59,1
Hg,0.05776,1,1,59,1
Ni,0.79616,1,1,59,1
Tl,0.07344,1,1,59,1
Pb,0.10448,1,1,59,1
Mo,0.092,1,1,59,1
Sb,0.09792,1,1,59,1
Sn,0.05968,1,1,59,1
As,0.04656,1,2,59,1
Cd,0.05056,1,2,59,1
Co,0.18784,1,2,59,1
Hg,0.97584,1,2,59,1
Ni,0.67968,1,2,59,1
Tl,0.27872,1,2,59,1
Pb,0.0496,1,2,59,1
Mo,0.04816,1,2,59,1
Sb,0.05776,1,2,59,1
Sn,0.65664,1,2,59,1
As,0.0472,3,3,59,1
Cd,0.08864,3,3,59,1
Co,0.02496,3,3,59,1
Hg,0.48,3,3,59,1
Ni,0.14992,3,3,59,1
Tl,0.08912,3,3,59,1
Pb,0.052,3,3,59,1
Mo,0.06496,3,3,59,1
Sb,0.43568,3,3,59,1
Sn,0.056,3,3,59,1
As,0.09984,4,4,59,1
Cd,0.07136,4,4,59,1
Co,0.02816,4,4,59,1
Hg,0.9712,4,4,59,1
Ni,0.9384,4,4,59,1
Tl,0.03552,4,4,59,1
Pb,0.11744,4,4,59,1
Mo,0.15584,4,4,59,1
Sb,0.92448,4,4,59,1
Sn,0.12576,4,4,59,1
As,0.13104,3,5,59,1
Cd,0.03104,3,5,59,1
Co,0.03264,3,5,59,1
Hg,1,3,5,59,1
Ni,0.99904,3,5,59,1
Tl,0.00688,3,5,59,1
Pb,0.24592,3,5,59,1
Mo,0.05584,3,5,59,1
Sb,1,3,5,59,1
Sn,0.42512,3,5,59,1
As,0.08256,1,6,59,1
Cd,0.04512,1,6,59,1
Co,0.03072,1,6,59,1
Hg,0.98976,1,6,59,1
Ni,0.99472,1,6,59,1
Tl,0.05216,1,6,59,1
Pb,0.03264,1,6,59,1
Mo,0.02496,1,6,59,1
Sb,0.04384,1,6,59,1
Sn,0.18432,1,6,59,1
As,0.01664,3,1,5,1
Cd,0.15088,3,1,5,1
Co,0.0288,3,1,5,1
Hg,0.08656,3,1,5,1
Ni,0.70096,3,1,5,1
Tl,0.02672,3,1,5,1
Pb,0.0312,3,1,5,1
Mo,0.012,3,1,5,1
Sb,0.9104,3,1,5,1
Sn,0.02784,3,1,5,1
As,0.0568,2,2,5,1
Cd,0.02528,2,2,5,1
Co,0.44512,2,2,5,1
Hg,0.9904,2,2,5,1
Ni,0.63152,2,2,5,1
Tl,0.07504,2,2,5,1
Pb,0.02272,2,2,5,1
Mo,0.03776,2,2,5,1
Sb,0.42368,2,2,5,1
Sn,0.02416,2,2,5,1
As,0.0272,4,3,5,1
Cd,0.34512,4,3,5,1
Co,0.20816,4,3,5,1
Hg,0.75184,4,3,5,1
Ni,0.29744,4,3,5,1
Tl,0.31408,4,3,5,1
Pb,0.828,4,3,5,1
Mo,0.03168,4,3,5,1
Sb,0.01936,4,3,5,1
Sn,0.19232,4,3,5,1
As,0.15616,2,4,5,1
Cd,0.07744,2,4,5,1
Co,0.0344,2,4,5,1
Hg,0.55536,2,4,5,1
Ni,0.6944,2,4,5,1
Tl,0.48656,2,4,5,1
Pb,0.17152,2,4,5,1
Mo,0.1368,2,4,5,1
Sb,0.9864,2,4,5,1
Sn,0.0424,2,4,5,1
As,0.04032,2,5,5,1
Cd,0.05152,2,5,5,1
Co,0.98368,2,5,5,1
Hg,0.81408,2,5,5,1
Ni,0.03312,2,5,5,1
Tl,0.02384,2,5,5,1
Pb,0.06032,2,5,5,1
Mo,0.24624,2,5,5,1
Sb,1,2,5,5,1
Sn,0.02016,2,5,5,1
As,0.05552,3,6,5,1
Cd,0.50192,3,6,5,1
Co,0.21616,3,6,5,1
Hg,0.9976,3,6,5,1
Ni,0.95664,3,6,5,1
Tl,0.10144,3,6,5,1
Pb,0.0864,3,6,5,1
Mo,0.03232,3,6,5,1
Sb,0.96848,3,6,5,1
Sn,0.03952,3,6,5,1
As,0.03488,2,1,60,1
Cd,0.01232,2,1,60,1
Co,0.0736,2,1,60,1
Hg,0.19888,2,1,60,1
Ni,0.02416,2,1,60,1
Tl,0.04384,2,1,60,1
Pb,0.02528,2,1,60,1
Mo,0.0152,2,1,60,1
Sb,0.65392,2,1,60,1
Sn,0.01456,2,1,60,1
As,0.04576,1,2,60,1
Cd,0.79616,1,2,60,1
Co,0.0472,1,2,60,1
Hg,0.87504,1,2,60,1
Ni,0.59424,1,2,60,1
Tl,0.02816,1,2,60,1
Pb,0.0424,1,2,60,1
Mo,0.12928,1,2,60,1
Sb,0.06304,1,2,60,1
Sn,0.11408,1,2,60,1
As,0.02944,2,3,60,1
Cd,0.39808,2,3,60,1
Co,0.0264,2,3,60,1
Hg,0.1152,2,3,60,1
Ni,0.08112,2,3,60,1
Tl,0.02656,2,3,60,1
Pb,0.99792,2,3,60,1
Mo,0.02224,2,3,60,1
Sb,0.18688,2,3,60,1
Sn,0.03296,2,3,60,1
As,0.07888,3,4,60,1
Cd,0.16672,3,4,60,1
Co,0.18016,3,4,60,1
Hg,0.93328,3,4,60,1
Ni,0.96336,3,4,60,1
Tl,0.08512,3,4,60,1
Pb,0.02832,3,4,60,1
Mo,0.1128,3,4,60,1
Sb,0.9888,3,4,60,1
Sn,0.99616,3,4,60,1
As,0.01888,3,5,60,1
Cd,0.02272,3,5,60,1
Co,0.024,3,5,60,1
Hg,0.316,3,5,60,1
Ni,0.99952,3,5,60,1
Tl,0.05456,3,5,60,1
Pb,0.0592,3,5,60,1
Mo,0.04336,3,5,60,1
Sb,0.98896,3,5,60,1
Sn,0.29872,3,5,60,1
As,0.12304,2,6,60,1
Cd,0.5288,2,6,60,1
Co,0.05152,2,6,60,1
Hg,0.9968,2,6,60,1
Ni,0.76336,2,6,60,1
Tl,0.02608,2,6,60,1
Pb,0.05808,2,6,60,1
Mo,0.02928,2,6,60,1
Sb,0.92704,2,6,60,1
Sn,0.0824,2,6,60,1
As,0.04144,1,1,61,1
Cd,0.03776,1,1,61,1
Co,0.07632,1,1,61,1
Hg,0.07856,1,1,61,1
Ni,0.07456,1,1,61,1
Tl,0.06608,1,1,61,1
Pb,0.07952,1,1,61,1
Mo,0.08352,1,1,61,1
Sb,0.07968,1,1,61,1
Sn,0.32512,1,1,61,1
As,0.02016,2,2,61,1
Cd,0.01248,2,2,61,1
Co,0.70416,2,2,61,1
Hg,0.95584,2,2,61,1
Ni,0.11248,2,2,61,1
Tl,0.07008,2,2,61,1
Pb,0.014880000000000001,2,2,61,1
Mo,0.014880000000000001,2,2,61,1
Sb,0.56608,2,2,61,1
Sn,0.02592,2,2,61,1
As,0.11792,2,3,61,1
Cd,0.25232,2,3,61,1
Co,0.10384,2,3,61,1
Hg,0.10928,2,3,61,1
Ni,0.33264,2,3,61,1
Tl,0.45472,2,3,61,1
Pb,0.2656,2,3,61,1
Mo,0.0392,2,3,61,1
Sb,0.4144,2,3,61,1
Sn,0.10944,2,3,61,1
As,0.12208,2,4,61,1
Cd,0.01616,2,4,61,1
Co,0.04032,2,4,61,1
Hg,0.50464,2,4,61,1
Ni,0.91104,2,4,61,1
Tl,0.02416,2,4,61,1
Pb,0.0808,2,4,61,1
Mo,0.0248,2,4,61,1
Sb,1,2,4,61,1
Sn,0.97808,2,4,61,1
As,0.17536,3,5,61,1
Cd,0.01136,3,5,61,1
Co,0.0208,3,5,61,1
Hg,0.9176,3,5,61,1
Ni,0.9936,3,5,61,1
Tl,0.03328,3,5,61,1
Pb,0.1704,3,5,61,1
Mo,0.0368,3,5,61,1
Sb,1,3,5,61,1
Sn,0.9848,3,5,61,1
As,0.04272,2,6,61,1
Cd,0.02576,2,6,61,1
Co,0.5088,2,6,61,1
Hg,0.98592,2,6,61,1
Ni,0.6392,2,6,61,1
Tl,0.02528,2,6,61,1
Pb,0.01712,2,6,61,1
Mo,0.03408,2,6,61,1
Sb,0.1752,2,6,61,1
Sn,0.08256,2,6,61,1
As,0.03856,4,1,62,1
Cd,0.4408,4,1,62,1
Co,0.884,4,1,62,1
Hg,0.52176,4,1,62,1
Ni,0.09024,4,1,62,1
Tl,0.80016,4,1,62,1
Pb,0.07856,4,1,62,1
Mo,0.91728,4,1,62,1
Sb,0.29888,4,1,62,1
Sn,0.09232,4,1,62,1
As,0.05088,1,2,62,1
Cd,0.0648,1,2,62,1
Co,0.05488,1,2,62,1
Hg,0.57408,1,2,62,1
Ni,0.93088,1,2,62,1
Tl,0.04192,1,2,62,1
Pb,0.04256,1,2,62,1
Mo,0.03904,1,2,62,1
Sb,0.04928,1,2,62,1
Sn,0.05328,1,2,62,1
As,0.0568,1,3,62,1
Cd,0.04688,1,3,62,1
Co,0.08224,1,3,62,1
Hg,0.04704,1,3,62,1
Ni,0.06592,1,3,62,1
Tl,0.12928,1,3,62,1
Pb,0.05488,1,3,62,1
Mo,0.11536,1,3,62,1
Sb,0.0552,1,3,62,1
Sn,0.10832,1,3,62,1
As,0.08528,2,4,62,1
Cd,0.2296,2,4,62,1
Co,0.40048,2,4,62,1
Hg,0.90336,2,4,62,1
Ni,0.99568,2,4,62,1
Tl,0.04528,2,4,62,1
Pb,0.09312,2,4,62,1
Mo,0.02448,2,4,62,1
Sb,1,2,4,62,1
Sn,0.94912,2,4,62,1
As,0.0704,3,5,62,1
Cd,0.01056,3,5,62,1
Co,0.71696,3,5,62,1
Hg,0.112,3,5,62,1
Ni,0.9896,3,5,62,1
Tl,0.03504,3,5,62,1
Pb,0.02768,3,5,62,1
Mo,0.05632,3,5,62,1
Sb,1,3,5,62,1
Sn,0.01648,3,5,62,1
As,0.02704,1,6,62,1
Cd,0.036,1,6,62,1
Co,0.03728,1,6,62,1
Hg,0.67424,1,6,62,1
Ni,0.9848,1,6,62,1
Tl,0.0312,1,6,62,1
Pb,0.02416,1,6,62,1
Mo,0.0696,1,6,62,1
Sb,0.05616,1,6,62,1
Sn,0.03296,1,6,62,1
As,0.06688,3,1,63,1
Cd,0.0112,3,1,63,1
Co,0.01792,3,1,63,1
Hg,0.01136,3,1,63,1
Ni,0.06176,3,1,63,1
Tl,0.05472,3,1,63,1
Pb,0.00544,3,1,63,1
Mo,0.04224,3,1,63,1
Sb,0.04816,3,1,63,1
Sn,0.0976,3,1,63,1
As,0.18672,2,2,63,1
Cd,0.0184,2,2,63,1
Co,0.05184,2,2,63,1
Hg,0.25888,2,2,63,1
Ni,0.0528,2,2,63,1
Tl,0.10768,2,2,63,1
Pb,0.05568,2,2,63,1
Mo,0.05152,2,2,63,1
Sb,0.97648,2,2,63,1
Sn,0.02128,2,2,63,1
As,0.01776,2,3,63,1
Cd,0.01392,2,3,63,1
Co,0.07648,2,3,63,1
Hg,0.01104,2,3,63,1
Ni,0.7184,2,3,63,1
Tl,0.00848,2,3,63,1
Pb,0.0608,2,3,63,1
Mo,0.01792,2,3,63,1
Sb,0.68176,2,3,63,1
Sn,0.15664,2,3,63,1
As,0.04784,4,4,63,1
Cd,0.0304,4,4,63,1
Co,0.052,4,4,63,1
