variable,PIP,df,race,trial,case
As,0.036,4,1,100,1
Cd,0.036,4,1,100,1
Co,0.10256,4,1,100,1
Hg,0.08768,4,1,100,1
Ni,0.02752,4,1,100,1
Tl,0.02144,4,1,100,1
Pb,0.06944,4,1,100,1
Mo,0.06912,4,1,100,1
Sb,0.03648,4,1,100,1
Sn,0.02096,4,1,100,1
As,0.0456,1,2,100,1
Cd,0.13024,1,2,100,1
Co,0.2488,1,2,100,1
Hg,0.47312,1,2,100,1
Ni,0.98304,1,2,100,1
Tl,0.0528,1,2,100,1
Pb,0.05024,1,2,100,1
Mo,0.04288,1,2,100,1
Sb,0.1344,1,2,100,1
Sn,0.11264,1,2,100,1
As,0.58816,4,3,100,1
Cd,0.03008,4,3,100,1
Co,0.10784,4,3,100,1
Hg,0.03408,4,3,100,1
Ni,0.10192,4,3,100,1
Tl,0.19648,4,3,100,1
Pb,0.13568,4,3,100,1
Mo,0.12832,4,3,100,1
Sb,0.6376,4,3,100,1
Sn,0.10992,4,3,100,1
As,0.02432,2,4,100,1
Cd,0.02336,2,4,100,1
Co,0.06144,2,4,100,1
Hg,0.9168,2,4,100,1
Ni,0.99968,2,4,100,1
Tl,0.04976,2,4,100,1
Pb,0.0328,2,4,100,1
Mo,0.32528,2,4,100,1
Sb,0.99936,2,4,100,1
Sn,0.57312,2,4,100,1
As,0.01184,3,5,100,1
Cd,0.08352,3,5,100,1
Co,0.0352,3,5,100,1
Hg,0.29136,3,5,100,1
Ni,0.9992,3,5,100,1
Tl,0.02448,3,5,100,1
Pb,0.03504,3,5,100,1
Mo,0.02512,3,5,100,1
Sb,0.99904,3,5,100,1
Sn,0.0448,3,5,100,1
As,0.0544,2,6,100,1
Cd,0.03392,2,6,100,1
Co,0.07984,2,6,100,1
Hg,0.71808,2,6,100,1
Ni,0.96688,2,6,100,1
Tl,0.124,2,6,100,1
Pb,0.61616,2,6,100,1
Mo,0.09872,2,6,100,1
Sb,0.97408,2,6,100,1
Sn,0.04336,2,6,100,1
As,0.08688,4,1,10,1
Cd,0.2016,4,1,10,1
Co,0.5936,4,1,10,1
Hg,0.04512,4,1,10,1
Ni,0.12128,4,1,10,1
Tl,0.03584,4,1,10,1
Pb,0.02752,4,1,10,1
Mo,0.04032,4,1,10,1
Sb,0.72912,4,1,10,1
Sn,0.18416,4,1,10,1
As,0.024,4,2,10,1
Cd,0.02416,4,2,10,1
Co,0.11408,4,2,10,1
Hg,0.2912,4,2,10,1
Ni,0.61632,4,2,10,1
Tl,0.00896,4,2,10,1
Pb,0.02448,4,2,10,1
Mo,0.014880000000000001,4,2,10,1
Sb,0.10976,4,2,10,1
Sn,0.0176,4,2,10,1
As,0.076,2,3,10,1
Cd,0.03008,2,3,10,1
Co,0.12736,2,3,10,1
Hg,0.06064,2,3,10,1
Ni,0.89744,2,3,10,1
Tl,0.87792,2,3,10,1
Pb,0.04928,2,3,10,1
Mo,0.95952,2,3,10,1
Sb,0.936,2,3,10,1
Sn,0.91104,2,3,10,1
As,0.0568,2,4,10,1
Cd,0.05552,2,4,10,1
Co,0.03472,2,4,10,1
Hg,0.452,2,4,10,1
Ni,0.97936,2,4,10,1
Tl,0.02896,2,4,10,1
Pb,0.03728,2,4,10,1
Mo,0.08688,2,4,10,1
Sb,0.88,2,4,10,1
Sn,0.05696,2,4,10,1
As,0.06896,2,5,10,1
Cd,0.03024,2,5,10,1
Co,0.04848,2,5,10,1
Hg,0.99408,2,5,10,1
Ni,0.7896,2,5,10,1
Tl,0.01616,2,5,10,1
Pb,0.07136,2,5,10,1
Mo,0.01296,2,5,10,1
Sb,0.99824,2,5,10,1
Sn,0.84112,2,5,10,1
As,0.03456,1,6,10,1
Cd,0.0536,1,6,10,1
Co,0.16384,1,6,10,1
Hg,0.88944,1,6,10,1
Ni,0.91056,1,6,10,1
Tl,0.05312,1,6,10,1
Pb,0.04304,1,6,10,1
Mo,0.09392,1,6,10,1
Sb,0.05744,1,6,10,1
Sn,0.60384,1,6,10,1
As,0.05872,4,1,11,1
Cd,0.364,4,1,11,1
Co,0.07536,4,1,11,1
Hg,0.08096,4,1,11,1
Ni,0.28416,4,1,11,1
Tl,0.22128,4,1,11,1
Pb,0.3776,4,1,11,1
Mo,0.04672,4,1,11,1
Sb,0.45232,4,1,11,1
Sn,0.15888,4,1,11,1
As,0.05056,2,2,11,1
Cd,0.11264,2,2,11,1
Co,0.02752,2,2,11,1
Hg,0.31888,2,2,11,1
Ni,0.09408,2,2,11,1
Tl,0.03808,2,2,11,1
Pb,0.11584,2,2,11,1
Mo,0.09088,2,2,11,1
Sb,0.0336,2,2,11,1
Sn,0.14352,2,2,11,1
As,0.17552,3,3,11,1
Cd,0.18032,3,3,11,1
Co,0.66432,3,3,11,1
Hg,0.42672,3,3,11,1
Ni,0.51728,3,3,11,1
Tl,0.15856,3,3,11,1
Pb,0.24336,3,3,11,1
Mo,0.44224,3,3,11,1
Sb,0.54368,3,3,11,1
Sn,0.39712,3,3,11,1
As,0.02016,3,4,11,1
Cd,0.01296,3,4,11,1
Co,0.0392,3,4,11,1
Hg,0.6456,3,4,11,1
Ni,0.99968,3,4,11,1
Tl,0.024,3,4,11,1
Pb,0.07696,3,4,11,1
Mo,0.09664,3,4,11,1
Sb,0.99952,3,4,11,1
Sn,0.02368,3,4,11,1
As,0.02224,3,5,11,1
Cd,0.03904,3,5,11,1
Co,0.06512,3,5,11,1
Hg,0.92432,3,5,11,1
Ni,0.95072,3,5,11,1
Tl,0.05408,3,5,11,1
Pb,0.44464,3,5,11,1
Mo,0.06832,3,5,11,1
Sb,0.99952,3,5,11,1
Sn,0.30592,3,5,11,1
As,0.02048,2,6,11,1
Cd,0.03792,2,6,11,1
Co,0.06272,2,6,11,1
Hg,0.86128,2,6,11,1
Ni,0.98336,2,6,11,1
Tl,0.0424,2,6,11,1
Pb,0.03344,2,6,11,1
Mo,0.05648,2,6,11,1
Sb,0.8096,2,6,11,1
Sn,0.1,2,6,11,1
As,0.02112,2,1,12,1
Cd,0.0264,2,1,12,1
Co,0.10672,2,1,12,1
Hg,0.79408,2,1,12,1
Ni,0.07728,2,1,12,1
Tl,0.036,2,1,12,1
Pb,0.09104,2,1,12,1
Mo,0.06512,2,1,12,1
Sb,0.9176,2,1,12,1
Sn,0.11376,2,1,12,1
As,0.02064,4,2,12,1
Cd,0.02032,4,2,12,1
Co,0.01456,4,2,12,1
Hg,0.99808,4,2,12,1
Ni,0.00928,4,2,12,1
Tl,0.012,4,2,12,1
Pb,0.02912,4,2,12,1
Mo,0.10432,4,2,12,1
Sb,0.1304,4,2,12,1
Sn,0.0232,4,2,12,1
As,0.0464,1,3,12,1
Cd,0.04288,1,3,12,1
Co,0.19792,1,3,12,1
Hg,0.98416,1,3,12,1
Ni,0.11408,1,3,12,1
Tl,0.04912,1,3,12,1
Pb,0.04816,1,3,12,1
Mo,0.1376,1,3,12,1
Sb,0.11088,1,3,12,1
Sn,0.11536,1,3,12,1
As,0.02448,2,4,12,1
Cd,0.02464,2,4,12,1
Co,0.75712,2,4,12,1
Hg,0.9904,2,4,12,1
Ni,0.28048,2,4,12,1
Tl,0.03584,2,4,12,1
Pb,0.0248,2,4,12,1
Mo,0.0544,2,4,12,1
Sb,1,2,4,12,1
Sn,0.28992,2,4,12,1
As,0.03216,2,5,12,1
Cd,0.01888,2,5,12,1
Co,0.02336,2,5,12,1
Hg,0.45968,2,5,12,1
Ni,0.89136,2,5,12,1
Tl,0.0496,2,5,12,1
Pb,0.06384,2,5,12,1
Mo,0.02736,2,5,12,1
Sb,1,2,5,12,1
Sn,0.17264,2,5,12,1
As,0.00704,4,6,12,1
Cd,0.00448,4,6,12,1
Co,0.06096,4,6,12,1
Hg,1,4,6,12,1
Ni,0.012,4,6,12,1
Tl,0.00304,4,6,12,1
Pb,0.00896,4,6,12,1
Mo,0.00896,4,6,12,1
Sb,0.99536,4,6,12,1
Sn,0.01792,4,6,12,1
As,0.01744,3,1,13,1
Cd,0.03888,3,1,13,1
Co,0.19984,3,1,13,1
Hg,0.02272,3,1,13,1
Ni,0.52384,3,1,13,1
Tl,0.39472,3,1,13,1
Pb,0.54736,3,1,13,1
Mo,0.13024,3,1,13,1
Sb,0.59744,3,1,13,1
Sn,0.18048,3,1,13,1
As,0.05696,1,2,13,1
Cd,0.04928,1,2,13,1
Co,0.0416,1,2,13,1
Hg,0.68512,1,2,13,1
Ni,0.03568,1,2,13,1
Tl,0.12976,1,2,13,1
Pb,0.04176,1,2,13,1
Mo,0.05376,1,2,13,1
Sb,0.48144,1,2,13,1
Sn,0.0688,1,2,13,1
As,0.03344,2,3,13,1
Cd,0.02704,2,3,13,1
Co,0.0352,2,3,13,1
Hg,0.05968,2,3,13,1
Ni,0.58096,2,3,13,1
Tl,0.17648,2,3,13,1
Pb,0.0376,2,3,13,1
Mo,0.06896,2,3,13,1
Sb,0.80544,2,3,13,1
Sn,0.05456,2,3,13,1
As,0.0184,2,4,13,1
Cd,0.03104,2,4,13,1
Co,0.04704,2,4,13,1
Hg,0.99824,2,4,13,1
Ni,0.99888,2,4,13,1
Tl,0.0208,2,4,13,1
Pb,0.05184,2,4,13,1
Mo,0.02208,2,4,13,1
Sb,0.23072,2,4,13,1
Sn,0.05168,2,4,13,1
As,0.0216,3,5,13,1
Cd,0.41168,3,5,13,1
Co,0.14336,3,5,13,1
Hg,0.07408,3,5,13,1
Ni,0.99904,3,5,13,1
Tl,0.4392,3,5,13,1
Pb,0.01968,3,5,13,1
Mo,0.03696,3,5,13,1
Sb,0.99296,3,5,13,1
Sn,0.06144,3,5,13,1
As,0.03152,4,6,13,1
Cd,0.01552,4,6,13,1
Co,0.10784,4,6,13,1
Hg,0.87808,4,6,13,1
Ni,0.65808,4,6,13,1
Tl,0.07328,4,6,13,1
Pb,0.07168,4,6,13,1
Mo,0.03712,4,6,13,1
Sb,0.9992,4,6,13,1
Sn,0.99888,4,6,13,1
As,0.06832,1,1,14,1
Cd,0.24096,1,1,14,1
Co,0.068,1,1,14,1
Hg,0.37024,1,1,14,1
Ni,0.20928,1,1,14,1
Tl,0.07632,1,1,14,1
Pb,0.06096,1,1,14,1
Mo,0.04624,1,1,14,1
Sb,0.63408,1,1,14,1
Sn,0.07296,1,1,14,1
As,0.0376,1,2,14,1
Cd,0.0392,1,2,14,1
Co,0.05456,1,2,14,1
Hg,0.76144,1,2,14,1
Ni,0.7848,1,2,14,1
Tl,0.64928,1,2,14,1
Pb,0.0784,1,2,14,1
Mo,0.03904,1,2,14,1
Sb,0.09696,1,2,14,1
Sn,0.10624,1,2,14,1
As,0.0384,3,3,14,1
Cd,0.05344,3,3,14,1
Co,0.05424,3,3,14,1
Hg,0.17648,3,3,14,1
Ni,0.24784,3,3,14,1
Tl,0.33472,3,3,14,1
Pb,0.74384,3,3,14,1
Mo,0.18656,3,3,14,1
Sb,0.23616,3,3,14,1
Sn,0.10976,3,3,14,1
As,0.02096,2,4,14,1
Cd,0.06672,2,4,14,1
Co,0.47328,2,4,14,1
Hg,0.14624,2,4,14,1
Ni,0.18288,2,4,14,1
Tl,0.02128,2,4,14,1
Pb,0.07376,2,4,14,1
Mo,0.0352,2,4,14,1
Sb,1,2,4,14,1
Sn,0.22416,2,4,14,1
As,0.0056,3,5,14,1
Cd,0.02912,3,5,14,1
Co,0.06576,3,5,14,1
Hg,0.0696,3,5,14,1
Ni,0.99984,3,5,14,1
Tl,0.00624,3,5,14,1
Pb,0.46416,3,5,14,1
Mo,0.07344,3,5,14,1
Sb,1,3,5,14,1
Sn,0.05568,3,5,14,1
As,0.04432,1,6,14,1
Cd,0.07008,1,6,14,1
Co,0.04528,1,6,14,1
Hg,0.99872,1,6,14,1
Ni,0.52496,1,6,14,1
Tl,0.31808,1,6,14,1
Pb,0.06304,1,6,14,1
Mo,0.03648,1,6,14,1
Sb,0.73152,1,6,14,1
Sn,0.14272,1,6,14,1
As,0.01712,3,1,15,1
Cd,0.029760000000000002,3,1,15,1
Co,0.09488,3,1,15,1
Hg,0.15728,3,1,15,1
Ni,0.11264,3,1,15,1
Tl,0.07024,3,1,15,1
Pb,0.04672,3,1,15,1
Mo,0.0368,3,1,15,1
Sb,0.16256,3,1,15,1
Sn,0.1656,3,1,15,1
As,0.02816,1,2,15,1
Cd,0.07936,1,2,15,1
Co,0.06144,1,2,15,1
Hg,0.05936,1,2,15,1
Ni,0.04272,1,2,15,1
Tl,0.0416,1,2,15,1
Pb,0.05312,1,2,15,1
Mo,0.03072,1,2,15,1
Sb,0.0688,1,2,15,1
Sn,0.09264,1,2,15,1
As,0.07328,4,3,15,1
Cd,0.09504,4,3,15,1
Co,0.56896,4,3,15,1
Hg,0.58576,4,3,15,1
Ni,0.1088,4,3,15,1
Tl,0.7752,4,3,15,1
Pb,0.09696,4,3,15,1
Mo,0.14064,4,3,15,1
Sb,0.74688,4,3,15,1
Sn,0.78368,4,3,15,1
As,0.00864,4,4,15,1
Cd,0.0112,4,4,15,1
Co,0.25088,4,4,15,1
Hg,0.97616,4,4,15,1
Ni,0.99328,4,4,15,1
Tl,0.03216,4,4,15,1
Pb,0.02448,4,4,15,1
Mo,0.01648,4,4,15,1
Sb,0.99984,4,4,15,1
Sn,0.05856,4,4,15,1
As,0.0192,3,5,15,1
Cd,0.0152,3,5,15,1
Co,0.19248,3,5,15,1
Hg,0.92048,3,5,15,1
Ni,0.83808,3,5,15,1
Tl,0.02928,3,5,15,1
Pb,0.01472,3,5,15,1
Mo,0.07232,3,5,15,1
Sb,0.99552,3,5,15,1
Sn,0.2776,3,5,15,1
As,0.03936,2,6,15,1
Cd,0.03072,2,6,15,1
Co,0.05664,2,6,15,1
Hg,0.17008,2,6,15,1
Ni,0.06496,2,6,15,1
Tl,0.0152,2,6,15,1
Pb,0.0296,2,6,15,1
Mo,0.01424,2,6,15,1
Sb,0.4352,2,6,15,1
Sn,0.04576,2,6,15,1
As,0.11728,3,1,16,1
Cd,0.15472,3,1,16,1
Co,0.0232,3,1,16,1
Hg,0.96864,3,1,16,1
Ni,0.55632,3,1,16,1
Tl,0.04096,3,1,16,1
Pb,0.1056,3,1,16,1
Mo,0.08144,3,1,16,1
Sb,0.25248,3,1,16,1
Sn,0.09008,3,1,16,1
As,0.06048,1,2,16,1
Cd,0.03648,1,2,16,1
Co,0.052,1,2,16,1
Hg,0.27056,1,2,16,1
Ni,0.62912,1,2,16,1
Tl,0.06528,1,2,16,1
Pb,0.03312,1,2,16,1
Mo,0.03008,1,2,16,1
Sb,0.02736,1,2,16,1
Sn,0.0696,1,2,16,1
As,0.01456,4,3,16,1
Cd,0.15952,4,3,16,1
Co,0.09984,4,3,16,1
Hg,0.08144,4,3,16,1
Ni,0.08432,4,3,16,1
Tl,0.036,4,3,16,1
Pb,0.01856,4,3,16,1
Mo,0.708,4,3,16,1
Sb,0.9848,4,3,16,1
Sn,0.05136,4,3,16,1
As,0.01504,3,4,16,1
Cd,0.0216,3,4,16,1
Co,0.38672,3,4,16,1
Hg,0.93024,3,4,16,1
Ni,0.99888,3,4,16,1
Tl,0.06288,3,4,16,1
Pb,0.03488,3,4,16,1
Mo,0.08688,3,4,16,1
Sb,0.99936,3,4,16,1
Sn,0.11072,3,4,16,1
As,0.06384,3,5,16,1
Cd,0.03392,3,5,16,1
Co,0.06192,3,5,16,1
Hg,0.35456,3,5,16,1
Ni,0.80336,3,5,16,1
Tl,0.01168,3,5,16,1
Pb,0.01408,3,5,16,1
Mo,0.0232,3,5,16,1
Sb,0.9976,3,5,16,1
Sn,0.04432,3,5,16,1
As,0.04528,2,6,16,1
Cd,0.03248,2,6,16,1
Co,0.06368,2,6,16,1
Hg,0.91696,2,6,16,1
Ni,0.65296,2,6,16,1
Tl,0.14672,2,6,16,1
Pb,0.028,2,6,16,1
Mo,0.07792,2,6,16,1
Sb,0.99984,2,6,16,1
Sn,0.67072,2,6,16,1
As,0.03152,2,1,17,1
Cd,0.15136,2,1,17,1
Co,0.02304,2,1,17,1
Hg,0.01664,2,1,17,1
Ni,0.0304,2,1,17,1
Tl,0.01888,2,1,17,1
Pb,0.27392,2,1,17,1
Mo,0.0464,2,1,17,1
Sb,0.03552,2,1,17,1
Sn,0.0128,2,1,17,1
As,0.05872,2,2,17,1
Cd,0.01328,2,2,17,1
Co,0.15104,2,2,17,1
Hg,0.05136,2,2,17,1
Ni,0.28384,2,2,17,1
Tl,0.02128,2,2,17,1
Pb,0.03392,2,2,17,1
Mo,0.05888,2,2,17,1
Sb,0.78864,2,2,17,1
Sn,0.01872,2,2,17,1
As,0.04832,2,3,17,1
Cd,0.01904,2,3,17,1
Co,0.04208,2,3,17,1
Hg,0.07312,2,3,17,1
Ni,0.0824,2,3,17,1
Tl,0.0336,2,3,17,1
Pb,0.01824,2,3,17,1
Mo,0.0168,2,3,17,1
Sb,0.014880000000000001,2,3,17,1
Sn,0.05168,2,3,17,1
As,0.01088,3,4,17,1
Cd,0.02688,3,4,17,1
Co,0.04368,3,4,17,1
Hg,0.99904,3,4,17,1
Ni,0.99984,3,4,17,1
Tl,0.01024,3,4,17,1
Pb,0.06032,3,4,17,1
Mo,0.07472,3,4,17,1
Sb,1,3,4,17,1
Sn,0.0416,3,4,17,1
As,0.03168,2,5,17,1
Cd,0.02432,2,5,17,1
Co,0.04112,2,5,17,1
Hg,0.96112,2,5,17,1
Ni,0.99936,2,5,17,1
Tl,0.02912,2,5,17,1
Pb,0.03136,2,5,17,1
Mo,0.02704,2,5,17,1
Sb,1,2,5,17,1
Sn,0.05344,2,5,17,1
As,0.029760000000000002,1,6,17,1
Cd,0.02176,1,6,17,1
Co,0.02912,1,6,17,1
Hg,0.47024,1,6,17,1
Ni,0.93024,1,6,17,1
Tl,0.02992,1,6,17,1
Pb,0.02592,1,6,17,1
Mo,0.03344,1,6,17,1
Sb,0.02864,1,6,17,1
Sn,0.02224,1,6,17,1
As,0.11344,2,1,18,1
Cd,0.04704,2,1,18,1
Co,0.1448,2,1,18,1
Hg,0.05408,2,1,18,1
Ni,0.03904,2,1,18,1
Tl,0.45888,2,1,18,1
Pb,0.11856,2,1,18,1
Mo,0.01776,2,1,18,1
Sb,0.07504,2,1,18,1
Sn,0.07632,2,1,18,1
As,0.12224,1,2,18,1
Cd,0.04,1,2,18,1
Co,0.34864,1,2,18,1
Hg,0.45408,1,2,18,1
Ni,0.068,1,2,18,1
Tl,0.07936,1,2,18,1
Pb,0.75408,1,2,18,1
Mo,0.05312,1,2,18,1
Sb,0.10864,1,2,18,1
Sn,0.80688,1,2,18,1
As,0.08912,3,3,18,1
Cd,0.0712,3,3,18,1
Co,0.04048,3,3,18,1
Hg,0.02464,3,3,18,1
Ni,0.09264,3,3,18,1
Tl,0.60048,3,3,18,1
Pb,0.14256,3,3,18,1
Mo,0.1512,3,3,18,1
Sb,0.03632,3,3,18,1
Sn,0.0288,3,3,18,1
As,0.00688,3,4,18,1
Cd,0.20016,3,4,18,1
Co,0.07072,3,4,18,1
Hg,0.93504,3,4,18,1
Ni,0.99984,3,4,18,1
Tl,0.06384,3,4,18,1
Pb,0.01136,3,4,18,1
Mo,0.0216,3,4,18,1
Sb,1,3,4,18,1
Sn,0.3256,3,4,18,1
As,0.02448,3,5,18,1
Cd,0.0088,3,5,18,1
Co,0.0384,3,5,18,1
Hg,0.98576,3,5,18,1
Ni,0.98336,3,5,18,1
Tl,0.02448,3,5,18,1
Pb,0.11952,3,5,18,1
Mo,0.06176,3,5,18,1
Sb,1,3,5,18,1
Sn,0.87392,3,5,18,1
As,0.08016,1,6,18,1
Cd,0.03968,1,6,18,1
Co,0.17984,1,6,18,1
Hg,0.79104,1,6,18,1
Ni,0.43328,1,6,18,1
Tl,0.05904,1,6,18,1
Pb,0.91648,1,6,18,1
Mo,0.032,1,6,18,1
Sb,0.23952,1,6,18,1
Sn,0.59168,1,6,18,1
As,0.0248,3,1,19,1
Cd,0.04656,3,1,19,1
Co,0.01536,3,1,19,1
Hg,0.04736,3,1,19,1
Ni,0.04352,3,1,19,1
Tl,0.06112,3,1,19,1
Pb,0.228,3,1,19,1
Mo,0.02304,3,1,19,1
Sb,0.84384,3,1,19,1
Sn,0.0376,3,1,19,1
As,0.07168,1,2,19,1
Cd,0.09232,1,2,19,1
Co,0.48416,1,2,19,1
Hg,0.22224,1,2,19,1
Ni,0.35504,1,2,19,1
Tl,0.04912,1,2,19,1
Pb,0.07008,1,2,19,1
Mo,0.0464,1,2,19,1
Sb,0.92864,1,2,19,1
Sn,0.07904,1,2,19,1
As,0.06624,1,3,19,1
Cd,0.06224,1,3,19,1
Co,0.14784,1,3,19,1
Hg,0.98,1,3,19,1
Ni,0.96288,1,3,19,1
Tl,0.08064,1,3,19,1
Pb,0.09824,1,3,19,1
Mo,0.08432,1,3,19,1
Sb,0.05616,1,3,19,1
Sn,0.11152,1,3,19,1
As,0.04304,3,4,19,1
Cd,0.04848,3,4,19,1
Co,0.03088,3,4,19,1
Hg,0.97056,3,4,19,1
Ni,0.99952,3,4,19,1
Tl,0.00864,3,4,19,1
Pb,0.10912,3,4,19,1
Mo,0.0112,3,4,19,1
Sb,0.99952,3,4,19,1
Sn,0.08496,3,4,19,1
As,0.10896,2,5,19,1
Cd,0.02256,2,5,19,1
Co,0.23744,2,5,19,1
Hg,0.64784,2,5,19,1
Ni,0.8984,2,5,19,1
Tl,0.03488,2,5,19,1
Pb,0.33248,2,5,19,1
Mo,0.0384,2,5,19,1
Sb,0.99856,2,5,19,1
Sn,0.05104,2,5,19,1
As,0.02912,2,6,19,1
Cd,0.03808,2,6,19,1
Co,0.02816,2,6,19,1
Hg,0.992,2,6,19,1
Ni,0.99888,2,6,19,1
Tl,0.29088,2,6,19,1
Pb,0.07408,2,6,19,1
Mo,0.08688,2,6,19,1
Sb,0.91648,2,6,19,1
Sn,0.02592,2,6,19,1
As,0.03168,3,1,1,1
Cd,0.11056,3,1,1,1
Co,0.04768,3,1,1,1
Hg,0.9984,3,1,1,1
Ni,0.74064,3,1,1,1
Tl,0.0504,3,1,1,1
Pb,0.17088,3,1,1,1
Mo,0.09264,3,1,1,1
Sb,0.02832,3,1,1,1
Sn,0.98544,3,1,1,1
As,0.07792,4,2,1,1
Cd,0.02608,4,2,1,1
Co,0.10528,4,2,1,1
Hg,0.03024,4,2,1,1
Ni,0.60656,4,2,1,1
Tl,0.56752,4,2,1,1
Pb,0.028,4,2,1,1
Mo,0.0152,4,2,1,1
Sb,0.0896,4,2,1,1
Sn,0.0216,4,2,1,1
As,0.092,4,3,1,1
Cd,0.1,4,3,1,1
Co,0.79824,4,3,1,1
Hg,0.1072,4,3,1,1
Ni,0.82848,4,3,1,1
Tl,0.40464,4,3,1,1
Pb,0.57584,4,3,1,1
Mo,0.60256,4,3,1,1
Sb,0.0824,4,3,1,1
Sn,0.39696,4,3,1,1
As,0.01632,2,4,1,1
Cd,0.02448,2,4,1,1
Co,0.03728,2,4,1,1
Hg,0.3248,2,4,1,1
Ni,0.88768,2,4,1,1
Tl,0.01392,2,4,1,1
Pb,0.01248,2,4,1,1
Mo,0.01744,2,4,1,1
Sb,0.99888,2,4,1,1
Sn,0.04304,2,4,1,1
As,0.0344,2,5,1,1
Cd,0.01696,2,5,1,1
Co,0.7312,2,5,1,1
Hg,0.99936,2,5,1,1
Ni,0.09328,2,5,1,1
Tl,0.05232,2,5,1,1
Pb,0.02016,2,5,1,1
Mo,0.0528,2,5,1,1
Sb,0.99952,2,5,1,1
Sn,0.9864,2,5,1,1
As,0.0272,2,6,1,1
Cd,0.09408,2,6,1,1
Co,0.02176,2,6,1,1
Hg,0.99888,2,6,1,1
Ni,0.79648,2,6,1,1
Tl,0.01376,2,6,1,1
Pb,0.0824,2,6,1,1
Mo,0.04336,2,6,1,1
Sb,0.95536,2,6,1,1
Sn,0.58832,2,6,1,1
As,0.02048,3,1,20,1
Cd,0.02336,3,1,20,1
Co,0.02336,3,1,20,1
Hg,0.1408,3,1,20,1
Ni,0.01504,3,1,20,1
Tl,0.04464,3,1,20,1
Pb,0.01696,3,1,20,1
Mo,0.02096,3,1,20,1
Sb,0.0128,3,1,20,1
Sn,0.03184,3,1,20,1
As,0.08528,3,2,20,1
Cd,0.032,3,2,20,1
Co,0.072,3,2,20,1
Hg,0.07264,3,2,20,1
Ni,0.87984,3,2,20,1
Tl,0.03968,3,2,20,1
Pb,0.05184,3,2,20,1
Mo,0.06928,3,2,20,1
Sb,0.70368,3,2,20,1
Sn,0.08304,3,2,20,1
As,0.07456,1,3,20,1
Cd,0.0608,1,3,20,1
Co,0.2128,1,3,20,1
Hg,0.08624,1,3,20,1
Ni,0.40752,1,3,20,1
Tl,0.61488,1,3,20,1
Pb,0.08016,1,3,20,1
Mo,0.05392,1,3,20,1
Sb,0.05648,1,3,20,1
Sn,0.0648,1,3,20,1
As,0.03376,2,4,20,1
Cd,0.04336,2,4,20,1
Co,0.28272,2,4,20,1
Hg,0.94336,2,4,20,1
Ni,0.936,2,4,20,1
Tl,0.02736,2,4,20,1
Pb,0.1672,2,4,20,1
Mo,0.02464,2,4,20,1
Sb,1,2,4,20,1
Sn,0.09712,2,4,20,1
As,0.024,3,5,20,1
Cd,0.0232,3,5,20,1
Co,0.06032,3,5,20,1
Hg,0.24864,3,5,20,1
Ni,0.99936,3,5,20,1
Tl,0.02272,3,5,20,1
Pb,0.13856,3,5,20,1
Mo,0.0496,3,5,20,1
Sb,1,3,5,20,1
Sn,0.0632,3,5,20,1
As,0.03088,3,6,20,1
Cd,0.01824,3,6,20,1
Co,0.02352,3,6,20,1
Hg,0.22992,3,6,20,1
Ni,0.92464,3,6,20,1
Tl,0.18528,3,6,20,1
Pb,0.02128,3,6,20,1
Mo,0.03952,3,6,20,1
Sb,0.96768,3,6,20,1
Sn,0.059520000000000003,3,6,20,1
As,0.02416,3,1,21,1
Cd,0.02624,3,1,21,1
Co,0.02176,3,1,21,1
Hg,0.03424,3,1,21,1
Ni,0.4584,3,1,21,1
Tl,0.4992,3,1,21,1
Pb,0.06688,3,1,21,1
Mo,0.0544,3,1,21,1
Sb,0.89776,3,1,21,1
Sn,0.9224,3,1,21,1
As,0.0224,3,2,21,1
Cd,0.70144,3,2,21,1
Co,0.028,3,2,21,1
Hg,0.93712,3,2,21,1
Ni,0.96064,3,2,21,1
Tl,0.14352,3,2,21,1
Pb,0.04048,3,2,21,1
Mo,0.02752,3,2,21,1
Sb,0.91376,3,2,21,1
Sn,0.03984,3,2,21,1
As,0.12272,3,3,21,1
Cd,0.9856,3,3,21,1
Co,0.90528,3,3,21,1
Hg,0.98176,3,3,21,1
Ni,0.56576,3,3,21,1
Tl,0.05856,3,3,21,1
Pb,0.39424,3,3,21,1
Mo,0.052,3,3,21,1
Sb,0.35056,3,3,21,1
Sn,0.96144,3,3,21,1
As,0.04,2,4,21,1
Cd,0.04368,2,4,21,1
Co,0.36464,2,4,21,1
Hg,0.83664,2,4,21,1
Ni,0.59584,2,4,21,1
Tl,0.05248,2,4,21,1
Pb,0.04032,2,4,21,1
Mo,0.04288,2,4,21,1
Sb,1,2,4,21,1
Sn,0.25168,2,4,21,1
As,0.0232,2,5,21,1
Cd,0.22048,2,5,21,1
Co,0.0328,2,5,21,1
Hg,0.96832,2,5,21,1
Ni,0.99936,2,5,21,1
Tl,0.20544,2,5,21,1
Pb,0.0256,2,5,21,1
Mo,0.04672,2,5,21,1
Sb,0.99984,2,5,21,1
Sn,0.42736,2,5,21,1
As,0.02592,3,6,21,1
Cd,0.54768,3,6,21,1
Co,0.03056,3,6,21,1
Hg,0.99152,3,6,21,1
Ni,0.99936,3,6,21,1
Tl,0.10944,3,6,21,1
Pb,0.01696,3,6,21,1
Mo,0.10672,3,6,21,1
Sb,0.98464,3,6,21,1
Sn,0.1096,3,6,21,1
