variable,PIP,df,race,trial,case
Ni,0.05104,4,6,309,4
Tl,0.56624,4,6,309,4
Pb,0.17408,4,6,309,4
Mo,0.1792,4,6,309,4
Sb,0.62336,4,6,309,4
Sn,0.11968,4,6,309,4
As,0.45888,3,1,310,4
Cd,0.3272,3,1,310,4
Co,0.36928,3,1,310,4
Hg,0.22304,3,1,310,4
Ni,0.408,3,1,310,4
Tl,0.41504,3,1,310,4
Pb,0.56624,3,1,310,4
Mo,0.41024,3,1,310,4
Sb,0.30096,3,1,310,4
Sn,0.23744,3,1,310,4
As,0.17568,4,2,310,4
Cd,0.37968,4,2,310,4
Co,0.28368,4,2,310,4
Hg,0.39648,4,2,310,4
Ni,0.81392,4,2,310,4
Tl,0.53904,4,2,310,4
Pb,0.39728,4,2,310,4
Mo,0.22496,4,2,310,4
Sb,0.63216,4,2,310,4
Sn,0.2688,4,2,310,4
As,0.5288,4,3,310,4
Cd,0.64688,4,3,310,4
Co,0.59056,4,3,310,4
Hg,0.60192,4,3,310,4
Ni,0.55168,4,3,310,4
Tl,0.57904,4,3,310,4
Pb,0.59248,4,3,310,4
Mo,0.48784,4,3,310,4
Sb,0.56912,4,3,310,4
Sn,0.57104,4,3,310,4
As,0.052,1,4,310,4
Cd,0.05264,1,4,310,4
Co,0.15456,1,4,310,4
Hg,0.24992,1,4,310,4
Ni,0.99984,1,4,310,4
Tl,0.1128,1,4,310,4
Pb,0.04912,1,4,310,4
Mo,0.05376,1,4,310,4
Sb,0.06192,1,4,310,4
Sn,0.12912,1,4,310,4
As,0.79184,2,5,310,4
Cd,0.28624,2,5,310,4
Co,0.05088,2,5,310,4
Hg,0.0272,2,5,310,4
Ni,0.04816,2,5,310,4
Tl,0.3288,2,5,310,4
Pb,0.10784,2,5,310,4
Mo,0.0824,2,5,310,4
Sb,0.41296,2,5,310,4
Sn,0.08528,2,5,310,4
As,0.03152,3,6,310,4
Cd,0.07424,3,6,310,4
Co,0.09072,3,6,310,4
Hg,0.6752,3,6,310,4
Ni,0.88704,3,6,310,4
Tl,0.14112,3,6,310,4
Pb,0.02944,3,6,310,4
Mo,0.04576,3,6,310,4
Sb,0.05408,3,6,310,4
Sn,0.21504,3,6,310,4
As,0.44336,4,1,311,4
Cd,0.50672,4,1,311,4
Co,0.48688,4,1,311,4
Hg,0.55792,4,1,311,4
Ni,0.50272,4,1,311,4
Tl,0.44416,4,1,311,4
Pb,0.46384,4,1,311,4
Mo,0.57648,4,1,311,4
Sb,0.56832,4,1,311,4
Sn,0.51824,4,1,311,4
As,0.53392,4,2,311,4
Cd,0.20944,4,2,311,4
Co,0.58736,4,2,311,4
Hg,0.73728,4,2,311,4
Ni,0.41504,4,2,311,4
Tl,0.368,4,2,311,4
Pb,0.2048,4,2,311,4
Mo,0.12416,4,2,311,4
Sb,0.14192,4,2,311,4
Sn,0.28544,4,2,311,4
As,0.40272,3,3,311,4
Cd,0.36256,3,3,311,4
Co,0.51968,3,3,311,4
Hg,0.48688,3,3,311,4
Ni,0.5192,3,3,311,4
Tl,0.43872,3,3,311,4
Pb,0.64544,3,3,311,4
Mo,0.56208,3,3,311,4
Sb,0.40368,3,3,311,4
Sn,0.37152,3,3,311,4
As,0.12384,4,4,311,4
Cd,0.04112,4,4,311,4
Co,0.0712,4,4,311,4
Hg,0.23856,4,4,311,4
Ni,0.74096,4,4,311,4
Tl,0.37104,4,4,311,4
Pb,0.04304,4,4,311,4
Mo,0.48672,4,4,311,4
Sb,0.25824,4,4,311,4
Sn,0.98096,4,4,311,4
As,0.04688,1,5,311,4
Cd,0.0336,1,5,311,4
Co,0.05264,1,5,311,4
Hg,1,1,5,311,4
Ni,0.996,1,5,311,4
Tl,0.03392,1,5,311,4
Pb,0.07776,1,5,311,4
Mo,0.03168,1,5,311,4
Sb,0.06352,1,5,311,4
Sn,0.1016,1,5,311,4
As,0.052,1,6,311,4
Cd,0.0584,1,6,311,4
Co,0.06608,1,6,311,4
Hg,0.0984,1,6,311,4
Ni,0.06976,1,6,311,4
Tl,0.04224,1,6,311,4
Pb,0.10864,1,6,311,4
Mo,0.04304,1,6,311,4
Sb,0.03488,1,6,311,4
Sn,0.03616,1,6,311,4
As,0.55952,3,1,312,4
Cd,0.4768,3,1,312,4
Co,0.53472,3,1,312,4
Hg,0.50032,3,1,312,4
Ni,0.45232,3,1,312,4
Tl,0.4264,3,1,312,4
Pb,0.52944,3,1,312,4
Mo,0.41856,3,1,312,4
Sb,0.4656,3,1,312,4
Sn,0.51184,3,1,312,4
As,0.9576,2,2,312,4
Cd,0.63408,2,2,312,4
Co,0.1672,2,2,312,4
Hg,0.29104,2,2,312,4
Ni,0.81296,2,2,312,4
Tl,0.28416,2,2,312,4
Pb,0.37552,2,2,312,4
Mo,0.59184,2,2,312,4
Sb,0.8704,2,2,312,4
Sn,0.22608,2,2,312,4
As,0.47136,4,3,312,4
Cd,0.51616,4,3,312,4
Co,0.54608,4,3,312,4
Hg,0.55152,4,3,312,4
Ni,0.51264,4,3,312,4
Tl,0.4624,4,3,312,4
Pb,0.51728,4,3,312,4
Mo,0.43968,4,3,312,4
Sb,0.50608,4,3,312,4
Sn,0.47776,4,3,312,4
As,0.0312,3,4,312,4
Cd,0.04192,3,4,312,4
Co,0.016,3,4,312,4
Hg,0.09696,3,4,312,4
Ni,0.05088,3,4,312,4
Tl,0.02176,3,4,312,4
Pb,0.53024,3,4,312,4
Mo,0.02336,3,4,312,4
Sb,0.08784,3,4,312,4
Sn,0.03712,3,4,312,4
As,0.08896,1,5,312,4
Cd,0.0584,1,5,312,4
Co,0.06384,1,5,312,4
Hg,0.97168,1,5,312,4
Ni,0.88176,1,5,312,4
Tl,0.05584,1,5,312,4
Pb,0.05856,1,5,312,4
Mo,0.03392,1,5,312,4
Sb,0.09104,1,5,312,4
Sn,0.07088,1,5,312,4
As,0.81376,4,6,312,4
Cd,0.60192,4,6,312,4
Co,0.76848,4,6,312,4
Hg,0.1168,4,6,312,4
Ni,0.22416,4,6,312,4
Tl,0.136,4,6,312,4
Pb,0.06672,4,6,312,4
Mo,0.10016,4,6,312,4
Sb,0.35744,4,6,312,4
Sn,0.07472,4,6,312,4
As,0.44848,2,1,313,4
Cd,0.4992,2,1,313,4
Co,0.44896,2,1,313,4
Hg,0.69392,2,1,313,4
Ni,0.47104,2,1,313,4
Tl,0.4744,2,1,313,4
Pb,0.412,2,1,313,4
Mo,0.5208,2,1,313,4
Sb,0.64288,2,1,313,4
Sn,0.44128,2,1,313,4
As,0.40288,3,2,313,4
Cd,0.65408,3,2,313,4
Co,0.3288,3,2,313,4
Hg,0.27184,3,2,313,4
Ni,0.50848,3,2,313,4
Tl,0.45088,3,2,313,4
Pb,0.36112,3,2,313,4
Mo,0.38432,3,2,313,4
Sb,0.76736,3,2,313,4
Sn,0.548,3,2,313,4
As,0.40608,3,3,313,4
Cd,0.49536,3,3,313,4
Co,0.4928,3,3,313,4
Hg,0.53168,3,3,313,4
Ni,0.45808,3,3,313,4
Tl,0.41504,3,3,313,4
Pb,0.42272,3,3,313,4
Mo,0.42672,3,3,313,4
Sb,0.5368,3,3,313,4
Sn,0.5088,3,3,313,4
As,0.00752,4,4,313,4
Cd,0.00992,4,4,313,4
Co,0.0048,4,4,313,4
Hg,0.00944,4,4,313,4
Ni,0.00336,4,4,313,4
Tl,0.00176,4,4,313,4
Pb,0.0016,4,4,313,4
Mo,0.00496,4,4,313,4
Sb,0.99072,4,4,313,4
Sn,0.01248,4,4,313,4
As,0.45888,2,5,313,4
Cd,0.1856,2,5,313,4
Co,0.172,2,5,313,4
Hg,0.5232,2,5,313,4
Ni,0.06928,2,5,313,4
Tl,0.06272,2,5,313,4
Pb,0.04096,2,5,313,4
Mo,0.03744,2,5,313,4
Sb,0.87488,2,5,313,4
Sn,0.2616,2,5,313,4
As,0.46864,4,6,313,4
Cd,0.21952,4,6,313,4
Co,0.12912,4,6,313,4
Hg,0.09904,4,6,313,4
Ni,0.32656,4,6,313,4
Tl,0.3344,4,6,313,4
Pb,0.06176,4,6,313,4
Mo,0.04192,4,6,313,4
Sb,0.54624,4,6,313,4
Sn,0.49856,4,6,313,4
As,0,3,1,314,4
Cd,3.2e-4,3,1,314,4
Co,1.6e-4,3,1,314,4
Hg,0.01072,3,1,314,4
Ni,9.6e-4,3,1,314,4
Tl,0,3,1,314,4
Pb,0.01568,3,1,314,4
Mo,6.4e-4,3,1,314,4
Sb,0,3,1,314,4
Sn,4.8e-4,3,1,314,4
As,0.24832,2,2,314,4
Cd,0.31728,2,2,314,4
Co,0.81104,2,2,314,4
Hg,0.25312,2,2,314,4
Ni,0.29056,2,2,314,4
Tl,0.30752,2,2,314,4
Pb,0.21552,2,2,314,4
Mo,0.67824,2,2,314,4
Sb,0.33664,2,2,314,4
Sn,0.27648,2,2,314,4
As,0.46448,4,3,314,4
Cd,0.3984,4,3,314,4
Co,0.29632,4,3,314,4
Hg,0.3168,4,3,314,4
Ni,0.384,4,3,314,4
Tl,0.50432,4,3,314,4
Pb,0.48672,4,3,314,4
Mo,0.51472,4,3,314,4
Sb,0.53168,4,3,314,4
Sn,0.42432,4,3,314,4
As,0.08848,1,4,314,4
Cd,0.03296,1,4,314,4
Co,0.06096,1,4,314,4
Hg,0.45104,1,4,314,4
Ni,0.04928,1,4,314,4
Tl,0.06832,1,4,314,4
Pb,0.03824,1,4,314,4
Mo,0.0344,1,4,314,4
Sb,0.27824,1,4,314,4
Sn,0.60944,1,4,314,4
As,0.02064,2,5,314,4
Cd,0.08208,2,5,314,4
Co,0.94976,2,5,314,4
Hg,0.80912,2,5,314,4
Ni,0.23456,2,5,314,4
Tl,0.029760000000000002,2,5,314,4
Pb,0.02512,2,5,314,4
Mo,0.06608,2,5,314,4
Sb,0.10224,2,5,314,4
Sn,0.0424,2,5,314,4
As,0.09536,3,6,314,4
Cd,0.0216,3,6,314,4
Co,0.0584,3,6,314,4
Hg,0.056,3,6,314,4
Ni,0.1784,3,6,314,4
Tl,0.03856,3,6,314,4
Pb,0.02928,3,6,314,4
Mo,0.12064,3,6,314,4
Sb,0.09648,3,6,314,4
Sn,0.3264,3,6,314,4
As,0.7408,4,1,315,4
Cd,0.61952,4,1,315,4
Co,0.60928,4,1,315,4
Hg,0.7152,4,1,315,4
Ni,0.56096,4,1,315,4
Tl,0.52048,4,1,315,4
Pb,0.644,4,1,315,4
Mo,0.65488,4,1,315,4
Sb,0.55184,4,1,315,4
Sn,0.47744,4,1,315,4
As,0.40192,3,2,315,4
Cd,0.24432,3,2,315,4
Co,0.1672,3,2,315,4
Hg,0.264,3,2,315,4
Ni,0.25472,3,2,315,4
Tl,0.23072,3,2,315,4
Pb,0.42848,3,2,315,4
Mo,0.19056,3,2,315,4
Sb,0.42048,3,2,315,4
Sn,0.36912,3,2,315,4
As,0.51856,2,3,315,4
Cd,0.39088,2,3,315,4
Co,0.4408,2,3,315,4
Hg,0.46112,2,3,315,4
Ni,0.55472,2,3,315,4
Tl,0.46368,2,3,315,4
Pb,0.43472,2,3,315,4
Mo,0.43344,2,3,315,4
Sb,0.46976,2,3,315,4
Sn,0.44848,2,3,315,4
As,0.05504,1,4,315,4
Cd,0.03456,1,4,315,4
Co,0.15424,1,4,315,4
Hg,0.11136,1,4,315,4
Ni,0.03104,1,4,315,4
Tl,0.03136,1,4,315,4
Pb,0.03248,1,4,315,4
Mo,0.06864,1,4,315,4
Sb,0.05248,1,4,315,4
Sn,0.02688,1,4,315,4
As,0.01936,2,5,315,4
Cd,0.0152,2,5,315,4
Co,0.12672,2,5,315,4
Hg,1,2,5,315,4
Ni,0.04944,2,5,315,4
Tl,0.02912,2,5,315,4
Pb,0.05088,2,5,315,4
Mo,0.0432,2,5,315,4
Sb,0.55552,2,5,315,4
Sn,0.07152,2,5,315,4
As,0.03168,2,6,315,4
Cd,0.088,2,6,315,4
Co,0.03872,2,6,315,4
Hg,0.02032,2,6,315,4
Ni,0.0672,2,6,315,4
Tl,0.02784,2,6,315,4
Pb,0.05664,2,6,315,4
Mo,0.02464,2,6,315,4
Sb,0.1224,2,6,315,4
Sn,0.0272,2,6,315,4
As,0.54032,3,1,316,4
Cd,0.46624,3,1,316,4
Co,0.70048,3,1,316,4
Hg,0.55696,3,1,316,4
Ni,0.63376,3,1,316,4
Tl,0.43728,3,1,316,4
Pb,0.45648,3,1,316,4
Mo,0.48912,3,1,316,4
Sb,0.42864,3,1,316,4
Sn,0.50144,3,1,316,4
As,0.62384,4,2,316,4
Cd,0.61344,4,2,316,4
Co,0.56112,4,2,316,4
Hg,0.51936,4,2,316,4
Ni,0.16016,4,2,316,4
Tl,0.22176,4,2,316,4
Pb,0.23312,4,2,316,4
Mo,0.28176,4,2,316,4
Sb,0.33472,4,2,316,4
Sn,0.19136,4,2,316,4
As,0.48016,3,3,316,4
Cd,0.556,3,3,316,4
Co,0.44128,3,3,316,4
Hg,0.60736,3,3,316,4
Ni,0.54544,3,3,316,4
Tl,0.57504,3,3,316,4
Pb,0.53008,3,3,316,4
Mo,0.50544,3,3,316,4
Sb,0.57152,3,3,316,4
Sn,0.49584,3,3,316,4
As,0.0304,1,4,316,4
Cd,0.059520000000000003,1,4,316,4
Co,0.08912,1,4,316,4
Hg,0.436,1,4,316,4
Ni,0.94624,1,4,316,4
Tl,0.0416,1,4,316,4
Pb,0.03952,1,4,316,4
Mo,0.03264,1,4,316,4
Sb,0.04032,1,4,316,4
Sn,0.0632,1,4,316,4
As,0.04256,1,5,316,4
Cd,0.04464,1,5,316,4
Co,0.06736,1,5,316,4
Hg,0.99536,1,5,316,4
Ni,0.42176,1,5,316,4
Tl,0.07968,1,5,316,4
Pb,0.04336,1,5,316,4
Mo,0.14976,1,5,316,4
Sb,0.04928,1,5,316,4
Sn,0.04464,1,5,316,4
As,0.10208,4,6,316,4
Cd,0.16848,4,6,316,4
Co,0.76368,4,6,316,4
Hg,0.87056,4,6,316,4
Ni,0.49056,4,6,316,4
Tl,0.05152,4,6,316,4
Pb,0.3104,4,6,316,4
Mo,0.3312,4,6,316,4
Sb,0.0696,4,6,316,4
Sn,0.0856,4,6,316,4
As,0.52,4,1,317,4
Cd,0.5376,4,1,317,4
Co,0.51808,4,1,317,4
Hg,0.58048,4,1,317,4
Ni,0.52208,4,1,317,4
Tl,0.60832,4,1,317,4
Pb,0.70576,4,1,317,4
Mo,0.52208,4,1,317,4
Sb,0.63248,4,1,317,4
Sn,0.532,4,1,317,4
As,0.83152,4,2,317,4
Cd,0.3496,4,2,317,4
Co,0.65552,4,2,317,4
Hg,0.17712,4,2,317,4
Ni,0.36192,4,2,317,4
Tl,0.7656,4,2,317,4
Pb,0.32,4,2,317,4
Mo,0.13776,4,2,317,4
Sb,0.4152,4,2,317,4
Sn,0.212,4,2,317,4
As,0.23696,4,3,317,4
Cd,0.52896,4,3,317,4
Co,0.47872,4,3,317,4
Hg,0.26944,4,3,317,4
Ni,0.2112,4,3,317,4
Tl,0.49648,4,3,317,4
Pb,0.67984,4,3,317,4
Mo,0.35344,4,3,317,4
Sb,0.20976,4,3,317,4
Sn,0.39472,4,3,317,4
As,0.00832,4,4,317,4
Cd,0.46448,4,4,317,4
Co,0.96272,4,4,317,4
Hg,0.48912,4,4,317,4
Ni,0.02672,4,4,317,4
Tl,0.10256,4,4,317,4
Pb,0.10512,4,4,317,4
Mo,0.00864,4,4,317,4
Sb,0.07344,4,4,317,4
Sn,0.2648,4,4,317,4
As,0.03104,3,5,317,4
Cd,0.06944,3,5,317,4
Co,0.04048,3,5,317,4
Hg,0.95104,3,5,317,4
Ni,0.19344,3,5,317,4
Tl,0.05152,3,5,317,4
Pb,0.059520000000000003,3,5,317,4
Mo,0.0336,3,5,317,4
Sb,0.97264,3,5,317,4
Sn,0.02752,3,5,317,4
As,0.31744,4,6,317,4
Cd,0.35808,4,6,317,4
Co,0.20192,4,6,317,4
Hg,0.06944,4,6,317,4
Ni,0.51952,4,6,317,4
Tl,0.58592,4,6,317,4
Pb,0.28944,4,6,317,4
Mo,0.05904,4,6,317,4
Sb,0.04656,4,6,317,4
Sn,0.12128,4,6,317,4
As,0.3688,3,1,318,4
Cd,0.29952,3,1,318,4
Co,0.38464,3,1,318,4
Hg,0.45696,3,1,318,4
Ni,0.35856,3,1,318,4
Tl,0.42672,3,1,318,4
Pb,0.2768,3,1,318,4
Mo,0.50448,3,1,318,4
Sb,0.3808,3,1,318,4
Sn,0.684,3,1,318,4
As,0.22448,4,2,318,4
Cd,0.41056,4,2,318,4
Co,0.43984,4,2,318,4
Hg,0.128,4,2,318,4
Ni,0.18208,4,2,318,4
Tl,0.668,4,2,318,4
Pb,0.15344,4,2,318,4
Mo,0.28544,4,2,318,4
Sb,0.18608,4,2,318,4
Sn,0.76784,4,2,318,4
As,0.3824,4,3,318,4
Cd,0.45904,4,3,318,4
Co,0.4128,4,3,318,4
Hg,0.6144,4,3,318,4
Ni,0.4192,4,3,318,4
Tl,0.60416,4,3,318,4
Pb,0.51504,4,3,318,4
Mo,0.4504,4,3,318,4
Sb,0.51472,4,3,318,4
Sn,0.47552,4,3,318,4
As,0.04464,1,4,318,4
Cd,0.05456,1,4,318,4
Co,0.57904,1,4,318,4
Hg,0.10384,1,4,318,4
Ni,0.27776,1,4,318,4
Tl,0.10528,1,4,318,4
Pb,0.42352,1,4,318,4
Mo,0.76656,1,4,318,4
Sb,0.15328,1,4,318,4
Sn,0.08416,1,4,318,4
As,0.0368,3,5,318,4
Cd,0.05664,3,5,318,4
Co,0.01776,3,5,318,4
Hg,0.996,3,5,318,4
Ni,0.92512,3,5,318,4
Tl,0.05072,3,5,318,4
Pb,0.03824,3,5,318,4
Mo,0.02864,3,5,318,4
Sb,0.7816,3,5,318,4
Sn,0.02768,3,5,318,4
As,0.03168,3,6,318,4
Cd,0.02224,3,6,318,4
Co,0.02464,3,6,318,4
Hg,0.17152,3,6,318,4
Ni,0.0544,3,6,318,4
Tl,0.07056,3,6,318,4
Pb,0.27024,3,6,318,4
Mo,0.03632,3,6,318,4
Sb,0.05552,3,6,318,4
Sn,0.36352,3,6,318,4
As,0.27856,4,1,319,4
Cd,0.48208,4,1,319,4
Co,0.27392,4,1,319,4
Hg,0.31712,4,1,319,4
Ni,0.27888,4,1,319,4
Tl,0.23312,4,1,319,4
Pb,0.35104,4,1,319,4
Mo,0.37824,4,1,319,4
Sb,0.74016,4,1,319,4
Sn,0.34016,4,1,319,4
As,0.13648,4,2,319,4
Cd,0.39648,4,2,319,4
Co,0.20656,4,2,319,4
Hg,0.74608,4,2,319,4
Ni,0.17056,4,2,319,4
Tl,0.13472,4,2,319,4
Pb,0.2752,4,2,319,4
Mo,0.3616,4,2,319,4
Sb,0.3784,4,2,319,4
Sn,0.5936,4,2,319,4
As,0.51088,4,3,319,4
Cd,0.50832,4,3,319,4
Co,0.49328,4,3,319,4
Hg,0.44816,4,3,319,4
Ni,0.5376,4,3,319,4
Tl,0.48112,4,3,319,4
Pb,0.56032,4,3,319,4
Mo,0.43392,4,3,319,4
Sb,0.4576,4,3,319,4
Sn,0.49392,4,3,319,4
As,0.02576,3,4,319,4
Cd,0.02672,3,4,319,4
Co,0.024,3,4,319,4
Hg,0.04544,3,4,319,4
Ni,0.2944,3,4,319,4
Tl,0.0592,3,4,319,4
Pb,0.01744,3,4,319,4
Mo,0.04304,3,4,319,4
Sb,0.99472,3,4,319,4
Sn,0.02912,3,4,319,4
As,0.20128,1,5,319,4
Cd,0.03376,1,5,319,4
Co,0.06768,1,5,319,4
Hg,0.1816,1,5,319,4
Ni,0.25088,1,5,319,4
Tl,0.05184,1,5,319,4
Pb,0.03648,1,5,319,4
Mo,0.03488,1,5,319,4
Sb,0.79968,1,5,319,4
Sn,0.04976,1,5,319,4
As,0.07984,3,6,319,4
Cd,0.28272,3,6,319,4
Co,0.2192,3,6,319,4
Hg,0.31088,3,6,319,4
Ni,0.6232,3,6,319,4
Tl,0.05936,3,6,319,4
Pb,0.36832,3,6,319,4
Mo,0.29392,3,6,319,4
Sb,0.61808,3,6,319,4
Sn,0.21536,3,6,319,4
As,0.3304,4,1,320,4
Cd,0.37664,4,1,320,4
Co,0.27904,4,1,320,4
Hg,0.45344,4,1,320,4
Ni,0.4544,4,1,320,4
Tl,0.22288,4,1,320,4
Pb,0.33904,4,1,320,4
Mo,0.43296,4,1,320,4
Sb,0.4568,4,1,320,4
Sn,0.71472,4,1,320,4
As,0.03488,3,2,320,4
Cd,0.00128,3,2,320,4
Co,8e-4,3,2,320,4
Hg,0.04352,3,2,320,4
Ni,1.6e-4,3,2,320,4
Tl,0.00144,3,2,320,4
Pb,3.2e-4,3,2,320,4
Mo,0,3,2,320,4
Sb,0.01424,3,2,320,4
Sn,0.03024,3,2,320,4
As,0.69664,4,3,320,4
Cd,0.72736,4,3,320,4
Co,0.67632,4,3,320,4
Hg,0.76224,4,3,320,4
Ni,0.62048,4,3,320,4
Tl,0.74464,4,3,320,4
Pb,0.74016,4,3,320,4
Mo,0.74608,4,3,320,4
Sb,0.81856,4,3,320,4
Sn,0.68368,4,3,320,4
As,0.05648,1,4,320,4
Cd,0.0368,1,4,320,4
Co,0.05312,1,4,320,4
Hg,0.05744,1,4,320,4
Ni,0.24128,1,4,320,4
Tl,0.04304,1,4,320,4
Pb,0.07808,1,4,320,4
Mo,0.032,1,4,320,4
Sb,0.0592,1,4,320,4
Sn,0.03792,1,4,320,4
As,0.0112,2,5,320,4
Cd,0.01552,2,5,320,4
Co,0.0352,2,5,320,4
Hg,0.07888,2,5,320,4
Ni,0.008,2,5,320,4
Tl,0.03456,2,5,320,4
Pb,0.04,2,5,320,4
Mo,0.09456,2,5,320,4
Sb,0.95808,2,5,320,4
Sn,0.01856,2,5,320,4
As,0.3832,4,6,320,4
Cd,0.588,4,6,320,4
Co,0.07296,4,6,320,4
Hg,0.50288,4,6,320,4
Ni,0.60704,4,6,320,4
Tl,0.26176,4,6,320,4
Pb,0.17008,4,6,320,4
Mo,0.36688,4,6,320,4
Sb,0.53808,4,6,320,4
Sn,0.62672,4,6,320,4
As,0.6464,4,1,321,4
Cd,0.37824,4,1,321,4
Co,0.40096,4,1,321,4
Hg,0.34368,4,1,321,4
Ni,0.33616,4,1,321,4
Tl,0.45792,4,1,321,4
Pb,0.38144,4,1,321,4
Mo,0.38688,4,1,321,4
Sb,0.55504,4,1,321,4
Sn,0.64992,4,1,321,4
As,0.13296,4,2,321,4
Cd,0.5048,4,2,321,4
Co,0.42448,4,2,321,4
Hg,0.27008,4,2,321,4
Ni,0.49232,4,2,321,4
Tl,0.76704,4,2,321,4
Pb,0.45904,4,2,321,4
Mo,0.36208,4,2,321,4
Sb,0.22592,4,2,321,4
Sn,0.16768,4,2,321,4
As,0.35168,3,3,321,4
Cd,0.45872,3,3,321,4
Co,0.38144,3,3,321,4
Hg,0.30768,3,3,321,4
Ni,0.57424,3,3,321,4
Tl,0.38656,3,3,321,4
Pb,0.53024,3,3,321,4
Mo,0.72832,3,3,321,4
Sb,0.5848,3,3,321,4
Sn,0.38384,3,3,321,4
As,0.43056,4,4,321,4
Cd,0.15248,4,4,321,4
Co,0.0512,4,4,321,4
Hg,0.0256,4,4,321,4
Ni,0.24496,4,4,321,4
Tl,0.67168,4,4,321,4
Pb,0.0208,4,4,321,4
Mo,0.29136,4,4,321,4
Sb,0.10944,4,4,321,4
Sn,0.11168,4,4,321,4
As,0.01104,3,5,321,4
Cd,0.01936,3,5,321,4
Co,0.00592,3,5,321,4
Hg,0.99968,3,5,321,4
Ni,0.00848,3,5,321,4
Tl,0.00464,3,5,321,4
Pb,0.0152,3,5,321,4
Mo,0.02464,3,5,321,4
Sb,0.14864,3,5,321,4
Sn,0.03232,3,5,321,4
As,0.0792,2,6,321,4
Cd,0.8768,2,6,321,4
Co,0.14096,2,6,321,4
Hg,0.26896,2,6,321,4
Ni,0.23824,2,6,321,4
Tl,0.80864,2,6,321,4
Pb,0.46208,2,6,321,4
Mo,0.15312,2,6,321,4
Sb,0.1552,2,6,321,4
Sn,0.61568,2,6,321,4
As,0.3648,3,1,322,4
Cd,0.76592,3,1,322,4
Co,0.38656,3,1,322,4
Hg,0.27216,3,1,322,4
Ni,0.87424,3,1,322,4
Tl,0.21504,3,1,322,4
Pb,0.24752,3,1,322,4
Mo,0.31472,3,1,322,4
Sb,0.3224,3,1,322,4
Sn,0.34688,3,1,322,4
As,0.44896,2,2,322,4
Cd,0.59584,2,2,322,4
Co,0.6168,2,2,322,4
Hg,0.44624,2,2,322,4
Ni,0.30352,2,2,322,4
Tl,0.44768,2,2,322,4
Pb,0.6408,2,2,322,4
Mo,0.77024,2,2,322,4
Sb,0.51248,2,2,322,4
Sn,0.27104,2,2,322,4
As,0.56256,4,3,322,4
Cd,0.39392,4,3,322,4
Co,0.44512,4,3,322,4
Hg,0.3768,4,3,322,4
Ni,0.5144,4,3,322,4
Tl,0.3856,4,3,322,4
Pb,0.61968,4,3,322,4
Mo,0.44656,4,3,322,4
Sb,0.43072,4,3,322,4
Sn,0.36432,4,3,322,4
As,0.07808,2,4,322,4
Cd,0.05296,2,4,322,4
Co,0.05424,2,4,322,4
Hg,0.888,2,4,322,4
Ni,0.98608,2,4,322,4
Tl,0.07472,2,4,322,4
Pb,0.16352,2,4,322,4
Mo,0.07248,2,4,322,4
Sb,0.44576,2,4,322,4
Sn,0.27616,2,4,322,4
As,0.03376,1,5,322,4
Cd,0.04752,1,5,322,4
Co,0.04896,1,5,322,4
Hg,0.99696,1,5,322,4
Ni,0.6544,1,5,322,4
Tl,0.04384,1,5,322,4
Pb,0.03328,1,5,322,4
Mo,0.0624,1,5,322,4
Sb,0.11248,1,5,322,4
Sn,0.04048,1,5,322,4
As,0.2136,1,6,322,4
Cd,0.74576,1,6,322,4
Co,0.08064,1,6,322,4
Hg,0.05344,1,6,322,4
Ni,0.26304,1,6,322,4
Tl,0.54304,1,6,322,4
Pb,0.25232,1,6,322,4
Mo,0.07584,1,6,322,4
Sb,0.06928,1,6,322,4
Sn,0.08528,1,6,322,4
As,0.26848,2,1,323,4
Cd,0.39712,2,1,323,4
Co,0.46544,2,1,323,4
Hg,0.63584,2,1,323,4
Ni,0.61328,2,1,323,4
Tl,0.33936,2,1,323,4
Pb,0.78304,2,1,323,4
Mo,0.5184,2,1,323,4
Sb,0.49136,2,1,323,4
Sn,0.7928,2,1,323,4
As,0.37712,4,2,323,4
Cd,0.2576,4,2,323,4
Co,0.31184,4,2,323,4
Hg,0.30928,4,2,323,4
Ni,0.42512,4,2,323,4
Tl,0.21008,4,2,323,4
Pb,0.50032,4,2,323,4
Mo,0.3832,4,2,323,4
Sb,0.40208,4,2,323,4
Sn,0.32128,4,2,323,4
As,0.9,4,3,323,4
Cd,0.92672,4,3,323,4
Co,0.9248,4,3,323,4
Hg,0.94752,4,3,323,4
Ni,0.94656,4,3,323,4
Tl,0.92784,4,3,323,4
Pb,0.93008,4,3,323,4
Mo,0.94288,4,3,323,4
Sb,0.93312,4,3,323,4
Sn,0.8968,4,3,323,4
As,0.1448,4,4,323,4
Cd,0.1224,4,4,323,4
Co,0.06512,4,4,323,4
Hg,0.90176,4,4,323,4
Ni,0.80576,4,4,323,4
Tl,0.02128,4,4,323,4
Pb,0.01632,4,4,323,4
Mo,0.02352,4,4,323,4
Sb,0.03744,4,4,323,4
Sn,0.90352,4,4,323,4
As,0.02896,2,5,323,4
Cd,0.09248,2,5,323,4
Co,0.0816,2,5,323,4
Hg,0.83392,2,5,323,4
Ni,0.1824,2,5,323,4
Tl,0.10032,2,5,323,4
Pb,0.03168,2,5,323,4
Mo,0.05328,2,5,323,4
Sb,0.95968,2,5,323,4
Sn,0.43136,2,5,323,4
As,0.11232,3,6,323,4
Cd,0.36176,3,6,323,4
