variable,PIP,df,race,trial,case
Cd,0.5736,3,1,119,2
Co,0.61888,3,1,119,2
Hg,0.48928,3,1,119,2
Ni,0.63488,3,1,119,2
Tl,0.29264,3,1,119,2
Pb,0.3064,3,1,119,2
Mo,0.50096,3,1,119,2
Sb,0.34608,3,1,119,2
Sn,0.4288,3,1,119,2
As,0.09408,3,2,119,2
Cd,0.14016,3,2,119,2
Co,0.4224,3,2,119,2
Hg,0.76976,3,2,119,2
Ni,0.22368,3,2,119,2
Tl,0.09104,3,2,119,2
Pb,0.14656,3,2,119,2
Mo,0.16368,3,2,119,2
Sb,0.69248,3,2,119,2
Sn,0.33568,3,2,119,2
As,0.52304,4,3,119,2
Cd,0.25776,4,3,119,2
Co,0.58128,4,3,119,2
Hg,0.39472,4,3,119,2
Ni,0.61856,4,3,119,2
Tl,0.26768,4,3,119,2
Pb,0.34464,4,3,119,2
Mo,0.28032,4,3,119,2
Sb,0.38992,4,3,119,2
Sn,0.48848,4,3,119,2
As,0.01088,4,4,119,2
Cd,0.01552,4,4,119,2
Co,0.04384,4,4,119,2
Hg,0.04976,4,4,119,2
Ni,0.1552,4,4,119,2
Tl,0.01312,4,4,119,2
Pb,0.5288,4,4,119,2
Mo,0.0368,4,4,119,2
Sb,0.08864,4,4,119,2
Sn,0.01824,4,4,119,2
As,0.07456,3,5,119,2
Cd,0.97024,3,5,119,2
Co,0.1456,3,5,119,2
Hg,0.70416,3,5,119,2
Ni,0.67216,3,5,119,2
Tl,0.03328,3,5,119,2
Pb,0.98416,3,5,119,2
Mo,0.9736,3,5,119,2
Sb,0.20272,3,5,119,2
Sn,0.84112,3,5,119,2
As,0.04928,1,6,119,2
Cd,0.04464,1,6,119,2
Co,0.16048,1,6,119,2
Hg,0.85712,1,6,119,2
Ni,0.65216,1,6,119,2
Tl,0.04736,1,6,119,2
Pb,0.13568,1,6,119,2
Mo,0.09136,1,6,119,2
Sb,0.08336,1,6,119,2
Sn,0.1072,1,6,119,2
As,0.34127999999999997,3,1,120,2
Cd,0.24224,3,1,120,2
Co,0.33488,3,1,120,2
Hg,0.32464,3,1,120,2
Ni,0.39152,3,1,120,2
Tl,0.86624,3,1,120,2
Pb,0.6176,3,1,120,2
Mo,0.26864,3,1,120,2
Sb,0.36896,3,1,120,2
Sn,0.16656,3,1,120,2
As,0.24464,3,2,120,2
Cd,0.13104,3,2,120,2
Co,0.44496,3,2,120,2
Hg,0.39904,3,2,120,2
Ni,0.144,3,2,120,2
Tl,0.6024,3,2,120,2
Pb,0.45584,3,2,120,2
Mo,0.44192,3,2,120,2
Sb,0.27104,3,2,120,2
Sn,0.23872,3,2,120,2
As,0.51008,3,3,120,2
Cd,0.41952,3,3,120,2
Co,0.41376,3,3,120,2
Hg,0.37792,3,3,120,2
Ni,0.45984,3,3,120,2
Tl,0.44768,3,3,120,2
Pb,0.4848,3,3,120,2
Mo,0.59328,3,3,120,2
Sb,0.57552,3,3,120,2
Sn,0.51008,3,3,120,2
As,0.02224,2,4,120,2
Cd,0.02256,2,4,120,2
Co,0.0232,2,4,120,2
Hg,0.08288,2,4,120,2
Ni,0.71984,2,4,120,2
Tl,0.13584,2,4,120,2
Pb,0.0408,2,4,120,2
Mo,0.10272,2,4,120,2
Sb,0.05392,2,4,120,2
Sn,0.02848,2,4,120,2
As,0.096,4,5,120,2
Cd,0.12256,4,5,120,2
Co,0.05376,4,5,120,2
Hg,0.03968,4,5,120,2
Ni,0.66816,4,5,120,2
Tl,0.03856,4,5,120,2
Pb,0.03248,4,5,120,2
Mo,0.05184,4,5,120,2
Sb,0.12672,4,5,120,2
Sn,0.02224,4,5,120,2
As,0.17152,4,6,120,2
Cd,0.0096,4,6,120,2
Co,0.01408,4,6,120,2
Hg,0.04,4,6,120,2
Ni,0.07568,4,6,120,2
Tl,0.97616,4,6,120,2
Pb,0.08864,4,6,120,2
Mo,0.02656,4,6,120,2
Sb,0.0432,4,6,120,2
Sn,0.9112,4,6,120,2
As,0.23376,3,1,121,2
Cd,0.84352,3,1,121,2
Co,0.8696,3,1,121,2
Hg,0.24128,3,1,121,2
Ni,0.16288,3,1,121,2
Tl,0.192,3,1,121,2
Pb,0.28816,3,1,121,2
Mo,0.104,3,1,121,2
Sb,0.2648,3,1,121,2
Sn,0.11408,3,1,121,2
As,0.6464,4,2,121,2
Cd,0.19456,4,2,121,2
Co,0.3104,4,2,121,2
Hg,0.90816,4,2,121,2
Ni,0.29648,4,2,121,2
Tl,0.2488,4,2,121,2
Pb,0.31056,4,2,121,2
Mo,0.32896,4,2,121,2
Sb,0.2264,4,2,121,2
Sn,0.196,4,2,121,2
As,0.51584,4,3,121,2
Cd,0.50688,4,3,121,2
Co,0.51312,4,3,121,2
Hg,0.52624,4,3,121,2
Ni,0.6232,4,3,121,2
Tl,0.4832,4,3,121,2
Pb,0.5664,4,3,121,2
Mo,0.66816,4,3,121,2
Sb,0.6416,4,3,121,2
Sn,0.4896,4,3,121,2
As,0.0224,3,4,121,2
Cd,0.0208,3,4,121,2
Co,0.05472,3,4,121,2
Hg,0.61648,3,4,121,2
Ni,0.2408,3,4,121,2
Tl,0.03776,3,4,121,2
Pb,0.11616,3,4,121,2
Mo,0.11264,3,4,121,2
Sb,0.90496,3,4,121,2
Sn,0.08736,3,4,121,2
As,0.32416,4,5,121,2
Cd,0.01312,4,5,121,2
Co,0.95248,4,5,121,2
Hg,0.03584,4,5,121,2
Ni,0.0416,4,5,121,2
Tl,0.05152,4,5,121,2
Pb,0.0536,4,5,121,2
Mo,0.03968,4,5,121,2
Sb,0.44784,4,5,121,2
Sn,0.12192,4,5,121,2
As,0.33792,4,6,121,2
Cd,0.25856,4,6,121,2
Co,0.39984,4,6,121,2
Hg,0.62608,4,6,121,2
Ni,0.41536,4,6,121,2
Tl,0.152,4,6,121,2
Pb,0.61888,4,6,121,2
Mo,0.60496,4,6,121,2
Sb,0.46128,4,6,121,2
Sn,0.47584,4,6,121,2
As,0.20224,2,1,122,2
Cd,0.16656,2,1,122,2
Co,0.05088,2,1,122,2
Hg,0.23856,2,1,122,2
Ni,0.07744,2,1,122,2
Tl,0.03936,2,1,122,2
Pb,0.18848,2,1,122,2
Mo,0.63744,2,1,122,2
Sb,0.072,2,1,122,2
Sn,0.0672,2,1,122,2
As,0.57408,4,2,122,2
Cd,0.07552,4,2,122,2
Co,0.04704,4,2,122,2
Hg,0.02896,4,2,122,2
Ni,0.00912,4,2,122,2
Tl,0.27296,4,2,122,2
Pb,0.42368,4,2,122,2
Mo,0.6112,4,2,122,2
Sb,0.85664,4,2,122,2
Sn,0.26608,4,2,122,2
As,0.47552,4,3,122,2
Cd,0.45632,4,3,122,2
Co,0.44016,4,3,122,2
Hg,0.49024,4,3,122,2
Ni,0.4816,4,3,122,2
Tl,0.45792,4,3,122,2
Pb,0.48208,4,3,122,2
Mo,0.50064,4,3,122,2
Sb,0.43888,4,3,122,2
Sn,0.49312,4,3,122,2
As,0.0848,3,4,122,2
Cd,0.05968,3,4,122,2
Co,0.01696,3,4,122,2
Hg,0.04688,3,4,122,2
Ni,0.94704,3,4,122,2
Tl,0.01728,3,4,122,2
Pb,0.03376,3,4,122,2
Mo,0.01648,3,4,122,2
Sb,0.14656,3,4,122,2
Sn,0.03504,3,4,122,2
As,0.0416,1,5,122,2
Cd,0.1248,1,5,122,2
Co,0.13408,1,5,122,2
Hg,0.35168,1,5,122,2
Ni,0.0808,1,5,122,2
Tl,0.03504,1,5,122,2
Pb,0.03856,1,5,122,2
Mo,0.03168,1,5,122,2
Sb,0.3216,1,5,122,2
Sn,0.03408,1,5,122,2
As,0.46672,4,6,122,2
Cd,0.42768,4,6,122,2
Co,0.12512,4,6,122,2
Hg,0.04864,4,6,122,2
Ni,0.216,4,6,122,2
Tl,0.15808,4,6,122,2
Pb,0.23968,4,6,122,2
Mo,0.27568,4,6,122,2
Sb,0.164,4,6,122,2
Sn,0.12752,4,6,122,2
As,0.53056,4,1,123,2
Cd,0.25888,4,1,123,2
Co,0.32832,4,1,123,2
Hg,0.32368,4,1,123,2
Ni,0.42944,4,1,123,2
Tl,0.44512,4,1,123,2
Pb,0.4328,4,1,123,2
Mo,0.39216,4,1,123,2
Sb,0.28272,4,1,123,2
Sn,0.46656,4,1,123,2
As,0.32768,4,2,123,2
Cd,0.51328,4,2,123,2
Co,0.4848,4,2,123,2
Hg,0.48672,4,2,123,2
Ni,0.42976,4,2,123,2
Tl,0.35552,4,2,123,2
Pb,0.41024,4,2,123,2
Mo,0.43504,4,2,123,2
Sb,0.44288,4,2,123,2
Sn,0.59824,4,2,123,2
NA,NA,NA,3,123,2
As,0.11344,2,4,123,2
Cd,0.05184,2,4,123,2
Co,0.3152,2,4,123,2
Hg,0.44048,2,4,123,2
Ni,0.64048,2,4,123,2
Tl,0.148,2,4,123,2
Pb,0.02512,2,4,123,2
Mo,0.05168,2,4,123,2
Sb,0.87264,2,4,123,2
Sn,0.1152,2,4,123,2
As,0.04624,4,5,123,2
Cd,0.02592,4,5,123,2
Co,0.01568,4,5,123,2
Hg,0.53552,4,5,123,2
Ni,0.66544,4,5,123,2
Tl,0.248,4,5,123,2
Pb,0.0096,4,5,123,2
Mo,0.01232,4,5,123,2
Sb,0.26864,4,5,123,2
Sn,0.04624,4,5,123,2
As,0.04096,2,6,123,2
Cd,0.04736,2,6,123,2
Co,0.6584,2,6,123,2
Hg,0.05776,2,6,123,2
Ni,0.2856,2,6,123,2
Tl,0.04208,2,6,123,2
Pb,0.0448,2,6,123,2
Mo,0.06544,2,6,123,2
Sb,0.36912,2,6,123,2
Sn,0.04112,2,6,123,2
As,0,4,1,124,2
Cd,1.6e-4,4,1,124,2
Co,0.02048,4,1,124,2
Hg,0,4,1,124,2
Ni,1.6e-4,4,1,124,2
Tl,0,4,1,124,2
Pb,0,4,1,124,2
Mo,1.6e-4,4,1,124,2
Sb,3.2e-4,4,1,124,2
Sn,1.6e-4,4,1,124,2
As,0.7728,3,2,124,2
Cd,0.17792,3,2,124,2
Co,0.23152,3,2,124,2
Hg,0.52928,3,2,124,2
Ni,0.79184,3,2,124,2
Tl,0.15408,3,2,124,2
Pb,0.40928,3,2,124,2
Mo,0.76992,3,2,124,2
Sb,0.83008,3,2,124,2
Sn,0.38704,3,2,124,2
As,0.56656,4,3,124,2
Cd,0.55744,4,3,124,2
Co,0.46544,4,3,124,2
Hg,0.48016,4,3,124,2
Ni,0.45632,4,3,124,2
Tl,0.49168,4,3,124,2
Pb,0.5616,4,3,124,2
Mo,0.38416,4,3,124,2
Sb,0.41024,4,3,124,2
Sn,0.37392,4,3,124,2
As,0.07056,3,4,124,2
Cd,0.0184,3,4,124,2
Co,0.04448,3,4,124,2
Hg,0.06896,3,4,124,2
Ni,0.32336,3,4,124,2
Tl,0.02672,3,4,124,2
Pb,0.04352,3,4,124,2
Mo,0.0352,3,4,124,2
Sb,0.72992,3,4,124,2
Sn,0.0304,3,4,124,2
As,0.0792,3,5,124,2
Cd,0.10848,3,5,124,2
Co,0.0296,3,5,124,2
Hg,0.332,3,5,124,2
Ni,0.96592,3,5,124,2
Tl,0.04992,3,5,124,2
Pb,0.0192,3,5,124,2
Mo,0.02512,3,5,124,2
Sb,0.51264,3,5,124,2
Sn,0.06256,3,5,124,2
As,0.07584,2,6,124,2
Cd,0.0416,2,6,124,2
Co,0.43120000000000003,2,6,124,2
Hg,0.64384,2,6,124,2
Ni,0.12144,2,6,124,2
Tl,0.07808,2,6,124,2
Pb,0.1552,2,6,124,2
Mo,0.09504,2,6,124,2
Sb,0.92512,2,6,124,2
Sn,0.07088,2,6,124,2
As,0.41904,4,1,125,2
Cd,0.43296,4,1,125,2
Co,0.45648,4,1,125,2
Hg,0.44848,4,1,125,2
Ni,0.504,4,1,125,2
Tl,0.51728,4,1,125,2
Pb,0.56576,4,1,125,2
Mo,0.4792,4,1,125,2
Sb,0.4376,4,1,125,2
Sn,0.43136,4,1,125,2
As,0.37008,3,2,125,2
Cd,0.31968,3,2,125,2
Co,0.55296,3,2,125,2
Hg,0.42896,3,2,125,2
Ni,0.62512,3,2,125,2
Tl,0.24352,3,2,125,2
Pb,0.51136,3,2,125,2
Mo,0.37264,3,2,125,2
Sb,0.28272,3,2,125,2
Sn,0.64656,3,2,125,2
As,0.54848,3,3,125,2
Cd,0.55248,3,3,125,2
Co,0.4224,3,3,125,2
Hg,0.41488,3,3,125,2
Ni,0.64848,3,3,125,2
Tl,0.3904,3,3,125,2
Pb,0.47488,3,3,125,2
Mo,0.51312,3,3,125,2
Sb,0.45584,3,3,125,2
Sn,0.44096,3,3,125,2
As,0.08464,3,4,125,2
Cd,0.01152,3,4,125,2
Co,0.09808,3,4,125,2
Hg,0.09808,3,4,125,2
Ni,0.04928,3,4,125,2
Tl,0.04272,3,4,125,2
Pb,0.06736,3,4,125,2
Mo,0.30208,3,4,125,2
Sb,0.81584,3,4,125,2
Sn,0.0208,3,4,125,2
As,0.10928,4,5,125,2
Cd,0.03904,4,5,125,2
Co,0.0224,4,5,125,2
Hg,0.01456,4,5,125,2
Ni,0.12944,4,5,125,2
Tl,0.01872,4,5,125,2
Pb,0.11536,4,5,125,2
Mo,0.00656,4,5,125,2
Sb,0.87376,4,5,125,2
Sn,0.33296,4,5,125,2
As,0.03344,2,6,125,2
Cd,0.06864,2,6,125,2
Co,0.6512,2,6,125,2
Hg,0.15616,2,6,125,2
Ni,0.99568,2,6,125,2
Tl,0.1592,2,6,125,2
Pb,0.05744,2,6,125,2
Mo,0.05824,2,6,125,2
Sb,0.2624,2,6,125,2
Sn,0.06528,2,6,125,2
As,0.51728,4,1,126,2
Cd,0.4384,4,1,126,2
Co,0.42048,4,1,126,2
Hg,0.4392,4,1,126,2
Ni,0.49696,4,1,126,2
Tl,0.35664,4,1,126,2
Pb,0.368,4,1,126,2
Mo,0.39568,4,1,126,2
Sb,0.47904,4,1,126,2
Sn,0.49296,4,1,126,2
As,0.13264,4,2,126,2
Cd,0.4736,4,2,126,2
Co,0.27104,4,2,126,2
Hg,0.08128,4,2,126,2
Ni,0.3088,4,2,126,2
Tl,0.08912,4,2,126,2
Pb,0.44768,4,2,126,2
Mo,0.21104,4,2,126,2
Sb,0.18288,4,2,126,2
Sn,0.2232,4,2,126,2
As,0.55184,3,3,126,2
Cd,0.34784,3,3,126,2
Co,0.32464,3,3,126,2
Hg,0.33392,3,3,126,2
Ni,0.66,3,3,126,2
Tl,0.52272,3,3,126,2
Pb,0.69664,3,3,126,2
Mo,0.34896,3,3,126,2
Sb,0.39456,3,3,126,2
Sn,0.29808,3,3,126,2
As,0.28752,2,4,126,2
Cd,0.0312,2,4,126,2
Co,0.8464,2,4,126,2
Hg,0.06992,2,4,126,2
Ni,0.13552,2,4,126,2
Tl,0.08384,2,4,126,2
Pb,0.01776,2,4,126,2
Mo,0.08,2,4,126,2
Sb,0.96752,2,4,126,2
Sn,0.06736,2,4,126,2
As,0.0136,2,5,126,2
Cd,0.00976,2,5,126,2
Co,0.0064,2,5,126,2
Hg,0.10448,2,5,126,2
Ni,0.07264,2,5,126,2
Tl,0.05856,2,5,126,2
Pb,0.00784,2,5,126,2
Mo,0.0272,2,5,126,2
Sb,0.32144,2,5,126,2
Sn,0.02752,2,5,126,2
As,0.07296,4,6,126,2
Cd,0.1104,4,6,126,2
Co,0.02672,4,6,126,2
Hg,0.02992,4,6,126,2
Ni,0.0984,4,6,126,2
Tl,0.02928,4,6,126,2
Pb,0.05984,4,6,126,2
Mo,0.02096,4,6,126,2
Sb,0.03312,4,6,126,2
Sn,0.01328,4,6,126,2
As,0.41328,4,1,127,2
Cd,0.51312,4,1,127,2
Co,0.60512,4,1,127,2
Hg,0.40976,4,1,127,2
Ni,0.38608,4,1,127,2
Tl,0.4448,4,1,127,2
Pb,0.38816,4,1,127,2
Mo,0.47552,4,1,127,2
Sb,0.42512,4,1,127,2
Sn,0.44816,4,1,127,2
As,0.224,4,2,127,2
Cd,0.14592,4,2,127,2
Co,0.30864,4,2,127,2
Hg,0.7176,4,2,127,2
Ni,0.34176,4,2,127,2
Tl,0.436,4,2,127,2
Pb,0.13072,4,2,127,2
Mo,0.30128,4,2,127,2
Sb,0.33312,4,2,127,2
Sn,0.32528,4,2,127,2
As,0.64224,2,3,127,2
Cd,0.34864,2,3,127,2
Co,0.34096,2,3,127,2
Hg,0.38368,2,3,127,2
Ni,0.87472,2,3,127,2
Tl,0.46368,2,3,127,2
Pb,0.33584,2,3,127,2
Mo,0.26912,2,3,127,2
Sb,0.86448,2,3,127,2
Sn,0.43312,2,3,127,2
As,0.0272,3,4,127,2
Cd,0.0368,3,4,127,2
Co,0.02432,3,4,127,2
Hg,0.06064,3,4,127,2
Ni,0.19584,3,4,127,2
Tl,0.01952,3,4,127,2
Pb,0.05536,3,4,127,2
Mo,0.06832,3,4,127,2
Sb,0.84336,3,4,127,2
Sn,0.0512,3,4,127,2
As,0.44992,3,5,127,2
Cd,0.05856,3,5,127,2
Co,0.79968,3,5,127,2
Hg,0.81824,3,5,127,2
Ni,0.05168,3,5,127,2
Tl,0.0304,3,5,127,2
Pb,0.0576,3,5,127,2
Mo,0.108,3,5,127,2
Sb,0.70496,3,5,127,2
Sn,0.04848,3,5,127,2
As,0.21904,3,6,127,2
Cd,0.09136,3,6,127,2
Co,0.06928,3,6,127,2
Hg,0.8784,3,6,127,2
Ni,0.24784,3,6,127,2
Tl,0.37824,3,6,127,2
Pb,0.06224,3,6,127,2
Mo,0.74304,3,6,127,2
Sb,0.48656,3,6,127,2
Sn,0.7544,3,6,127,2
As,0.41248,4,1,128,2
Cd,0.4832,4,1,128,2
Co,0.39216,4,1,128,2
Hg,0.4072,4,1,128,2
Ni,0.51376,4,1,128,2
Tl,0.42336,4,1,128,2
Pb,0.50368,4,1,128,2
Mo,0.44048,4,1,128,2
Sb,0.41424,4,1,128,2
Sn,0.56672,4,1,128,2
As,0.19024,4,2,128,2
Cd,0.14704,4,2,128,2
Co,0.24704,4,2,128,2
Hg,0.30976,4,2,128,2
Ni,0.2096,4,2,128,2
Tl,0.24528,4,2,128,2
Pb,0.3152,4,2,128,2
Mo,0.42688,4,2,128,2
Sb,0.2336,4,2,128,2
Sn,0.38528,4,2,128,2
As,0.55552,4,3,128,2
Cd,0.46432,4,3,128,2
Co,0.62448,4,3,128,2
Hg,0.49536,4,3,128,2
Ni,0.46912,4,3,128,2
Tl,0.51408,4,3,128,2
Pb,0.46304,4,3,128,2
Mo,0.48352,4,3,128,2
Sb,0.47008,4,3,128,2
Sn,0.40864,4,3,128,2
As,0.02688,1,4,128,2
Cd,0.05152,1,4,128,2
Co,0.04192,1,4,128,2
Hg,0.23344,1,4,128,2
Ni,0.12224,1,4,128,2
Tl,0.03424,1,4,128,2
Pb,0.09728,1,4,128,2
Mo,0.03328,1,4,128,2
Sb,0.0648,1,4,128,2
Sn,0.06464,1,4,128,2
As,0.25008,4,5,128,2
Cd,0.01264,4,5,128,2
Co,0.04144,4,5,128,2
Hg,0.06816,4,5,128,2
Ni,0.05536,4,5,128,2
Tl,0.02704,4,5,128,2
Pb,0.33232,4,5,128,2
Mo,0.02176,4,5,128,2
Sb,0.90784,4,5,128,2
Sn,0.10064,4,5,128,2
As,0.04752,1,6,128,2
Cd,0.04848,1,6,128,2
Co,0.10176,1,6,128,2
Hg,0.11552,1,6,128,2
Ni,0.0936,1,6,128,2
Tl,0.05824,1,6,128,2
Pb,0.07504,1,6,128,2
Mo,0.04944,1,6,128,2
Sb,0.06176,1,6,128,2
Sn,0.08896,1,6,128,2
As,0.53936,4,1,129,2
Cd,0.52832,4,1,129,2
Co,0.53952,4,1,129,2
Hg,0.48224,4,1,129,2
Ni,0.63744,4,1,129,2
Tl,0.78048,4,1,129,2
Pb,0.55008,4,1,129,2
Mo,0.4624,4,1,129,2
Sb,0.7288,4,1,129,2
Sn,0.72,4,1,129,2
As,0.10944,3,2,129,2
Cd,0.24192,3,2,129,2
Co,0.14288,3,2,129,2
Hg,0.21808,3,2,129,2
Ni,0.16112,3,2,129,2
Tl,0.97728,3,2,129,2
Pb,0.18176,3,2,129,2
Mo,0.25424,3,2,129,2
Sb,0.97552,3,2,129,2
Sn,0.20032,3,2,129,2
As,0.09408,4,3,129,2
Cd,0.93024,4,3,129,2
Co,0.1032,4,3,129,2
Hg,0.17376,4,3,129,2
Ni,0.05424,4,3,129,2
Tl,0.0792,4,3,129,2
Pb,0.16032,4,3,129,2
Mo,0.08048,4,3,129,2
Sb,0.06592,4,3,129,2
Sn,0.11264,4,3,129,2
As,0.0152,4,4,129,2
Cd,0.04752,4,4,129,2
Co,0.01808,4,4,129,2
Hg,0.01632,4,4,129,2
Ni,0.05936,4,4,129,2
Tl,0.02128,4,4,129,2
Pb,0.01648,4,4,129,2
Mo,0.06224,4,4,129,2
Sb,0.164,4,4,129,2
Sn,0.08368,4,4,129,2
As,0.0496,2,5,129,2
Cd,0.04624,2,5,129,2
Co,0.1056,2,5,129,2
Hg,0.29872,2,5,129,2
Ni,0.12064,2,5,129,2
Tl,0.0656,2,5,129,2
Pb,0.05872,2,5,129,2
Mo,0.96512,2,5,129,2
Sb,0.84976,2,5,129,2
Sn,0.0416,2,5,129,2
As,0.22128,3,6,129,2
Cd,0.46976,3,6,129,2
Co,0.13248,3,6,129,2
Hg,0.5544,3,6,129,2
Ni,0.27584,3,6,129,2
Tl,0.48992,3,6,129,2
Pb,0.1264,3,6,129,2
Mo,0.09344,3,6,129,2
Sb,0.9888,3,6,129,2
Sn,0.38448,3,6,129,2
As,0.2448,4,1,130,2
Cd,0.536,4,1,130,2
Co,0.39824,4,1,130,2
Hg,0.21856,4,1,130,2
Ni,0.37264,4,1,130,2
Tl,0.50592,4,1,130,2
Pb,0.4568,4,1,130,2
Mo,0.55424,4,1,130,2
Sb,0.2,4,1,130,2
Sn,0.37184,4,1,130,2
As,0.72336,3,2,130,2
Cd,0.80432,3,2,130,2
Co,0.99872,3,2,130,2
Hg,0.92192,3,2,130,2
Ni,0.64592,3,2,130,2
Tl,0.75616,3,2,130,2
Pb,0.8456,3,2,130,2
Mo,0.68032,3,2,130,2
Sb,0.73184,3,2,130,2
Sn,0.65744,3,2,130,2
As,0.4856,3,3,130,2
Cd,0.41264,3,3,130,2
Co,0.52,3,3,130,2
Hg,0.52704,3,3,130,2
Ni,0.55328,3,3,130,2
Tl,0.56048,3,3,130,2
Pb,0.572,3,3,130,2
Mo,0.50848,3,3,130,2
Sb,0.56896,3,3,130,2
Sn,0.62864,3,3,130,2
As,0.04448,1,4,130,2
Cd,0.0544,1,4,130,2
Co,0.0984,1,4,130,2
Hg,0.2984,1,4,130,2
Ni,0.12032,1,4,130,2
Tl,0.49984,1,4,130,2
Pb,0.13104,1,4,130,2
Mo,0.23856,1,4,130,2
Sb,0.1016,1,4,130,2
Sn,0.236,1,4,130,2
As,0.02992,2,5,130,2
Cd,0.02176,2,5,130,2
Co,0.15904,2,5,130,2
Hg,0.20352,2,5,130,2
Ni,0.3776,2,5,130,2
Tl,0.14912,2,5,130,2
Pb,0.02,2,5,130,2
Mo,0.05536,2,5,130,2
Sb,0.69312,2,5,130,2
Sn,0.18064,2,5,130,2
As,0.02352,4,6,130,2
Cd,0.08208,4,6,130,2
Co,0.01536,4,6,130,2
Hg,0.14288,4,6,130,2
Ni,0.06848,4,6,130,2
Tl,0.04752,4,6,130,2
Pb,0.03024,4,6,130,2
Mo,0.07872,4,6,130,2
Sb,0.21696,4,6,130,2
Sn,0.04144,4,6,130,2
As,0.73552,2,1,131,2
Cd,0.29152,2,1,131,2
Co,0.47568,2,1,131,2
Hg,0.90912,2,1,131,2
Ni,0.25696,2,1,131,2
Tl,0.25216,2,1,131,2
Pb,0.43456,2,1,131,2
Mo,0.7112,2,1,131,2
Sb,0.41584,2,1,131,2
Sn,0.61488,2,1,131,2
As,0.41248,4,2,131,2
Cd,0.23824,4,2,131,2
Co,0.21808,4,2,131,2
Hg,0.38736,4,2,131,2
Ni,0.27808,4,2,131,2
Tl,0.1344,4,2,131,2
Pb,0.15984,4,2,131,2
Mo,0.24944,4,2,131,2
Sb,0.144,4,2,131,2
Sn,0.20592,4,2,131,2
As,0.5832,2,3,131,2
Cd,0.55232,2,3,131,2
Co,0.49696,2,3,131,2
Hg,0.55568,2,3,131,2
Ni,0.7648,2,3,131,2
Tl,0.60752,2,3,131,2
Pb,0.51072,2,3,131,2
Mo,0.50528,2,3,131,2
Sb,0.53872,2,3,131,2
Sn,0.43968,2,3,131,2
As,0.01968,2,4,131,2
Cd,0.03488,2,4,131,2
Co,0.02688,2,4,131,2
Hg,0.0112,2,4,131,2
Ni,0.77232,2,4,131,2
Tl,0.00864,2,4,131,2
Pb,0.03872,2,4,131,2
Mo,0.00896,2,4,131,2
Sb,0.12208,2,4,131,2
Sn,0.01024,2,4,131,2
As,0.01408,4,5,131,2
Cd,0.00944,4,5,131,2
Co,0.10928,4,5,131,2
Hg,0.90768,4,5,131,2
Ni,0.14576,4,5,131,2
Tl,0.02704,4,5,131,2
Pb,0.01984,4,5,131,2
Mo,0.03248,4,5,131,2
Sb,0.97776,4,5,131,2
Sn,0.19648,4,5,131,2
As,0.03536,4,6,131,2
Cd,0.08384,4,6,131,2
Co,0.11024,4,6,131,2
Hg,0.50496,4,6,131,2
Ni,0.5336,4,6,131,2
Tl,0.024,4,6,131,2
Pb,0.03232,4,6,131,2
Mo,0.01968,4,6,131,2
Sb,0.05616,4,6,131,2
Sn,0.0736,4,6,131,2
As,0.3512,4,1,132,2
Cd,0.46768,4,1,132,2
Co,0.42048,4,1,132,2
Hg,0.46016,4,1,132,2
Ni,0.4552,4,1,132,2
Tl,0.41872,4,1,132,2
Pb,0.39152,4,1,132,2
Mo,0.38096,4,1,132,2
Sb,0.55296,4,1,132,2
Sn,0.41232,4,1,132,2
As,0.78544,3,2,132,2
Cd,0.49792,3,2,132,2
Co,0.19376,3,2,132,2
Hg,0.56048,3,2,132,2
Ni,0.29232,3,2,132,2
Tl,0.412,3,2,132,2
Pb,0.22176,3,2,132,2
Mo,0.4624,3,2,132,2
Sb,0.74528,3,2,132,2
Sn,0.24272,3,2,132,2
As,0.59648,4,3,132,2
Cd,0.53872,4,3,132,2
Co,0.51824,4,3,132,2
Hg,0.55664,4,3,132,2
Ni,0.47152,4,3,132,2
Tl,0.52688,4,3,132,2
Pb,0.54352,4,3,132,2
Mo,0.54208,4,3,132,2
Sb,0.50432,4,3,132,2
Sn,0.54656,4,3,132,2
As,0.02768,2,4,132,2
Cd,0.07952,2,4,132,2
Co,0.05856,2,4,132,2
Hg,0.02416,2,4,132,2
Ni,0.05376,2,4,132,2
Tl,0.0392,2,4,132,2
Pb,0.0536,2,4,132,2
Mo,0.12816,2,4,132,2
Sb,0.8752,2,4,132,2
Sn,0.25776,2,4,132,2
As,0.04016,1,5,132,2
Cd,0.03296,1,5,132,2
Co,0.0912,1,5,132,2
Hg,0.92128,1,5,132,2
Ni,0.82544,1,5,132,2
Tl,0.04384,1,5,132,2
Pb,0.04144,1,5,132,2
Mo,0.03136,1,5,132,2
Sb,0.04912,1,5,132,2
Sn,0.0552,1,5,132,2
As,0.18816,3,6,132,2
Cd,0.16208,3,6,132,2
Co,0.06304,3,6,132,2
Hg,0.57344,3,6,132,2
Ni,0.55488,3,6,132,2
Tl,0.14304,3,6,132,2
Pb,0.58416,3,6,132,2
Mo,0.1112,3,6,132,2
Sb,0.56304,3,6,132,2
Sn,0.33184,3,6,132,2
As,0.44096,3,1,133,2
Cd,0.31696,3,1,133,2
Co,0.27424,3,1,133,2
Hg,0.32144,3,1,133,2
Ni,0.292,3,1,133,2
Tl,0.64592,3,1,133,2
Pb,0.63568,3,1,133,2
Mo,0.25968,3,1,133,2
