variable,PIP,race,trial,case
As,0.3236,5,82,1
Cd,0.37428,5,82,1
Co,0.40436,5,82,1
Hg,0.98592,5,82,1
Ni,0.53484,5,82,1
Tl,0.30152,5,82,1
Pb,0.6208,5,82,1
Mo,0.26468,5,82,1
Sb,0.9618,5,82,1
Sn,0.83056,5,82,1
As,0.40736,1,83,1
Cd,0.5238,1,83,1
Co,0.518,1,83,1
Hg,0.73868,1,83,1
Ni,0.8492,1,83,1
Tl,0.45128,1,83,1
Pb,0.54672,1,83,1
Mo,0.66408,1,83,1
Sb,0.63684,1,83,1
Sn,0.452,1,83,1
As,0.72764,2,83,1
Cd,0.46876,2,83,1
Co,0.4376,2,83,1
Hg,0.97208,2,83,1
Ni,0.4596,2,83,1
Tl,0.4394,2,83,1
Pb,0.64656,2,83,1
Mo,0.55432,2,83,1
Sb,0.9778,2,83,1
Sn,0.9318,2,83,1
As,0.2512,3,83,1
Cd,0.30272,3,83,1
Co,0.3286,3,83,1
Hg,0.29664,3,83,1
Ni,0.77364,3,83,1
Tl,0.23792,3,83,1
Pb,0.24752,3,83,1
Mo,0.38012,3,83,1
Sb,0.40244,3,83,1
Sn,0.34812,3,83,1
As,0.2478,4,83,1
Cd,0.14212,4,83,1
Co,0.14024,4,83,1
Hg,0.93132,4,83,1
Ni,0.99116,4,83,1
Tl,0.23524,4,83,1
Pb,0.28304,4,83,1
Mo,0.23752,4,83,1
Sb,1,4,83,1
Sn,0.31088,4,83,1
As,0.17852,5,83,1
Cd,0.1018,5,83,1
Co,0.1414,5,83,1
Hg,0.99808,5,83,1
Ni,0.96808,5,83,1
Tl,0.27372,5,83,1
Pb,0.08284,5,83,1
Mo,0.24092,5,83,1
Sb,1,5,83,1
Sn,0.17376,5,83,1
As,0.42624,1,84,1
Cd,0.3706,1,84,1
Co,0.56016,1,84,1
Hg,0.48832,1,84,1
Ni,0.4658,1,84,1
Tl,0.54528,1,84,1
Pb,0.41544,1,84,1
Mo,0.39044,1,84,1
Sb,0.61268,1,84,1
Sn,0.83356,1,84,1
As,0.39808,2,84,1
Cd,0.37528,2,84,1
Co,0.45152,2,84,1
Hg,0.743,2,84,1
Ni,0.5022,2,84,1
Tl,0.67152,2,84,1
Pb,0.43792,2,84,1
Mo,0.43488,2,84,1
Sb,0.88968,2,84,1
Sn,0.47864,2,84,1
As,0.70652,3,84,1
Cd,0.95724,3,84,1
Co,0.68556,3,84,1
Hg,0.81636,3,84,1
Ni,0.61888,3,84,1
Tl,0.76112,3,84,1
Pb,0.63732,3,84,1
Mo,0.64948,3,84,1
Sb,0.64076,3,84,1
Sn,0.52416,3,84,1
As,0.27412,4,84,1
Cd,0.2188,4,84,1
Co,0.48328,4,84,1
Hg,0.9908,4,84,1
Ni,0.86076,4,84,1
Tl,0.34404,4,84,1
Pb,0.28516,4,84,1
Mo,0.2324,4,84,1
Sb,0.9206,4,84,1
Sn,0.87528,4,84,1
As,0.57072,5,84,1
Cd,0.35136,5,84,1
Co,0.37344,5,84,1
Hg,0.99948,5,84,1
Ni,0.98044,5,84,1
Tl,0.46032,5,84,1
Pb,0.3278,5,84,1
Mo,0.54836,5,84,1
Sb,1,5,84,1
Sn,0.41216,5,84,1
As,0.22588,1,85,1
Cd,0.41284,1,85,1
Co,0.30884,1,85,1
Hg,0.3408,1,85,1
Ni,0.38176,1,85,1
Tl,0.3364,1,85,1
Pb,0.42624,1,85,1
Mo,0.29212,1,85,1
Sb,0.47172,1,85,1
Sn,0.33316,1,85,1
As,0.27076,2,85,1
Cd,0.39732,2,85,1
Co,0.29384,2,85,1
Hg,0.26288,2,85,1
Ni,0.28276,2,85,1
Tl,0.30568,2,85,1
Pb,0.33164,2,85,1
Mo,0.28764,2,85,1
Sb,0.34528,2,85,1
Sn,0.42632,2,85,1
As,0.53436,3,85,1
Cd,0.58096,3,85,1
Co,0.66248,3,85,1
Hg,0.50832,3,85,1
Ni,0.62236,3,85,1
Tl,0.52304,3,85,1
Pb,0.54904,3,85,1
Mo,0.56648,3,85,1
Sb,0.73468,3,85,1
Sn,0.55752,3,85,1
As,0.38024,4,85,1
Cd,0.2944,4,85,1
Co,0.30992,4,85,1
Hg,0.98884,4,85,1
Ni,0.8366,4,85,1
Tl,0.39864,4,85,1
Pb,0.34148,4,85,1
Mo,0.34872,4,85,1
Sb,0.99968,4,85,1
Sn,0.95348,4,85,1
As,0.48908,5,85,1
Cd,0.22988,5,85,1
Co,0.37672,5,85,1
Hg,0.98708,5,85,1
Ni,0.99044,5,85,1
Tl,0.50096,5,85,1
Pb,0.34404,5,85,1
Mo,0.25328,5,85,1
Sb,0.97104,5,85,1
Sn,0.95544,5,85,1
As,0.27928,1,86,1
Cd,0.32832,1,86,1
Co,0.4532,1,86,1
Hg,0.7206,1,86,1
Ni,0.74764,1,86,1
Tl,0.37864,1,86,1
Pb,0.65092,1,86,1
Mo,0.35332,1,86,1
Sb,0.57108,1,86,1
Sn,0.69532,1,86,1
As,0.50584,2,86,1
Cd,0.54544,2,86,1
Co,0.56188,2,86,1
Hg,0.9876,2,86,1
Ni,0.80776,2,86,1
Tl,0.58416,2,86,1
Pb,0.56964,2,86,1
Mo,0.58108,2,86,1
Sb,0.84236,2,86,1
Sn,0.71488,2,86,1
As,0.46028,3,86,1
Cd,0.45276,3,86,1
Co,0.43484,3,86,1
Hg,0.71044,3,86,1
Ni,0.50368,3,86,1
Tl,0.48972,3,86,1
Pb,0.42972,3,86,1
Mo,0.46616,3,86,1
Sb,0.84524,3,86,1
Sn,0.43144,3,86,1
As,0.65744,4,86,1
Cd,0.452,4,86,1
Co,0.57928,4,86,1
Hg,0.77616,4,86,1
Ni,0.99272,4,86,1
Tl,0.65524,4,86,1
Pb,0.5342,4,86,1
Mo,0.37684,4,86,1
Sb,0.9872,4,86,1
Sn,0.87064,4,86,1
As,0.33044,5,86,1
Cd,0.28428,5,86,1
Co,0.3458,5,86,1
Hg,0.86404,5,86,1
Ni,0.96424,5,86,1
Tl,0.57404,5,86,1
Pb,0.34204,5,86,1
Mo,0.24596,5,86,1
Sb,0.97452,5,86,1
Sn,0.44908,5,86,1
As,0.65668,1,87,1
Cd,0.59076,1,87,1
Co,0.48544,1,87,1
Hg,0.57468,1,87,1
Ni,0.59844,1,87,1
Tl,0.67716,1,87,1
Pb,0.75376,1,87,1
Mo,0.57544,1,87,1
Sb,0.5424,1,87,1
Sn,0.59744,1,87,1
As,0.31288,2,87,1
Cd,0.32512,2,87,1
Co,0.28288,2,87,1
Hg,0.99112,2,87,1
Ni,0.6678,2,87,1
Tl,0.27804,2,87,1
Pb,0.33608,2,87,1
Mo,0.43744,2,87,1
Sb,0.35184,2,87,1
Sn,0.27708,2,87,1
As,0.70256,3,87,1
Cd,0.49788,3,87,1
Co,0.5056,3,87,1
Hg,0.68892,3,87,1
Ni,0.47124,3,87,1
Tl,0.49804,3,87,1
Pb,0.56464,3,87,1
Mo,0.5872,3,87,1
Sb,0.61248,3,87,1
Sn,0.57236,3,87,1
As,0.75944,4,87,1
Cd,0.70932,4,87,1
Co,0.74024,4,87,1
Hg,0.93748,4,87,1
Ni,0.92128,4,87,1
Tl,0.65704,4,87,1
Pb,0.59932,4,87,1
Mo,0.4814,4,87,1
Sb,0.99372,4,87,1
Sn,0.77108,4,87,1
As,0.8718,5,87,1
Cd,0.53816,5,87,1
Co,0.3884,5,87,1
Hg,1,5,87,1
Ni,0.99964,5,87,1
Tl,0.43124,5,87,1
Pb,0.55684,5,87,1
Mo,0.64492,5,87,1
Sb,1,5,87,1
Sn,0.84188,5,87,1
As,0.50268,1,88,1
Cd,0.52708,1,88,1
Co,0.469,1,88,1
Hg,0.58628,1,88,1
Ni,0.53164,1,88,1
Tl,0.44312,1,88,1
Pb,0.4658,1,88,1
Mo,0.49696,1,88,1
Sb,0.53264,1,88,1
Sn,0.54164,1,88,1
As,0.4424,2,88,1
Cd,0.4002,2,88,1
Co,0.5078,2,88,1
Hg,0.992,2,88,1
Ni,0.81144,2,88,1
Tl,0.53952,2,88,1
Pb,0.4006,2,88,1
Mo,0.4376,2,88,1
Sb,0.62772,2,88,1
Sn,0.47872,2,88,1
As,0.46968,3,88,1
Cd,0.5054,3,88,1
Co,0.47356,3,88,1
Hg,0.61652,3,88,1
Ni,0.50352,3,88,1
Tl,0.58068,3,88,1
Pb,0.52168,3,88,1
Mo,0.45492,3,88,1
Sb,0.67608,3,88,1
Sn,0.5258,3,88,1
As,0.45536,4,88,1
Cd,0.379,4,88,1
Co,0.44236,4,88,1
Hg,0.98692,4,88,1
Ni,0.90152,4,88,1
Tl,0.34056,4,88,1
Pb,0.53328,4,88,1
Mo,0.6268,4,88,1
Sb,0.82004,4,88,1
Sn,0.48072,4,88,1
As,0.22748,5,88,1
Cd,0.32276,5,88,1
Co,0.82892,5,88,1
Hg,0.83076,5,88,1
Ni,0.97412,5,88,1
Tl,0.85648,5,88,1
Pb,0.4404,5,88,1
Mo,0.96768,5,88,1
Sb,1,5,88,1
Sn,0.88156,5,88,1
As,0.28528,1,89,1
Cd,0.33836,1,89,1
Co,0.37524,1,89,1
Hg,0.81764,1,89,1
Ni,0.47084,1,89,1
Tl,0.45052,1,89,1
Pb,0.33808,1,89,1
Mo,0.3096,1,89,1
Sb,0.50492,1,89,1
Sn,0.35368,1,89,1
As,0.48816,2,89,1
Cd,0.44984,2,89,1
Co,0.48164,2,89,1
Hg,0.7978,2,89,1
Ni,0.48068,2,89,1
Tl,0.57432,2,89,1
Pb,0.44104,2,89,1
Mo,0.47444,2,89,1
Sb,0.66968,2,89,1
Sn,0.58504,2,89,1
As,0.60316,3,89,1
Cd,0.78664,3,89,1
Co,0.535,3,89,1
Hg,0.50548,3,89,1
Ni,0.58948,3,89,1
Tl,0.73004,3,89,1
Pb,0.51104,3,89,1
Mo,0.57508,3,89,1
Sb,0.56944,3,89,1
Sn,0.57596,3,89,1
As,0.16412,4,89,1
Cd,0.92236,4,89,1
Co,0.23188,4,89,1
Hg,0.72096,4,89,1
Ni,0.98264,4,89,1
Tl,0.10484,4,89,1
Pb,0.20992,4,89,1
Mo,0.14776,4,89,1
Sb,0.99376,4,89,1
Sn,0.11488,4,89,1
As,0.23836,5,89,1
Cd,0.09788,5,89,1
Co,0.26204,5,89,1
Hg,1,5,89,1
Ni,1,5,89,1
Tl,0.28012,5,89,1
Pb,0.11292,5,89,1
Mo,0.3774,5,89,1
Sb,0.9992,5,89,1
Sn,0.77096,5,89,1
As,0.2836,1,9,1
Cd,0.38564,1,9,1
Co,0.50636,1,9,1
Hg,0.332,1,9,1
Ni,0.77008,1,9,1
Tl,0.33736,1,9,1
Pb,0.34076,1,9,1
Mo,0.34896,1,9,1
Sb,0.45012,1,9,1
Sn,0.48364,1,9,1
As,0.32672,2,9,1
Cd,0.29164,2,9,1
Co,0.29872,2,9,1
Hg,0.87984,2,9,1
Ni,0.78756,2,9,1
Tl,0.35808,2,9,1
Pb,0.26244,2,9,1
Mo,0.51208,2,9,1
Sb,0.4074,2,9,1
Sn,0.41956,2,9,1
As,0.41492,3,9,1
Cd,0.466,3,9,1
Co,0.6268,3,9,1
Hg,0.58428,3,9,1
Ni,0.46708,3,9,1
Tl,0.43468,3,9,1
Pb,0.57152,3,9,1
Mo,0.54336,3,9,1
Sb,0.651,3,9,1
Sn,0.96508,3,9,1
As,0.31764,4,9,1
Cd,0.37088,4,9,1
Co,0.34772,4,9,1
Hg,0.76128,4,9,1
Ni,0.99904,4,9,1
Tl,0.56708,4,9,1
Pb,0.34916,4,9,1
Mo,0.40216,4,9,1
Sb,0.6326,4,9,1
Sn,0.68388,4,9,1
As,0.1874,5,9,1
Cd,0.34928,5,9,1
Co,0.17576,5,9,1
Hg,0.98628,5,9,1
Ni,1,5,9,1
Tl,0.15556,5,9,1
Pb,0.27092,5,9,1
Mo,0.17924,5,9,1
Sb,0.97204,5,9,1
Sn,0.26556,5,9,1
As,0.65852,1,90,1
Cd,0.47712,1,90,1
Co,0.48772,1,90,1
Hg,0.46676,1,90,1
Ni,0.74144,1,90,1
Tl,0.4934,1,90,1
Pb,0.49664,1,90,1
Mo,0.76552,1,90,1
Sb,0.60412,1,90,1
Sn,0.56208,1,90,1
As,0.505,2,90,1
Cd,0.47876,2,90,1
Co,0.69708,2,90,1
Hg,0.91696,2,90,1
Ni,0.40716,2,90,1
Tl,0.42504,2,90,1
Pb,0.77688,2,90,1
Mo,0.32016,2,90,1
Sb,0.61856,2,90,1
Sn,0.48436,2,90,1
As,0.35208,3,90,1
Cd,0.41004,3,90,1
Co,0.66716,3,90,1
Hg,0.52944,3,90,1
Ni,0.94048,3,90,1
Tl,0.4528,3,90,1
Pb,0.39708,3,90,1
Mo,0.36844,3,90,1
Sb,0.4288,3,90,1
Sn,0.60792,3,90,1
As,0.16588,4,90,1
Cd,0.19144,4,90,1
Co,0.26304,4,90,1
Hg,0.99656,4,90,1
Ni,1,4,90,1
Tl,0.17928,4,90,1
Pb,0.3598,4,90,1
Mo,0.16092,4,90,1
Sb,1,4,90,1
Sn,0.37376,4,90,1
As,0.20428,5,90,1
Cd,0.20816,5,90,1
Co,0.2436,5,90,1
Hg,0.97004,5,90,1
Ni,1,5,90,1
Tl,0.12268,5,90,1
Pb,0.2764,5,90,1
Mo,0.2894,5,90,1
Sb,0.947,5,90,1
Sn,0.60444,5,90,1
As,0.47496,1,91,1
Cd,0.66392,1,91,1
Co,0.57176,1,91,1
Hg,0.57548,1,91,1
Ni,0.65964,1,91,1
Tl,0.45244,1,91,1
Pb,0.58016,1,91,1
Mo,0.52524,1,91,1
Sb,0.51512,1,91,1
Sn,0.50292,1,91,1
As,0.32028,2,91,1
Cd,0.52496,2,91,1
Co,0.82348,2,91,1
Hg,0.72808,2,91,1
Ni,0.50724,2,91,1
Tl,0.34936,2,91,1
Pb,0.42088,2,91,1
Mo,0.49888,2,91,1
Sb,0.72212,2,91,1
Sn,0.33124,2,91,1
As,0.26764,3,91,1
Cd,0.2702,3,91,1
Co,0.26616,3,91,1
Hg,0.29236,3,91,1
Ni,0.31712,3,91,1
Tl,0.26772,3,91,1
Pb,0.26844,3,91,1
Mo,0.4398,3,91,1
Sb,0.30372,3,91,1
Sn,0.27512,3,91,1
As,0.27076,4,91,1
Cd,0.44,4,91,1
Co,0.54212,4,91,1
Hg,0.86672,4,91,1
Ni,0.95696,4,91,1
Tl,0.32332,4,91,1
Pb,0.421,4,91,1
Mo,0.32452,4,91,1
Sb,0.99868,4,91,1
Sn,0.32008,4,91,1
As,0.44248,5,91,1
Cd,0.62724,5,91,1
Co,0.43632,5,91,1
Hg,0.84604,5,91,1
Ni,0.98488,5,91,1
Tl,0.67608,5,91,1
Pb,0.55544,5,91,1
Mo,0.50336,5,91,1
Sb,1,5,91,1
Sn,0.64052,5,91,1
As,0.3026,1,92,1
Cd,0.26692,1,92,1
Co,0.32556,1,92,1
Hg,0.5502,1,92,1
Ni,0.40512,1,92,1
Tl,0.27356,1,92,1
Pb,0.47016,1,92,1
Mo,0.24772,1,92,1
Sb,0.3158,1,92,1
Sn,0.42196,1,92,1
As,0.7856,2,92,1
Cd,0.44872,2,92,1
Co,0.68332,2,92,1
Hg,0.74648,2,92,1
Ni,0.50432,2,92,1
Tl,0.44444,2,92,1
Pb,0.83176,2,92,1
Mo,0.44204,2,92,1
Sb,0.60972,2,92,1
Sn,0.43548,2,92,1
As,0.4972,3,92,1
Cd,0.40344,3,92,1
Co,0.41292,3,92,1
Hg,0.35828,3,92,1
Ni,0.7532,3,92,1
Tl,0.38344,3,92,1
Pb,0.38444,3,92,1
Mo,0.41856,3,92,1
Sb,0.55716,3,92,1
Sn,0.38864,3,92,1
As,0.6984,4,92,1
Cd,0.51608,4,92,1
Co,0.5724,4,92,1
Hg,0.91944,4,92,1
Ni,0.6242,4,92,1
Tl,0.6516,4,92,1
Pb,0.47796,4,92,1
Mo,0.4828,4,92,1
Sb,0.95432,4,92,1
Sn,0.88824,4,92,1
As,0.80244,5,92,1
Cd,0.18016,5,92,1
Co,0.11852,5,92,1
Hg,0.99964,5,92,1
Ni,0.99932,5,92,1
Tl,0.17044,5,92,1
Pb,0.19956,5,92,1
Mo,0.1724,5,92,1
Sb,1,5,92,1
Sn,0.29608,5,92,1
As,0.36248,1,93,1
Cd,0.33552,1,93,1
Co,0.372,1,93,1
Hg,0.50792,1,93,1
Ni,0.32728,1,93,1
Tl,0.2924,1,93,1
Pb,0.40664,1,93,1
Mo,0.3572,1,93,1
Sb,0.54036,1,93,1
Sn,0.3394,1,93,1
As,0.52168,2,93,1
Cd,0.51936,2,93,1
Co,0.64424,2,93,1
Hg,0.9236,2,93,1
Ni,0.67212,2,93,1
Tl,0.43372,2,93,1
Pb,0.52036,2,93,1
Mo,0.43128,2,93,1
Sb,0.58952,2,93,1
Sn,0.47428,2,93,1
As,0.52028,3,93,1
Cd,0.46916,3,93,1
Co,0.69856,3,93,1
Hg,0.58092,3,93,1
Ni,0.52196,3,93,1
Tl,0.40536,3,93,1
Pb,0.42652,3,93,1
Mo,0.42068,3,93,1
Sb,0.4238,3,93,1
Sn,0.37616,3,93,1
As,0.49904,4,93,1
Cd,0.1726,4,93,1
Co,0.19652,4,93,1
Hg,0.98644,4,93,1
Ni,0.9774,4,93,1
Tl,0.17544,4,93,1
Pb,0.12616,4,93,1
Mo,0.33468,4,93,1
Sb,0.9902,4,93,1
Sn,0.54204,4,93,1
As,0.4024,5,93,1
Cd,0.65684,5,93,1
Co,0.62156,5,93,1
Hg,0.87324,5,93,1
Ni,1,5,93,1
Tl,0.66132,5,93,1
Pb,0.85828,5,93,1
Mo,0.41432,5,93,1
Sb,0.99532,5,93,1
Sn,0.91796,5,93,1
As,0.50028,1,94,1
Cd,0.44768,1,94,1
Co,0.42192,1,94,1
Hg,0.41104,1,94,1
Ni,0.50012,1,94,1
Tl,0.43804,1,94,1
Pb,0.5084,1,94,1
Mo,0.7888,1,94,1
Sb,0.60488,1,94,1
Sn,0.42392,1,94,1
As,0.43296,2,94,1
Cd,0.31204,2,94,1
Co,0.28884,2,94,1
Hg,0.92784,2,94,1
Ni,0.55504,2,94,1
Tl,0.27064,2,94,1
Pb,0.24864,2,94,1
Mo,0.28292,2,94,1
Sb,0.4152,2,94,1
Sn,0.75364,2,94,1
As,0.28548,3,94,1
Cd,0.26952,3,94,1
Co,0.33344,3,94,1
Hg,0.31124,3,94,1
Ni,0.7458,3,94,1
Tl,0.2744,3,94,1
Pb,0.7438,3,94,1
Mo,0.25408,3,94,1
Sb,0.27524,3,94,1
Sn,0.32752,3,94,1
As,0.2404,4,94,1
Cd,0.3886,4,94,1
Co,0.719,4,94,1
Hg,0.99344,4,94,1
Ni,0.56944,4,94,1
Tl,0.30704,4,94,1
Pb,0.24056,4,94,1
Mo,0.20068,4,94,1
Sb,0.81056,4,94,1
Sn,0.88228,4,94,1
As,0.14592,5,94,1
Cd,0.21104,5,94,1
Co,0.17324,5,94,1
Hg,0.94588,5,94,1
Ni,0.97476,5,94,1
Tl,0.20576,5,94,1
Pb,0.34752,5,94,1
Mo,0.44956,5,94,1
Sb,1,5,94,1
Sn,0.48656,5,94,1
As,0.40084,1,95,1
Cd,0.60788,1,95,1
Co,0.5002,1,95,1
Hg,0.60352,1,95,1
Ni,0.92456,1,95,1
Tl,0.43048,1,95,1
Pb,0.3664,1,95,1
Mo,0.42504,1,95,1
Sb,0.95952,1,95,1
Sn,0.52868,1,95,1
As,0.33124,2,95,1
Cd,0.37112,2,95,1
Co,0.32656,2,95,1
Hg,0.97756,2,95,1
Ni,0.9634,2,95,1
Tl,0.52132,2,95,1
Pb,0.47864,2,95,1
Mo,0.40464,2,95,1
Sb,0.4286,2,95,1
Sn,0.38152,2,95,1
As,0.40992,3,95,1
Cd,0.47292,3,95,1
Co,0.65636,3,95,1
Hg,0.66372,3,95,1
Ni,0.6342,3,95,1
Tl,0.42564,3,95,1
Pb,0.44716,3,95,1
Mo,0.36488,3,95,1
Sb,0.7118,3,95,1
Sn,0.4316,3,95,1
As,0.4234,4,95,1
Cd,0.54452,4,95,1
Co,0.3378,4,95,1
Hg,1,4,95,1
Ni,0.79632,4,95,1
Tl,0.5298,4,95,1
Pb,0.43868,4,95,1
Mo,0.50484,4,95,1
Sb,0.99328,4,95,1
Sn,0.84084,4,95,1
As,0.26692,5,95,1
Cd,0.52724,5,95,1
Co,0.58348,5,95,1
Hg,0.74908,5,95,1
Ni,0.93552,5,95,1
Tl,0.39584,5,95,1
Pb,0.47356,5,95,1
Mo,0.53184,5,95,1
Sb,0.99928,5,95,1
Sn,0.91252,5,95,1
As,0.18804,1,96,1
Cd,0.15884,1,96,1
Co,0.24584,1,96,1
Hg,0.24132,1,96,1
Ni,0.98764,1,96,1
Tl,0.19088,1,96,1
Pb,0.2076,1,96,1
Mo,0.17392,1,96,1
Sb,0.17748,1,96,1
Sn,0.26912,1,96,1
As,0.67692,2,96,1
Cd,0.42304,2,96,1
Co,0.42452,2,96,1
Hg,0.99048,2,96,1
Ni,0.92436,2,96,1
Tl,0.40176,2,96,1
Pb,0.49432,2,96,1
Mo,0.43996,2,96,1
Sb,0.57468,2,96,1
Sn,0.80916,2,96,1
As,0.475,3,96,1
Cd,0.48752,3,96,1
Co,0.61248,3,96,1
Hg,0.80208,3,96,1
Ni,0.844,3,96,1
Tl,0.61488,3,96,1
Pb,0.49884,3,96,1
Mo,0.43452,3,96,1
Sb,0.64292,3,96,1
Sn,0.60596,3,96,1
As,0.30052,4,96,1
Cd,0.2724,4,96,1
Co,0.21788,4,96,1
Hg,0.9986,4,96,1
Ni,0.99816,4,96,1
Tl,0.17036,4,96,1
Pb,0.3476,4,96,1
Mo,0.25664,4,96,1
Sb,1,4,96,1
Sn,0.75088,4,96,1
As,0.33748,5,96,1
Cd,0.14232,5,96,1
Co,0.27168,5,96,1
Hg,0.96748,5,96,1
Ni,1,5,96,1
Tl,0.1712,5,96,1
Pb,0.1294,5,96,1
Mo,0.87996,5,96,1
Sb,0.98828,5,96,1
Sn,0.71932,5,96,1
As,0.42072,1,97,1
Cd,0.50148,1,97,1
Co,0.46656,1,97,1
Hg,0.55755999999999994,1,97,1
Ni,0.983,1,97,1
Tl,0.48,1,97,1
Pb,0.46092,1,97,1
Mo,0.53536,1,97,1
Sb,0.4128,1,97,1
Sn,0.39432,1,97,1
As,0.67064,2,97,1
Cd,0.48052,2,97,1
Co,0.44048,2,97,1
Hg,0.88468,2,97,1
Ni,0.4888,2,97,1
Tl,0.64876,2,97,1
Pb,0.50664,2,97,1
Mo,0.40896,2,97,1
Sb,0.7046,2,97,1
Sn,0.54996,2,97,1
As,0.65032,3,97,1
Cd,0.4976,3,97,1
Co,0.55628,3,97,1
Hg,0.4944,3,97,1
Ni,0.73536,3,97,1
Tl,0.65808,3,97,1
Pb,0.5258,3,97,1
Mo,0.39776,3,97,1
Sb,0.81488,3,97,1
Sn,0.45508,3,97,1
As,0.13064,4,97,1
Cd,0.14108,4,97,1
Co,0.74196,4,97,1
Hg,0.74024,4,97,1
Ni,0.39352,4,97,1
Tl,0.10616,4,97,1
Pb,0.14632,4,97,1
Mo,0.11676,4,97,1
Sb,0.99848,4,97,1
Sn,0.22324,4,97,1
As,0.24808,5,97,1
Cd,0.33168,5,97,1
Co,0.35148,5,97,1
Hg,0.39856,5,97,1
Ni,0.99984,5,97,1
Tl,0.2476,5,97,1
Pb,0.26032,5,97,1
Mo,0.23832,5,97,1
Sb,1,5,97,1
Sn,0.36452,5,97,1
As,0.32204,1,98,1
Cd,0.378,1,98,1
Co,0.3514,1,98,1
Hg,0.4142,1,98,1
Ni,0.29268,1,98,1
Tl,0.4398,1,98,1
Pb,0.31788,1,98,1
Mo,0.30052,1,98,1
Sb,0.43856,1,98,1
Sn,0.83804,1,98,1
As,0.2676,2,98,1
Cd,0.25548,2,98,1
Co,0.2906,2,98,1
Hg,0.99956,2,98,1
Ni,0.64348,2,98,1
Tl,0.3632,2,98,1
Pb,0.2248,2,98,1
Mo,0.20652,2,98,1
Sb,0.34576,2,98,1
Sn,0.19916,2,98,1
As,0.49668,3,98,1
Cd,0.60664,3,98,1
Co,0.58112,3,98,1
Hg,0.657,3,98,1
Ni,0.54708,3,98,1
Tl,0.5886,3,98,1
Pb,0.72008,3,98,1
Mo,0.72,3,98,1
Sb,0.82092,3,98,1
Sn,0.63776,3,98,1
As,0.26092,4,98,1
Cd,0.24668,4,98,1
Co,0.7524,4,98,1
Hg,0.99452,4,98,1
Ni,1,4,98,1
Tl,0.31904,4,98,1
Pb,0.33504,4,98,1
Mo,0.93872,4,98,1
Sb,0.46748,4,98,1
Sn,0.89268,4,98,1
As,0.0734,5,98,1
Cd,0.08412,5,98,1
Co,0.07336,5,98,1
Hg,0.11004,5,98,1
Ni,0.99528,5,98,1
Tl,0.05648,5,98,1
Pb,0.059520000000000003,5,98,1
Mo,0.06056,5,98,1
Sb,1,5,98,1
Sn,0.1124,5,98,1
As,0.31988,1,99,1
Cd,0.32696,1,99,1
Co,0.3058,1,99,1
Hg,0.34148,1,99,1
Ni,0.35752,1,99,1
Tl,0.43412,1,99,1
Pb,0.34996,1,99,1
Mo,0.284,1,99,1
Sb,0.41408,1,99,1
Sn,0.26328,1,99,1
As,0.264,2,99,1
Cd,0.3092,2,99,1
Co,0.2108,2,99,1
Hg,0.51536,2,99,1
Ni,0.23812,2,99,1
Tl,0.33376,2,99,1
Pb,0.26828,2,99,1
Mo,0.278,2,99,1
Sb,0.42456,2,99,1
Sn,0.2732,2,99,1
As,0.57916,3,99,1
Cd,0.59172,3,99,1
Co,0.66328,3,99,1
Hg,0.63072,3,99,1
Ni,0.73188,3,99,1
Tl,0.59816,3,99,1
Pb,0.55472,3,99,1
Mo,0.5882,3,99,1
Sb,0.61208,3,99,1
Sn,0.67896,3,99,1
As,0.2446,4,99,1
Cd,0.3964,4,99,1
Co,0.21708,4,99,1
Hg,0.99364,4,99,1
Ni,0.99992,4,99,1
Tl,0.3028,4,99,1
Pb,0.24076,4,99,1
Mo,0.19188,4,99,1
Sb,0.89348,4,99,1
Sn,0.31352,4,99,1
As,0.17144,5,99,1
Cd,0.21604,5,99,1
Co,0.22036,5,99,1
Hg,0.98336,5,99,1
Ni,0.99888,5,99,1
Tl,0.29476,5,99,1
Pb,0.20684,5,99,1
Mo,0.35268,5,99,1
Sb,0.96692,5,99,1
Sn,0.48148,5,99,1
As,0.59384,1,101,2
Cd,0.49896,1,101,2
Co,0.79716,1,101,2
Hg,0.8616,1,101,2
Ni,0.75012,1,101,2
Tl,0.63924,1,101,2
Pb,0.64528,1,101,2
Mo,0.52808,1,101,2
Sb,0.54304,1,101,2
Sn,0.51008,1,101,2
As,0.32016,2,101,2
Cd,0.38496,2,101,2
Co,0.47244,2,101,2
Hg,0.96384,2,101,2
Ni,0.85764,2,101,2
Tl,0.34127999999999997,2,101,2
Pb,0.62144,2,101,2
Mo,0.62092,2,101,2
Sb,0.59884,2,101,2
Sn,0.48336,2,101,2
As,0.37904,3,101,2
Cd,0.40408,3,101,2
Co,0.40772,3,101,2
Hg,0.6482,3,101,2
Ni,0.9828,3,101,2
Tl,0.38116,3,101,2
Pb,0.47068,3,101,2
Mo,0.39716,3,101,2
Sb,0.6226,3,101,2
Sn,0.38052,3,101,2
As,0.21412,4,101,2
Cd,0.2858,4,101,2
Co,0.19652,4,101,2
Hg,0.96084,4,101,2
Ni,0.52328,4,101,2
Tl,0.28336,4,101,2
Pb,0.32808,4,101,2
Mo,0.14032,4,101,2
Sb,0.99956,4,101,2
Sn,0.28648,4,101,2
As,0.42176,5,101,2
Cd,0.33688,5,101,2
Co,0.26764,5,101,2
Hg,0.80004,5,101,2
Ni,0.84996,5,101,2
Tl,0.38916,5,101,2
Pb,0.54356,5,101,2
