variable,PIP,race,trial,case
Sb,0.42496,6,86,1
Sn,0.40428,6,86,1
As,0.51728,1,87,1
Cd,0.488,1,87,1
Co,0.70644,1,87,1
Hg,0.86316,1,87,1
Ni,0.45996,1,87,1
Tl,0.54576,1,87,1
Pb,0.51688,1,87,1
Mo,0.49288,1,87,1
Sb,0.41992,1,87,1
Sn,0.465,1,87,1
As,0.59972,2,87,1
Cd,0.50736,2,87,1
Co,0.58084,2,87,1
Hg,0.57776,2,87,1
Ni,0.5874,2,87,1
Tl,0.5948,2,87,1
Pb,0.50884,2,87,1
Mo,0.69152,2,87,1
Sb,0.86252,2,87,1
Sn,0.56136,2,87,1
As,0.59276,3,87,1
Cd,0.5636,3,87,1
Co,0.53056,3,87,1
Hg,0.54472,3,87,1
Ni,0.5582,3,87,1
Tl,0.67748,3,87,1
Pb,0.59568,3,87,1
Mo,0.58812,3,87,1
Sb,0.54904,3,87,1
Sn,0.59712,3,87,1
As,0.366,4,87,1
Cd,0.2996,4,87,1
Co,0.27688,4,87,1
Hg,0.76672,4,87,1
Ni,0.37772,4,87,1
Tl,0.36784,4,87,1
Pb,0.37284,4,87,1
Mo,0.28708,4,87,1
Sb,0.5524,4,87,1
Sn,0.79604,4,87,1
As,0.44228,5,87,1
Cd,0.48316,5,87,1
Co,0.48256,5,87,1
Hg,0.53604,5,87,1
Ni,0.79692,5,87,1
Tl,0.56348,5,87,1
Pb,0.61292,5,87,1
Mo,0.54424,5,87,1
Sb,0.59,5,87,1
Sn,0.46516,5,87,1
As,0.45792,6,87,1
Cd,0.50552,6,87,1
Co,0.60792,6,87,1
Hg,0.6338,6,87,1
Ni,0.62412,6,87,1
Tl,0.65352,6,87,1
Pb,0.52692,6,87,1
Mo,0.61456,6,87,1
Sb,0.89076,6,87,1
Sn,0.64224,6,87,1
NA,NA,1,88,1
As,0.62924,2,88,1
Cd,0.54912,2,88,1
Co,0.54396,2,88,1
Hg,0.63752,2,88,1
Ni,0.52164,2,88,1
Tl,0.516,2,88,1
Pb,0.508,2,88,1
Mo,0.47916,2,88,1
Sb,0.541,2,88,1
Sn,0.54648,2,88,1
NA,NA,3,88,1
As,0.60132,4,88,1
Cd,0.63148,4,88,1
Co,0.4982,4,88,1
Hg,0.53056,4,88,1
Ni,0.78576,4,88,1
Tl,0.45016,4,88,1
Pb,0.69692,4,88,1
Mo,0.79132,4,88,1
Sb,0.69796,4,88,1
Sn,0.94492,4,88,1
As,0.51272,5,88,1
Cd,0.48748,5,88,1
Co,0.44168,5,88,1
Hg,0.4958,5,88,1
Ni,0.84704,5,88,1
Tl,0.69524,5,88,1
Pb,0.66416,5,88,1
Mo,0.66552,5,88,1
Sb,0.6042,5,88,1
Sn,0.92372,5,88,1
As,0.39972,6,88,1
Cd,0.41376,6,88,1
Co,0.329,6,88,1
Hg,0.3738,6,88,1
Ni,0.32292,6,88,1
Tl,0.3434,6,88,1
Pb,0.35724,6,88,1
Mo,0.3268,6,88,1
Sb,0.39168,6,88,1
Sn,0.433,6,88,1
As,0.26976,1,89,1
Cd,0.38144,1,89,1
Co,0.96588,1,89,1
Hg,0.52348,1,89,1
Ni,0.60304,1,89,1
Tl,0.43308,1,89,1
Pb,0.3678,1,89,1
Mo,0.48868,1,89,1
Sb,0.63244,1,89,1
Sn,0.30324,1,89,1
As,0.46284,2,89,1
Cd,0.51864,2,89,1
Co,0.42336,2,89,1
Hg,0.47772,2,89,1
Ni,0.4996,2,89,1
Tl,0.44876,2,89,1
Pb,0.84672,2,89,1
Mo,0.52824,2,89,1
Sb,0.4824,2,89,1
Sn,0.59244,2,89,1
As,0.54932,3,89,1
Cd,0.5766,3,89,1
Co,0.57772,3,89,1
Hg,0.51964,3,89,1
Ni,0.58076,3,89,1
Tl,0.67784,3,89,1
Pb,0.56996,3,89,1
Mo,0.68304,3,89,1
Sb,0.56988,3,89,1
Sn,0.56408,3,89,1
As,0.48088,4,89,1
Cd,0.42528,4,89,1
Co,0.4954,4,89,1
Hg,0.73432,4,89,1
Ni,0.945,4,89,1
Tl,0.49916,4,89,1
Pb,0.47024,4,89,1
Mo,0.52776,4,89,1
Sb,0.43992,4,89,1
Sn,0.39092,4,89,1
As,0.31892,5,89,1
Cd,0.30316,5,89,1
Co,0.30592,5,89,1
Hg,0.81664,5,89,1
Ni,0.9596,5,89,1
Tl,0.41664,5,89,1
Pb,0.42352,5,89,1
Mo,0.31788,5,89,1
Sb,0.3754,5,89,1
Sn,0.4296,5,89,1
As,0.5018,6,89,1
Cd,0.43024,6,89,1
Co,0.48308,6,89,1
Hg,0.58532,6,89,1
Ni,0.53876,6,89,1
Tl,0.5862,6,89,1
Pb,0.83764,6,89,1
Mo,0.45396,6,89,1
Sb,0.5968,6,89,1
Sn,0.41664,6,89,1
As,0.44404,1,9,1
Cd,0.38712,1,9,1
Co,0.41328,1,9,1
Hg,0.40848,1,9,1
Ni,0.38768,1,9,1
Tl,0.48188,1,9,1
Pb,0.48796,1,9,1
Mo,0.36872,1,9,1
Sb,0.432,1,9,1
Sn,0.40904,1,9,1
As,0.47368,2,9,1
Cd,0.50248,2,9,1
Co,0.41472,2,9,1
Hg,0.55552,2,9,1
Ni,0.65664,2,9,1
Tl,0.39928,2,9,1
Pb,0.6024,2,9,1
Mo,0.4998,2,9,1
Sb,0.51468,2,9,1
Sn,0.45896,2,9,1
NA,NA,3,9,1
As,0.76628,4,9,1
Cd,0.41528,4,9,1
Co,0.55892,4,9,1
Hg,0.55236,4,9,1
Ni,0.49564,4,9,1
Tl,0.46148,4,9,1
Pb,0.4354,4,9,1
Mo,0.3926,4,9,1
Sb,0.4368,4,9,1
Sn,0.50288,4,9,1
As,0.31796,5,9,1
Cd,0.26028,5,9,1
Co,0.3124,5,9,1
Hg,0.50244,5,9,1
Ni,0.45232,5,9,1
Tl,0.38008,5,9,1
Pb,0.29188,5,9,1
Mo,0.43188,5,9,1
Sb,0.29528,5,9,1
Sn,0.39208,5,9,1
As,0.2872,6,9,1
Cd,0.24428,6,9,1
Co,0.30264,6,9,1
Hg,0.57896,6,9,1
Ni,0.74036,6,9,1
Tl,0.26292,6,9,1
Pb,0.29184,6,9,1
Mo,0.35472,6,9,1
Sb,0.4284,6,9,1
Sn,0.25696,6,9,1
As,0.67996,1,90,1
Cd,0.50804,1,90,1
Co,0.50252,1,90,1
Hg,0.51276,1,90,1
Ni,0.66844,1,90,1
Tl,0.5014,1,90,1
Pb,0.49612,1,90,1
Mo,0.4822,1,90,1
Sb,0.573,1,90,1
Sn,0.50868,1,90,1
As,0.42408,2,90,1
Cd,0.41752,2,90,1
Co,0.41764,2,90,1
Hg,0.5678,2,90,1
Ni,0.4328,2,90,1
Tl,0.40648,2,90,1
Pb,0.45308,2,90,1
Mo,0.44876,2,90,1
Sb,0.57248,2,90,1
Sn,0.4772,2,90,1
As,0.4974,3,90,1
Cd,0.54296,3,90,1
Co,0.48264,3,90,1
Hg,0.42092,3,90,1
Ni,0.93388,3,90,1
Tl,0.47232,3,90,1
Pb,0.47936,3,90,1
Mo,0.49224,3,90,1
Sb,0.4472,3,90,1
Sn,0.76576,3,90,1
As,0.4568,4,90,1
Cd,0.40724,4,90,1
Co,0.41184,4,90,1
Hg,0.39952,4,90,1
Ni,0.8052,4,90,1
Tl,0.29956,4,90,1
Pb,0.43492,4,90,1
Mo,0.38972,4,90,1
Sb,0.71652,4,90,1
Sn,0.39132,4,90,1
As,0.66836,5,90,1
Cd,0.28268,5,90,1
Co,0.26104,5,90,1
Hg,0.52372,5,90,1
Ni,0.98948,5,90,1
Tl,0.28484,5,90,1
Pb,0.4736,5,90,1
Mo,0.3388,5,90,1
Sb,0.75352,5,90,1
Sn,0.4316,5,90,1
As,0.41352,6,90,1
Cd,0.3414,6,90,1
Co,0.35088,6,90,1
Hg,0.52908,6,90,1
Ni,0.70536,6,90,1
Tl,0.4022,6,90,1
Pb,0.33876,6,90,1
Mo,0.38356,6,90,1
Sb,0.407,6,90,1
Sn,0.6082,6,90,1
As,0.59876,1,91,1
Cd,0.63052,1,91,1
Co,0.62332,1,91,1
Hg,0.56404,1,91,1
Ni,0.67052,1,91,1
Tl,0.61544,1,91,1
Pb,0.58364,1,91,1
Mo,0.56264,1,91,1
Sb,0.77,1,91,1
Sn,0.60292,1,91,1
As,0.40728,2,91,1
Cd,0.41084,2,91,1
Co,0.3754,2,91,1
Hg,0.35864,2,91,1
Ni,0.4654,2,91,1
Tl,0.43936,2,91,1
Pb,0.44428,2,91,1
Mo,0.51848,2,91,1
Sb,0.70276,2,91,1
Sn,0.47624,2,91,1
NA,NA,3,91,1
As,0.81984,4,91,1
Cd,0.511,4,91,1
Co,0.5514,4,91,1
Hg,0.49128,4,91,1
Ni,0.62056,4,91,1
Tl,0.63492,4,91,1
Pb,0.5396,4,91,1
Mo,0.74516,4,91,1
Sb,0.692,4,91,1
Sn,0.81504,4,91,1
As,0.18512,5,91,1
Cd,0.21572,5,91,1
Co,0.205,5,91,1
Hg,0.19736,5,91,1
Ni,0.33424,5,91,1
Tl,0.17204,5,91,1
Pb,0.18168,5,91,1
Mo,0.16404,5,91,1
Sb,0.23048,5,91,1
Sn,0.17052,5,91,1
As,0.41648,6,91,1
Cd,0.51188,6,91,1
Co,0.37932,6,91,1
Hg,0.37084,6,91,1
Ni,0.50648,6,91,1
Tl,0.42468,6,91,1
Pb,0.48904,6,91,1
Mo,0.74508,6,91,1
Sb,0.95968,6,91,1
Sn,0.47456,6,91,1
NA,NA,1,92,1
As,0.45472,2,92,1
Cd,0.6058,2,92,1
Co,0.44628,2,92,1
Hg,0.43572,2,92,1
Ni,0.5486,2,92,1
Tl,0.63764,2,92,1
Pb,0.50384,2,92,1
Mo,0.46656,2,92,1
Sb,0.48724,2,92,1
Sn,0.52604,2,92,1
As,0.46224,3,92,1
Cd,0.56788,3,92,1
Co,0.51244,3,92,1
Hg,0.49884,3,92,1
Ni,0.51472,3,92,1
Tl,0.5394,3,92,1
Pb,0.55372,3,92,1
Mo,0.58196,3,92,1
Sb,0.48816,3,92,1
Sn,0.50872,3,92,1
As,0.83672,4,92,1
Cd,0.2912,4,92,1
Co,0.32728,4,92,1
Hg,0.29196,4,92,1
Ni,0.95744,4,92,1
Tl,0.37392,4,92,1
Pb,0.44548,4,92,1
Mo,0.2756,4,92,1
Sb,0.3082,4,92,1
Sn,0.61512,4,92,1
As,0.31316,5,92,1
Cd,0.34876,5,92,1
Co,0.5734,5,92,1
Hg,0.64032,5,92,1
Ni,0.80292,5,92,1
Tl,0.3772,5,92,1
Pb,0.3766,5,92,1
Mo,0.34064,5,92,1
Sb,0.35796,5,92,1
Sn,0.8652,5,92,1
As,0.3592,6,92,1
Cd,0.7108,6,92,1
Co,0.40696,6,92,1
Hg,0.53188,6,92,1
Ni,0.561,6,92,1
Tl,0.47632,6,92,1
Pb,0.51524,6,92,1
Mo,0.54356,6,92,1
Sb,0.43172,6,92,1
Sn,0.4788,6,92,1
As,0.657,1,93,1
Cd,0.7574,1,93,1
Co,0.64388,1,93,1
Hg,0.59764,1,93,1
Ni,0.75724,1,93,1
Tl,0.60156,1,93,1
Pb,0.6532,1,93,1
Mo,0.68392,1,93,1
Sb,0.71772,1,93,1
Sn,0.69248,1,93,1
As,0.5098,2,93,1
Cd,0.52096,2,93,1
Co,0.52848,2,93,1
Hg,0.77424,2,93,1
Ni,0.96148,2,93,1
Tl,0.68528,2,93,1
Pb,0.52532,2,93,1
Mo,0.62012,2,93,1
Sb,0.83588,2,93,1
Sn,0.75928,2,93,1
NA,NA,3,93,1
As,0.36768,4,93,1
Cd,0.35144,4,93,1
Co,0.44172,4,93,1
Hg,0.64096,4,93,1
Ni,0.94164,4,93,1
Tl,0.59292,4,93,1
Pb,0.4254,4,93,1
Mo,0.32772,4,93,1
Sb,0.44172,4,93,1
Sn,0.55004,4,93,1
As,0.26176,5,93,1
Cd,0.50392,5,93,1
Co,0.41808,5,93,1
Hg,0.46856,5,93,1
Ni,0.55096,5,93,1
Tl,0.28772,5,93,1
Pb,0.26292,5,93,1
Mo,0.40896,5,93,1
Sb,0.99596,5,93,1
Sn,0.54004,5,93,1
As,0.62928,6,93,1
Cd,0.73788,6,93,1
Co,0.46836,6,93,1
Hg,0.48252,6,93,1
Ni,0.92588,6,93,1
Tl,0.57288,6,93,1
Pb,0.6372,6,93,1
Mo,0.66432,6,93,1
Sb,0.88884,6,93,1
Sn,0.43164,6,93,1
NA,NA,1,94,1
As,0.47704,2,94,1
Cd,0.47448,2,94,1
Co,0.47492,2,94,1
Hg,0.47804,2,94,1
Ni,0.42352,2,94,1
Tl,0.4188,2,94,1
Pb,0.389,2,94,1
Mo,0.37512,2,94,1
Sb,0.4418,2,94,1
Sn,0.38452,2,94,1
As,0.57056,3,94,1
Cd,0.54864,3,94,1
Co,0.71816,3,94,1
Hg,0.58792,3,94,1
Ni,0.68512,3,94,1
Tl,0.55224,3,94,1
Pb,0.45156,3,94,1
Mo,0.53244,3,94,1
Sb,0.5,3,94,1
Sn,0.63216,3,94,1
As,0.57056,4,94,1
Cd,0.78308,4,94,1
Co,0.63732,4,94,1
Hg,0.8956,4,94,1
Ni,0.83444,4,94,1
Tl,0.75884,4,94,1
Pb,0.50448,4,94,1
Mo,0.65028,4,94,1
Sb,0.99844,4,94,1
Sn,0.85784,4,94,1
As,0.13716,5,94,1
Cd,0.1474,5,94,1
Co,0.11784,5,94,1
Hg,0.4388,5,94,1
Ni,0.32328,5,94,1
Tl,0.14996,5,94,1
Pb,0.12904,5,94,1
Mo,0.14792,5,94,1
Sb,0.95908,5,94,1
Sn,0.11756,5,94,1
As,0.42096,6,94,1
Cd,0.34204,6,94,1
Co,0.702,6,94,1
Hg,0.418,6,94,1
Ni,0.58064,6,94,1
Tl,0.36968,6,94,1
Pb,0.34124,6,94,1
Mo,0.3136,6,94,1
Sb,0.45804,6,94,1
Sn,0.32608,6,94,1
NA,NA,1,95,1
As,0.30412,2,95,1
Cd,0.28092,2,95,1
Co,0.31816,2,95,1
Hg,0.46732,2,95,1
Ni,0.25628,2,95,1
Tl,0.30336,2,95,1
Pb,0.24912,2,95,1
Mo,0.2942,2,95,1
Sb,0.37972,2,95,1
Sn,0.22312,2,95,1
As,0.65524,3,95,1
Cd,0.59584,3,95,1
Co,0.784,3,95,1
Hg,0.75576,3,95,1
Ni,0.69584,3,95,1
Tl,0.81316,3,95,1
Pb,0.5664,3,95,1
Mo,0.61132,3,95,1
Sb,0.59976,3,95,1
Sn,0.67396,3,95,1
As,0.5668,4,95,1
Cd,0.28844,4,95,1
Co,0.40308,4,95,1
Hg,0.52876,4,95,1
Ni,0.48732,4,95,1
Tl,0.552,4,95,1
Pb,0.32688,4,95,1
Mo,0.31488,4,95,1
Sb,0.9152,4,95,1
Sn,0.75644,4,95,1
As,0.32124,5,95,1
Cd,0.37284,5,95,1
Co,0.37604,5,95,1
Hg,0.60072,5,95,1
Ni,0.90652,5,95,1
Tl,0.332,5,95,1
Pb,0.38312,5,95,1
Mo,0.34044,5,95,1
Sb,0.3148,5,95,1
Sn,0.5832,5,95,1
As,0.52876,6,95,1
Cd,0.6,6,95,1
Co,0.79952,6,95,1
Hg,0.87248,6,95,1
Ni,0.74084,6,95,1
Tl,0.54168,6,95,1
Pb,0.59568,6,95,1
Mo,0.75032,6,95,1
Sb,0.72656,6,95,1
Sn,0.57376,6,95,1
As,0.54632,1,96,1
Cd,0.50128,1,96,1
Co,0.48396,1,96,1
Hg,0.49684,1,96,1
Ni,0.51188,1,96,1
Tl,0.58252,1,96,1
Pb,0.46132,1,96,1
Mo,0.46304,1,96,1
Sb,0.63368,1,96,1
Sn,0.49352,1,96,1
As,0.45376,2,96,1
Cd,0.44096,2,96,1
Co,0.43704,2,96,1
Hg,0.40684,2,96,1
Ni,0.379,2,96,1
Tl,0.41616,2,96,1
Pb,0.43576,2,96,1
Mo,0.47652,2,96,1
Sb,0.4036,2,96,1
Sn,0.37508,2,96,1
NA,NA,3,96,1
As,0.44896,4,96,1
Cd,0.382,4,96,1
Co,0.35576,4,96,1
Hg,0.39692,4,96,1
Ni,0.79408,4,96,1
Tl,0.38936,4,96,1
Pb,0.49728,4,96,1
Mo,0.43384,4,96,1
Sb,0.53508,4,96,1
Sn,0.5524,4,96,1
As,0.32356,5,96,1
Cd,0.30088,5,96,1
Co,0.36996,5,96,1
Hg,0.9186,5,96,1
Ni,0.67044,5,96,1
Tl,0.27012,5,96,1
Pb,0.38652,5,96,1
Mo,0.27712,5,96,1
Sb,0.39476,5,96,1
Sn,0.31268,5,96,1
As,0.47332,6,96,1
Cd,0.44636,6,96,1
Co,0.40908,6,96,1
Hg,0.4208,6,96,1
Ni,0.41664,6,96,1
Tl,0.46996,6,96,1
Pb,0.4242,6,96,1
Mo,0.39592,6,96,1
Sb,0.48584,6,96,1
Sn,0.4202,6,96,1
NA,NA,1,97,1
As,0.38604,2,97,1
Cd,0.43388,2,97,1
Co,0.43636,2,97,1
Hg,0.42392,2,97,1
Ni,0.4724,2,97,1
Tl,0.42368,2,97,1
Pb,0.40024,2,97,1
Mo,0.41316,2,97,1
Sb,0.52108,2,97,1
Sn,0.43896,2,97,1
As,0.5328,3,97,1
Cd,0.68576,3,97,1
Co,0.6058,3,97,1
Hg,0.535,3,97,1
Ni,0.67044,3,97,1
Tl,0.69184,3,97,1
Pb,0.54916,3,97,1
Mo,0.63904,3,97,1
Sb,0.76656,3,97,1
Sn,0.57708,3,97,1
As,0.47196,4,97,1
Cd,0.76244,4,97,1
Co,0.70576,4,97,1
Hg,0.8682,4,97,1
Ni,0.60864,4,97,1
Tl,0.62604,4,97,1
Pb,0.61524,4,97,1
Mo,0.76616,4,97,1
Sb,0.98832,4,97,1
Sn,0.67284,4,97,1
As,0.4742,5,97,1
Cd,0.55332,5,97,1
Co,0.6468,5,97,1
Hg,0.41708,5,97,1
Ni,0.44276,5,97,1
Tl,0.33556,5,97,1
Pb,0.45884,5,97,1
Mo,0.30672,5,97,1
Sb,0.9624,5,97,1
Sn,0.33576,5,97,1
As,0.51512,6,97,1
Cd,0.41632,6,97,1
Co,0.4856,6,97,1
Hg,0.43388,6,97,1
Ni,0.54188,6,97,1
Tl,0.49188,6,97,1
Pb,0.40376,6,97,1
Mo,0.40084,6,97,1
Sb,0.7342,6,97,1
Sn,0.42804,6,97,1
As,0.56388,1,98,1
Cd,0.5706,1,98,1
Co,0.55804,1,98,1
Hg,0.53596,1,98,1
Ni,0.63236,1,98,1
Tl,0.60084,1,98,1
Pb,0.63808,1,98,1
Mo,0.63464,1,98,1
Sb,0.76028,1,98,1
Sn,0.5702,1,98,1
As,0.34056,2,98,1
Cd,0.31728,2,98,1
Co,0.37292,2,98,1
Hg,0.41596,2,98,1
Ni,0.3526,2,98,1
Tl,0.29316,2,98,1
Pb,0.38188,2,98,1
Mo,0.3326,2,98,1
Sb,0.3968,2,98,1
Sn,0.35308,2,98,1
NA,NA,3,98,1
As,0.90032,4,98,1
Cd,0.93744,4,98,1
Co,0.92176,4,98,1
Hg,0.79752,4,98,1
Ni,0.93276,4,98,1
Tl,0.6778,4,98,1
Pb,0.9728,4,98,1
Mo,0.94976,4,98,1
Sb,0.96896,4,98,1
Sn,0.72528,4,98,1
As,0.3612,5,98,1
Cd,0.3996,5,98,1
Co,0.4848,5,98,1
Hg,0.71504,5,98,1
Ni,0.66,5,98,1
Tl,0.53532,5,98,1
Pb,0.50228,5,98,1
Mo,0.39752,5,98,1
Sb,0.61792,5,98,1
Sn,0.34552,5,98,1
As,0.5172,6,98,1
Cd,0.33876,6,98,1
Co,0.35408,6,98,1
Hg,0.38868,6,98,1
Ni,0.46532,6,98,1
Tl,0.3546,6,98,1
Pb,0.54016,6,98,1
Mo,0.33476,6,98,1
Sb,0.4856,6,98,1
Sn,0.34816,6,98,1
NA,NA,1,99,1
As,0.58812,2,99,1
Cd,0.62824,2,99,1
Co,0.6088,2,99,1
Hg,0.55372,2,99,1
Ni,0.70856,2,99,1
Tl,0.54516,2,99,1
Pb,0.85392,2,99,1
Mo,0.55952,2,99,1
Sb,0.6692,2,99,1
Sn,0.582,2,99,1
NA,NA,3,99,1
As,0.31392,4,99,1
Cd,0.26772,4,99,1
Co,0.30064,4,99,1
Hg,0.28,4,99,1
Ni,0.37616,4,99,1
Tl,0.25116,4,99,1
Pb,0.29904,4,99,1
Mo,0.31112,4,99,1
Sb,0.55768,4,99,1
Sn,0.249,4,99,1
As,0.46284,5,99,1
Cd,0.48604,5,99,1
Co,0.44364,5,99,1
Hg,0.90384,5,99,1
Ni,0.57512,5,99,1
Tl,0.53592,5,99,1
Pb,0.41052,5,99,1
Mo,0.68952,5,99,1
Sb,0.62108,5,99,1
Sn,0.79516,5,99,1
As,0.41092,6,99,1
Cd,0.41512,6,99,1
Co,0.45736,6,99,1
Hg,0.52816,6,99,1
Ni,0.8604,6,99,1
Tl,0.63376,6,99,1
Pb,0.65576,6,99,1
Mo,0.4148,6,99,1
Sb,0.58664,6,99,1
Sn,0.42952,6,99,1
NA,NA,1,101,2
As,0.53144,2,101,2
Cd,0.55384,2,101,2
Co,0.53508,2,101,2
Hg,0.52636,2,101,2
Ni,0.53416,2,101,2
Tl,0.56916,2,101,2
Pb,0.53756,2,101,2
Mo,0.58612,2,101,2
Sb,0.6066,2,101,2
Sn,0.53816,2,101,2
NA,NA,3,101,2
As,0.33996,4,101,2
Cd,0.31712,4,101,2
Co,0.32928,4,101,2
Hg,0.3978,4,101,2
Ni,0.31424,4,101,2
Tl,0.3164,4,101,2
Pb,0.29436,4,101,2
Mo,0.40616,4,101,2
Sb,0.31536,4,101,2
Sn,0.34076,4,101,2
As,0.30732,5,101,2
Cd,0.3626,5,101,2
Co,0.1936,5,101,2
Hg,0.31264,5,101,2
Ni,0.22652,5,101,2
Tl,0.25872,5,101,2
Pb,0.27936,5,101,2
Mo,0.5052,5,101,2
Sb,0.84168,5,101,2
Sn,0.5338,5,101,2
As,0.45052,6,101,2
Cd,0.42016,6,101,2
Co,0.3622,6,101,2
Hg,0.36248,6,101,2
Ni,0.38244,6,101,2
Tl,0.38416,6,101,2
Pb,0.38184,6,101,2
Mo,0.56704,6,101,2
Sb,0.4714,6,101,2
Sn,0.62096,6,101,2
As,0.53772,1,102,2
Cd,0.784,1,102,2
Co,0.5426,1,102,2
Hg,0.61204,1,102,2
Ni,0.61624,1,102,2
Tl,0.52324,1,102,2
Pb,0.6236,1,102,2
Mo,0.54852,1,102,2
Sb,0.50448,1,102,2
Sn,0.59508,1,102,2
As,0.62704,2,102,2
Cd,0.66012,2,102,2
Co,0.65188,2,102,2
Hg,0.7246,2,102,2
Ni,0.73292,2,102,2
Tl,0.80544,2,102,2
Pb,0.7966,2,102,2
Mo,0.62616,2,102,2
Sb,0.6788,2,102,2
Sn,0.9372,2,102,2
NA,NA,3,102,2
As,0.46476,4,102,2
Cd,0.5194,4,102,2
Co,0.50708,4,102,2
Hg,0.59984,4,102,2
Ni,0.48112,4,102,2
Tl,0.42496,4,102,2
Pb,0.63504,4,102,2
Mo,0.49436,4,102,2
Sb,0.5742,4,102,2
Sn,0.61516,4,102,2
As,0.47288,5,102,2
Cd,0.54416,5,102,2
Co,0.5064,5,102,2
Hg,0.84868,5,102,2
Ni,0.80316,5,102,2
Tl,0.64332,5,102,2
Pb,0.46216,5,102,2
Mo,0.47252,5,102,2
Sb,0.6,5,102,2
Sn,0.54916,5,102,2
As,0.76128,6,102,2
Cd,0.72104,6,102,2
Co,0.73968,6,102,2
Hg,0.83636,6,102,2
Ni,0.91532,6,102,2
Tl,0.74796,6,102,2
Pb,0.93272,6,102,2
Mo,0.70508,6,102,2
Sb,0.84344,6,102,2
Sn,0.9374,6,102,2
NA,NA,1,103,2
As,0.49228,2,103,2
Cd,0.53436,2,103,2
Co,0.56612,2,103,2
Hg,0.9086,2,103,2
Ni,0.5166,2,103,2
Tl,0.74408,2,103,2
Pb,0.51536,2,103,2
Mo,0.90676,2,103,2
Sb,0.50812,2,103,2
Sn,0.58136,2,103,2
As,0.52292,3,103,2
Cd,0.50584,3,103,2
Co,0.50944,3,103,2
Hg,0.73344,3,103,2
Ni,0.54696,3,103,2
Tl,0.61264,3,103,2
Pb,0.53872,3,103,2
Mo,0.5242,3,103,2
Sb,0.65536,3,103,2
Sn,0.51608,3,103,2
As,0.54456,4,103,2
Cd,0.3566,4,103,2
Co,0.36008,4,103,2
Hg,0.44972,4,103,2
Ni,0.56788,4,103,2
Tl,0.48192,4,103,2
Pb,0.33828,4,103,2
Mo,0.38116,4,103,2
Sb,0.54,4,103,2
Sn,0.51096,4,103,2
As,0.37084,5,103,2
Cd,0.32828,5,103,2
Co,0.31252,5,103,2
Hg,0.85784,5,103,2
Ni,0.87732,5,103,2
Tl,0.30272,5,103,2
Pb,0.33688,5,103,2
Mo,0.36108,5,103,2
Sb,0.64336,5,103,2
Sn,0.2608,5,103,2
As,0.30408,6,103,2
Cd,0.31256,6,103,2
Co,0.35448,6,103,2
Hg,0.98496,6,103,2
Ni,0.30092,6,103,2
Tl,0.46648,6,103,2
Pb,0.30184,6,103,2
Mo,0.31208,6,103,2
Sb,0.44652,6,103,2
Sn,0.32404,6,103,2
As,0.45508,1,104,2
Cd,0.44824,1,104,2
Co,0.4636,1,104,2
Hg,0.5588,1,104,2
Ni,0.46584,1,104,2
Tl,0.4472,1,104,2
Pb,0.49088,1,104,2
Mo,0.43052,1,104,2
Sb,0.49396,1,104,2
Sn,0.4796,1,104,2
As,0.5546,2,104,2
Cd,0.68432,2,104,2
Co,0.53436,2,104,2
Hg,0.65696,2,104,2
Ni,0.5588,2,104,2
Tl,0.71824,2,104,2
Pb,0.56812,2,104,2
Mo,0.54792,2,104,2
Sb,0.70524,2,104,2
Sn,0.69732,2,104,2
As,0.54932,3,104,2
Cd,0.40484,3,104,2
Co,0.41348,3,104,2
Hg,0.45892,3,104,2
Ni,0.43732,3,104,2
Tl,0.42004,3,104,2
Pb,0.4354,3,104,2
Mo,0.45464,3,104,2
Sb,0.41548,3,104,2
Sn,0.45484,3,104,2
As,0.2826,4,104,2
Cd,0.3202,4,104,2
Co,0.47604,4,104,2
Hg,0.31288,4,104,2
Ni,0.81148,4,104,2
Tl,0.41052,4,104,2
Pb,0.5104,4,104,2
Mo,0.39052,4,104,2
Sb,0.9168,4,104,2
Sn,0.50236,4,104,2
As,0.34568,5,104,2
Cd,0.32864,5,104,2
Co,0.45972,5,104,2
Hg,0.66364,5,104,2
Ni,0.51436,5,104,2
Tl,0.35164,5,104,2
Pb,0.34684,5,104,2
Mo,0.26904,5,104,2
Sb,0.55912,5,104,2
Sn,0.30296,5,104,2
As,0.5188,6,104,2
Cd,0.41104,6,104,2
Co,0.40608,6,104,2
Hg,0.56044,6,104,2
Ni,0.36256,6,104,2
Tl,0.56476,6,104,2
Pb,0.4336,6,104,2
Mo,0.3834,6,104,2
Sb,0.34744,6,104,2
Sn,0.49644,6,104,2
As,0.451,1,105,2
Cd,0.47828,1,105,2
Co,0.48996,1,105,2
Hg,0.4946,1,105,2
Ni,0.49944,1,105,2
Tl,0.5258,1,105,2
Pb,0.49204,1,105,2
Mo,0.4986,1,105,2
Sb,0.49504,1,105,2
Sn,0.52184,1,105,2
As,0.486,2,105,2
Cd,0.57852,2,105,2
Co,0.59436,2,105,2
Hg,0.59056,2,105,2
Ni,0.48956,2,105,2
Tl,0.4884,2,105,2
Pb,0.43288,2,105,2
Mo,0.485,2,105,2
Sb,0.57312,2,105,2
Sn,0.47408,2,105,2
As,0.44136,3,105,2
Cd,0.44068,3,105,2
Co,0.46584,3,105,2
Hg,0.46412,3,105,2
Ni,0.45528,3,105,2
Tl,0.46988,3,105,2
Pb,0.441,3,105,2
Mo,0.46128,3,105,2
