est,sd,race,trial,case
1.1995739780633814,1.1301062929845453,1,66,1
2.7987117296530464,0.8297408510420591,2,66,1
1.5239891881685246,1.2790913624016123,3,66,1
0.44265279862484963,0.3727101228757238,4,66,1
1.695745864032753,0.44437923761107134,5,66,1
0.3835791834571056,0.9176703339073796,1,67,1
2.3290847332820865,0.8078896896717105,2,67,1
1.776383077821854,1.510573370900242,3,67,1
1.1696580180396015,0.4619720153798142,4,67,1
0.2831885562560741,0.35182122318225173,5,67,1
0.46147000396442195,1.2724582581828998,1,68,1
2.7986241427026366,1.0885891844738576,2,68,1
-0.17934736435548881,1.6963624920889655,3,68,1
0.6433644572631412,0.4440852241279878,4,68,1
1.2847635763152607,0.4063445361497836,5,68,1
2.371972266299562,1.1057777901354666,1,69,1
0.8004638152591217,0.8172193807485371,2,69,1
0.5569110526432848,1.102717901758117,3,69,1
2.0297893983633792,0.4924780045364847,4,69,1
1.0715733694763547,0.4451120379359091,5,69,1
0.3550134554331241,0.7756367896168278,1,7,1
1.4732388866072998,0.8029937031761939,2,7,1
-0.22698443012359748,0.8754827994337803,3,7,1
1.7602528840146223,0.4444847265856711,4,7,1
1.169192187106666,0.4718297040370923,5,7,1
1.414538191460856,1.4914736537049882,1,70,1
2.6001012108767076,0.7791986463335147,2,70,1
1.372765583629873,1.2330308192975732,3,70,1
1.4058474340493357,0.4910530244976024,4,70,1
0.7982672513404436,0.4493014093042496,5,70,1
1.290578875869687,1.1995925750356367,1,71,1
2.937296591092541,0.8593623125948215,2,71,1
2.1864666172931218,2.06365881601261,3,71,1
1.3424053568174008,0.46189020196895575,4,71,1
1.00976223194459,0.4269162828280571,5,71,1
-0.20670836506690238,1.0311134094741339,1,72,1
1.2523195622164667,0.7457065750611964,2,72,1
-0.1891232056539489,2.3675555844303626,3,72,1
1.4707509746301146,0.5420113566458034,4,72,1
1.7879143442669112,0.41377368408360826,5,72,1
0.11416327622469793,0.8316983093792903,1,73,1
1.7278285542313458,0.886037042281617,2,73,1
1.4214346542581553,1.330590827824496,3,73,1
1.5884270991742762,0.4282280819927311,4,73,1
1.574913845982453,0.44001138300292936,5,73,1
1.0345890033732825,0.894941984095798,1,74,1
0.3203615054897728,0.6526307022986625,2,74,1
0.5663132554071444,1.7792678034674025,3,74,1
2.2475108040084364,0.4856704061375607,4,74,1
1.9728096663916577,0.47185682668092316,5,74,1
0.9755992470851931,1.0184960738667026,1,75,1
2.3224948906354084,1.1088798166219753,2,75,1
0.5320980955548045,1.1114783881560077,3,75,1
0.8035107024885617,0.4634488203568753,4,75,1
0.9970893137317347,0.43803944147085333,5,75,1
2.627276992211106,1.1108475128993316,1,76,1
2.2335024097750873,1.0317176973897608,2,76,1
-0.05656025289527289,1.7244129586222892,3,76,1
1.4341042650716282,0.5002238127415713,4,76,1
1.4908919315899336,0.36783630038236753,5,76,1
0.46897400175463355,1.5674539609412332,1,77,1
2.1173136228918317,0.8621541525645239,2,77,1
1.646174024959235,1.20207499968369,3,77,1
1.3393545294271716,0.5843958702009362,4,77,1
1.1395947651884635,0.3734440027197132,5,77,1
0.38414760665086556,0.8810113321883253,1,78,1
0.9077363663401812,0.7876230383617986,2,78,1
2.773709554893771,1.5191844755843211,3,78,1
1.257735926219416,0.5340718764346196,4,78,1
1.8295940177961896,0.37582233761213624,5,78,1
-0.13567433684643193,0.868201988325883,1,79,1
2.570930432835382,0.9274911531088154,2,79,1
1.1119011298315904,1.562965202119872,3,79,1
1.2044845714745116,0.5770981987776134,4,79,1
0.8707841939012111,0.3982280034768822,5,79,1
0.9820921768076545,0.906818892803661,1,8,1
3.9171078426025843,1.231034187791851,2,8,1
0.8896802412107636,1.083697191461611,3,8,1
0.6476172167138188,0.45295088063625494,4,8,1
1.075770094523067,0.4593491625190264,5,8,1
2.3245682394771823,1.1930935814781438,1,80,1
2.626928025598517,0.9341660632550292,2,80,1
-0.009170537956034508,0.9086688283076522,3,80,1
1.5850910510663958,0.49429306257597455,4,80,1
1.3510972867742312,0.3819803924794206,5,80,1
0.17769166739018205,0.7088917329894973,1,81,1
3.1853387330423213,0.9508776661225392,2,81,1
0.5536771607657123,0.8428984761414724,3,81,1
1.3497764111965638,0.4482575885337849,4,81,1
1.1849523041594217,0.4227665499921245,5,81,1
1.3331857538418252,1.1291173586297794,1,82,1
0.8169526034104773,0.6974486222643339,2,82,1
-0.26241517415684346,1.4974570262059725,3,82,1
1.408333922924808,0.4424128057911924,4,82,1
1.4246729631481503,0.4194116463238216,5,82,1
2.220058526218076,1.3800776642403132,1,83,1
2.728708660708906,0.9754480276587989,2,83,1
0.6059405250036325,1.0658786325217113,3,83,1
1.4943923662897518,0.4446141892647708,4,83,1
1.8860286942700966,0.4133714008090309,5,83,1
0.5676239020594855,0.9370506807000122,1,84,1
1.5619015326521222,0.8031817451561937,2,84,1
3.428828161912347,1.584646438208156,3,84,1
1.660153774704641,0.448132499294741,4,84,1
2.042410041213566,0.4507912338809502,5,84,1
0.7798782009718916,0.8075634915406785,1,85,1
-0.07884248286868001,0.8690072014328178,2,85,1
0.16390938345731088,1.8605708601042121,3,85,1
2.1712143445136487,0.5700024055990238,4,85,1
1.3238702727135738,0.4534789879304464,5,85,1
2.364085524487048,1.1606538419490466,1,86,1
3.8977974447795947,1.2088818086517195,2,86,1
3.124418802559336,1.7459781048533771,3,86,1
0.9452189526358854,0.46939938314581486,4,86,1
0.988294962456898,0.3977098455793385,5,86,1
-0.784816549183255,0.9549453887586321,1,87,1
3.0236974287798346,0.8778233318729759,2,87,1
2.1126294757857815,1.4058652954337352,3,87,1
1.5127265658316196,0.6377710044147404,4,87,1
1.9622435273174714,0.49224412716697596,5,87,1
1.7504603513945045,1.170368763632286,1,88,1
3.2059956007802084,1.0084361638955666,2,88,1
0.34671070830249473,1.686397224163891,3,88,1
1.5667122523681423,0.5104361213140439,4,88,1
0.7395194038741328,0.4198720631894185,5,88,1
2.162127265828449,0.9544129350645991,1,89,1
1.9946744792283115,1.0933597043768697,2,89,1
0.2558968610603434,1.0968764245565268,3,89,1
1.097056348747159,0.44456175174211704,4,89,1
1.5929597522319936,0.3932703256714006,5,89,1
0.25565246923973506,0.9892403690521797,1,9,1
2.9336658340671873,1.0733894123523553,2,9,1
1.6178915997271535,1.2794921942512427,3,9,1
1.0573335761507425,0.4140979392892032,4,9,1
1.5063860483068297,0.421808487145769,5,9,1
-0.07581570673945803,1.08204515848422,1,90,1
2.5438600493447714,0.8317087984932456,2,90,1
1.120968154945385,1.093420855330543,3,90,1
1.7111064619133272,0.44871417037321654,4,90,1
1.4349763218534335,0.3833980060182494,5,90,1
1.161247465932279,1.1608534453410684,1,91,1
1.6339019778487054,0.6681834442318496,2,91,1
0.31075629028901686,0.8039129738411228,3,91,1
1.2118232259675463,0.4941889503617504,4,91,1
1.1060000712932023,0.46659755522494833,5,91,1
1.5898592857107499,0.9445850507893284,1,92,1
1.3421348392530632,0.831196687939656,2,92,1
0.17472523810717266,1.2617146945110733,3,92,1
1.2031385561046646,0.5378595041451996,4,92,1
1.2149890250891806,0.42031145529857855,5,92,1
1.3732305080463552,1.2659209730118042,1,93,1
2.9856463597275376,1.016086546915577,2,93,1
1.264550642206986,1.20211330335828,3,93,1
1.6036380204739,0.5128657940518598,4,93,1
0.8513497858992203,0.4496427014007383,5,93,1
-0.03531167546926928,0.7915798299467881,1,94,1
2.844488239911953,0.8161133263502298,2,94,1
0.737125998324804,0.9961119916247306,3,94,1
1.6163484758694535,0.48678529564621237,4,94,1
1.2217706530069972,0.39801800587040503,5,94,1
1.7986968196686837,1.073063077151079,1,95,1
2.991202171707769,0.8551836701227541,2,95,1
2.379184777928124,1.4887709819081858,3,95,1
1.7995450496788585,0.5222143124906364,4,95,1
1.110126449234305,0.4210850002091682,5,95,1
0.8349196111379718,0.9244932856479188,1,96,1
2.8529605422004485,0.8215271043953446,2,96,1
2.297028482503638,1.2310286103481625,3,96,1
1.6686523496704706,0.4562102930864367,4,96,1
1.189497065855495,0.42099756664449317,5,96,1
0.7343069312723332,1.5172050315865933,1,97,1
1.8368052373180261,0.7218653978332998,2,97,1
0.6712979965143777,1.2152668078408568,3,97,1
1.0939619397358182,0.43034907271989503,4,97,1
0.8256781855804682,0.3918635826238841,5,97,1
1.1388954479528302,0.8954256967432328,1,98,1
3.7395281261405953,0.778083395602655,2,98,1
1.899762831712695,1.4241311816765072,3,98,1
1.681005662794052,0.49493431822770895,4,98,1
0.48565816813747453,0.364895604608826,5,98,1
0.32396295579465884,1.0681422173993493,1,99,1
1.2533611851709816,0.6301963330117858,2,99,1
-0.8484034903926583,3.2024774629091612,3,99,1
1.7008744796847375,0.5321690909153675,4,99,1
1.2424947000259126,0.44966117008439854,5,99,1
3.498585443414309,1.428051247959108,1,101,2
2.1621153970448037,0.7196197718218117,2,101,2
1.4841768777536402,0.8581175376460847,3,101,2
1.7888114614946984,0.6073682189529506,4,101,2
1.2557942960156043,0.5030360416488814,5,101,2
0.8737694304888648,0.958191277385899,1,102,2
1.2720254754825593,0.8064823509870276,2,102,2
1.341187529530953,1.4348082668115762,3,102,2
1.8569474166281523,0.5679921637543213,4,102,2
2.271926776076372,0.4482669472957538,5,102,2
0.6849362148985261,1.1876865080398504,1,103,2
1.601591710554462,0.7218488478827597,2,103,2
0.7416315091253256,1.6723019333538915,3,103,2
1.7120071717772847,0.4842374391333678,4,103,2
1.8043020526348705,0.4855366709945736,5,103,2
1.1119097764923187,0.8638293431943411,1,104,2
3.22203786902131,1.0229396809641047,2,104,2
0.8384059031860236,0.9926898853483266,3,104,2
1.2198938974867723,0.4211698461381739,4,104,2
0.7021684827630983,0.40308366350229397,5,104,2
2.564089570646204,0.9637322997382585,1,105,2
4.748975088900309,0.6812833243322236,2,105,2
0.26582526377117377,0.8933398903054649,3,105,2
2.766357193906219,0.6141171573946882,4,105,2
2.2410231858632588,0.5012759055120433,5,105,2
1.7512380560101095,1.1498740122087328,1,106,2
3.1605544627650617,0.9158675033629842,2,106,2
2.3200419464877324,1.0107210437615919,3,106,2
1.4087219307946617,0.4597732047797596,4,106,2
1.4600365547307192,0.5451928005522462,5,106,2
1.1741503221203908,0.6956491699877113,1,107,2
3.24729501290395,1.0592216689124465,2,107,2
0.9118448885092824,1.6138583120814278,3,107,2
2.101607923282115,0.4716330331209995,4,107,2
2.201990740863379,0.5295077427008085,5,107,2
0.35556262781240777,1.170857381003154,1,108,2
2.546874283513847,0.7795695577886687,2,108,2
-0.11405169415768679,1.0507183256645878,3,108,2
2.1671708326188663,0.5345447573338034,4,108,2
1.4978476058791586,0.4362597653488875,5,108,2
2.333701987633372,1.6740521701474076,1,109,2
0.851785681238109,0.6753242357185701,2,109,2
0.16806486340551086,1.3630292203793024,3,109,2
1.6796574490602718,0.5397790017157927,4,109,2
1.4639112505127425,0.49386028539905336,5,109,2
2.1363431056652007,1.0523103988280695,1,110,2
3.247848585529286,0.9993220385419992,2,110,2
1.437823734098254,0.9621164439027043,3,110,2
0.7568701363866621,0.49372576520387795,4,110,2
1.5505144568042417,0.3921066410551755,5,110,2
1.1405958994200147,1.0819498862492196,1,111,2
2.3676206333576184,0.7366029492463645,2,111,2
-0.9138414915180513,1.4322196759984842,3,111,2
1.3697925862332632,0.44226573012710535,4,111,2
1.636406306447427,0.4819779430160094,5,111,2
0.6887028243364135,1.3698841123695453,1,112,2
1.7601585896263154,1.1270289087751264,2,112,2
0.8575138552737607,1.3647083458207543,3,112,2
1.608272359255793,0.5350462241394427,4,112,2
1.075018974509356,0.4218675639279267,5,112,2
-0.2397502225092003,0.7504141167045223,1,113,2
1.001372171079753,0.8348863438276534,2,113,2
0.8842962437403583,1.3429902376021146,3,113,2
1.6563839272493115,0.4565358002016381,4,113,2
1.3550636849297755,0.4702253499165843,5,113,2
0.27961786730883054,1.0851958192556757,1,114,2
2.3502691601222843,0.8876655710585976,2,114,2
2.5143715126017203,1.7253458710268668,3,114,2
1.1810062971440316,0.4630426408688653,4,114,2
1.4770509381625416,0.4464010425882302,5,114,2
0.799745025104392,0.8449072422284768,1,115,2
4.017247453800216,0.822281875797386,2,115,2
2.958619614482785,1.4752261225483256,3,115,2
1.5539400476298084,0.5537281675893045,4,115,2
0.9219128131856067,0.38084423505490184,5,115,2
1.7848562541344384,1.085370373621122,1,116,2
4.399322276536149,1.0891479271350752,2,116,2
1.01141908894409,1.2249037561080531,3,116,2
0.7405592914505812,0.5297964594313932,4,116,2
1.1196710823891545,0.4058212511064181,5,116,2
-0.044012958573961924,0.9836826906415953,1,117,2
2.412206426680794,0.7418413651603557,2,117,2
-0.1505981517757422,1.0516384685816582,3,117,2
2.15159869294264,0.5755225282345162,4,117,2
1.7032889234327118,0.42037936637864415,5,117,2
1.1192963085477436,1.06044102891884,1,118,2
2.6021497354459173,0.9115474881439097,2,118,2
0.6938075174844176,1.1521961258722002,3,118,2
0.8827059137710083,0.41888297275204206,4,118,2
