variable,est,sd,trial,case
Hg,0.8073335632530432,0.5460475622400185,180,2
Ni,0.6412485385065008,0.6596577789289569,180,2
Hg,0.7291026788965,0.48682302461278193,181,2
Ni,0.8632160017066548,0.7412450429763452,181,2
Hg,0.8802423713766379,0.541870462841082,182,2
Ni,0.8439998462462395,0.4914669837444516,182,2
Hg,0.11456484863280592,0.5538463886738795,183,2
Ni,0.872109361165327,0.6234697346556881,183,2
Hg,1.2503372856418604,0.526397184097919,184,2
Ni,0.34550887920448403,0.6449671276915326,184,2
Hg,0.8271680389815059,0.4550578061637654,185,2
Ni,-0.10001317857448733,0.46751977023029334,185,2
Hg,2.3064500221297504,0.8059010778382368,186,2
Ni,0.42203204192160104,1.2452252134651305,186,2
Hg,-0.11897162597792299,0.5493757352214648,187,2
Ni,0.08664480888885429,0.6357281942148608,187,2
Hg,0.7081548716363235,0.5305965855912245,188,2
Ni,0.3443919594009044,0.5177734199302633,188,2
Hg,0.4952966161291865,0.4709021379333531,189,2
Ni,0.5983738433187051,0.5307794618628606,189,2
Hg,0.6109631446183545,0.5538067993134754,190,2
Ni,0.8841218536228119,0.9864662416550889,190,2
Hg,0.16345506815852584,0.4981037158523605,191,2
Ni,0.33997141664857544,0.48422589366452473,191,2
Hg,0.678999736883692,0.5444137242404518,192,2
Ni,1.1762480886634972,0.7763834521970701,192,2
Hg,0.36841289663304266,0.5200875968857598,193,2
Ni,1.0692008146559147,0.6959056976029453,193,2
Hg,0.1053091994749078,0.45516767293170957,194,2
Ni,0.3270051058516463,0.4223769866298749,194,2
Hg,0.3175676453180749,0.5300242214129819,195,2
Ni,-0.14501912820814944,0.7203084822805049,195,2
Hg,0.21635290464289092,0.5800782410548218,196,2
Ni,0.4821565933287024,0.6039771558252577,196,2
Hg,0.34417409994260284,0.47928155221641433,197,2
Ni,0.3462662898331885,0.7039741823546982,197,2
Hg,-0.28653987495057676,0.5041172280694262,198,2
Ni,0.15816696007791586,0.5026754927723057,198,2
Hg,0.8531586543961405,0.47840418652473576,199,2
Ni,0.4323726672464332,0.5994680847162519,199,2
Hg,0.8259861016821199,0.4873486150618915,200,2
Ni,-0.06368748745961472,0.7108030960326397,200,2
Hg,0.7755728416318739,0.5364338892086452,201,3
Ni,-0.15539872370315777,0.8750754266458823,201,3
Hg,0.5390140535254568,0.5024891784165653,202,3
Ni,0.21452367013359375,0.6186223176056747,202,3
Hg,0.9028261473535837,0.5423432255396988,203,3
Ni,0.3611028492750954,0.6116913074850447,203,3
Hg,1.4803491462445888,0.508283032969286,204,3
Ni,-0.05525772450822064,0.6323582359527271,204,3
Hg,0.8135439136348834,0.6145987087740779,205,3
Ni,-0.0859282748862471,1.0127034969652768,205,3
Hg,1.0693920034551736,0.5759574328216212,206,3
Ni,1.075214060610426,0.6435310125114548,206,3
Hg,0.995295534732529,0.6008719995236362,207,3
Ni,1.2707226658805242,0.7497047744862918,207,3
Hg,1.2035363148881846,0.5856023986914497,208,3
Ni,0.9224175546661453,0.6519398141268878,208,3
Hg,2.1249669321638,0.5315829565011698,209,3
Ni,0.7111294442731904,0.6090040212864729,209,3
Hg,0.6345448988793336,0.5949098493445286,210,3
Ni,1.1182591663645924,0.7061512781968209,210,3
Hg,1.5969252520878774,0.6805894855189146,211,3
Ni,2.4073279985342175,0.7361205305661837,211,3
Hg,1.7430073020466779,0.8128183211758517,212,3
Ni,2.9031865284853273,1.0145707920592297,212,3
Hg,1.1137113011255084,0.5142812272243893,213,3
Ni,1.30392946243773,0.7166877519502176,213,3
Hg,1.0756295735929653,0.5189454101968998,214,3
Ni,0.735797195284535,0.5760470535578738,214,3
Hg,1.4435813514606544,0.535594382488489,215,3
Ni,1.3387005451616094,0.742214294410851,215,3
Hg,0.8226375517167694,0.586499099539289,216,3
Ni,1.3186543423549897,0.6756893101710117,216,3
Hg,1.6564771530622737,0.6240300611525239,217,3
Ni,2.567399134796349,0.827869653108231,217,3
Hg,0.9797526539777563,0.45979958767500867,218,3
Ni,0.7160914998545387,0.7039805299026441,218,3
Hg,1.2574621216082909,0.5894372782140349,219,3
Ni,0.439767516851016,0.6384940203781462,219,3
Hg,1.26393660837833,0.37386506920460083,220,3
Ni,0.45080815117966244,0.45056109356788077,220,3
Hg,1.1852860380082024,0.5634805564579556,221,3
Ni,0.5282453955210187,0.5802693206864564,221,3
Hg,0.06712832695854298,0.12905386039334107,222,3
Ni,0.08222217953319899,0.2191208265257129,222,3
Hg,1.5290827046134798,0.5258403096025316,223,3
Ni,0.7781342153758031,0.5587665279188477,223,3
Hg,1.2465562840504054,0.5110724748247891,224,3
Ni,1.1039279023401898,0.5998818140500726,224,3
Hg,0.987751641683551,0.5555696336260736,225,3
Ni,2.100674588535484,0.960347567043223,225,3
Hg,1.1220132894772936,0.44706430351936066,226,3
Ni,0.7763528860322744,0.5680642093924705,226,3
Hg,1.395968207928823,0.5891201613872664,227,3
Ni,0.6039517334477633,0.6800802349321764,227,3
Hg,0.6976197744925283,0.4882705234929614,228,3
Ni,1.3490918228194708,0.7182432160078316,228,3
Hg,1.116286450884961,0.5913459417859466,229,3
Ni,1.1555628983789141,0.57764053549747,229,3
Hg,1.6062289137707402,0.7874726463067496,230,3
Ni,0.5808646247059874,0.8433403352415499,230,3
Hg,1.9717291555453915,0.5110151533679661,231,3
Ni,0.8533594858764175,0.5948640099063737,231,3
Hg,0.7394015564129268,0.5578469950123484,232,3
Ni,-0.08586981785969883,0.7148922700930985,232,3
Hg,0.8334963671935478,0.44365014822568255,233,3
Ni,0.8826610389108751,0.5206862921247842,233,3
Hg,1.1227150745812726,0.517467527222172,234,3
Ni,1.468674091442443,0.5196673728145432,234,3
Hg,1.7306740088445776,0.511683746370152,235,3
Ni,0.3160557857139601,0.5345429568396638,235,3
Hg,1.3599212546665065,0.6113823148415026,236,3
Ni,1.8718817103900762,0.7331940627948864,236,3
Hg,0.9325094994179155,0.48239222804111487,237,3
Ni,1.384037370998862,0.5455334540632635,237,3
Hg,1.2883859194537832,0.6157547224882386,238,3
Ni,0.44905421642749843,0.6446015684836038,238,3
Hg,0.9607119603538625,0.5534804265724577,239,3
Ni,0.4704018772308607,0.691994862259613,239,3
Hg,2.0530644903425976,0.7381334637427458,240,3
Ni,2.9660978728994687,1.0944050460120578,240,3
Hg,0.5382707164622573,0.5554296362999452,241,3
Ni,0.7274773579147951,0.8295811540320353,241,3
Hg,1.8282395242922993,0.4719279518106021,242,3
Ni,-0.12526262575780933,0.6242617766463961,242,3
Hg,0.3722561806260902,0.550647492561812,243,3
Ni,0.15184685953593302,0.6984321720789067,243,3
Hg,1.8638951808044526,0.5178853907156593,244,3
Ni,0.8381461758616391,0.5759713558577433,244,3
Hg,1.7123121364997211,0.5497561500301505,245,3
Ni,2.0483632480562326,0.703650342064593,245,3
Hg,1.4013214648697851,0.5519894461062143,246,3
Ni,0.9222880851420974,0.7353741575467193,246,3
Hg,0.6969542757402545,0.5650429269771534,247,3
Ni,0.8004442122738453,0.5690802306743665,247,3
Hg,0.8528521533772606,0.46420192188872583,248,3
Ni,0.950509329504249,0.5076682501200774,248,3
Hg,1.028921545158,0.6319726156408647,249,3
Ni,1.4366517541768644,0.6894575449350067,249,3
Hg,1.9165255787990345,0.48644172358384624,250,3
Ni,0.47158553618670407,0.5506483328500941,250,3
Hg,1.5055601141435822,0.5426204531978472,251,3
Ni,1.6435116382358332,0.588289497748839,251,3
Hg,1.0825158223909144,0.5338779789706988,252,3
Ni,1.34793957680127,0.8407830680357369,252,3
Hg,0.631245090708938,0.5363859319576723,253,3
Ni,1.7229364519438661,0.5336971626425634,253,3
Hg,1.8785759292043043,0.6216162190442491,254,3
Ni,2.5870104234388434,0.838853544215952,254,3
Hg,2.472188579733121,0.5914562533234662,255,3
Ni,1.6507842342193086,0.6532830827249052,255,3
Hg,1.0716524825178415,0.4967230887843301,256,3
Ni,0.833999955962069,0.6106071862492678,256,3
Hg,0.930717202042719,0.527772515350218,257,3
Ni,1.7669400786136742,0.6684317574089359,257,3
Hg,1.0779605131797165,0.49896513832191286,258,3
Ni,0.6080571673012258,0.5516743464722172,258,3
Hg,1.0053781556751593,0.5388695027140332,259,3
Ni,-0.19934608271286525,0.801327693545103,259,3
Hg,0.6619229791553325,0.5156319956014179,260,3
Ni,0.9226847162433325,0.5241715214986676,260,3
Hg,1.05230957491049,0.6544351935542646,261,3
Ni,0.6614956437251074,0.6814558903704974,261,3
Hg,0.9520586790936871,0.5924026124832362,262,3
Ni,2.0670346361628873,0.7940729757103916,262,3
Hg,1.472165227610907,0.5628557179521292,263,3
Ni,2.6597680832738404,0.7473210176617578,263,3
Hg,1.8399847188640988,0.5153736999580538,264,3
Ni,1.7380516833894353,0.6274012655646415,264,3
Hg,1.6554508282116331,0.4749849302219348,265,3
Ni,1.1922537512275841,0.6093743535417375,265,3
Hg,1.7405082293076566,0.5337471125829508,266,3
Ni,0.6758155162024835,0.7857252365816392,266,3
Hg,0.716126304212878,0.49079503407971586,267,3
Ni,1.057534712920444,0.5611388907219306,267,3
Hg,1.7406108158107063,0.5154066030782811,268,3
Ni,0.6990253750857613,0.6908654774136348,268,3
Hg,1.4529317245772946,0.5010161806919303,269,3
Ni,1.137150522790316,0.5978372883906546,269,3
Hg,0.8741498383229809,0.580540986496649,270,3
Ni,0.7331451878824788,0.5969952859212638,270,3
Hg,0.7632514760254825,0.5011421299607665,271,3
Ni,0.2030202628669162,0.5420766681488899,271,3
Hg,1.5995811318993587,0.4810295028847046,272,3
Ni,0.21078103918950664,0.6661453300788066,272,3
Hg,1.7433823488778564,0.637847368684767,273,3
Ni,0.823385673983053,0.6274108095688099,273,3
Hg,2.0253046610575653,0.7784359814251107,274,3
Ni,2.6941258454382204,0.7910025976341696,274,3
Hg,0.8026745944747771,0.40703352187711844,275,3
Ni,0.34764621046305555,0.4109433078252791,275,3
Hg,1.3524643189124532,0.5479679765444704,276,3
Ni,0.599882320223549,0.7464460625044799,276,3
Hg,0.6317630921519117,0.690141721080129,277,3
Ni,1.2804288782231414,0.6879117352662688,277,3
Hg,0.5779331156422689,0.5662730865735235,278,3
Ni,1.035045912825197,0.6998355335575083,278,3
Hg,0.6293064660279306,0.5034290913720829,279,3
Ni,0.1601925090922789,0.746676288442414,279,3
Hg,-0.06032012841670742,0.5586658358729117,280,3
Ni,0.7537456180074669,0.6358630011617803,280,3
Hg,0.8804358195581692,0.5646329534769182,281,3
Ni,0.33488557595632873,0.6724106705520315,281,3
Hg,1.0803234181373051,0.512045110002597,282,3
Ni,0.9237660327835631,0.6256261994096761,282,3
Hg,0.9645027750757169,0.547108572403153,283,3
Ni,0.2879696613865228,0.6994437273969576,283,3
Hg,1.003569181311136,0.4262950782092007,284,3
Ni,0.9960583303963699,0.5260443985928416,284,3
Hg,1.58268396291043,0.6819416299493724,285,3
Ni,1.4367657472932898,0.710502044273952,285,3
Hg,2.169805904086268,0.5821797843659597,286,3
Ni,1.1603424436740388,0.8146886016559184,286,3
Hg,1.4997322340615495,0.5406278453140867,287,3
Ni,1.2574559546078747,0.722838040491295,287,3
Hg,1.2315047913859463,0.5710142799825185,288,3
Ni,0.9669417864179479,0.9665033414858151,288,3
Hg,1.447141846718213,0.4921127763106774,289,3
Ni,0.34890406946929,0.5877474002611721,289,3
Hg,0.8163278914230623,0.507720494522539,290,3
Ni,1.3226732209533347,0.5681425302426939,290,3
Hg,1.744637145958699,0.5588568497046695,291,3
Ni,1.5918460883418377,0.5998693959074496,291,3
Hg,1.1742789207777342,0.5327219180648771,292,3
Ni,1.1730360885559157,0.6662517578471299,292,3
Hg,0.3415763025109353,0.48152922305620244,293,3
Ni,0.7770429696899361,0.5462283119588167,293,3
Hg,1.836599534814051,0.5659485251568933,294,3
Ni,0.6418309016389738,0.6792888794908845,294,3
Hg,1.354325436080841,0.5754153663028468,295,3
Ni,1.2009226571255507,0.7321289374936539,295,3
Hg,1.6712686422113405,0.5748102027213575,296,3
Ni,1.525307096455526,0.8746064831943149,296,3
Hg,1.7706847028402626,0.5100854531758985,297,3
Ni,1.3374167078260486,0.6095708122442799,297,3
Hg,1.2448991995865608,0.536044081093992,298,3
Ni,0.4447328489662379,0.5269612326422614,298,3
Hg,1.357623038123874,0.5039372995263728,299,3
Ni,1.3581737989412015,0.6141456559393063,299,3
Hg,1.4787250366282958,0.7271576283767233,300,3
Ni,1.0925111764712954,0.8616223520242682,300,3
Hg,-0.9036892027815995,0.48174364183461493,301,4
Ni,-0.33899851336172304,0.4926998137616079,301,4
Hg,-0.6912197330051915,0.4872326938637208,302,4
Ni,-0.6511789582746297,0.5664680635414665,302,4
Hg,-0.3090709615780902,0.5524745488443331,303,4
Ni,-0.4943954876543355,0.5746960051817053,303,4
Hg,-0.2529980907100722,0.4470506458667532,304,4
Ni,0.35471100806970757,0.5252997922353845,304,4
Hg,-1.1483685926585583,0.5825802667589361,305,4
Ni,-0.28487955948687116,0.8387408948414387,305,4
Hg,0.4597439020182681,0.41846248007451803,306,4
Ni,0.8243479730188668,0.4803766348587819,306,4
Hg,-1.3855372343567813,0.5012181609587409,307,4
Ni,-1.884563058261353,0.7615624414378273,307,4
Hg,-0.7258479255793002,0.4694107263192979,308,4
Ni,-1.049234746736289,0.5285682592780434,308,4
Hg,-0.437467069276825,0.50151556996362745,309,4
Ni,-0.28338577745436044,0.6182186442774921,309,4
Hg,0.6037055800340352,0.4505970592225596,310,4
Ni,-0.35396353335883024,0.5313792038568748,310,4
Hg,-0.6474123749498766,0.4437159732350727,311,4
Ni,-0.7726244728589879,0.47321912610123434,311,4
Hg,-0.6824486332203432,0.424504859445961,312,4
Ni,-0.3874220797832648,0.4523905823682788,312,4
Hg,-0.5410926349721237,0.4598723620820592,313,4
Ni,-0.3314517735644813,0.4808310015996945,313,4
Hg,-0.05254103700298085,0.44249563796182434,314,4
Ni,-0.17288594170894012,0.43969603886823727,314,4
Hg,-0.49144025160006954,0.7324656436126883,315,4
Ni,-1.131032770224988,0.8366146021941517,315,4
Hg,-0.36937313633627733,0.5286330149957832,316,4
Ni,-0.35671486307367983,0.6548293310709922,316,4
Hg,-0.13242878451951157,0.6500091580867597,317,4
Ni,-0.0685169500984868,0.8991707869939878,317,4
Hg,0.5959918604262713,0.46218652816751904,318,4
Ni,-0.14875480552170295,0.5007880624543172,318,4
Hg,-0.2562666449147275,0.551156657300953,319,4
Ni,0.6559194424381167,0.7784730057997704,319,4
Hg,-1.3581653810208394,0.5366714077195398,320,4
Ni,0.40924148547288564,0.5710729155980974,320,4
Hg,-0.17759555358801737,0.5285083823014959,321,4
Ni,-0.49628059756128007,0.6319681494593393,321,4
Hg,0.19249989466370554,0.42485376166771405,322,4
Ni,0.2333825149813622,0.44194816079287136,322,4
Hg,-0.0180808216568773,0.1886428951635694,323,4
Ni,0.005419353983196373,0.09634672148415045,323,4
Hg,-0.7633058879084063,0.47531797219233185,324,4
Ni,-0.32223765616294475,0.5096489024910511,324,4
Hg,-0.23823448848855122,0.46605464695267745,325,4
Ni,-0.5202721019075573,0.5082768303210817,325,4
Hg,-0.002668544993591482,0.5783876802546558,326,4
Ni,-0.6768795491917992,0.5537408844211471,326,4
Hg,-0.37038730584829604,0.4967960596174857,327,4
Ni,-0.07184254082140473,0.6091255797027938,327,4
Hg,-0.503470018461865,0.5207900392843733,328,4
Ni,-0.2173241114359703,0.8076691409188521,328,4
Hg,-0.7612168230966256,0.5526667532483159,329,4
Ni,-1.193762030497794,0.5968841771666801,329,4
Hg,0.37449223863257686,0.4972710795135844,330,4
Ni,-0.5878807611916042,0.6113242473825653,330,4
Hg,-0.1640566438392188,0.5151535845054176,331,4
Ni,0.006427363517878426,0.6404212555977117,331,4
Hg,-0.29417612521999636,0.5691254829901032,332,4
Ni,0.0852228373702193,0.8543763977174154,332,4
Hg,-1.0739684289266354,0.5386460192501177,333,4
Ni,0.3354038246871811,0.5967554047953969,333,4
Hg,0.7221184863877612,0.5312343187406394,334,4
Ni,-1.4122227724547454,0.676297861945577,334,4
Hg,-1.0014248731815298,0.5313958418572717,335,4
Ni,-0.38819632769131296,0.5666564708651717,335,4
Hg,-0.33861622991656937,0.6251851348992835,336,4
Ni,-0.2353714097412487,0.7115239783563118,336,4
Hg,-0.5412616225664264,0.4654415299387779,337,4
Ni,-0.1208595893658817,0.4677220470718406,337,4
Hg,-0.8417883083489439,0.6314508613684987,338,4
Ni,-0.9341008196958178,0.6396893470919576,338,4
Hg,-0.10184568722848919,0.47783866786324775,339,4
Ni,0.22058935559649662,0.5930520494097788,339,4
Hg,-0.9864327824341395,0.5394090244737915,340,4
Ni,0.06324424077213564,0.7748687906749011,340,4
Hg,0.061953021074576675,0.4389139982707018,341,4
Ni,-0.2405098697992516,0.48508971497470116,341,4
Hg,-0.0895748356758439,0.5598740414289096,342,4
Ni,-0.2448996044403957,0.592738240528441,342,4
Hg,-0.8163494462858556,0.46058469122357004,343,4
Ni,-0.6980341795661129,0.48426065152262576,343,4
Hg,0.049886641985098734,0.49423793174235664,344,4
Ni,-0.8186562016033898,0.6753573072108029,344,4
Hg,-0.056922915906037375,0.5240604739685373,345,4
Ni,0.03730235168375717,0.4859927111734083,345,4
Hg,-0.6225736623751299,0.48555733396141937,346,4
Ni,0.14748061879662888,0.4947940870939196,346,4
Hg,-0.18789528913207576,0.5255964342634419,347,4
Ni,-0.18764080203722067,0.6235406934746774,347,4
Hg,-0.33353638560865484,0.5806742407762687,348,4
Ni,0.6387335521647186,0.7768564734733191,348,4
Hg,-0.19512310426609059,0.4517670692168959,349,4
Ni,0.11262143227478205,0.5171196593942047,349,4
Hg,-0.20285494916906366,0.5089508283194305,350,4
Ni,-0.05855098703701067,0.5789207368119368,350,4
Hg,-0.06005164978416744,0.5004059111449715,351,4
Ni,-0.8396496002774292,0.5251928782535626,351,4
Hg,-0.43175165318111386,0.5724083209793915,352,4
Ni,-0.805416696249476,0.8006298791737758,352,4
Hg,-0.1836330917950293,0.5219456165109716,353,4
Ni,-0.1683557245207168,0.4967619399109176,353,4
Hg,-0.6507087536432783,0.7810915048322087,354,4
Ni,-0.3467172791435802,0.988924536899296,354,4
Hg,-0.5627988591729736,0.5343059297349618,355,4
Ni,-0.9525031728683162,0.773900103492336,355,4
Hg,-1.084358832024198,0.43044683662639016,356,4
Ni,-0.4411958250616639,0.45215773641443696,356,4
Hg,-0.6975378931145642,0.4759427084558557,357,4
Ni,-0.6222212911832603,0.4845860515035799,357,4
Hg,-0.3522908784417367,0.5517669960478945,358,4
Ni,-0.18121114073516953,0.6720172917913255,358,4
Hg,0.30681700642436827,0.4704353139538695,359,4
Ni,0.6299235803726102,0.4821584818908108,359,4
Hg,0.040434960640952866,0.47337122927869046,360,4
Ni,-0.5372178046437623,0.5449737632576689,360,4
Hg,-0.6875606674156431,0.4664593429594153,361,4
Ni,-0.5507562695834363,0.48030695923749267,361,4
Hg,-0.5692610976439094,0.5529073992051898,362,4
Ni,-0.6888413794676942,0.7739028293984571,362,4
Hg,-0.47566256285928254,0.38363860635342556,363,4
Ni,-0.278234994651295,0.4462257089557671,363,4
Hg,-0.2675820894117278,0.46078356157477995,364,4
Ni,-0.9267327171109132,0.6666887529834525,364,4
Hg,-0.004312021858010162,0.48426244866691065,365,4
Ni,-0.6710351437921007,0.5174382741450879,365,4
Hg,-1.10734576015719,0.5554051484723793,366,4
Ni,-0.8651620242795541,0.55201169728007,366,4
Hg,-0.08352021630530704,0.5557701538634888,367,4
Ni,-0.9030620788217467,0.6483223971908475,367,4
Hg,-0.9795471766102137,0.5352087303453714,368,4
