variable,PIP,trial,case
Mo,0.19408,421,5
Sb,1,421,5
Sn,0.69796,421,5
As,0.02048,422,5
Cd,0.05076,422,5
Co,0.01684,422,5
Hg,1,422,5
Ni,1,422,5
Tl,0.0068,422,5
Pb,0.053,422,5
Mo,0.01556,422,5
Sb,1,422,5
Sn,0.62256,422,5
As,0.09636,423,5
Cd,0.03872,423,5
Co,0.49304,423,5
Hg,1,423,5
Ni,1,423,5
Tl,0.39248,423,5
Pb,0.19932,423,5
Mo,0.06696,423,5
Sb,1,423,5
Sn,0.9296,423,5
As,0.12088,424,5
Cd,0.02876,424,5
Co,0.0706,424,5
Hg,1,424,5
Ni,1,424,5
Tl,0.05428,424,5
Pb,0.09276,424,5
Mo,0.01612,424,5
Sb,1,424,5
Sn,0.06272,424,5
As,0.00812,425,5
Cd,0.01732,425,5
Co,0.59716,425,5
Hg,1,425,5
Ni,1,425,5
Tl,0.03692,425,5
Pb,0.12596,425,5
Mo,0.07612,425,5
Sb,1,425,5
Sn,0.09096,425,5
As,0.0026,426,5
Cd,0.01112,426,5
Co,0.0066,426,5
Hg,1,426,5
Ni,1,426,5
Tl,0.00124,426,5
Pb,0.00712,426,5
Mo,0.00448,426,5
Sb,1,426,5
Sn,0.02448,426,5
As,0.03992,427,5
Cd,0.06576,427,5
Co,0.13176,427,5
Hg,1,427,5
Ni,1,427,5
Tl,0.73944,427,5
Pb,0.25984,427,5
Mo,0.28612,427,5
Sb,1,427,5
Sn,1,427,5
As,0.01512,428,5
Cd,0.0078,428,5
Co,0.04824,428,5
Hg,1,428,5
Ni,1,428,5
Tl,0.065,428,5
Pb,0.05324,428,5
Mo,0.02516,428,5
Sb,1,428,5
Sn,0.94552,428,5
As,0.0276,429,5
Cd,0.13872,429,5
Co,0.05008,429,5
Hg,1,429,5
Ni,1,429,5
Tl,0.11672,429,5
Pb,0.02256,429,5
Mo,0.01968,429,5
Sb,1,429,5
Sn,0.41352,429,5
As,0.10996,430,5
Cd,0.11976,430,5
Co,0.13088,430,5
Hg,1,430,5
Ni,1,430,5
Tl,0.05832,430,5
Pb,0.06288,430,5
Mo,0.08932,430,5
Sb,1,430,5
Sn,0.98108,430,5
As,0.00316,431,5
Cd,0.03556,431,5
Co,0.03096,431,5
Hg,1,431,5
Ni,1,431,5
Tl,0.04848,431,5
Pb,0.02144,431,5
Mo,0.0208,431,5
Sb,1,431,5
Sn,0.21732,431,5
As,0.016,432,5
Cd,0.01724,432,5
Co,0.23588,432,5
Hg,1,432,5
Ni,1,432,5
Tl,0.03224,432,5
Pb,0.02288,432,5
Mo,0.15968,432,5
Sb,1,432,5
Sn,0.99772,432,5
As,0.03844,433,5
Cd,0.08512,433,5
Co,0.06324,433,5
Hg,1,433,5
Ni,0.98084,433,5
Tl,0.07484,433,5
Pb,0.05672,433,5
Mo,0.06424,433,5
Sb,1,433,5
Sn,0.99984,433,5
As,0.06,434,5
Cd,0.04316,434,5
Co,0.08388,434,5
Hg,1,434,5
Ni,1,434,5
Tl,0.11152,434,5
Pb,0.20404,434,5
Mo,0.0562,434,5
Sb,1,434,5
Sn,0.99796,434,5
As,0.26476,435,5
Cd,0.22464,435,5
Co,0.39452,435,5
Hg,1,435,5
Ni,1,435,5
Tl,0.18164,435,5
Pb,0.68924,435,5
Mo,0.29576,435,5
Sb,1,435,5
Sn,0.05832,435,5
As,0.43632,436,5
Cd,0.12772,436,5
Co,0.12144,436,5
Hg,1,436,5
Ni,1,436,5
Tl,0.33176,436,5
Pb,0.06404,436,5
Mo,0.123,436,5
Sb,1,436,5
Sn,0.44124,436,5
As,0.13584,437,5
Cd,0.00564,437,5
Co,0.14696,437,5
Hg,1,437,5
Ni,1,437,5
Tl,0.05008,437,5
Pb,0.14568,437,5
Mo,0.05356,437,5
Sb,1,437,5
Sn,0.20348,437,5
As,0.01044,438,5
Cd,0.15492,438,5
Co,0.11844,438,5
Hg,1,438,5
Ni,1,438,5
Tl,0.05272,438,5
Pb,0.01596,438,5
Mo,0.01888,438,5
Sb,1,438,5
Sn,0.57696,438,5
As,0.0102,439,5
Cd,0.06744,439,5
Co,0.0194,439,5
Hg,1,439,5
Ni,1,439,5
Tl,0.01796,439,5
Pb,0.0264,439,5
Mo,0.00948,439,5
Sb,1,439,5
Sn,0.9988,439,5
As,0.02,440,5
Cd,0.09352,440,5
Co,0.04532,440,5
Hg,1,440,5
Ni,1,440,5
Tl,0.23336,440,5
Pb,0.05044,440,5
Mo,0.02316,440,5
Sb,1,440,5
Sn,0.7906,440,5
As,0.11936,441,5
Cd,0.12572,441,5
Co,0.32892,441,5
Hg,1,441,5
Ni,1,441,5
Tl,0.02512,441,5
Pb,0.0322,441,5
Mo,0.0422,441,5
Sb,1,441,5
Sn,0.87176,441,5
As,0.29972,442,5
Cd,0.04128,442,5
Co,0.24368,442,5
Hg,1,442,5
Ni,1,442,5
Tl,0.07264,442,5
Pb,0.09216,442,5
Mo,0.06564,442,5
Sb,1,442,5
Sn,0.95488,442,5
As,0.03368,443,5
Cd,0.02056,443,5
Co,0.0252,443,5
Hg,1,443,5
Ni,1,443,5
Tl,0.0976,443,5
Pb,0.09764,443,5
Mo,0.01888,443,5
Sb,1,443,5
Sn,0.94304,443,5
As,0.32024,444,5
Cd,0.20436000000000001,444,5
Co,0.2014,444,5
Hg,1,444,5
Ni,1,444,5
Tl,0.17432,444,5
Pb,0.58884,444,5
Mo,0.59136,444,5
Sb,1,444,5
Sn,0.86588,444,5
As,0.02944,445,5
Cd,0.01028,445,5
Co,0.0302,445,5
Hg,1,445,5
Ni,1,445,5
Tl,0.0172,445,5
Pb,0.029,445,5
Mo,0.0132,445,5
Sb,1,445,5
Sn,0.98732,445,5
As,0.0338,446,5
Cd,0.02028,446,5
Co,0.04728,446,5
Hg,1,446,5
Ni,1,446,5
Tl,0.06924,446,5
Pb,0.02184,446,5
Mo,0.02244,446,5
Sb,1,446,5
Sn,0.07916,446,5
As,0.008,447,5
Cd,0.02328,447,5
Co,0.06176,447,5
Hg,1,447,5
Ni,1,447,5
Tl,0.05272,447,5
Pb,0.0116,447,5
Mo,0.00992,447,5
Sb,1,447,5
Sn,1,447,5
As,0.01964,448,5
Cd,0.02312,448,5
Co,0.043,448,5
Hg,1,448,5
Ni,1,448,5
Tl,0.03568,448,5
Pb,0.3002,448,5
Mo,0.03168,448,5
Sb,1,448,5
Sn,0.16344,448,5
As,0.06532,449,5
Cd,0.03156,449,5
Co,0.07932,449,5
Hg,1,449,5
Ni,1,449,5
Tl,0.06408,449,5
Pb,0.1034,449,5
Mo,0.2616,449,5
Sb,1,449,5
Sn,0.44876,449,5
As,0.0438,450,5
Cd,0.014880000000000001,450,5
Co,0.01956,450,5
Hg,1,450,5
Ni,1,450,5
Tl,0.04372,450,5
Pb,0.08016,450,5
Mo,0.04604,450,5
Sb,1,450,5
Sn,0.9652,450,5
As,0.00632,451,5
Cd,0.0116,451,5
Co,0.20712,451,5
Hg,1,451,5
Ni,1,451,5
Tl,0.12668,451,5
Pb,0.15072,451,5
Mo,0.24908,451,5
Sb,1,451,5
Sn,0.0816,451,5
As,0.06804,452,5
Cd,0.36732,452,5
Co,0.07392,452,5
Hg,1,452,5
Ni,1,452,5
Tl,0.15916,452,5
Pb,0.1844,452,5
Mo,0.21944,452,5
Sb,1,452,5
Sn,0.97492,452,5
As,0.00468,453,5
Cd,0.00548,453,5
Co,0.04484,453,5
Hg,1,453,5
Ni,1,453,5
Tl,0.09432,453,5
Pb,0.02124,453,5
Mo,0.00536,453,5
Sb,1,453,5
Sn,0.31008,453,5
As,0.07764,454,5
Cd,0.04124,454,5
Co,0.04148,454,5
Hg,1,454,5
Ni,1,454,5
Tl,0.65324,454,5
Pb,0.06228,454,5
Mo,0.11924,454,5
Sb,1,454,5
Sn,0.18596,454,5
As,0.01676,455,5
Cd,0.04292,455,5
Co,0.00852,455,5
Hg,1,455,5
Ni,1,455,5
Tl,0.00856,455,5
Pb,0.01116,455,5
Mo,0.01492,455,5
Sb,1,455,5
Sn,0.11288,455,5
As,0.01312,456,5
Cd,0.01252,456,5
Co,0.12444,456,5
Hg,1,456,5
Ni,1,456,5
Tl,0.01544,456,5
Pb,0.0154,456,5
Mo,0.20832,456,5
Sb,1,456,5
Sn,0.10084,456,5
As,0.04144,457,5
Cd,0.22892,457,5
Co,0.10376,457,5
Hg,1,457,5
Ni,1,457,5
Tl,0.22084,457,5
Pb,0.21332,457,5
Mo,0.5184,457,5
Sb,1,457,5
Sn,1,457,5
As,0.04916,458,5
Cd,0.02252,458,5
Co,0.1468,458,5
Hg,1,458,5
Ni,0.99868,458,5
Tl,0.08168,458,5
Pb,0.08808,458,5
Mo,0.02616,458,5
Sb,1,458,5
Sn,0.28256,458,5
As,0.12108,459,5
Cd,0.76412,459,5
Co,0.23564,459,5
Hg,1,459,5
Ni,1,459,5
Tl,0.04248,459,5
Pb,0.03796,459,5
Mo,0.02508,459,5
Sb,1,459,5
Sn,0.11156,459,5
As,0.01652,460,5
Cd,0.02956,460,5
Co,0.12652,460,5
Hg,1,460,5
Ni,1,460,5
Tl,0.10364,460,5
Pb,0.08224,460,5
Mo,0.0794,460,5
Sb,1,460,5
Sn,0.22336,460,5
As,0.05484,461,5
Cd,0.01032,461,5
Co,0.04172,461,5
Hg,1,461,5
Ni,1,461,5
Tl,0.02544,461,5
Pb,0.04384,461,5
Mo,0.01112,461,5
Sb,1,461,5
Sn,0.17024,461,5
As,0.08372,462,5
Cd,0.0772,462,5
Co,0.32376,462,5
Hg,1,462,5
Ni,1,462,5
Tl,0.02904,462,5
Pb,0.69308,462,5
Mo,0.05632,462,5
Sb,1,462,5
Sn,0.3332,462,5
As,8e-4,463,5
Cd,0,463,5
Co,0.02028,463,5
Hg,1,463,5
Ni,1,463,5
Tl,0.04548,463,5
Pb,7.6e-4,463,5
Mo,0.00168,463,5
Sb,1,463,5
Sn,0.04628,463,5
As,0.06116,464,5
Cd,0.08496,464,5
Co,0.23092,464,5
Hg,1,464,5
Ni,1,464,5
Tl,0.04132,464,5
Pb,0.08516,464,5
Mo,0.07204,464,5
Sb,1,464,5
Sn,0.93276,464,5
As,0.02548,465,5
Cd,0.08096,465,5
Co,0.58724,465,5
Hg,1,465,5
Ni,0.98304,465,5
Tl,0.07908,465,5
Pb,0.2052,465,5
Mo,0.10032,465,5
Sb,1,465,5
Sn,0.95644,465,5
As,0.03032,466,5
Cd,0.0238,466,5
Co,0.0524,466,5
Hg,1,466,5
Ni,1,466,5
Tl,0.16004,466,5
Pb,0.1462,466,5
Mo,0.0696,466,5
Sb,1,466,5
Sn,0.76844,466,5
As,0.0436,467,5
Cd,0.02256,467,5
Co,0.15212,467,5
Hg,1,467,5
Ni,1,467,5
Tl,0.83892,467,5
Pb,0.3624,467,5
Mo,0.1064,467,5
Sb,1,467,5
Sn,0.67656,467,5
As,0.24224,468,5
Cd,0.07672,468,5
Co,0.17964,468,5
Hg,1,468,5
Ni,1,468,5
Tl,0.08432,468,5
Pb,0.05028,468,5
Mo,0.13568,468,5
Sb,1,468,5
Sn,0.72132,468,5
As,0.14408,469,5
Cd,0.10628,469,5
Co,0.17084,469,5
Hg,1,469,5
Ni,1,469,5
Tl,0.35272,469,5
Pb,0.05892,469,5
Mo,0.06732,469,5
Sb,1,469,5
Sn,0.95536,469,5
As,0.05344,470,5
Cd,0.019,470,5
Co,0.14148,470,5
Hg,1,470,5
Ni,1,470,5
Tl,0.0594,470,5
Pb,0.13792,470,5
Mo,0.0226,470,5
Sb,1,470,5
Sn,1,470,5
As,0.00116,471,5
Cd,0.01164,471,5
Co,0.00896,471,5
Hg,1,471,5
Ni,1,471,5
Tl,0.04968,471,5
Pb,0.03628,471,5
Mo,0.01708,471,5
Sb,1,471,5
Sn,0.905,471,5
As,0.01284,472,5
Cd,0.01504,472,5
Co,0.03288,472,5
Hg,1,472,5
Ni,1,472,5
Tl,0.09012,472,5
Pb,0.05684,472,5
Mo,0.0252,472,5
Sb,1,472,5
Sn,0.10156,472,5
As,0.01768,473,5
Cd,0.02496,473,5
Co,0.05596,473,5
Hg,1,473,5
Ni,1,473,5
Tl,0.10004,473,5
Pb,0.06812,473,5
Mo,0.03784,473,5
Sb,1,473,5
Sn,0.99676,473,5
As,0.01116,474,5
Cd,0.0174,474,5
Co,0.02416,474,5
Hg,1,474,5
Ni,1,474,5
Tl,0.0044,474,5
Pb,0.00716,474,5
Mo,0.02704,474,5
Sb,1,474,5
Sn,0.0776,474,5
As,0.00276,475,5
Cd,0.01636,475,5
Co,0.0142,475,5
Hg,1,475,5
Ni,1,475,5
Tl,0.01624,475,5
Pb,0.1182,475,5
Mo,0.0186,475,5
Sb,1,475,5
Sn,0.9888,475,5
As,0.00236,476,5
Cd,0.02212,476,5
Co,0.03856,476,5
Hg,1,476,5
Ni,1,476,5
Tl,0.05312,476,5
Pb,0.02828,476,5
Mo,0.03908,476,5
Sb,1,476,5
Sn,0.16836,476,5
As,0.0206,477,5
Cd,0.00468,477,5
Co,0.02112,477,5
Hg,1,477,5
Ni,1,477,5
Tl,0.02908,477,5
Pb,0.01008,477,5
Mo,0.0398,477,5
Sb,1,477,5
Sn,0.20148,477,5
As,0.0228,478,5
Cd,0.08368,478,5
Co,0.28584,478,5
Hg,1,478,5
Ni,1,478,5
Tl,0.03104,478,5
Pb,0.02172,478,5
Mo,0.23544,478,5
Sb,1,478,5
Sn,1,478,5
As,0.0314,479,5
Cd,0.02084,479,5
Co,0.03408,479,5
Hg,1,479,5
Ni,1,479,5
Tl,0.09368,479,5
Pb,0.1476,479,5
Mo,0.01812,479,5
Sb,1,479,5
Sn,1,479,5
As,0.03984,480,5
Cd,0.15404,480,5
Co,0.10104,480,5
Hg,1,480,5
Ni,1,480,5
Tl,0.0468,480,5
Pb,0.08932,480,5
Mo,0.03128,480,5
Sb,1,480,5
Sn,0.48676,480,5
As,0.09396,481,5
Cd,0.00576,481,5
Co,0.0258,481,5
Hg,1,481,5
Ni,1,481,5
Tl,0.01172,481,5
Pb,0.04056,481,5
Mo,0.03072,481,5
Sb,1,481,5
Sn,0.28608,481,5
As,0.02876,482,5
Cd,0.07224,482,5
Co,0.29816,482,5
Hg,1,482,5
Ni,1,482,5
Tl,0.02356,482,5
Pb,0.06504,482,5
Mo,0.05032,482,5
Sb,1,482,5
Sn,0.63112,482,5
As,0.20644,483,5
Cd,0.15572,483,5
Co,0.51924,483,5
Hg,1,483,5
Ni,0.99548,483,5
Tl,0.08032,483,5
Pb,0.1652,483,5
Mo,0.13252,483,5
Sb,1,483,5
Sn,0.86172,483,5
As,0.01236,484,5
Cd,0.039,484,5
Co,0.02028,484,5
Hg,1,484,5
Ni,1,484,5
Tl,0.00848,484,5
Pb,0.01068,484,5
Mo,0.0124,484,5
Sb,1,484,5
Sn,0.03024,484,5
As,0.10824,485,5
Cd,0.04656,485,5
Co,0.09412,485,5
Hg,1,485,5
Ni,1,485,5
Tl,0.03892,485,5
Pb,0.02,485,5
Mo,0.73192,485,5
Sb,1,485,5
Sn,0.83536,485,5
As,0.05536,486,5
Cd,0.06524,486,5
Co,0.02092,486,5
Hg,1,486,5
Ni,1,486,5
Tl,0.17572,486,5
Pb,0.07212,486,5
Mo,0.03092,486,5
Sb,1,486,5
Sn,0.5282,486,5
As,0.3248,487,5
Cd,0.24328,487,5
Co,0.08156,487,5
Hg,1,487,5
Ni,1,487,5
Tl,0.0308,487,5
Pb,0.62448,487,5
Mo,0.09396,487,5
Sb,1,487,5
Sn,0.78064,487,5
As,0.0328,488,5
Cd,0.01248,488,5
Co,0.0302,488,5
Hg,1,488,5
Ni,1,488,5
Tl,0.00456,488,5
Pb,0.06436,488,5
Mo,0.03432,488,5
Sb,1,488,5
Sn,0.99804,488,5
As,0.1742,489,5
Cd,0.00588,489,5
Co,0.0606,489,5
Hg,1,489,5
Ni,1,489,5
Tl,0.0184,489,5
Pb,0.03412,489,5
Mo,0.01188,489,5
Sb,1,489,5
Sn,0.14068,489,5
As,0.01912,490,5
Cd,0.02136,490,5
Co,0.61292,490,5
Hg,1,490,5
Ni,1,490,5
Tl,0.10848,490,5
Pb,0.77356,490,5
Mo,0.06292,490,5
Sb,1,490,5
Sn,0.84788,490,5
As,0.05904,491,5
Cd,0.8232,491,5
Co,0.19012,491,5
Hg,1,491,5
Ni,1,491,5
Tl,0.20172,491,5
Pb,0.27596,491,5
Mo,0.13744,491,5
Sb,1,491,5
Sn,0.98928,491,5
As,0.13504,492,5
Cd,0.12472,492,5
Co,0.26012,492,5
Hg,1,492,5
Ni,1,492,5
Tl,0.44272,492,5
Pb,0.22424,492,5
Mo,0.10528,492,5
Sb,1,492,5
Sn,0.97324,492,5
As,0.04884,493,5
Cd,0.02184,493,5
Co,0.04824,493,5
Hg,1,493,5
Ni,1,493,5
Tl,0.04604,493,5
Pb,0.1496,493,5
Mo,0.05356,493,5
Sb,1,493,5
Sn,0.2864,493,5
As,0.0314,494,5
Cd,0.01272,494,5
Co,0.02236,494,5
Hg,1,494,5
Ni,1,494,5
Tl,0.04124,494,5
Pb,0.00352,494,5
Mo,0.02984,494,5
Sb,1,494,5
Sn,0.99484,494,5
As,0.141,495,5
Cd,0.21592,495,5
Co,0.178,495,5
Hg,1,495,5
Ni,1,495,5
Tl,0.23652,495,5
Pb,0.1028,495,5
Mo,0.12896,495,5
Sb,0.99892,495,5
Sn,0.54432,495,5
As,0.01004,496,5
Cd,0.16192,496,5
Co,0.019,496,5
Hg,1,496,5
Ni,1,496,5
Tl,0.02804,496,5
Pb,0.12408,496,5
Mo,0.03184,496,5
Sb,1,496,5
Sn,0.3514,496,5
As,0.01448,497,5
Cd,0.0182,497,5
Co,0.00408,497,5
Hg,1,497,5
Ni,1,497,5
Tl,0.07384,497,5
Pb,0.1734,497,5
Mo,0.05304,497,5
Sb,1,497,5
Sn,0.97092,497,5
As,0.01492,498,5
Cd,0.07612,498,5
Co,0.02864,498,5
Hg,1,498,5
Ni,1,498,5
Tl,0.03876,498,5
Pb,0.07156,498,5
Mo,0.01144,498,5
Sb,1,498,5
Sn,0.7962,498,5
As,0.022,499,5
Cd,6.8e-4,499,5
Co,0.0662,499,5
Hg,1,499,5
Ni,1,499,5
Tl,0.01128,499,5
Pb,0.02192,499,5
Mo,0.08272,499,5
Sb,1,499,5
Sn,0.96376,499,5
As,0.8278,500,5
Cd,0.09264,500,5
Co,0.18892,500,5
Hg,1,500,5
Ni,1,500,5
Tl,0.13004,500,5
Pb,0.15704,500,5
Mo,0.29156,500,5
Sb,1,500,5
Sn,0.99924,500,5
As,0.30216,501,6
Cd,0.35784,501,6
Co,0.33252,501,6
Hg,1,501,6
Ni,1,501,6
Tl,0.25768,501,6
Pb,0.49368,501,6
Mo,0.34256,501,6
Sb,1,501,6
Sn,0.84856,501,6
As,0.07456,502,6
Cd,0.13452,502,6
Co,0.10236,502,6
Hg,1,502,6
Ni,1,502,6
Tl,0.07964,502,6
Pb,0.39104,502,6
Mo,0.08928,502,6
Sb,1,502,6
Sn,0.80044,502,6
As,0.44436,503,6
Cd,0.18488,503,6
Co,0.17104,503,6
Hg,1,503,6
Ni,1,503,6
Tl,0.46128,503,6
Pb,0.25384,503,6
Mo,0.35856,503,6
Sb,1,503,6
Sn,0.99716,503,6
As,0.12008,504,6
Cd,0.03872,504,6
Co,0.45948,504,6
Hg,1,504,6
Ni,1,504,6
Tl,0.17496,504,6
Pb,0.1176,504,6
Mo,0.06568,504,6
Sb,1,504,6
Sn,0.5056,504,6
As,0.85832,505,6
Cd,0.82784,505,6
Co,0.23236,505,6
Hg,1,505,6
Ni,1,505,6
Tl,0.3086,505,6
Pb,0.515,505,6
Mo,0.59296,505,6
Sb,1,505,6
Sn,0.94916,505,6
As,0.26752,506,6
Cd,0.1966,506,6
Co,0.19864,506,6
Hg,1,506,6
Ni,1,506,6
Tl,0.24272,506,6
Pb,0.51584,506,6
Mo,0.2494,506,6
Sb,1,506,6
Sn,0.95352,506,6
As,0.55748,507,6
Cd,0.31992,507,6
Co,0.24496,507,6
Hg,1,507,6
Ni,0.99948,507,6
Tl,0.35168,507,6
Pb,0.44424,507,6
Mo,0.214,507,6
Sb,1,507,6
Sn,0.94672,507,6
As,0.06096,508,6
Cd,0.05544,508,6
Co,0.06596,508,6
Hg,1,508,6
Ni,1,508,6
Tl,0.52504,508,6
Pb,0.01784,508,6
Mo,0.07012,508,6
Sb,1,508,6
Sn,0.99936,508,6
As,0.16568,509,6
Cd,0.23632,509,6
Co,0.10872,509,6
Hg,1,509,6
Ni,1,509,6
Tl,0.25044,509,6
Pb,0.10124,509,6
Mo,0.13276,509,6
Sb,1,509,6
Sn,0.9998,509,6
As,0.325,510,6
Cd,0.45152,510,6
Co,0.18116,510,6
Hg,1,510,6
Ni,1,510,6
Tl,0.33516,510,6
Pb,0.49008,510,6
Mo,0.06584,510,6
Sb,1,510,6
Sn,0.8908,510,6
As,0.177,511,6
Cd,0.0278,511,6
Co,0.1028,511,6
Hg,1,511,6
Ni,1,511,6
Tl,0.08316,511,6
Pb,0.06308,511,6
Mo,0.0802,511,6
Sb,1,511,6
Sn,0.40368,511,6
As,0.08072,512,6
Cd,0.05844,512,6
Co,0.05424,512,6
Hg,1,512,6
Ni,1,512,6
Tl,0.08908,512,6
Pb,0.08376,512,6
Mo,0.05808,512,6
Sb,1,512,6
Sn,0.09488,512,6
As,0.11508,513,6
Cd,0.15608,513,6
Co,0.15808,513,6
Hg,1,513,6
Ni,1,513,6
Tl,0.06948,513,6
Pb,0.10884,513,6
Mo,0.07536,513,6
Sb,1,513,6
Sn,0.85684,513,6
As,0.67856,514,6
Cd,0.36556,514,6
Co,0.42616,514,6
Hg,1,514,6
Ni,1,514,6
Tl,0.15776,514,6
Pb,0.19504,514,6
Mo,0.30304,514,6
Sb,1,514,6
Sn,0.74776,514,6
As,0.74224,515,6
Cd,0.77384,515,6
Co,0.30276,515,6
Hg,1,515,6
Ni,1,515,6
Tl,0.2718,515,6
Pb,0.1688,515,6
Mo,0.15652,515,6
Sb,1,515,6
Sn,0.94052,515,6
As,0.03972,516,6
Cd,0.01968,516,6
Co,0.1122,516,6
Hg,1,516,6
Ni,1,516,6
Tl,0.17936,516,6
Pb,0.07064,516,6
Mo,0.30708,516,6
Sb,1,516,6
Sn,0.79644,516,6
As,0.51832,517,6
Cd,0.28572,517,6
Co,0.31736,517,6
Hg,1,517,6
Ni,1,517,6
Tl,0.3268,517,6
Pb,0.48092,517,6
Mo,0.13484,517,6
Sb,1,517,6
Sn,0.95732,517,6
As,0.30396,518,6
Cd,0.30064,518,6
Co,0.19248,518,6
Hg,1,518,6
Ni,1,518,6
Tl,0.1334,518,6
Pb,0.23648,518,6
Mo,0.09912,518,6
Sb,1,518,6
Sn,0.9944,518,6
As,0.89792,519,6
Cd,0.35848,519,6
Co,0.33056,519,6
Hg,1,519,6
Ni,1,519,6
Tl,0.18612,519,6
Pb,0.15112,519,6
Mo,0.26184,519,6
Sb,1,519,6
Sn,0.69728,519,6
As,0.06172,520,6
Cd,0.03772,520,6
Co,0.04408,520,6
Hg,1,520,6
Ni,1,520,6
Tl,0.07916,520,6
Pb,0.10304,520,6
Mo,0.05724,520,6
Sb,1,520,6
Sn,0.99068,520,6
As,0.06604,521,6
Cd,0.05876,521,6
Co,0.14676,521,6
Hg,1,521,6
Ni,1,521,6
Tl,0.07172,521,6
Pb,0.32248,521,6
Mo,0.02772,521,6
Sb,1,521,6
Sn,0.9308,521,6
As,0.37204,522,6
Cd,0.1506,522,6
Co,0.28404,522,6
Hg,1,522,6
Ni,1,522,6
Tl,0.40456,522,6
Pb,0.19652,522,6
Mo,0.2176,522,6
Sb,1,522,6
Sn,0.71048,522,6
As,0.24796,523,6
Cd,0.16464,523,6
Co,0.31416,523,6
Hg,1,523,6
Ni,1,523,6
Tl,0.33648,523,6
Pb,0.16292,523,6
Mo,0.3516,523,6
Sb,1,523,6
Sn,0.9898,523,6
As,0.669,524,6
Cd,0.37176,524,6
Co,0.7694,524,6
Hg,1,524,6
Ni,1,524,6
Tl,0.96664,524,6
Pb,0.45076,524,6
Mo,0.8694,524,6
Sb,1,524,6
Sn,0.98136,524,6
As,0.0822,525,6
Cd,0.0294,525,6
Co,0.03824,525,6
Hg,1,525,6
Ni,1,525,6
Tl,0.15648,525,6
Pb,0.01636,525,6
Mo,0.01672,525,6
Sb,1,525,6
Sn,0.13164,525,6
As,0.13964,526,6
Cd,0.14148,526,6
Co,0.12156,526,6
Hg,1,526,6
Ni,1,526,6
Tl,0.06072,526,6
Pb,0.19932,526,6
Mo,0.08504,526,6
Sb,1,526,6
Sn,0.58396,526,6
As,0.04024,527,6
Cd,0.05264,527,6
Co,0.04144,527,6
Hg,1,527,6
Ni,1,527,6
Tl,0.05848,527,6
Pb,0.03776,527,6
Mo,0.0156,527,6
Sb,1,527,6
Sn,0.68044,527,6
As,0.38264,528,6
Cd,0.48008,528,6
Co,0.25052,528,6
Hg,1,528,6
Ni,1,528,6
Tl,0.33896,528,6
Pb,0.5712,528,6
Mo,0.37196,528,6
Sb,1,528,6
Sn,0.96816,528,6
As,0.11328,529,6
Cd,0.14108,529,6
Co,0.10572,529,6
Hg,1,529,6
Ni,1,529,6
Tl,0.21456,529,6
Pb,0.10004,529,6
Mo,0.31132,529,6
Sb,1,529,6
Sn,0.35508,529,6
As,0.22496,530,6
Cd,0.09844,530,6
Co,0.44448,530,6
Hg,1,530,6
Ni,1,530,6
Tl,0.202,530,6
Pb,0.0806,530,6
Mo,0.17108,530,6
Sb,1,530,6
Sn,0.9978,530,6
As,0.07788,531,6
Cd,0.09932,531,6
Co,0.1692,531,6
Hg,1,531,6
Ni,1,531,6
Tl,0.04504,531,6
Pb,0.04796,531,6
Mo,0.04788,531,6
Sb,1,531,6
Sn,0.97984,531,6
As,0.0576,532,6
Cd,0.08428,532,6
Co,0.28608,532,6
Hg,1,532,6
Ni,1,532,6
Tl,0.03216,532,6
Pb,0.02868,532,6
Mo,0.0282,532,6
Sb,1,532,6
Sn,1,532,6
As,0.15448,533,6
Cd,0.23108,533,6
Co,0.37096,533,6
Hg,1,533,6
Ni,1,533,6
Tl,0.2652,533,6
Pb,0.394,533,6
Mo,0.27864,533,6
Sb,1,533,6
Sn,1,533,6
As,0.59904,534,6
Cd,0.70056,534,6
Co,0.44912,534,6
Hg,1,534,6
Ni,1,534,6
Tl,0.32252,534,6
Pb,0.44516,534,6
Mo,0.34684,534,6
Sb,1,534,6
Sn,0.5128,534,6
As,0.22,535,6
Cd,0.33852,535,6
Co,0.20632,535,6
Hg,1,535,6
Ni,1,535,6
Tl,0.50108,535,6
Pb,0.23648,535,6
Mo,0.33068,535,6
Sb,1,535,6
Sn,0.87252,535,6
As,0.07648,536,6
Cd,0.01468,536,6
Co,0.0186,536,6
Hg,1,536,6
Ni,1,536,6
Tl,0.05624,536,6
Pb,0.15292,536,6
Mo,0.07424,536,6
Sb,1,536,6
Sn,0.11504,536,6
As,0.07704,537,6
Cd,0.09444,537,6
Co,0.16316,537,6
Hg,1,537,6
Ni,1,537,6
Tl,0.09632,537,6
Pb,0.20016,537,6
Mo,0.1618,537,6
Sb,1,537,6
Sn,0.91916,537,6
As,0.42076,538,6
Cd,0.20708,538,6
Co,0.3036,538,6
Hg,0.9948,538,6
Ni,1,538,6
Tl,0.51236,538,6
Pb,0.16636,538,6
Mo,0.17128,538,6
Sb,1,538,6
Sn,0.4796,538,6
As,0.08356,539,6
Cd,0.06876,539,6
Co,0.06344,539,6
Hg,1,539,6
Ni,1,539,6
Tl,0.07392,539,6
Pb,0.06928,539,6
Mo,0.1296,539,6
Sb,1,539,6
Sn,0.632,539,6
As,0.22,540,6
Cd,0.1728,540,6
Co,0.06664,540,6
Hg,0.99872,540,6
