variable,PIP,trial,df,case
LBXD07LA,0.1088,510,2,6
LBXF03LA,0.34032,510,2,6
LBXF04LA,0.9992,510,2,6
LBXF05LA,0.20272,510,2,6
LBXF08LA,0.0352,510,2,6
LBX074LA,0.96832,511,1,6
LBX099LA,0.2024,511,1,6
LBX138LA,0.22528,511,1,6
LBX153LA,0.30064,511,1,6
LBX170LA,0.36352,511,1,6
LBX180LA,0.25664,511,1,6
LBX187LA,0.23696,511,1,6
LBX194LA,0.69472,511,1,6
LBXPCBLA,0.61056,511,1,6
LBXHXCLA,0.30272,511,1,6
LBX118LA,0.3056,511,1,6
LBXD03LA,0.27536,511,1,6
LBXD05LA,0.94464,511,1,6
LBXD07LA,0.14736,511,1,6
LBXF03LA,0.12032,511,1,6
LBXF04LA,0.31568,511,1,6
LBXF05LA,0.11632,511,1,6
LBXF08LA,0.12976,511,1,6
LBX074LA,0.7216,512,1,6
LBX099LA,0.10064,512,1,6
LBX138LA,0.16768,512,1,6
LBX153LA,0.30624,512,1,6
LBX170LA,0.17136,512,1,6
LBX180LA,0.40608,512,1,6
LBX187LA,0.23776,512,1,6
LBX194LA,0.2768,512,1,6
LBXPCBLA,0.25952,512,1,6
LBXHXCLA,0.10464,512,1,6
LBX118LA,0.1288,512,1,6
LBXD03LA,0.14352,512,1,6
LBXD05LA,0.77168,512,1,6
LBXD07LA,0.10384,512,1,6
LBXF03LA,0.10656,512,1,6
LBXF04LA,0.43584,512,1,6
LBXF05LA,0.08896,512,1,6
LBXF08LA,0.05632,512,1,6
LBX074LA,0.17856,513,3,6
LBX099LA,0.27504,513,3,6
LBX138LA,0.25872,513,3,6
LBX153LA,0.16496,513,3,6
LBX170LA,0.18064,513,3,6
LBX180LA,0.09104,513,3,6
LBX187LA,0.13952,513,3,6
LBX194LA,0.95216,513,3,6
LBXPCBLA,0.05632,513,3,6
LBXHXCLA,0.05168,513,3,6
LBX118LA,0.83024,513,3,6
LBXD03LA,0.044,513,3,6
LBXD05LA,0.8232,513,3,6
LBXD07LA,0.3736,513,3,6
LBXF03LA,0.03456,513,3,6
LBXF04LA,0.85712,513,3,6
LBXF05LA,0.04704,513,3,6
LBXF08LA,0.36352,513,3,6
LBX074LA,0.17824,514,2,6
LBX099LA,0.24336,514,2,6
LBX138LA,0.09312,514,2,6
LBX153LA,0.08128,514,2,6
LBX170LA,0.14304,514,2,6
LBX180LA,0.1064,514,2,6
LBX187LA,0.1728,514,2,6
LBX194LA,0.53872,514,2,6
LBXPCBLA,0.29328,514,2,6
LBXHXCLA,0.06912,514,2,6
LBX118LA,0.87344,514,2,6
LBXD03LA,0.18416,514,2,6
LBXD05LA,0.24256,514,2,6
LBXD07LA,0.06976,514,2,6
LBXF03LA,0.0408,514,2,6
LBXF04LA,0.84192,514,2,6
LBXF05LA,0.20144,514,2,6
LBXF08LA,0.38016,514,2,6
LBX074LA,0.57712,515,3,6
LBX099LA,0.2704,515,3,6
LBX138LA,0.35536,515,3,6
LBX153LA,0.49488,515,3,6
LBX170LA,0.22256,515,3,6
LBX180LA,0.1464,515,3,6
LBX187LA,0.81504,515,3,6
LBX194LA,0.91216,515,3,6
LBXPCBLA,0.4952,515,3,6
LBXHXCLA,0.1264,515,3,6
LBX118LA,0.85584,515,3,6
LBXD03LA,0.16464,515,3,6
LBXD05LA,0.49216,515,3,6
LBXD07LA,0.12608,515,3,6
LBXF03LA,0.08256,515,3,6
LBXF04LA,0.78992,515,3,6
LBXF05LA,0.14016,515,3,6
LBXF08LA,0.3992,515,3,6
LBX074LA,0.25824,516,2,6
LBX099LA,0.13504,516,2,6
LBX138LA,0.2128,516,2,6
LBX153LA,0.43152,516,2,6
LBX170LA,0.89344,516,2,6
LBX180LA,0.22512,516,2,6
LBX187LA,0.32784,516,2,6
LBX194LA,0.23648,516,2,6
LBXPCBLA,0.7552,516,2,6
LBXHXCLA,0.16768,516,2,6
LBX118LA,0.26768,516,2,6
LBXD03LA,0.16512,516,2,6
LBXD05LA,0.60624,516,2,6
LBXD07LA,0.1488,516,2,6
LBXF03LA,0.50256,516,2,6
LBXF04LA,0.97456,516,2,6
LBXF05LA,0.16,516,2,6
LBXF08LA,0.29296,516,2,6
LBX074LA,0.5304,517,1,6
LBX099LA,0.14208,517,1,6
LBX138LA,0.21664,517,1,6
LBX153LA,0.33328,517,1,6
LBX170LA,0.1928,517,1,6
LBX180LA,0.45952,517,1,6
LBX187LA,0.48992,517,1,6
LBX194LA,0.86576,517,1,6
LBXPCBLA,0.136,517,1,6
LBXHXCLA,0.2504,517,1,6
LBX118LA,0.44944,517,1,6
LBXD03LA,0.12944,517,1,6
LBXD05LA,1,517,1,6
LBXD07LA,0.09104,517,1,6
LBXF03LA,0.0768,517,1,6
LBXF04LA,0.09408,517,1,6
LBXF05LA,0.07968,517,1,6
LBXF08LA,0.07184,517,1,6
LBX074LA,0.32096,518,1,6
LBX099LA,0.16704,518,1,6
LBX138LA,0.16992,518,1,6
LBX153LA,0.19712,518,1,6
LBX170LA,0.22672,518,1,6
LBX180LA,0.2208,518,1,6
LBX187LA,0.44336,518,1,6
LBX194LA,0.812,518,1,6
LBXPCBLA,0.10208,518,1,6
LBXHXCLA,0.18832,518,1,6
LBX118LA,0.22496,518,1,6
LBXD03LA,0.10048,518,1,6
LBXD05LA,0.99776,518,1,6
LBXD07LA,0.09392,518,1,6
LBXF03LA,0.21552,518,1,6
LBXF04LA,0.14304,518,1,6
LBXF05LA,0.25024,518,1,6
LBXF08LA,0.06672,518,1,6
LBX074LA,0.91904,519,3,6
LBX099LA,0.05488,519,3,6
LBX138LA,0.19408,519,3,6
LBX153LA,0.0648,519,3,6
LBX170LA,0.0848,519,3,6
LBX180LA,0.0792,519,3,6
LBX187LA,0.21152,519,3,6
LBX194LA,0.90192,519,3,6
LBXPCBLA,0.59072,519,3,6
LBXHXCLA,0.20432,519,3,6
LBX118LA,0.27808,519,3,6
LBXD03LA,0.14848,519,3,6
LBXD05LA,0.09536,519,3,6
LBXD07LA,0.2928,519,3,6
LBXF03LA,0.0832,519,3,6
LBXF04LA,0.99792,519,3,6
LBXF05LA,0.10944,519,3,6
LBXF08LA,0.32608,519,3,6
LBX074LA,0.97728,520,3,6
LBX099LA,0.09088,520,3,6
LBX138LA,0.14944,520,3,6
LBX153LA,0.26368,520,3,6
LBX170LA,0.53088,520,3,6
LBX180LA,0.12768,520,3,6
LBX187LA,0.16288,520,3,6
LBX194LA,0.84656,520,3,6
LBXPCBLA,0.95456,520,3,6
LBXHXCLA,0.14624,520,3,6
LBX118LA,0.11136,520,3,6
LBXD03LA,0.07904,520,3,6
LBXD05LA,0.98976,520,3,6
LBXD07LA,0.03728,520,3,6
LBXF03LA,0.05264,520,3,6
LBXF04LA,0.05328,520,3,6
LBXF05LA,0.1656,520,3,6
LBXF08LA,0.0312,520,3,6
LBX074LA,0.99936,521,3,6
LBX099LA,0.08688,521,3,6
LBX138LA,0.0664,521,3,6
LBX153LA,0.09664,521,3,6
LBX170LA,0.35312,521,3,6
LBX180LA,0.13552,521,3,6
LBX187LA,0.3248,521,3,6
LBX194LA,0.38144,521,3,6
LBXPCBLA,0.12656,521,3,6
LBXHXCLA,0.10688,521,3,6
LBX118LA,0.11216,521,3,6
LBXD03LA,0.06448,521,3,6
LBXD05LA,0.9456,521,3,6
LBXD07LA,0.60368,521,3,6
LBXF03LA,0.04224,521,3,6
LBXF04LA,0.99888,521,3,6
LBXF05LA,0.30464,521,3,6
LBXF08LA,0.04096,521,3,6
LBX074LA,0.15344,522,2,6
LBX099LA,0.21984,522,2,6
LBX138LA,0.24736,522,2,6
LBX153LA,0.4504,522,2,6
LBX170LA,0.24528,522,2,6
LBX180LA,0.396,522,2,6
LBX187LA,0.25664,522,2,6
LBX194LA,0.8416,522,2,6
LBXPCBLA,0.46384,522,2,6
LBXHXCLA,0.22432,522,2,6
LBX118LA,0.16704,522,2,6
LBXD03LA,0.55168,522,2,6
LBXD05LA,0.98656,522,2,6
LBXD07LA,0.18336,522,2,6
LBXF03LA,0.06896,522,2,6
LBXF04LA,0.9968,522,2,6
LBXF05LA,0.10432,522,2,6
LBXF08LA,0.09728,522,2,6
LBX074LA,0.25488,523,2,6
LBX099LA,0.09072,523,2,6
LBX138LA,0.50688,523,2,6
LBX153LA,0.33456,523,2,6
LBX170LA,0.52,523,2,6
LBX180LA,0.21696,523,2,6
LBX187LA,0.40944,523,2,6
LBX194LA,0.56,523,2,6
LBXPCBLA,0.48656,523,2,6
LBXHXCLA,0.26544,523,2,6
LBX118LA,0.25088,523,2,6
LBXD03LA,0.23216,523,2,6
LBXD05LA,0.73488,523,2,6
LBXD07LA,0.46608,523,2,6
LBXF03LA,0.368,523,2,6
LBXF04LA,0.99888,523,2,6
LBXF05LA,0.26752,523,2,6
LBXF08LA,0.2376,523,2,6
LBX074LA,0.77456,524,1,6
LBX099LA,0.14416,524,1,6
LBX138LA,0.20288,524,1,6
LBX153LA,0.2568,524,1,6
LBX170LA,0.45984,524,1,6
LBX180LA,0.40384,524,1,6
LBX187LA,0.29792,524,1,6
LBX194LA,0.38912,524,1,6
LBXPCBLA,0.11344,524,1,6
LBXHXCLA,0.20128,524,1,6
LBX118LA,0.54032,524,1,6
LBXD03LA,0.16192,524,1,6
LBXD05LA,0.93632,524,1,6
LBXD07LA,0.2072,524,1,6
LBXF03LA,0.12272,524,1,6
LBXF04LA,0.9456,524,1,6
LBXF05LA,0.17248,524,1,6
LBXF08LA,0.12928,524,1,6
LBX074LA,0.2336,525,2,6
LBX099LA,0.22816,525,2,6
LBX138LA,0.51024,525,2,6
LBX153LA,0.2992,525,2,6
LBX170LA,0.20784,525,2,6
LBX180LA,0.31488,525,2,6
LBX187LA,0.19024,525,2,6
LBX194LA,0.84128,525,2,6
LBXPCBLA,0.06848,525,2,6
LBXHXCLA,0.1552,525,2,6
LBX118LA,0.2128,525,2,6
LBXD03LA,0.12688,525,2,6
LBXD05LA,0.98592,525,2,6
LBXD07LA,0.07264,525,2,6
LBXF03LA,0.16496,525,2,6
LBXF04LA,0.92432,525,2,6
LBXF05LA,0.12608,525,2,6
LBXF08LA,0.0888,525,2,6
LBX074LA,0.49376,526,3,6
LBX099LA,0.16736,526,3,6
LBX138LA,0.29232,526,3,6
LBX153LA,0.20736,526,3,6
LBX170LA,0.23136,526,3,6
LBX180LA,0.19456,526,3,6
LBX187LA,0.26512,526,3,6
LBX194LA,1,526,3,6
LBXPCBLA,0.85968,526,3,6
LBXHXCLA,0.17824,526,3,6
LBX118LA,0.2064,526,3,6
LBXD03LA,0.5024,526,3,6
LBXD05LA,0.51024,526,3,6
LBXD07LA,0.49472,526,3,6
LBXF03LA,0.33296,526,3,6
LBXF04LA,0.4544,526,3,6
LBXF05LA,0.0736,526,3,6
LBXF08LA,0.15696,526,3,6
LBX074LA,0.90912,527,3,6
LBX099LA,0.07552,527,3,6
LBX138LA,0.11536,527,3,6
LBX153LA,0.09952,527,3,6
LBX170LA,0.44848,527,3,6
LBX180LA,0.11696,527,3,6
LBX187LA,0.20384,527,3,6
LBX194LA,0.99456,527,3,6
LBXPCBLA,0.13024,527,3,6
LBXHXCLA,0.35328,527,3,6
LBX118LA,0.15472,527,3,6
LBXD03LA,0.08272,527,3,6
LBXD05LA,0.80464,527,3,6
LBXD07LA,0.08128,527,3,6
LBXF03LA,0.064,527,3,6
LBXF04LA,0.58112,527,3,6
LBXF05LA,0.848,527,3,6
LBXF08LA,0.17536,527,3,6
LBX074LA,0.72192,528,3,6
LBX099LA,0.24864,528,3,6
LBX138LA,0.3736,528,3,6
LBX153LA,0.37808,528,3,6
LBX170LA,0.16352,528,3,6
LBX180LA,0.2128,528,3,6
LBX187LA,0.10432,528,3,6
LBX194LA,0.98768,528,3,6
LBXPCBLA,0.89904,528,3,6
LBXHXCLA,0.39392,528,3,6
LBX118LA,0.24,528,3,6
LBXD03LA,0.70304,528,3,6
LBXD05LA,0.84784,528,3,6
LBXD07LA,0.2152,528,3,6
LBXF03LA,0.1368,528,3,6
LBXF04LA,0.97344,528,3,6
LBXF05LA,0.14032,528,3,6
LBXF08LA,0.34544,528,3,6
LBX074LA,0.21408,529,3,6
LBX099LA,0.17984,529,3,6
LBX138LA,0.33344,529,3,6
LBX153LA,0.4944,529,3,6
LBX170LA,0.17824,529,3,6
LBX180LA,0.26224,529,3,6
LBX187LA,0.13104,529,3,6
LBX194LA,0.9992,529,3,6
LBXPCBLA,0.47968,529,3,6
LBXHXCLA,0.0528,529,3,6
LBX118LA,0.80288,529,3,6
LBXD03LA,0.8208,529,3,6
LBXD05LA,0.8144,529,3,6
LBXD07LA,0.41168,529,3,6
LBXF03LA,0.07248,529,3,6
LBXF04LA,0.24032,529,3,6
LBXF05LA,0.11264,529,3,6
LBXF08LA,0.14576,529,3,6
LBX074LA,0.93536,530,3,6
LBX099LA,0.2648,530,3,6
LBX138LA,0.13808,530,3,6
LBX153LA,0.24928,530,3,6
LBX170LA,0.22656,530,3,6
LBX180LA,0.4056,530,3,6
LBX187LA,0.63728,530,3,6
LBX194LA,0.83264,530,3,6
LBXPCBLA,0.44448,530,3,6
LBXHXCLA,0.2984,530,3,6
LBX118LA,0.2088,530,3,6
LBXD03LA,0.4072,530,3,6
LBXD05LA,0.6232,530,3,6
LBXD07LA,0.60816,530,3,6
LBXF03LA,0.06672,530,3,6
LBXF04LA,0.99648,530,3,6
LBXF05LA,0.22736,530,3,6
LBXF08LA,0.072,530,3,6
LBX074LA,0.3328,531,2,6
LBX099LA,0.22688,531,2,6
LBX138LA,0.20704,531,2,6
LBX153LA,0.21888,531,2,6
LBX170LA,0.3056,531,2,6
LBX180LA,0.3624,531,2,6
LBX187LA,0.28016,531,2,6
LBX194LA,0.99264,531,2,6
LBXPCBLA,0.25312,531,2,6
LBXHXCLA,0.65008,531,2,6
LBX118LA,0.48016,531,2,6
LBXD03LA,0.16624,531,2,6
LBXD05LA,0.9992,531,2,6
LBXD07LA,0.15584,531,2,6
LBXF03LA,0.3096,531,2,6
LBXF04LA,0.98432,531,2,6
LBXF05LA,0.07808,531,2,6
LBXF08LA,0.17312,531,2,6
LBX074LA,0.95104,532,2,6
LBX099LA,0.24304,532,2,6
LBX138LA,0.2856,532,2,6
LBX153LA,0.19712,532,2,6
LBX170LA,0.18368,532,2,6
LBX180LA,0.16592,532,2,6
LBX187LA,0.3728,532,2,6
LBX194LA,0.88976,532,2,6
LBXPCBLA,0.79952,532,2,6
LBXHXCLA,0.26288,532,2,6
LBX118LA,0.33488,532,2,6
LBXD03LA,0.16272,532,2,6
LBXD05LA,0.93808,532,2,6
LBXD07LA,0.24096,532,2,6
LBXF03LA,0.1504,532,2,6
LBXF04LA,1,532,2,6
LBXF05LA,0.0928,532,2,6
LBXF08LA,0.1368,532,2,6
LBX074LA,0.07232,533,3,6
LBX099LA,0.02752,533,3,6
LBX138LA,0.04352,533,3,6
LBX153LA,0.0752,533,3,6
LBX170LA,0.1144,533,3,6
LBX180LA,0.06736,533,3,6
LBX187LA,0.0864,533,3,6
LBX194LA,0.99568,533,3,6
LBXPCBLA,0.9968,533,3,6
LBXHXCLA,0.05168,533,3,6
LBX118LA,0.03296,533,3,6
LBXD03LA,0.15312,533,3,6
LBXD05LA,0.14384,533,3,6
LBXD07LA,0.66368,533,3,6
LBXF03LA,0.09072,533,3,6
LBXF04LA,1,533,3,6
LBXF05LA,0.04656,533,3,6
LBXF08LA,0.04864,533,3,6
LBX074LA,0.9632,534,3,6
LBX099LA,0.06944,534,3,6
LBX138LA,0.10576,534,3,6
LBX153LA,0.10128,534,3,6
LBX170LA,0.1336,534,3,6
LBX180LA,0.11968,534,3,6
LBX187LA,0.10448,534,3,6
LBX194LA,0.99904,534,3,6
LBXPCBLA,0.6448,534,3,6
LBXHXCLA,0.0736,534,3,6
LBX118LA,0.2024,534,3,6
LBXD03LA,0.108,534,3,6
LBXD05LA,0.06944,534,3,6
LBXD07LA,0.0864,534,3,6
LBXF03LA,0.056,534,3,6
LBXF04LA,1,534,3,6
LBXF05LA,0.23904,534,3,6
LBXF08LA,0.22064,534,3,6
LBX074LA,0.66064,535,3,6
LBX099LA,0.78688,535,3,6
LBX138LA,0.18768,535,3,6
LBX153LA,0.2016,535,3,6
LBX170LA,0.1904,535,3,6
LBX180LA,0.14448,535,3,6
LBX187LA,0.60768,535,3,6
LBX194LA,0.72448,535,3,6
LBXPCBLA,0.40848,535,3,6
LBXHXCLA,0.45744,535,3,6
LBX118LA,0.20032,535,3,6
LBXD03LA,0.12256,535,3,6
LBXD05LA,0.86112,535,3,6
LBXD07LA,0.19616,535,3,6
LBXF03LA,0.04304,535,3,6
LBXF04LA,0.992,535,3,6
LBXF05LA,0.31968,535,3,6
LBXF08LA,0.08944,535,3,6
LBX074LA,0.71024,536,2,6
LBX099LA,0.22816,536,2,6
LBX138LA,0.42304,536,2,6
LBX153LA,0.21936,536,2,6
LBX170LA,0.31936,536,2,6
LBX180LA,0.23776,536,2,6
LBX187LA,0.22608,536,2,6
LBX194LA,0.1592,536,2,6
LBXPCBLA,0.52304,536,2,6
LBXHXCLA,0.2488,536,2,6
LBX118LA,0.36896,536,2,6
LBXD03LA,0.11696,536,2,6
LBXD05LA,0.17136,536,2,6
LBXD07LA,0.94784,536,2,6
LBXF03LA,0.0744,536,2,6
LBXF04LA,0.97728,536,2,6
LBXF05LA,0.12864,536,2,6
LBXF08LA,0.7048,536,2,6
LBX074LA,0.19584,537,4,6
LBX099LA,0.27632,537,4,6
LBX138LA,0.2656,537,4,6
LBX153LA,0.9104,537,4,6
LBX170LA,0.1704,537,4,6
LBX180LA,0.11696,537,4,6
LBX187LA,0.15712,537,4,6
LBX194LA,0.9832,537,4,6
LBXPCBLA,0.47728,537,4,6
LBXHXCLA,0.9128,537,4,6
LBX118LA,0.68752,537,4,6
LBXD03LA,0.22352,537,4,6
LBXD05LA,0.06304,537,4,6
LBXD07LA,0.1056,537,4,6
LBXF03LA,0.14288,537,4,6
LBXF04LA,0.16912,537,4,6
LBXF05LA,0.99552,537,4,6
LBXF08LA,0.08064,537,4,6
LBX074LA,0.85056,538,3,6
LBX099LA,0.09584,538,3,6
LBX138LA,0.09744,538,3,6
LBX153LA,0.11824,538,3,6
LBX170LA,0.05856,538,3,6
LBX180LA,0.0528,538,3,6
LBX187LA,0.08,538,3,6
LBX194LA,0.99968,538,3,6
LBXPCBLA,0.38992,538,3,6
LBXHXCLA,0.132,538,3,6
LBX118LA,0.12032,538,3,6
LBXD03LA,0.19552,538,3,6
LBXD05LA,0.50736,538,3,6
LBXD07LA,0.09136,538,3,6
LBXF03LA,0.07152,538,3,6
LBXF04LA,0.67888,538,3,6
LBXF05LA,0.23136,538,3,6
LBXF08LA,0.0664,538,3,6
LBX074LA,0.29872,539,2,6
LBX099LA,0.12176,539,2,6
LBX138LA,0.13264,539,2,6
LBX153LA,0.16416,539,2,6
LBX170LA,0.29744,539,2,6
LBX180LA,0.23152,539,2,6
LBX187LA,0.21664,539,2,6
LBX194LA,0.85664,539,2,6
LBXPCBLA,0.17728,539,2,6
LBXHXCLA,0.69888,539,2,6
LBX118LA,0.59808,539,2,6
LBXD03LA,0.32848,539,2,6
LBXD05LA,0.83872,539,2,6
LBXD07LA,0.08288,539,2,6
LBXF03LA,0.07728,539,2,6
LBXF04LA,0.99984,539,2,6
LBXF05LA,0.096,539,2,6
LBXF08LA,0.10448,539,2,6
LBX074LA,0.57904,540,2,6
LBX099LA,0.17456,540,2,6
LBX138LA,0.10624,540,2,6
LBX153LA,0.17744,540,2,6
LBX170LA,0.40192,540,2,6
LBX180LA,0.16208,540,2,6
LBX187LA,0.55392,540,2,6
LBX194LA,0.35344,540,2,6
LBXPCBLA,0.12912,540,2,6
LBXHXCLA,0.12128,540,2,6
LBX118LA,0.46848,540,2,6
LBXD03LA,0.06704,540,2,6
LBXD05LA,0.1336,540,2,6
LBXD07LA,0.97696,540,2,6
LBXF03LA,0.0496,540,2,6
LBXF04LA,0.99776,540,2,6
LBXF05LA,0.0736,540,2,6
LBXF08LA,0.14064,540,2,6
LBX074LA,0.37072,541,1,6
LBX099LA,0.13344,541,1,6
LBX138LA,0.17376,541,1,6
LBX153LA,0.23488,541,1,6
LBX170LA,0.15568,541,1,6
LBX180LA,0.14752,541,1,6
LBX187LA,0.3576,541,1,6
LBX194LA,0.88288,541,1,6
LBXPCBLA,0.51648,541,1,6
LBXHXCLA,0.14288,541,1,6
LBX118LA,0.24016,541,1,6
LBXD03LA,0.10688,541,1,6
LBXD05LA,0.988,541,1,6
LBXD07LA,0.09408,541,1,6
LBXF03LA,0.07856,541,1,6
LBXF04LA,0.08864,541,1,6
LBXF05LA,0.06624,541,1,6
LBXF08LA,0.08656,541,1,6
LBX074LA,0.50768,542,1,6
LBX099LA,0.81632,542,1,6
LBX138LA,0.35856,542,1,6
LBX153LA,0.63664,542,1,6
LBX170LA,0.36432,542,1,6
LBX180LA,0.38528,542,1,6
LBX187LA,0.2216,542,1,6
LBX194LA,0.86048,542,1,6
LBXPCBLA,0.09488,542,1,6
LBXHXCLA,0.76832,542,1,6
LBX118LA,0.2,542,1,6
LBXD03LA,0.21616,542,1,6
LBXD05LA,0.85696,542,1,6
LBXD07LA,0.19296,542,1,6
LBXF03LA,0.13632,542,1,6
LBXF04LA,0.24352,542,1,6
LBXF05LA,0.13216,542,1,6
LBXF08LA,0.24272,542,1,6
LBX074LA,0.20336,543,2,6
LBX099LA,0.2704,543,2,6
LBX138LA,0.13744,543,2,6
LBX153LA,0.13888,543,2,6
LBX170LA,0.19248,543,2,6
LBX180LA,0.5784,543,2,6
LBX187LA,0.26576,543,2,6
LBX194LA,0.91088,543,2,6
LBXPCBLA,0.21168,543,2,6
LBXHXCLA,0.15552,543,2,6
LBX118LA,0.1472,543,2,6
LBXD03LA,0.1232,543,2,6
LBXD05LA,0.99632,543,2,6
LBXD07LA,0.07168,543,2,6
LBXF03LA,0.09776,543,2,6
LBXF04LA,0.20976,543,2,6
LBXF05LA,0.33392,543,2,6
LBXF08LA,0.05808,543,2,6
LBX074LA,0.16032,544,3,6
LBX099LA,0.32848,544,3,6
LBX138LA,0.06384,544,3,6
LBX153LA,0.13312,544,3,6
LBX170LA,0.09264,544,3,6
LBX180LA,0.10688,544,3,6
LBX187LA,0.13632,544,3,6
LBX194LA,0.87888,544,3,6
LBXPCBLA,0.09456,544,3,6
LBXHXCLA,0.13152,544,3,6
LBX118LA,0.8576,544,3,6
LBXD03LA,0.05984,544,3,6
LBXD05LA,0.86224,544,3,6
LBXD07LA,0.11392,544,3,6
LBXF03LA,0.06128,544,3,6
LBXF04LA,0.97888,544,3,6
LBXF05LA,0.14288,544,3,6
LBXF08LA,0.088,544,3,6
LBX074LA,0.3624,545,2,6
LBX099LA,0.08608,545,2,6
LBX138LA,0.0896,545,2,6
LBX153LA,0.10896,545,2,6
LBX170LA,0.13904,545,2,6
LBX180LA,0.09344,545,2,6
LBX187LA,0.23008,545,2,6
LBX194LA,0.9464,545,2,6
LBXPCBLA,0.17024,545,2,6
LBXHXCLA,0.08064,545,2,6
LBX118LA,0.52672,545,2,6
LBXD03LA,0.08544,545,2,6
LBXD05LA,0.95664,545,2,6
LBXD07LA,0.05968,545,2,6
LBXF03LA,0.04592,545,2,6
LBXF04LA,0.9976,545,2,6
LBXF05LA,0.21392,545,2,6
LBXF08LA,0.05424,545,2,6
LBX074LA,0.916,546,2,6
LBX099LA,0.14512,546,2,6
LBX138LA,0.20432,546,2,6
LBX153LA,0.108,546,2,6
LBX170LA,0.09104,546,2,6
LBX180LA,0.08752,546,2,6
LBX187LA,0.10688,546,2,6
LBX194LA,0.5,546,2,6
LBXPCBLA,0.35984,546,2,6
LBXHXCLA,0.06832,546,2,6
LBX118LA,0.24528,546,2,6
LBXD03LA,0.0384,546,2,6
LBXD05LA,0.99008,546,2,6
LBXD07LA,0.15968,546,2,6
LBXF03LA,0.04832,546,2,6
LBXF04LA,0.96976,546,2,6
LBXF05LA,0.08432,546,2,6
LBXF08LA,0.04848,546,2,6
LBX074LA,0.17632,547,4,6
LBX099LA,0.05424,547,4,6
LBX138LA,0.26192,547,4,6
LBX153LA,0.20736,547,4,6
LBX170LA,0.67808,547,4,6
LBX180LA,0.09296,547,4,6
LBX187LA,0.10928,547,4,6
LBX194LA,0.92704,547,4,6
LBXPCBLA,0.11344,547,4,6
LBXHXCLA,0.06208,547,4,6
LBX118LA,0.9472,547,4,6
LBXD03LA,0.5808,547,4,6
LBXD05LA,0.94016,547,4,6
LBXD07LA,0.29552,547,4,6
LBXF03LA,0.2712,547,4,6
LBXF04LA,0.89488,547,4,6
LBXF05LA,0.10544,547,4,6
LBXF08LA,0.0424,547,4,6
LBX074LA,0.97152,548,2,6
LBX099LA,0.09984,548,2,6
LBX138LA,0.116,548,2,6
LBX153LA,0.14112,548,2,6
LBX170LA,0.32208,548,2,6
LBX180LA,0.2456,548,2,6
LBX187LA,0.1616,548,2,6
LBX194LA,0.95024,548,2,6
LBXPCBLA,0.05088,548,2,6
LBXHXCLA,0.09088,548,2,6
LBX118LA,0.29616,548,2,6
LBXD03LA,0.10096,548,2,6
LBXD05LA,0.99456,548,2,6
LBXD07LA,0.10176,548,2,6
LBXF03LA,0.2072,548,2,6
LBXF04LA,0.75728,548,2,6
LBXF05LA,0.13232,548,2,6
LBXF08LA,0.06816,548,2,6
LBX074LA,0.97792,549,1,6
LBX099LA,0.14368,549,1,6
LBX138LA,0.20272,549,1,6
LBX153LA,0.19824,549,1,6
LBX170LA,0.24944,549,1,6
LBX180LA,0.18592,549,1,6
LBX187LA,0.45296,549,1,6
LBX194LA,0.77248000000000006,549,1,6
LBXPCBLA,0.56816,549,1,6
LBXHXCLA,0.15312,549,1,6
LBX118LA,0.2192,549,1,6
LBXD03LA,0.17936,549,1,6
LBXD05LA,0.96592,549,1,6
LBXD07LA,0.25904,549,1,6
LBXF03LA,0.41392,549,1,6
LBXF04LA,0.65104,549,1,6
LBXF05LA,0.5928,549,1,6
LBXF08LA,0.09888,549,1,6
LBX074LA,0.10624,550,3,6
LBX099LA,0.06608,550,3,6
LBX138LA,0.21792,550,3,6
LBX153LA,0.14384,550,3,6
LBX170LA,0.12288,550,3,6
LBX180LA,0.0768,550,3,6
LBX187LA,0.07056,550,3,6
LBX194LA,0.88368,550,3,6
LBXPCBLA,0.88016,550,3,6
LBXHXCLA,0.05872,550,3,6
LBX118LA,0.1912,550,3,6
LBXD03LA,0.0944,550,3,6
LBXD05LA,0.65344,550,3,6
LBXD07LA,0.1208,550,3,6
LBXF03LA,0.07328,550,3,6
LBXF04LA,0.82656,550,3,6
LBXF05LA,0.58032,550,3,6
LBXF08LA,0.0592,550,3,6
LBX074LA,0.54144,551,1,6
LBX099LA,0.12448,551,1,6
LBX138LA,0.16496,551,1,6
LBX153LA,0.16848,551,1,6
LBX170LA,0.1736,551,1,6
LBX180LA,0.1792,551,1,6
LBX187LA,0.18096,551,1,6
LBX194LA,0.98608,551,1,6
LBXPCBLA,0.92992,551,1,6
LBXHXCLA,0.14848,551,1,6
LBX118LA,0.2616,551,1,6
LBXD03LA,0.1176,551,1,6
LBXD05LA,0.36512,551,1,6
LBXD07LA,0.10528,551,1,6
LBXF03LA,0.19072,551,1,6
LBXF04LA,0.12448,551,1,6
LBXF05LA,0.124,551,1,6
LBXF08LA,0.1248,551,1,6
LBX074LA,0.78992,552,2,6
LBX099LA,0.15136,552,2,6
LBX138LA,0.20608,552,2,6
LBX153LA,0.204,552,2,6
LBX170LA,0.32144,552,2,6
LBX180LA,0.26608,552,2,6
LBX187LA,0.32736,552,2,6
LBX194LA,0.28672,552,2,6
LBXPCBLA,0.58224,552,2,6
LBXHXCLA,0.8832,552,2,6
