size,case,trial,variable,p
Large,1,64,Sn*,0.00478583162504694
Small,1,65,Int,0.1539936336698543
Small,1,65,Hg,9.2454058394477e-5
Small,1,65,Ni*,1.569678853932208e-4
Small,1,65,Sb^2,6.943685910721472e-4
Small,1,65,Sn*,0.02808371789377659
Large,1,65,Int,0.01474314503586564
Large,1,65,Hg,3.742071595189963e-7
Large,1,65,Ni*,2.8557425292412445e-14
Large,1,65,Sb^2,6.449028002436165e-17
Large,1,65,Sn*,4.8368763238465815e-4
Small,1,66,Int,0.12528020076544844
Small,1,66,Hg,0.13263784383483238
Small,1,66,Ni*,7.939092026742158e-6
Small,1,66,Sb^2,9.872974327673104e-5
Small,1,66,Sn*,0.1616335636537361
Large,1,66,Int,0.06107649351277228
Large,1,66,Hg,5.125680722589844e-7
Large,1,66,Ni*,1.0162481693546275e-11
Large,1,66,Sb^2,1.1132553441551137e-12
Large,1,66,Sn*,0.00566936258727228
Small,1,67,Int,0.9562457532719704
Small,1,67,Hg,0.03543211735763176
Small,1,67,Ni*,5.819040958494902e-4
Small,1,67,Sb^2,0.01718482554465489
Small,1,67,Sn*,0.4308838494057442
Large,1,67,Int,0.01421784830349819
Large,1,67,Hg,6.401449276037596e-6
Large,1,67,Ni*,4.343918367276312e-11
Large,1,67,Sb^2,2.7932633099042263e-14
Large,1,67,Sn*,9.744153208151212e-4
Small,1,68,Int,0.5044042257242172
Small,1,68,Hg,0.00969660430285905
Small,1,68,Ni*,1.3619522378860972e-4
Small,1,68,Sb^2,3.2078444677861097e-4
Small,1,68,Sn*,0.38431488653437185
Large,1,68,Int,0.06780305755095067
Large,1,68,Hg,1.5484644663949077e-5
Large,1,68,Ni*,5.181069089066398e-15
Large,1,68,Sb^2,8.943342247508655e-18
Large,1,68,Sn*,0.00171647422991516
Small,1,69,Int,0.31278440364301763
Small,1,69,Hg,2.5029697933384503e-4
Small,1,69,Ni*,0.01211531036548814
Small,1,69,Sb^2,0.00402344689413055
Small,1,69,Sn*,4.163321074850564e-4
Large,1,69,Int,0.531228528510913
Large,1,69,Hg,5.987634834091897e-14
Large,1,69,Ni*,6.1397089397406634e-18
Large,1,69,Sb^2,1.2528574166088014e-10
Large,1,69,Sn*,4.954863391310765e-4
Small,1,70,Int,0.3914557741108704
Small,1,70,Hg,0.042629537157333
Small,1,70,Ni*,0.00433779077830462
Small,1,70,Sb^2,0.0012568921973772401
Small,1,70,Sn*,0.20945998619154463
Large,1,70,Int,0.00427700216647323
Large,1,70,Hg,3.3927973796645815e-8
Large,1,70,Ni*,2.8551304571240077e-10
Large,1,70,Sb^2,1.0490318648773728e-16
Large,1,70,Sn*,3.4102579828623015e-4
Small,1,71,Int,0.2054327183109005
Small,1,71,Hg,1.996048988182099e-6
Small,1,71,Ni*,1.774129550924368e-5
Small,1,71,Sb^2,2.400265083277341e-9
Small,1,71,Sn*,0.06059834539686996
Large,1,71,Int,0.0391659023691324
Large,1,71,Hg,3.8456138911627714e-8
Large,1,71,Ni*,4.580330935286165e-9
Large,1,71,Sb^2,2.0934875927787534e-17
Large,1,71,Sn*,6.724046403882568e-5
Small,1,72,Int,0.5897468040420999
Small,1,72,Hg,0.00572629883377435
Small,1,72,Ni*,4.071112621536797e-5
Small,1,72,Sb^2,2.3967052032753997e-4
Small,1,72,Sn*,0.12769088732960857
Large,1,72,Int,0.930861716415944
Large,1,72,Hg,9.925659924373079e-10
Large,1,72,Ni*,8.899401967728343e-14
Large,1,72,Sb^2,1.4808189584997077e-11
Large,1,72,Sn*,1.1228529100713536e-6
Small,1,73,Int,0.2848926800403131
Small,1,73,Hg,0.01058782448704773
Small,1,73,Ni*,7.044106779328917e-4
Small,1,73,Sb^2,5.795219701417616e-4
Small,1,73,Sn*,0.6099797769890738
Large,1,73,Int,0.7825952226387474
Large,1,73,Hg,4.241732652641664e-9
Large,1,73,Ni*,1.1154819926230487e-17
Large,1,73,Sb^2,9.844808777603188e-9
Large,1,73,Sn*,6.550838811804706e-7
Small,1,74,Int,0.7618351890696793
Small,1,74,Hg,0.00241256784800822
Small,1,74,Ni*,7.091612519002496e-7
Small,1,74,Sb^2,7.80264836152882e-4
Small,1,74,Sn*,0.12089703244458476
Large,1,74,Int,0.4410450378541893
Large,1,74,Hg,1.5257131785637824e-13
Large,1,74,Ni*,6.498919465135359e-11
Large,1,74,Sb^2,1.5138864240512733e-14
Large,1,74,Sn*,5.249111504678488e-6
Small,1,75,Int,0.19570640478290616
Small,1,75,Hg,9.807430454957804e-6
Small,1,75,Ni*,2.0623860961841437e-4
Small,1,75,Sb^2,0.03854961459211128
Small,1,75,Sn*,0.09412563623263846
Large,1,75,Int,0.0926541003395612
Large,1,75,Hg,1.6909551767469728e-6
Large,1,75,Ni*,7.945303287569302e-17
Large,1,75,Sb^2,1.1545213843709109e-15
Large,1,75,Sn*,0.06932081868097341
Small,1,76,Int,0.3313169133231598
Small,1,76,Hg,3.582283705069182e-5
Small,1,76,Ni*,6.637292882520973e-6
Small,1,76,Sb^2,4.513096596200071e-5
Small,1,76,Sn*,0.06012168909171455
Large,1,76,Int,0.2357009768989615
Large,1,76,Hg,1.9929840937361376e-10
Large,1,76,Ni*,7.355103841141359e-13
Large,1,76,Sb^2,1.4956461457373804e-13
Large,1,76,Sn*,2.09341139598536e-4
Small,1,77,Int,0.6347391677931928
Small,1,77,Hg,0.09605677872814354
Small,1,77,Ni*,0.07361165212133257
Small,1,77,Sb^2,2.9400609839969e-4
Small,1,77,Sn*,0.0036424235565717
Large,1,77,Int,0.5338670489000975
Large,1,77,Hg,7.409957522120115e-9
Large,1,77,Ni*,2.2305587642415335e-14
Large,1,77,Sb^2,2.09287209827113e-10
Large,1,77,Sn*,0.01403272128365399
Small,1,78,Int,0.695389650805259
Small,1,78,Hg,0.0199582684057026
Small,1,78,Ni*,0.00388663966702642
Small,1,78,Sb^2,2.753230103529529e-7
Small,1,78,Sn*,0.02715372472576836
Large,1,78,Int,0.49032000464470415
Large,1,78,Hg,1.6573908455837278e-13
Large,1,78,Ni*,3.405396489325024e-11
Large,1,78,Sb^2,2.7320357369914138e-8
Large,1,78,Sn*,0.00695216041430643
Small,1,79,Int,0.772865471368049
Small,1,79,Hg,0.00248744373246906
Small,1,79,Ni*,0.00442042432781783
Small,1,79,Sb^2,5.654306216646235e-7
Small,1,79,Sn*,0.04290296105859823
Large,1,79,Int,0.33336239116024746
Large,1,79,Hg,4.969520355900148e-8
Large,1,79,Ni*,8.292616564093697e-12
Large,1,79,Sb^2,3.8858587271360256e-14
Large,1,79,Sn*,0.03148713389213974
Small,1,80,Int,0.6642527482060008
Small,1,80,Hg,0.02402821370066399
Small,1,80,Ni*,0.00416627319973278
Small,1,80,Sb^2,7.01138406556233e-5
Small,1,80,Sn*,0.00813452083788171
Large,1,80,Int,0.2200836528587183
Large,1,80,Hg,1.6210153539153246e-13
Large,1,80,Ni*,7.565203004446664e-9
Large,1,80,Sb^2,3.8060108380149937e-13
Large,1,80,Sn*,0.0543718181979633
Small,1,81,Int,0.37994338391332094
Small,1,81,Hg,6.887920862831656e-5
Small,1,81,Ni*,0.00105582904731207
Small,1,81,Sb^2,2.393308701658914e-5
Small,1,81,Sn*,1.151059583132606e-4
Large,1,81,Int,0.10563558917239783
Large,1,81,Hg,2.284309539177654e-7
Large,1,81,Ni*,8.726955200951845e-10
Large,1,81,Sb^2,2.6590161043723076e-14
Large,1,81,Sn*,3.3041948836254904e-5
Small,1,82,Int,0.6340406162546655
Small,1,82,Hg,0.00117790616182118
Small,1,82,Ni*,1.843681876113514e-6
Small,1,82,Sb^2,4.454147598777368e-5
Small,1,82,Sn*,0.04961775260333478
Large,1,82,Int,0.7758315538614915
Large,1,82,Hg,2.4447949377357104e-10
Large,1,82,Ni*,1.5175890496794113e-7
Large,1,82,Sb^2,1.2741722393116324e-8
Large,1,82,Sn*,9.17799491390408e-6
Small,1,83,Int,0.3323983102653868
Small,1,83,Hg,1.4219143630451e-5
Small,1,83,Ni*,9.491190928337764e-6
Small,1,83,Sb^2,1.338965728235958e-5
Small,1,83,Sn*,0.3972818182893034
Large,1,83,Int,0.3683954458405409
Large,1,83,Hg,1.9852539356099257e-11
Large,1,83,Ni*,1.3527216901860226e-11
Large,1,83,Sb^2,1.4442646523023402e-17
Large,1,83,Sn*,0.02183510180584133
Small,1,84,Int,0.405585316121832
Small,1,84,Hg,0.00256407972335012
Small,1,84,Ni*,1.6625515021343624e-5
Small,1,84,Sb^2,1.994283518869618e-6
Small,1,84,Sn*,0.05945933311616879
Large,1,84,Int,0.9392231050425688
Large,1,84,Hg,1.0885907615648365e-12
Large,1,84,Ni*,9.4264203358951e-10
Large,1,84,Sb^2,7.270409017882234e-14
Large,1,84,Sn*,9.102243502006596e-5
Small,1,85,Int,0.7982852358214385
Small,1,85,Hg,0.00977616384624258
Small,1,85,Ni*,0.00309435826004674
Small,1,85,Sb^2,3.971395976352381e-5
Small,1,85,Sn*,0.13838634659206658
Large,1,85,Int,0.4129543101423967
Large,1,85,Hg,1.1493377033725667e-8
Large,1,85,Ni*,3.908270922567741e-8
Large,1,85,Sb^2,8.967241980716425e-16
Large,1,85,Sn*,1.821671655532541e-4
Small,1,86,Int,0.8998938008304289
Small,1,86,Hg,1.8865780363002455e-5
Small,1,86,Ni*,1.928424011871524e-4
Small,1,86,Sb^2,1.451385283413778e-5
Small,1,86,Sn*,0.9441408460104936
Large,1,86,Int,0.2632811492998089
Large,1,86,Hg,1.8616101434167733e-8
Large,1,86,Ni*,3.911635981231594e-12
Large,1,86,Sb^2,3.228779238431997e-16
Large,1,86,Sn*,5.552321466719324e-4
Small,1,87,Int,0.8934177184264833
Small,1,87,Hg,0.00208018043976045
Small,1,87,Ni*,0.0635164503553646
Small,1,87,Sb^2,6.473461038064841e-4
Small,1,87,Sn*,0.1533401141995221
Large,1,87,Int,0.03077731147629499
Large,1,87,Hg,1.7537091444008684e-7
Large,1,87,Ni*,4.955633222044426e-11
Large,1,87,Sb^2,5.46239585829398e-14
Large,1,87,Sn*,1.592117977328457e-5
Small,1,88,Int,0.362546615621425
Small,1,88,Hg,0.0855600165750582
Small,1,88,Ni*,2.740511784913658e-4
Small,1,88,Sb^2,1.7719388083252432e-4
Small,1,88,Sn*,8.958317974574752e-7
Large,1,88,Int,0.05100282849854203
Large,1,88,Hg,7.529553278684022e-10
Large,1,88,Ni*,1.100494611956914e-11
Large,1,88,Sb^2,5.8677958993689006e-15
Large,1,88,Sn*,1.0154990348149985e-4
Small,1,89,Int,0.2516096182227146
Small,1,89,Hg,7.89918355759762e-6
Small,1,89,Ni*,1.2380366209290936e-8
Small,1,89,Sb^2,1.7977970118945397e-4
Small,1,89,Sn*,0.17643980926851122
Large,1,89,Int,0.10269319529100988
Large,1,89,Hg,1.499004370770859e-9
Large,1,89,Ni*,3.640341478524494e-13
Large,1,89,Sb^2,3.3843575516515946e-10
Large,1,89,Sn*,0.04153116161571662
Small,1,90,Int,0.2997429300807497
Small,1,90,Hg,0.00335543361194769
Small,1,90,Ni*,1.282418088148601e-6
Small,1,90,Sb^2,1.881215243131628e-4
Small,1,90,Sn*,0.01882775243008142
Large,1,90,Int,0.20160682229038848
Large,1,90,Hg,4.460072814528422e-9
Large,1,90,Ni*,6.486156266590847e-16
Large,1,90,Sb^2,7.964940349434714e-14
Large,1,90,Sn*,1.1912141492970372e-6
Small,1,91,Int,0.6791271250429686
Small,1,91,Hg,0.9748245569414656
Small,1,91,Ni*,0.07333070793301477
Small,1,91,Sb^2,3.2977221024359574e-4
Small,1,91,Sn*,0.24035753228615503
Large,1,91,Int,0.34201453730503995
Large,1,91,Hg,3.756475480682664e-6
Large,1,91,Ni*,2.79150310768442e-10
Large,1,91,Sb^2,9.848375443058135e-15
Large,1,91,Sn*,0.00711102939776157
Small,1,92,Int,0.8918490096058731
Small,1,92,Hg,0.07278871908437927
Small,1,92,Ni*,0.00270049203683093
Small,1,92,Sb^2,0.03860389057270635
Small,1,92,Sn*,5.071674708699793e-4
Large,1,92,Int,0.47981498181775695
Large,1,92,Hg,7.214739904883233e-8
Large,1,92,Ni*,2.7930422911927117e-11
Large,1,92,Sb^2,5.5541317022882146e-14
Large,1,92,Sn*,0.00595249540495317
Small,1,93,Int,0.6582697863132895
Small,1,93,Hg,0.00558334292532437
Small,1,93,Ni*,3.5521612372732806e-8
Small,1,93,Sb^2,8.542241415956581e-9
Small,1,93,Sn*,0.03287283866920275
Large,1,93,Int,0.07742526856441379
Large,1,93,Hg,5.240794527565008e-9
Large,1,93,Ni*,1.1084245982596625e-15
Large,1,93,Sb^2,1.965181369850228e-13
Large,1,93,Sn*,1.0100657882845496e-4
Small,1,94,Int,0.679584119333596
Small,1,94,Hg,6.300970973517599e-4
Small,1,94,Ni*,2.244159273916824e-5
Small,1,94,Sb^2,1.5726537381589693e-8
Small,1,94,Sn*,0.5729237476622928
Large,1,94,Int,0.05641474880263901
Large,1,94,Hg,2.3114865254235277e-8
Large,1,94,Ni*,1.1882333909141114e-10
Large,1,94,Sb^2,7.582238111315396e-14
Large,1,94,Sn*,5.933408436595095e-5
Small,1,95,Int,0.2252378136610204
Small,1,95,Hg,0.00277712198045311
Small,1,95,Ni*,3.9553236789416294e-5
Small,1,95,Sb^2,0.00498816421432383
Small,1,95,Sn*,3.5374851124019355e-4
Large,1,95,Int,0.055001064516971
Large,1,95,Hg,1.375078319024302e-9
Large,1,95,Ni*,4.131968969655604e-11
Large,1,95,Sb^2,1.4221127065238072e-14
Large,1,95,Sn*,2.5980233389727626e-4
Small,1,96,Int,0.23948417834592217
Small,1,96,Hg,9.057517396462606e-4
Small,1,96,Ni*,8.491782047375411e-5
Small,1,96,Sb^2,0.01390483239230913
Small,1,96,Sn*,0.25465981070626525
Large,1,96,Int,0.16559440929144398
Large,1,96,Hg,3.31403451699472e-10
Large,1,96,Ni*,7.01647029741781e-18
Large,1,96,Sb^2,1.478940378099886e-12
Large,1,96,Sn*,5.406445805460974e-6
Small,1,97,Int,0.9457802579177872
Small,1,97,Hg,0.02374377910623509
Small,1,97,Ni*,0.01220736542144725
Small,1,97,Sb^2,1.1182257964219348e-6
Small,1,97,Sn*,0.4576647123203056
Large,1,97,Int,0.06627422955706913
Large,1,97,Hg,9.151412802810016e-5
Large,1,97,Ni*,2.183751079752317e-9
Large,1,97,Sb^2,3.0315687980933846e-11
Large,1,97,Sn*,0.00520862563976246
Small,1,98,Int,0.29485519279580513
Small,1,98,Hg,0.0029753831672965
Small,1,98,Ni*,7.098763996018473e-5
Small,1,98,Sb^2,4.017715944282504e-7
Small,1,98,Sn*,0.2299393031209953
Large,1,98,Int,5.1108984018725e-4
Large,1,98,Hg,1.4700903381790433e-6
Large,1,98,Ni*,1.9907787304647142e-17
Large,1,98,Sb^2,4.729744727243525e-15
Large,1,98,Sn*,0.00151430775733695
Small,1,99,Int,0.8107735736318938
Small,1,99,Hg,4.666902425270492e-4
Small,1,99,Ni*,0.00155598247546003
Small,1,99,Sb^2,1.6604923566881147e-5
Small,1,99,Sn*,0.0074539626693151
Large,1,99,Int,0.907222924966355
Large,1,99,Hg,7.78544179224864e-10
Large,1,99,Ni*,2.850923518277707e-14
Large,1,99,Sb^2,1.904627271789311e-12
Large,1,99,Sn*,0.01556989470848496
Small,1,100,Int,0.9141999187759766
Small,1,100,Hg,0.00509925838153448
Small,1,100,Ni*,0.00100291532758711
Small,1,100,Sb^2,0.00189183338667825
Small,1,100,Sn*,0.02923018113408515
Large,1,100,Int,0.363348166562405
Large,1,100,Hg,2.2600175280921974e-6
Large,1,100,Ni*,2.5663938680575617e-15
Large,1,100,Sb^2,8.854163128603644e-14
Large,1,100,Sn*,0.00158873837664607
Small,2,101,Int,0.5666773745016229
Small,2,101,Hg,0.16096144123953932
Small,2,101,Ni*,0.16330328348932394
Small,2,101,Sb^2,1.3517878795082802e-4
Small,2,101,Sn*,0.06798391240357242
Large,2,101,Int,0.204084002146338
Large,2,101,Hg,2.1844966003119275e-9
Large,2,101,Ni*,1.761214588346894e-11
Large,2,101,Sb^2,4.720717580832721e-13
Large,2,101,Sn*,0.02298195423355338
Small,2,102,Int,0.6995577487849767
Small,2,102,Hg,2.0533909875757123e-4
Small,2,102,Ni*,0.00717969269670183
Small,2,102,Sb^2,5.4112943247491425e-5
Small,2,102,Sn*,0.00488802405636606
Large,2,102,Int,0.3681804490970174
Large,2,102,Hg,9.355693258269524e-13
Large,2,102,Ni*,1.5536271660074218e-10
Large,2,102,Sb^2,6.244256767764694e-11
Large,2,102,Sn*,0.00454819100976651
Small,2,103,Int,0.2721736940923966
Small,2,103,Hg,0.00133717060306432
Small,2,103,Ni*,6.906181228729337e-5
Small,2,103,Sb^2,3.0649684841009514e-6
Small,2,103,Sn*,0.8653962509044141
Large,2,103,Int,0.5550936849693222
Large,2,103,Hg,3.076920986447114e-11
Large,2,103,Ni*,2.184131735687915e-12
Large,2,103,Sb^2,5.6674327165431005e-15
Large,2,103,Sn*,3.49891057709501e-4
Small,2,104,Int,0.02516323433060819
Small,2,104,Hg,0.00852816642764255
Small,2,104,Ni*,4.7646644519153017e-4
Small,2,104,Sb^2,0.01795854498139654
Small,2,104,Sn*,0.30744157346845635
Large,2,104,Int,0.01546444860766022
Large,2,104,Hg,1.2784969011231712e-5
Large,2,104,Ni*,1.8605524414697143e-10
Large,2,104,Sb^2,6.645233324131979e-20
Large,2,104,Sn*,0.00159793237023414
Small,2,105,Int,0.07430359338232104
Small,2,105,Hg,0.0061854710075866
Small,2,105,Ni*,9.119110544933662e-6
Small,2,105,Sb^2,0.01268409955016028
Small,2,105,Sn*,0.1271392873691544
Large,2,105,Int,1.8960604770284454e-5
Large,2,105,Hg,3.92670703722125e-15
Large,2,105,Ni*,1.6694724739859822e-18
Large,2,105,Sb^2,1.57025765237418e-18
Large,2,105,Sn*,1.2032600434349283e-6
Small,2,106,Int,0.01149506476514965
Small,2,106,Hg,3.706389705292602e-4
Small,2,106,Ni*,0.01328509386139881
Small,2,106,Sb^2,0.02996434349968793
Small,2,106,Sn*,1.8130342344475204e-4
Large,2,106,Int,0.09848891921036491
Large,2,106,Hg,1.1095688192938236e-11
Large,2,106,Ni*,7.948401546762059e-13
Large,2,106,Sb^2,5.189194998025256e-18
Large,2,106,Sn*,2.17455966215637e-5
Small,2,107,Int,0.7129358958381722
Small,2,107,Hg,1.9740720243847172e-4
Small,2,107,Ni*,0.00309131698228165
Small,2,107,Sb^2,9.674628777617026e-6
Small,2,107,Sn*,0.07086873329682802
Large,2,107,Int,0.1364793958851577
Large,2,107,Hg,1.1976649204660584e-14
Large,2,107,Ni*,5.95334315167347e-14
Large,2,107,Sb^2,2.003988734683422e-13
Large,2,107,Sn*,3.582948719217723e-4
Small,2,108,Int,0.2485409942616723
Small,2,108,Hg,0.00814375149949096
Small,2,108,Ni*,2.2863637876727695e-4
Small,2,108,Sb^2,0.07541359385719351
Small,2,108,Sn*,0.2989385069002895
Large,2,108,Int,0.00175337800032363
Large,2,108,Hg,1.6638203020256585e-7
Large,2,108,Ni*,1.8606729616885611e-9
Large,2,108,Sb^2,4.0277510096845446e-16
Large,2,108,Sn*,4.935351292951942e-5
Small,2,109,Int,0.2217632000013019
Small,2,109,Hg,0.00133654690052275
Small,2,109,Ni*,7.495438863133385e-5
Small,2,109,Sb^2,3.4654281501031534e-5
Small,2,109,Sn*,0.04835238210775212
Large,2,109,Int,0.2217621150628463
Large,2,109,Hg,1.07836246190146e-6
Large,2,109,Ni*,4.044223041407864e-7
Large,2,109,Sb^2,2.9055119152265126e-18
Large,2,109,Sn*,0.00128119294207447
Small,2,110,Int,0.40297128420049033
Small,2,110,Hg,0.41041937972484854
Small,2,110,Ni*,0.0017015105039714
Small,2,110,Sb^2,8.708760734401283e-6
Small,2,110,Sn*,0.03066908034214114
Large,2,110,Int,0.19671625526633876
Large,2,110,Hg,6.5197423297217315e-12
Large,2,110,Ni*,9.752446055030114e-16
Large,2,110,Sb^2,1.0706507603040436e-12
Large,2,110,Sn*,0.13271920654798453
Small,2,111,Int,0.03143492160901112
Small,2,111,Hg,0.04776603368889888
Small,2,111,Ni*,3.3766273847360726e-4
Small,2,111,Sb^2,3.8792074122857844e-7
Small,2,111,Sn*,0.0117525464983773
Large,2,111,Int,0.1771947355291519
Large,2,111,Hg,2.920347182521458e-7
Large,2,111,Ni*,8.402651953138712e-13
Large,2,111,Sb^2,6.940891458869502e-12
Large,2,111,Sn*,1.7651808696096122e-5
Small,2,112,Int,0.726340266436309
Small,2,112,Hg,0.00648952865896242
Small,2,112,Ni*,0.02202197909511268
Small,2,112,Sb^2,1.611246219631387e-7
Small,2,112,Sn*,1.3067959706570324e-5
Large,2,112,Int,0.03609712107083997
Large,2,112,Hg,3.9672179837777915e-8
Large,2,112,Ni*,6.093119591041544e-14
Large,2,112,Sb^2,8.585397534909265e-12
Large,2,112,Sn*,0.02107016525560419
Small,2,113,Int,0.6211392264243223
Small,2,113,Hg,7.822830503524101e-5
Small,2,113,Ni*,0.0014647638085258
Small,2,113,Sb^2,7.476555757949498e-5
Small,2,113,Sn*,0.15427040157666888
Large,2,113,Int,0.2432303467111626
Large,2,113,Hg,1.5788684054095708e-8
Large,2,113,Ni*,1.7087844765982807e-11
Large,2,113,Sb^2,7.061047270039117e-17
Large,2,113,Sn*,0.04274406155470071
Small,2,114,Int,0.22330937356335348
Small,2,114,Hg,6.215348120810114e-5
Small,2,114,Ni*,1.1646540477317644e-5
Small,2,114,Sb^2,7.840231500475396e-5
Small,2,114,Sn*,0.7064245258284176
Large,2,114,Int,0.12587899140890244
Large,2,114,Hg,4.424270953902912e-9
Large,2,114,Ni*,6.1040366651039335e-12
Large,2,114,Sb^2,1.430938330813313e-13
Large,2,114,Sn*,0.00219296805193633
Small,2,115,Int,0.5577758468551356
Small,2,115,Hg,0.00943624968156762
Small,2,115,Ni*,0.00193710091528388
Small,2,115,Sb^2,0.00341213939418119
Small,2,115,Sn*,4.802028550453359e-4
Large,2,115,Int,8.900742146054152e-4
Large,2,115,Hg,5.176828417870856e-7
Large,2,115,Ni*,1.5415587670941237e-14
Large,2,115,Sb^2,4.0771060471709515e-18
Large,2,115,Sn*,0.01073852381914458
Small,2,116,Int,0.20235735927305512
Small,2,116,Hg,9.561023966842196e-4
Small,2,116,Ni*,7.593120076158437e-7
Small,2,116,Sb^2,6.403621633024564e-5
Small,2,116,Sn*,0.00477691081510899
Large,2,116,Int,0.00158223874304392
Large,2,116,Hg,5.02404967771992e-5
Large,2,116,Ni*,2.215104282159034e-13
Large,2,116,Sb^2,4.373525895323974e-19
Large,2,116,Sn*,3.446836200208035e-4
Small,2,117,Int,0.7774706858986992
Small,2,117,Hg,0.08506210184163035
Small,2,117,Ni*,0.00172040310972575
Small,2,117,Sb^2,2.297217294804769e-5
Small,2,117,Sn*,0.20997837791881913
Large,2,117,Int,0.2123172633638903
Large,2,117,Hg,3.9000661585776767e-11
Large,2,117,Ni*,1.2186309335450611e-11
Large,2,117,Sb^2,3.599494444567269e-13
Large,2,117,Sn*,0.03335482432133812
Small,2,118,Int,0.6014164432291496
Small,2,118,Hg,0.00408774029020289
Small,2,118,Ni*,6.703259349454115e-4
Small,2,118,Sb^2,1.1023435611508672e-4
Small,2,118,Sn*,0.7967433075989951
Large,2,118,Int,0.00532389642947392
Large,2,118,Hg,2.5518434516057296e-7
Large,2,118,Ni*,6.790055384995997e-10
Large,2,118,Sb^2,1.7424659619180373e-12
Large,2,118,Sn*,6.211389553408919e-6
Small,2,119,Int,0.00354550838174503
Small,2,119,Hg,8.584926713385028e-4
Small,2,119,Ni*,2.1314244601822696e-5
Small,2,119,Sb^2,6.291799839248825e-6
Small,2,119,Sn*,0.0465977510095584
Large,2,119,Int,0.5118886850674835
Large,2,119,Hg,3.644854609663564e-7
Large,2,119,Ni*,1.0251020268290482e-10
Large,2,119,Sb^2,4.111480193538553e-18
Large,2,119,Sn*,0.0148514780631544
Small,2,120,Int,0.12013626073532543
Small,2,120,Hg,0.00266643269292553
Small,2,120,Ni*,1.2133115484888292e-5
Small,2,120,Sb^2,1.764962485384967e-4
Small,2,120,Sn*,0.02022417535376658
Large,2,120,Int,0.03314295570870208
Large,2,120,Hg,3.548114972683648e-9
Large,2,120,Ni*,1.0598624489233149e-15
Large,2,120,Sb^2,3.460464860637031e-13
Large,2,120,Sn*,0.00203799653582026
Small,2,121,Int,0.20889568452096216
Small,2,121,Hg,2.4210360926116384e-4
Small,2,121,Ni*,0.00241486985291248
Small,2,121,Sb^2,4.7710979166933985e-5
Small,2,121,Sn*,0.1127313586506994
Large,2,121,Int,0.48866454055506614
Large,2,121,Hg,6.902014515393482e-11
Large,2,121,Ni*,1.1792286625079335e-6
Large,2,121,Sb^2,2.6434685858614757e-8
Large,2,121,Sn*,4.116724796148427e-5
Small,2,122,Int,0.13940742894673022
Small,2,122,Hg,0.01622199001808691
Small,2,122,Ni*,2.5335951914548266e-4
Small,2,122,Sb^2,6.075947452512164e-4
Small,2,122,Sn*,0.6608554668281771
Large,2,122,Int,0.00184164963946004
Large,2,122,Hg,5.217705169299201e-10
Large,2,122,Ni*,7.99544755624693e-11
Large,2,122,Sb^2,2.099065986446048e-12
Large,2,122,Sn*,6.793836468060851e-7
Small,2,123,Int,0.8911183908398248
Small,2,123,Hg,0.02843322634271926
Small,2,123,Ni*,2.40288294804292e-4
Small,2,123,Sb^2,3.0705511707969343e-6
Small,2,123,Sn*,0.01801572040812486
Large,2,123,Int,0.12344779269914198
Large,2,123,Hg,5.818824837648208e-8
Large,2,123,Ni*,2.255918436426481e-15
Large,2,123,Sb^2,3.8311860473017575e-11
Large,2,123,Sn*,1.8575697104026052e-4
Small,2,124,Int,0.02589694682396936
Small,2,124,Hg,0.04861392783220143
Small,2,124,Ni*,1.2242090655011591e-5
Small,2,124,Sb^2,2.9026727107386574e-5
Small,2,124,Sn*,0.4484004984132811
Large,2,124,Int,0.01093071834825129
Large,2,124,Hg,2.426744755322455e-5
Large,2,124,Ni*,6.572362036329807e-18
Large,2,124,Sb^2,2.41266290656902e-14
Large,2,124,Sn*,0.00120135696975898
Small,2,125,Int,0.8416281966240408
Small,2,125,Hg,0.01350926441938467
Small,2,125,Ni*,3.1669775717975727e-4
Small,2,125,Sb^2,5.334510115126863e-5
Small,2,125,Sn*,0.2802913335119513
Large,2,125,Int,0.15233027490402182
Large,2,125,Hg,2.6060716151021376e-7
Large,2,125,Ni*,1.4451560423688332e-11
Large,2,125,Sb^2,1.3123943696257964e-20
Large,2,125,Sn*,5.136427515252521e-7
Small,2,126,Int,0.8447827395942283
Small,2,126,Hg,0.01531091590179914
Small,2,126,Ni*,2.4925063613679777e-4
Small,2,126,Sb^2,5.406073286027464e-6
Small,2,126,Sn*,0.06679837950831506
Large,2,126,Int,0.10143927381703764
Large,2,126,Hg,1.6771254439958842e-10
Large,2,126,Ni*,2.1093831711281836e-11
Large,2,126,Sb^2,2.629279083326506e-9
Large,2,126,Sn*,2.8927310519676443e-4
Small,2,127,Int,0.00638403614293314
Small,2,127,Hg,0.00783024869886102
Small,2,127,Ni*,5.701474784967014e-4
Small,2,127,Sb^2,2.623870836516472e-7
Small,2,127,Sn*,0.3069166566627746
Large,2,127,Int,0.065562863932681
Large,2,127,Hg,1.3419478102699398e-7
Large,2,127,Ni*,1.9042308040776087e-10
Large,2,127,Sb^2,2.636373885825395e-14
Large,2,127,Sn*,1.4242643029477263e-4
Small,2,128,Int,0.490969834954044
Small,2,128,Hg,0.00369633249421947
Small,2,128,Ni*,0.00437225194751706
Small,2,128,Sb^2,1.199716925278569e-5
Small,2,128,Sn*,0.05938199757118757
Large,2,128,Int,0.08206674468382448
Large,2,128,Hg,5.6771273701168114e-8
Large,2,128,Ni*,4.230101694727574e-17
