var,p,case
race2,0.1980319632556645,37
race3,0.9859657204851796,37
race4,0.33589163571558533,37
race5,0.15379351084156134,37
smoke1,7.580566707023292e-5,37
age,0.0015544250504976624,37
bmi,7.385661901903154e-4,37
As,0.6213626097065927,37
Cd,0.6190830440857908,37
Co,0.5803265373732522,37
Hg,2.2629022314673662e-9,37
Ni,1.4932996082193223e-8,37
Tl,0.967923909397214,37
Pb,0.7863005162425694,37
Mo,0.6100494512522859,37
Sb,0.018389479586649608,37
Sn,0.001885028363523504,37
(Intercept),0.05948603696120028,38
race2,0.7005448305375792,38
race3,0.22217083581134928,38
race4,0.512077851953704,38
race5,0.5833032817341953,38
smoke1,0.020246078648439404,38
age,7.855770877254563e-7,38
bmi,7.37476636233409e-4,38
As,0.061832625013623944,38
Cd,0.6746573019404094,38
Co,0.5083481367319367,38
Hg,2.4153182938531322e-14,38
Ni,3.1564732460178937e-13,38
Tl,0.8823736774426219,38
Pb,0.5009268498794888,38
Mo,0.04526265706675348,38
Sb,0.27501208420180195,38
Sn,5.235142075013053e-4,38
(Intercept),0.0051365526970120964,39
race2,0.8314856282468084,39
race3,0.5830016701704619,39
race4,0.4512770575332804,39
race5,0.32544954654686165,39
smoke1,1.022539883206441e-4,39
age,5.3162165661716074e-8,39
bmi,0.006393731366229008,39
As,0.9931884744452264,39
Cd,0.13329872993452174,39
Co,0.2540206357302391,39
Hg,1.6012388066409043e-7,39
Ni,3.028519080011488e-8,39
Tl,0.49050389823979157,39
Pb,0.7319273130535788,39
Mo,0.018275188912243837,39
Sb,0.4919025437799277,39
Sn,0.0014098785088856745,39
(Intercept),0.006437196644346434,40
race2,0.5164984157989966,40
race3,0.09086634724622554,40
race4,0.9912649003566765,40
race5,0.7157892957700165,40
smoke1,1.0665039541809035e-5,40
age,3.880727456241502e-6,40
bmi,0.002332695162410463,40
As,0.54908608777806,40
Cd,0.2246448119068951,40
Co,0.4484385360441848,40
Hg,8.454834091634313e-10,40
Ni,2.207868387830384e-7,40
Tl,0.6807626856024204,40
Pb,0.198376865974439,40
Mo,0.012247521374479783,40
Sb,0.021287483006027327,40
Sn,4.914945550990325e-4,40
(Intercept),8.389392506091135e-5,41
race2,0.8276685752795063,41
race3,0.5187645782240504,41
race4,0.3602935543430956,41
race5,0.5292015607792411,41
smoke1,1.3709705604346835e-7,41
age,2.0171083457646564e-7,41
bmi,2.345006945204613e-6,41
As,0.8049194297035088,41
Cd,0.2633244589035636,41
Co,0.9597642684631156,41
Hg,4.510531548717801e-9,41
Ni,5.160935634398279e-6,41
Tl,0.6596446848556423,41
Pb,0.5651170413496726,41
Mo,0.3345020300228442,41
Sb,0.01701462951072882,41
Sn,1.75576202883422e-4,41
(Intercept),0.001938663337536062,42
race2,0.541578089616429,42
race3,0.9393074563375187,42
race4,0.6206935320345841,42
race5,0.6618165075060218,42
smoke1,1.442832426076708e-7,42
age,7.773061010957902e-9,42
bmi,7.411389844387845e-4,42
As,0.3223504697265742,42
Cd,0.8782593458192254,42
Co,0.9882057674093656,42
Hg,1.0166956034518889e-8,42
Ni,2.8532228592005578e-9,42
Tl,0.2818425937622226,42
Pb,0.7134896539028406,42
Mo,0.1940832538520082,42
Sb,0.0634398546413891,42
Sn,0.07877718529287599,42
(Intercept),0.6846886418521412,43
race2,0.022174168522751718,43
race3,0.28663433576576614,43
race4,0.023278064781816443,43
race5,0.005204768880153388,43
smoke1,1.9725075552635184e-7,43
age,1.3079804768140979e-9,43
bmi,0.10531887018173956,43
As,0.46512959322109415,43
Cd,0.7544915060578761,43
Co,0.6407923794734894,43
Hg,8.687236470573514e-7,43
Ni,3.154458352225761e-8,43
Tl,0.18263655914529273,43
Pb,0.7412379710779045,43
Mo,0.05385542057013542,43
Sb,0.8302379736670675,43
Sn,9.84473387649394e-4,43
(Intercept),0.027769566390881417,44
race2,0.654937463409913,44
race3,0.8726090821671222,44
race4,0.7915597030902344,44
race5,0.6194501459426565,44
smoke1,2.59809176053362e-6,44
age,4.269498203320339e-7,44
bmi,2.8517588095526873e-4,44
As,0.7600737725347224,44
Cd,0.7076722986145583,44
Co,0.29524519677101646,44
Hg,8.314918860765536e-9,44
Ni,4.442941444257849e-5,44
Tl,0.2341044159047531,44
Pb,0.7205039542382425,44
Mo,0.23786453715184425,44
Sb,0.014211881264908069,44
Sn,5.2217768961556355e-5,44
(Intercept),0.0072393518669683935,45
race2,0.5231084856244818,45
race3,0.6369257051518398,45
race4,0.8158141615403993,45
race5,0.329732472023167,45
smoke1,8.59004996794946e-5,45
age,1.42060172955402e-8,45
bmi,0.05532965095200143,45
As,0.13619154147236093,45
Cd,0.7518082511576902,45
Co,0.2040200792786998,45
Hg,9.592925612860564e-5,45
Ni,1.3498384507925326e-6,45
Tl,0.3974132787546638,45
Pb,0.5560543203232606,45
Mo,0.8254449318904047,45
Sb,0.0388008707546524,45
Sn,0.6415882529758894,45
(Intercept),0.06182230571366528,46
race2,0.2734240919258201,46
race3,0.5380058893346895,46
race4,0.4734587310067533,46
race5,0.0762355883934231,46
smoke1,2.2536614359386875e-6,46
age,3.7842862379779943e-4,46
bmi,0.0032093186302115154,46
As,0.37998688639663725,46
Cd,0.030827442700958264,46
Co,0.3855757350668374,46
Hg,1.2209011847773228e-4,46
Ni,2.124778278217092e-8,46
Tl,0.563539610252918,46
Pb,0.3590501438383875,46
Mo,0.016078215850953894,46
Sb,0.7874044052033302,46
Sn,0.0745594085105824,46
(Intercept),0.2555554141879415,47
race2,0.05137477280861455,47
race3,0.019529044185814314,47
race4,0.2283823615610142,47
race5,0.03511408650061322,47
smoke1,6.781244652767812e-7,47
age,8.865334464894807e-6,47
bmi,0.0033042266193598962,47
As,0.8204787957169205,47
Cd,0.7162731660876862,47
Co,0.9564135176458508,47
Hg,2.5884619727938276e-14,47
Ni,9.416317753253865e-7,47
Tl,0.9382343047875885,47
Pb,0.5380455259797758,47
Mo,0.16069201366330801,47
Sb,0.2075077860428049,47
Sn,0.8885261901274131,47
(Intercept),0.11229995115503565,48
race2,0.09419072960208365,48
race3,0.641663833276514,48
race4,0.3686743200343572,48
race5,0.08543965616099855,48
smoke1,7.381628639650422e-6,48
age,1.5109587318980418e-6,48
bmi,0.00476044480080829,48
As,0.24600048795338839,48
Cd,0.44735863555622435,48
Co,0.5455370633429198,48
Hg,3.8610698063232456e-8,48
Ni,4.582287522903417e-7,48
Tl,0.9144956682210146,48
Pb,0.7294279233637886,48
Mo,0.26972387775814605,48
Sb,0.00584375479382921,48
Sn,5.081927964485323e-5,48
(Intercept),0.11644711379320312,49
race2,0.06886216168444338,49
race3,0.45246486154757093,49
race4,0.345418099253876,49
race5,0.0608678970118834,49
smoke1,3.88293561670004e-5,49
age,2.57637745058053e-10,49
bmi,0.017971172586456464,49
As,0.8831061476027268,49
Cd,0.4053045129781061,49
Co,0.023197264508799543,49
Hg,1.4966412211528373e-7,49
Ni,1.515821036729834e-8,49
Tl,0.845343064017346,49
Pb,0.8661726630047901,49
Mo,0.030862348519355987,49
Sb,0.1781586019697766,49
Sn,0.004269097457252207,49
(Intercept),0.0012237706489681645,50
race2,0.6278275821815624,50
race3,0.5522696332946793,50
race4,0.8239080908910401,50
race5,0.6428283866447847,50
smoke1,1.2166097904176356e-7,50
age,2.6788579058324e-10,50
bmi,0.006717495631152886,50
As,0.6289663626415681,50
Cd,0.9716299718223356,50
Co,0.924043533011252,50
Hg,8.334331265370469e-8,50
Ni,1.3408225671833094e-4,50
Tl,0.6796890396356243,50
Pb,0.5631360842802191,50
Mo,0.7147178470699245,50
Sb,0.07848121208831407,50
Sn,0.0205893986949394,50
(Intercept),0.0018198948644115973,51
race2,0.3343241513723513,51
race3,0.19943336440033588,51
race4,0.9485070151718201,51
race5,0.5433566685888307,51
smoke1,1.1779899523979014e-5,51
age,1.6036029450503611e-9,51
bmi,3.362448756636683e-4,51
As,0.02835008396113962,51
Cd,0.07835708941142176,51
Co,0.9107434594348542,51
Hg,1.6776589230229457e-7,51
Ni,3.1720936980362256e-8,51
Tl,0.9338116424390903,51
Pb,0.1822901398126315,51
