variable,PIP,trial,case
Mo,0.46364,394,4
Sb,0.95108,394,4
Sn,0.64052,394,4
As,0.51356,395,4
Cd,0.69452,395,4
Co,0.86072,395,4
Hg,0.98956,395,4
Ni,0.56924,395,4
Tl,0.56004,395,4
Pb,0.58828,395,4
Mo,0.45256,395,4
Sb,0.77816,395,4
Sn,0.98632,395,4
As,0.42784,396,4
Cd,0.5736,396,4
Co,0.55564,396,4
Hg,0.7106,396,4
Ni,0.83804,396,4
Tl,0.4062,396,4
Pb,0.45836,396,4
Mo,0.52144,396,4
Sb,0.89764,396,4
Sn,0.7402,396,4
As,0.5022,397,4
Cd,0.81332,397,4
Co,0.60028,397,4
Hg,0.99356,397,4
Ni,0.90304,397,4
Tl,0.86484,397,4
Pb,0.56008,397,4
Mo,0.52588,397,4
Sb,0.99492,397,4
Sn,0.9772,397,4
As,0.78124,398,4
Cd,0.50264,398,4
Co,0.49496,398,4
Hg,0.93936,398,4
Ni,0.9616,398,4
Tl,0.57376,398,4
Pb,0.65868,398,4
Mo,0.53472,398,4
Sb,0.8196,398,4
Sn,0.65428,398,4
As,0.60248,399,4
Cd,0.8132,399,4
Co,0.55828,399,4
Hg,0.9574,399,4
Ni,0.9456,399,4
Tl,0.80316,399,4
Pb,0.72284,399,4
Mo,0.74084,399,4
Sb,0.83592,399,4
Sn,0.72052,399,4
As,0.38612,400,4
Cd,0.33276,400,4
Co,0.8156,400,4
Hg,0.99784,400,4
Ni,0.76488,400,4
Tl,0.51188,400,4
Pb,0.52204,400,4
Mo,0.56596,400,4
Sb,0.99072,400,4
Sn,0.92472,400,4
As,0.21144,401,5
Cd,0.33968,401,5
Co,0.1548,401,5
Hg,1,401,5
Ni,0.8212,401,5
Tl,0.0972,401,5
Pb,0.27344,401,5
Mo,0.14232,401,5
Sb,1,401,5
Sn,0.19864,401,5
As,0.8238,402,5
Cd,0.94304,402,5
Co,0.21208,402,5
Hg,1,402,5
Ni,0.98028,402,5
Tl,0.24464,402,5
Pb,0.40612,402,5
Mo,0.47076,402,5
Sb,0.9866,402,5
Sn,0.32648,402,5
As,0.4212,403,5
Cd,0.20204,403,5
Co,0.25292,403,5
Hg,0.9902,403,5
Ni,0.56228,403,5
Tl,0.1872,403,5
Pb,0.25324,403,5
Mo,0.24404,403,5
Sb,1,403,5
Sn,0.48508,403,5
As,0.39348,404,5
Cd,0.42444,404,5
Co,0.43436,404,5
Hg,1,404,5
Ni,0.96836,404,5
Tl,0.61648,404,5
Pb,0.51396,404,5
Mo,0.59428,404,5
Sb,0.99356,404,5
Sn,0.90648,404,5
As,0.10076,405,5
Cd,0.19744,405,5
Co,0.13492,405,5
Hg,1,405,5
Ni,1,405,5
Tl,0.12352,405,5
Pb,0.19652,405,5
Mo,0.09232,405,5
Sb,0.98896,405,5
Sn,0.4756,405,5
As,0.25948,406,5
Cd,0.19176,406,5
Co,0.34608,406,5
Hg,1,406,5
Ni,0.98476,406,5
Tl,0.3716,406,5
Pb,0.36408,406,5
Mo,0.19148,406,5
Sb,0.90668,406,5
Sn,0.6154,406,5
As,0.13608,407,5
Cd,0.2604,407,5
Co,0.21768,407,5
Hg,0.99192,407,5
Ni,0.27796,407,5
Tl,0.13664,407,5
Pb,0.14608,407,5
Mo,0.25392,407,5
Sb,0.876,407,5
Sn,0.82572,407,5
As,0.2174,408,5
Cd,0.18424,408,5
Co,0.22628,408,5
Hg,1,408,5
Ni,0.7766,408,5
Tl,0.5184,408,5
Pb,0.27104,408,5
Mo,0.34776,408,5
Sb,0.68532,408,5
Sn,0.80932,408,5
As,0.15456,409,5
Cd,0.16664,409,5
Co,0.137,409,5
Hg,1,409,5
Ni,0.94768,409,5
Tl,0.14692,409,5
Pb,0.10664,409,5
Mo,0.07012,409,5
Sb,0.9634,409,5
Sn,0.08016,409,5
As,0.64968,410,5
Cd,0.4184,410,5
Co,0.26596,410,5
Hg,0.99892,410,5
Ni,0.99652,410,5
Tl,0.6298,410,5
Pb,0.33896,410,5
Mo,0.35608,410,5
Sb,0.8656,410,5
Sn,0.74044,410,5
As,0.1292,411,5
Cd,0.07084,411,5
Co,0.14756,411,5
Hg,0.99296,411,5
Ni,0.9882,411,5
Tl,0.11308,411,5
Pb,0.17712,411,5
Mo,0.15828,411,5
Sb,0.35696,411,5
Sn,0.1004,411,5
As,0.89672,412,5
Cd,0.88684,412,5
Co,0.74792,412,5
Hg,0.99868,412,5
Ni,0.93576,412,5
Tl,0.94744,412,5
Pb,0.71376,412,5
Mo,0.53992,412,5
Sb,0.9798,412,5
Sn,0.87276,412,5
As,0.39068,413,5
Cd,0.39808,413,5
Co,0.36964,413,5
Hg,0.99796,413,5
Ni,0.56936,413,5
Tl,0.60924,413,5
Pb,0.45712,413,5
Mo,0.44336,413,5
Sb,1,413,5
Sn,0.54624,413,5
As,0.215,414,5
Cd,0.25048,414,5
Co,0.16768,414,5
Hg,1,414,5
Ni,0.89904,414,5
Tl,0.18556,414,5
Pb,0.15408,414,5
Mo,0.24292,414,5
Sb,0.36428,414,5
Sn,0.29064,414,5
As,0.47524,415,5
Cd,0.49524,415,5
Co,0.49348,415,5
Hg,0.99788,415,5
Ni,0.60652,415,5
Tl,0.4382,415,5
Pb,0.71092,415,5
Mo,0.58724,415,5
Sb,0.94088,415,5
Sn,0.71344,415,5
As,0.33624,416,5
Cd,0.36104,416,5
Co,0.46788,416,5
Hg,0.98484,416,5
Ni,0.90944,416,5
Tl,0.27344,416,5
Pb,0.22328,416,5
Mo,0.33424,416,5
Sb,0.95032,416,5
Sn,0.36156,416,5
As,0.36476,417,5
Cd,0.6008,417,5
Co,0.51112,417,5
Hg,0.96772,417,5
Ni,0.9946,417,5
Tl,0.29748,417,5
Pb,0.27872,417,5
Mo,0.33272,417,5
Sb,0.49504,417,5
Sn,0.66524,417,5
As,0.1672,418,5
Cd,0.18356,418,5
Co,0.10996,418,5
Hg,0.45264,418,5
Ni,0.15532,418,5
Tl,0.17256,418,5
Pb,0.34148,418,5
Mo,0.16692,418,5
Sb,1,418,5
Sn,0.17992,418,5
As,0.14824,419,5
Cd,0.73036,419,5
Co,0.29964,419,5
Hg,1,419,5
Ni,1,419,5
Tl,0.31264,419,5
Pb,0.34712,419,5
Mo,0.22376,419,5
Sb,0.86904,419,5
Sn,0.18828,419,5
As,0.67184,420,5
Cd,0.29688,420,5
Co,0.3324,420,5
Hg,1,420,5
Ni,0.9998,420,5
Tl,0.36004,420,5
Pb,0.26988,420,5
Mo,0.512,420,5
Sb,0.98816,420,5
Sn,0.43956,420,5
As,0.13952,421,5
Cd,0.25796,421,5
Co,0.1662,421,5
Hg,0.99692,421,5
Ni,0.35632,421,5
Tl,0.24204,421,5
Pb,0.1586,421,5
Mo,0.17144,421,5
Sb,0.91176,421,5
Sn,0.12564,421,5
As,0.14332,422,5
Cd,0.15684,422,5
Co,0.37408,422,5
Hg,1,422,5
Ni,0.884,422,5
Tl,0.21436,422,5
Pb,0.19948,422,5
Mo,0.2022,422,5
Sb,0.36704,422,5
Sn,0.31624,422,5
As,0.21968,423,5
Cd,0.27344,423,5
Co,0.44936,423,5
Hg,0.92764,423,5
Ni,0.9714,423,5
Tl,0.56164,423,5
Pb,0.43584,423,5
Mo,0.53284,423,5
Sb,0.7272,423,5
Sn,0.49196,423,5
As,0.29144,424,5
Cd,0.27988,424,5
Co,0.67908,424,5
Hg,1,424,5
Ni,0.87012,424,5
Tl,0.2886,424,5
Pb,0.54648,424,5
Mo,0.42436,424,5
Sb,0.97172,424,5
Sn,0.5716,424,5
As,0.68652,425,5
Cd,0.50164,425,5
Co,0.62508,425,5
Hg,1,425,5
Ni,0.92428,425,5
Tl,0.69748,425,5
Pb,0.6014,425,5
Mo,0.57936,425,5
Sb,0.99852,425,5
Sn,0.78112,425,5
As,0.19448,426,5
Cd,0.3874,426,5
Co,0.2524,426,5
Hg,1,426,5
Ni,0.30804,426,5
Tl,0.25112,426,5
Pb,0.17452,426,5
Mo,0.1838,426,5
Sb,0.98468,426,5
Sn,0.40568,426,5
As,0.18196,427,5
Cd,0.15308,427,5
Co,0.32292,427,5
Hg,1,427,5
Ni,0.99412,427,5
Tl,0.16496,427,5
Pb,0.18084,427,5
Mo,0.1936,427,5
Sb,0.52148,427,5
Sn,0.106,427,5
As,0.37428,428,5
Cd,0.33036,428,5
Co,0.67396,428,5
Hg,0.57412,428,5
Ni,0.6074,428,5
Tl,0.39164,428,5
Pb,0.46032,428,5
Mo,0.51156,428,5
Sb,0.99228,428,5
Sn,0.58304,428,5
As,0.16704,429,5
Cd,0.24912,429,5
Co,0.444,429,5
Hg,0.98444,429,5
Ni,0.998,429,5
Tl,0.60076,429,5
Pb,0.24508,429,5
Mo,0.24084,429,5
Sb,0.92852,429,5
Sn,0.28572,429,5
As,0.1278,430,5
Cd,0.34076,430,5
Co,0.62624,430,5
Hg,1,430,5
Ni,1,430,5
Tl,0.17872,430,5
Pb,0.14392,430,5
Mo,0.17436,430,5
Sb,0.40996,430,5
Sn,0.17812,430,5
As,0.70648,431,5
Cd,0.33924,431,5
Co,0.40984,431,5
Hg,0.99848,431,5
Ni,0.94952,431,5
Tl,0.38632,431,5
Pb,0.79172,431,5
Mo,0.34164,431,5
Sb,0.95844,431,5
Sn,0.68704,431,5
As,0.1336,432,5
Cd,0.1706,432,5
Co,0.2566,432,5
Hg,1,432,5
Ni,0.89168,432,5
Tl,0.14288,432,5
Pb,0.23216,432,5
Mo,0.21396,432,5
Sb,0.71396,432,5
Sn,0.21376,432,5
As,0.239,433,5
Cd,0.77112,433,5
Co,0.25212,433,5
Hg,0.9948,433,5
Ni,0.91128,433,5
Tl,0.47448,433,5
Pb,0.41992,433,5
Mo,0.40544,433,5
Sb,0.96708,433,5
Sn,0.7788,433,5
As,0.13912,434,5
Cd,0.57568,434,5
Co,0.20372,434,5
Hg,0.98056,434,5
Ni,0.99056,434,5
Tl,0.20764,434,5
Pb,0.21304,434,5
Mo,0.2706,434,5
Sb,0.9698,434,5
Sn,0.575,434,5
As,0.22584,435,5
Cd,0.45396,435,5
Co,0.45592,435,5
Hg,0.99972,435,5
Ni,0.84092,435,5
Tl,0.357,435,5
Pb,0.39892,435,5
Mo,0.33916,435,5
Sb,1,435,5
Sn,0.6856,435,5
As,0.22084,436,5
Cd,0.27248,436,5
Co,0.25264,436,5
Hg,0.99664,436,5
Ni,0.9264,436,5
Tl,0.18088,436,5
Pb,0.18536,436,5
Mo,0.18156,436,5
Sb,0.63232,436,5
Sn,0.80848,436,5
As,0.11416,437,5
Cd,0.2298,437,5
Co,0.11856,437,5
Hg,0.99892,437,5
Ni,0.99636,437,5
Tl,0.26104,437,5
Pb,0.28436,437,5
Mo,0.13044,437,5
Sb,0.38332,437,5
Sn,0.16632,437,5
As,0.4096,438,5
Cd,0.3032,438,5
Co,0.47016,438,5
Hg,0.99984,438,5
Ni,0.76016,438,5
Tl,0.3012,438,5
Pb,0.73668,438,5
Mo,0.13028,438,5
Sb,1,438,5
Sn,0.28108,438,5
As,0.65272,439,5
Cd,0.38828,439,5
Co,0.52948,439,5
Hg,0.99756,439,5
Ni,0.7988,439,5
Tl,0.40628,439,5
Pb,0.51232,439,5
Mo,0.39308,439,5
Sb,0.63212,439,5
Sn,0.34788,439,5
As,0.48064,440,5
Cd,0.47276,440,5
Co,0.48396,440,5
Hg,0.98228,440,5
Ni,0.63184,440,5
Tl,0.37268,440,5
Pb,0.36188,440,5
Mo,0.76936,440,5
Sb,0.49424,440,5
Sn,0.92392,440,5
As,0.7886,441,5
Cd,0.48608,441,5
Co,0.50672,441,5
Hg,0.99728000000000006,441,5
Ni,0.95156,441,5
Tl,0.48424,441,5
Pb,0.50304,441,5
Mo,0.48256,441,5
Sb,0.99696,441,5
Sn,0.796,441,5
As,0.1802,442,5
Cd,0.31276,442,5
Co,0.22528,442,5
Hg,0.97048,442,5
Ni,0.5666,442,5
Tl,0.36028,442,5
Pb,0.32768,442,5
Mo,0.17024,442,5
Sb,1,442,5
Sn,0.22404,442,5
As,0.37,443,5
Cd,0.61472,443,5
Co,0.27756,443,5
Hg,1,443,5
Ni,0.43836,443,5
Tl,0.37016,443,5
Pb,0.30748,443,5
Mo,0.20988,443,5
Sb,0.99908,443,5
Sn,0.3358,443,5
As,0.40392,444,5
Cd,0.36516,444,5
Co,0.40948,444,5
Hg,0.9692,444,5
Ni,0.794,444,5
Tl,0.71268,444,5
Pb,0.77812,444,5
Mo,0.48788,444,5
Sb,0.99708,444,5
Sn,0.816,444,5
As,0.14732,445,5
Cd,0.3306,445,5
Co,0.16804,445,5
Hg,0.99824,445,5
Ni,0.99144,445,5
Tl,0.14908,445,5
Pb,0.46288,445,5
Mo,0.25988,445,5
Sb,0.9906,445,5
Sn,0.19196,445,5
As,0.0648,446,5
Cd,0.06568,446,5
Co,0.09356,446,5
Hg,1,446,5
Ni,1,446,5
Tl,0.089,446,5
Pb,0.08564,446,5
Mo,0.05824,446,5
Sb,0.85664,446,5
Sn,0.12416,446,5
As,0.17076,447,5
Cd,0.12612,447,5
Co,0.5398,447,5
Hg,1,447,5
Ni,0.99896,447,5
Tl,0.12652,447,5
Pb,0.10484,447,5
Mo,0.31468,447,5
Sb,0.70272,447,5
Sn,0.9992,447,5
As,0.0834,448,5
Cd,0.10352,448,5
Co,0.07516,448,5
Hg,0.99448,448,5
Ni,0.9996,448,5
Tl,0.06832,448,5
Pb,0.113,448,5
Mo,0.07768,448,5
Sb,0.94196,448,5
Sn,0.08476,448,5
As,0.18404,449,5
Cd,0.89692,449,5
Co,0.3576,449,5
Hg,0.99092,449,5
Ni,0.79764,449,5
Tl,0.80332,449,5
Pb,0.21004,449,5
Mo,0.32912,449,5
Sb,1,449,5
Sn,0.2868,449,5
As,0.39708,450,5
Cd,0.57716,450,5
Co,0.4344,450,5
Hg,0.90036,450,5
Ni,0.68996,450,5
Tl,0.40828,450,5
Pb,0.40596,450,5
Mo,0.54976,450,5
Sb,0.69796,450,5
Sn,0.44572,450,5
As,0.22284,451,5
Cd,0.3058,451,5
Co,0.22908,451,5
Hg,1,451,5
Ni,0.84488,451,5
Tl,0.24464,451,5
Pb,0.25044,451,5
Mo,0.3476,451,5
Sb,0.96604,451,5
Sn,0.58932,451,5
As,0.47424,452,5
Cd,0.65156,452,5
Co,0.36576,452,5
Hg,1,452,5
Ni,0.9856,452,5
Tl,0.3898,452,5
Pb,0.39516,452,5
Mo,0.32012,452,5
Sb,0.87692,452,5
Sn,0.73808,452,5
As,0.4944,453,5
Cd,0.39628,453,5
Co,0.26648,453,5
Hg,0.99984,453,5
Ni,0.99548,453,5
Tl,0.20988,453,5
Pb,0.40248,453,5
Mo,0.19164,453,5
Sb,0.9976,453,5
Sn,0.5202,453,5
As,0.2526,454,5
Cd,0.51992,454,5
Co,0.34396,454,5
Hg,0.99824,454,5
Ni,0.98476,454,5
Tl,0.24704,454,5
Pb,0.59196,454,5
Mo,0.27776,454,5
Sb,0.77908,454,5
Sn,0.36872,454,5
As,0.38264,455,5
Cd,0.30732,455,5
Co,0.31528,455,5
Hg,0.981,455,5
Ni,0.79328,455,5
Tl,0.3638,455,5
Pb,0.29228,455,5
Mo,0.41364,455,5
Sb,0.99276,455,5
Sn,0.53108,455,5
As,0.20712,456,5
Cd,0.25984,456,5
Co,0.22708,456,5
Hg,0.99456,456,5
Ni,0.4516,456,5
Tl,0.18292,456,5
Pb,0.26488,456,5
Mo,0.38124,456,5
Sb,0.73296,456,5
Sn,0.2772,456,5
As,0.3162,457,5
Cd,0.40244,457,5
Co,0.41984,457,5
Hg,0.9994,457,5
Ni,0.61236,457,5
Tl,0.5682,457,5
Pb,0.7838,457,5
Mo,0.53492,457,5
Sb,0.69916,457,5
Sn,0.9336,457,5
As,0.21328,458,5
Cd,0.16628,458,5
Co,0.20908,458,5
Hg,0.99812,458,5
Ni,0.95756,458,5
Tl,0.2532,458,5
Pb,0.2388,458,5
Mo,0.1848,458,5
Sb,0.37836,458,5
Sn,0.48312,458,5
As,0.50348,459,5
Cd,0.27692,459,5
Co,0.30528,459,5
Hg,1,459,5
Ni,0.9028,459,5
Tl,0.44216,459,5
Pb,0.32132,459,5
Mo,0.48576,459,5
Sb,1,459,5
Sn,0.296,459,5
As,0.90144,460,5
Cd,0.58096,460,5
Co,0.29028,460,5
Hg,1,460,5
Ni,0.99744,460,5
Tl,0.25836,460,5
Pb,0.34528,460,5
Mo,0.26508,460,5
Sb,0.97552,460,5
Sn,0.86532,460,5
As,0.55292,461,5
Cd,0.51584,461,5
Co,0.56344,461,5
Hg,0.98916,461,5
Ni,0.7056,461,5
Tl,0.55148,461,5
Pb,0.65836,461,5
Mo,0.56024,461,5
Sb,0.99996,461,5
Sn,0.55632,461,5
As,0.7806,462,5
Cd,0.38016,462,5
Co,0.51936,462,5
Hg,0.9898,462,5
Ni,0.99796,462,5
Tl,0.62684,462,5
Pb,0.60516,462,5
Mo,0.308,462,5
Sb,0.99844,462,5
Sn,0.70276,462,5
As,0.84392,463,5
Cd,0.44336,463,5
Co,0.37324,463,5
Hg,1,463,5
Ni,1,463,5
Tl,0.29044,463,5
Pb,0.19436,463,5
Mo,0.3474,463,5
Sb,0.8454,463,5
Sn,0.71524,463,5
As,0.14564,464,5
Cd,0.14696,464,5
Co,0.12308,464,5
Hg,1,464,5
Ni,0.93644,464,5
Tl,0.10732,464,5
Pb,0.13628,464,5
Mo,0.2378,464,5
Sb,0.99464,464,5
Sn,0.09268,464,5
As,0.32608,465,5
Cd,0.37524,465,5
Co,0.26136,465,5
Hg,0.9994,465,5
Ni,0.99612,465,5
Tl,0.27364,465,5
Pb,0.27648,465,5
Mo,0.28304,465,5
Sb,0.5596,465,5
Sn,0.64956,465,5
As,0.18156,466,5
Cd,0.20864,466,5
Co,0.25212,466,5
Hg,1,466,5
Ni,0.9832,466,5
Tl,0.23576,466,5
Pb,0.4452,466,5
Mo,0.2048,466,5
Sb,0.78908,466,5
Sn,0.63236,466,5
As,0.25324,467,5
Cd,0.17044,467,5
Co,0.11152,467,5
Hg,1,467,5
Ni,0.99956,467,5
Tl,0.33752,467,5
Pb,0.1746,467,5
Mo,0.22044,467,5
Sb,0.99688,467,5
Sn,0.13792,467,5
As,0.82328,468,5
Cd,0.30992,468,5
Co,0.3594,468,5
Hg,1,468,5
Ni,1,468,5
Tl,0.30508,468,5
Pb,0.37672,468,5
Mo,0.54316,468,5
Sb,0.94644,468,5
Sn,0.54272,468,5
As,0.49444,469,5
Cd,0.71716,469,5
Co,0.53892,469,5
Hg,0.95212,469,5
Ni,0.9482,469,5
Tl,0.54408,469,5
Pb,0.41216,469,5
Mo,0.71696,469,5
Sb,0.8664,469,5
Sn,0.48112,469,5
As,0.41032,470,5
Cd,0.45364,470,5
Co,0.38244,470,5
Hg,0.9888,470,5
Ni,0.43104,470,5
Tl,0.47884,470,5
Pb,0.44964,470,5
Mo,0.49816,470,5
Sb,0.99544,470,5
Sn,0.98076,470,5
As,0.11928,471,5
Cd,0.56032,471,5
Co,0.16348,471,5
Hg,1,471,5
Ni,0.607,471,5
Tl,0.11388,471,5
Pb,0.18076,471,5
Mo,0.19416,471,5
Sb,1,471,5
Sn,0.36272,471,5
As,0.25192,472,5
Cd,0.29096,472,5
Co,0.3408,472,5
Hg,0.98572,472,5
Ni,0.94844,472,5
Tl,0.21516,472,5
Pb,0.27988,472,5
Mo,0.17772,472,5
Sb,0.86836,472,5
Sn,0.68096,472,5
As,0.2656,473,5
Cd,0.43668,473,5
Co,0.5082,473,5
Hg,1,473,5
Ni,0.92592,473,5
Tl,0.338,473,5
Pb,0.6222,473,5
Mo,0.42104,473,5
Sb,0.96436,473,5
Sn,0.36208,473,5
As,0.17248,474,5
Cd,0.12128,474,5
Co,0.40464,474,5
Hg,1,474,5
Ni,0.99864,474,5
Tl,0.23576,474,5
Pb,0.212,474,5
Mo,0.32324,474,5
Sb,0.94828,474,5
Sn,0.76056,474,5
As,0.54288,475,5
Cd,0.19004,475,5
Co,0.249,475,5
Hg,1,475,5
Ni,0.99276,475,5
Tl,0.20768,475,5
Pb,0.27256,475,5
Mo,0.53156,475,5
Sb,0.53244,475,5
Sn,0.92832,475,5
As,0.22808,476,5
Cd,0.17732,476,5
Co,0.17364,476,5
Hg,0.99728000000000006,476,5
Ni,0.93304,476,5
Tl,0.20204,476,5
Pb,0.1458,476,5
Mo,0.18572,476,5
Sb,0.64388,476,5
Sn,0.38464,476,5
As,0.17596,477,5
Cd,0.39748,477,5
Co,0.2732,477,5
Hg,1,477,5
Ni,0.9966,477,5
Tl,0.30024,477,5
Pb,0.49852,477,5
Mo,0.29212,477,5
Sb,0.89368,477,5
Sn,0.51344,477,5
As,0.40152,478,5
Cd,0.40972,478,5
Co,0.3362,478,5
Hg,0.8978,478,5
Ni,0.79472,478,5
Tl,0.69304,478,5
Pb,0.63336,478,5
Mo,0.3658,478,5
Sb,1,478,5
Sn,0.87156,478,5
As,0.41652,479,5
Cd,0.58164,479,5
Co,0.43316,479,5
Hg,0.99836,479,5
Ni,1,479,5
Tl,0.82732000000000006,479,5
Pb,0.4128,479,5
Mo,0.4554,479,5
Sb,0.93464,479,5
Sn,0.83324,479,5
As,0.37064,480,5
Cd,0.3066,480,5
Co,0.26592,480,5
Hg,1,480,5
Ni,0.42308,480,5
Tl,0.203,480,5
Pb,0.39004,480,5
Mo,0.59076,480,5
Sb,0.90696,480,5
Sn,0.35436,480,5
As,0.37448,481,5
Cd,0.53,481,5
Co,0.40728,481,5
Hg,0.94992,481,5
Ni,0.63404,481,5
Tl,0.31692,481,5
Pb,0.50908,481,5
Mo,0.53988,481,5
Sb,0.94464,481,5
Sn,0.32252,481,5
As,0.28536,482,5
Cd,0.30616,482,5
Co,0.33304,482,5
Hg,1,482,5
Ni,0.94912,482,5
Tl,0.62096,482,5
Pb,0.4858,482,5
Mo,0.284,482,5
Sb,0.98532,482,5
Sn,0.59636,482,5
As,0.11216,483,5
Cd,0.19276,483,5
Co,0.22372,483,5
Hg,0.9994,483,5
Ni,0.9436,483,5
Tl,0.14728,483,5
Pb,0.19448,483,5
Mo,0.12384,483,5
Sb,0.9752,483,5
Sn,0.1482,483,5
As,0.10628,484,5
Cd,0.0846,484,5
Co,0.2398,484,5
Hg,1,484,5
Ni,0.21464,484,5
Tl,0.12544,484,5
Pb,0.09416,484,5
Mo,0.13956,484,5
Sb,1,484,5
Sn,0.42452,484,5
As,0.5452,485,5
Cd,0.49168,485,5
Co,0.66248,485,5
Hg,0.87332,485,5
Ni,0.76744,485,5
Tl,0.51472,485,5
Pb,0.64416,485,5
Mo,0.50056,485,5
Sb,0.76744,485,5
Sn,0.54412,485,5
As,0.24468,486,5
Cd,0.17476,486,5
Co,0.30976,486,5
Hg,1,486,5
Ni,0.4464,486,5
Tl,0.46732,486,5
Pb,0.26836,486,5
Mo,0.6056,486,5
Sb,0.73656,486,5
Sn,0.3304,486,5
As,0.38324,487,5
Cd,0.30888,487,5
Co,0.37284,487,5
Hg,1,487,5
Ni,0.97608,487,5
Tl,0.24748,487,5
Pb,0.74372,487,5
Mo,0.28844,487,5
Sb,0.99632,487,5
Sn,0.52004,487,5
As,0.45804,488,5
Cd,0.50788,488,5
Co,0.6602,488,5
Hg,0.94912,488,5
Ni,0.9418,488,5
Tl,0.40916,488,5
Pb,0.56892,488,5
Mo,0.48496,488,5
Sb,0.92316,488,5
Sn,0.8866,488,5
As,0.33736,489,5
Cd,0.43496,489,5
Co,0.37456,489,5
Hg,0.97132,489,5
Ni,0.6634,489,5
Tl,0.31708,489,5
Pb,0.56996,489,5
Mo,0.43316,489,5
Sb,0.74308,489,5
Sn,0.43516,489,5
As,0.39408,490,5
Cd,0.33192,490,5
Co,0.37412,490,5
Hg,0.85956,490,5
Ni,0.85488,490,5
Tl,0.32168,490,5
Pb,0.37632,490,5
Mo,0.37048,490,5
Sb,0.86104,490,5
Sn,0.38892,490,5
As,0.22228,491,5
Cd,0.49044,491,5
Co,0.4236,491,5
Hg,0.66284,491,5
Ni,0.79444,491,5
Tl,0.27832,491,5
Pb,0.19772,491,5
Mo,0.23872,491,5
Sb,0.99924,491,5
Sn,0.16316,491,5
As,0.24368,492,5
Cd,0.3224,492,5
Co,0.85984,492,5
Hg,1,492,5
Ni,0.69332,492,5
Tl,0.28056,492,5
Pb,0.32512,492,5
Mo,0.49904,492,5
Sb,0.45564,492,5
Sn,0.39536,492,5
As,0.35048,493,5
Cd,0.19144,493,5
Co,0.20204,493,5
Hg,0.98744,493,5
Ni,0.87124,493,5
Tl,0.22736,493,5
Pb,0.23736,493,5
Mo,0.1586,493,5
Sb,0.98788,493,5
Sn,0.29016,493,5
As,0.33688,494,5
Cd,0.33456,494,5
Co,0.49196,494,5
Hg,0.70124,494,5
Ni,0.46332,494,5
Tl,0.58312,494,5
Pb,0.33248,494,5
Mo,0.89076,494,5
Sb,0.90724,494,5
Sn,0.94376,494,5
As,0.53604,495,5
Cd,0.86348,495,5
Co,0.468,495,5
Hg,1,495,5
Ni,0.8986,495,5
Tl,0.55088,495,5
Pb,0.59432,495,5
Mo,0.93784,495,5
Sb,0.9734,495,5
Sn,0.83444,495,5
As,0.57336,496,5
Cd,0.45504,496,5
Co,0.50552,496,5
Hg,0.54388,496,5
Ni,0.73448,496,5
Tl,0.41752,496,5
Pb,0.355,496,5
Mo,0.31264,496,5
Sb,0.99936,496,5
Sn,0.33984,496,5
As,0.56488,497,5
Cd,0.5336,497,5
Co,0.44952,497,5
Hg,0.94472,497,5
Ni,0.85836,497,5
Tl,0.43228,497,5
Pb,0.37216,497,5
Mo,0.5802,497,5
Sb,0.87528,497,5
Sn,0.49404,497,5
As,0.38188,498,5
Cd,0.23212,498,5
Co,0.44688,498,5
Hg,1,498,5
Ni,0.97924,498,5
Tl,0.2886,498,5
Pb,0.25684,498,5
Mo,0.28788,498,5
Sb,1,498,5
Sn,0.59288,498,5
As,0.3314,499,5
Cd,0.30712,499,5
Co,0.41076,499,5
Hg,0.9938,499,5
Ni,0.98184,499,5
Tl,0.27612,499,5
Pb,0.4062,499,5
Mo,0.27528,499,5
Sb,0.66264,499,5
Sn,0.7232,499,5
As,0.04544,500,5
Cd,0.05548,500,5
Co,0.10364,500,5
Hg,1,500,5
Ni,0.99532,500,5
Tl,0.06464,500,5
Pb,0.08512,500,5
Mo,0.06548,500,5
Sb,0.7342,500,5
Sn,0.08364,500,5
As,0.37848,501,6
Cd,0.46644,501,6
Co,0.40676,501,6
Hg,0.9276,501,6
Ni,0.99712,501,6
Tl,0.4184,501,6
Pb,0.35764,501,6
Mo,0.34928,501,6
Sb,0.9418,501,6
Sn,0.48068,501,6
As,0.49844,502,6
Cd,0.6898,502,6
Co,0.37748,502,6
Hg,0.6332,502,6
Ni,0.8848,502,6
Tl,0.38504,502,6
Pb,0.36204,502,6
Mo,0.58256,502,6
Sb,1,502,6
Sn,0.334,502,6
As,0.3538,503,6
Cd,0.40684,503,6
Co,0.83144,503,6
Hg,0.8514,503,6
Ni,0.44916,503,6
Tl,0.80736,503,6
Pb,0.5248,503,6
Mo,0.41832,503,6
Sb,0.9964,503,6
Sn,0.47572,503,6
As,0.4324,504,6
Cd,0.4612,504,6
Co,0.52804,504,6
Hg,1,504,6
Ni,0.97404,504,6
Tl,0.6442,504,6
Pb,0.445,504,6
Mo,0.80316,504,6
Sb,0.59356,504,6
Sn,0.90244,504,6
As,0.37672,505,6
Cd,0.3764,505,6
Co,0.38536,505,6
Hg,0.94876,505,6
Ni,0.53352,505,6
Tl,0.34568,505,6
Pb,0.45716,505,6
Mo,0.35892,505,6
Sb,0.46208,505,6
Sn,0.69312,505,6
As,0.22728,506,6
Cd,0.19344,506,6
Co,0.3112,506,6
Hg,0.74128,506,6
Ni,0.40872000000000003,506,6
