variable,PIP,trial,case
Sb,0.96068,848,9
Sn,0.24328,848,9
As,0.32932,849,9
Cd,0.514,849,9
Co,0.4536,849,9
Hg,0.48124,849,9
Ni,0.978,849,9
Tl,0.36752,849,9
Pb,0.40808,849,9
Mo,0.34264,849,9
Sb,0.41376,849,9
Sn,0.41544,849,9
As,0.328,850,9
Cd,0.55788,850,9
Co,0.4584,850,9
Hg,0.85764,850,9
Ni,0.99672,850,9
Tl,0.54588,850,9
Pb,0.36864,850,9
Mo,0.41584,850,9
Sb,0.98816,850,9
Sn,0.8224,850,9
As,0.14884,851,9
Cd,0.16956,851,9
Co,0.16116,851,9
Hg,0.22452,851,9
Ni,0.72568,851,9
Tl,0.27712,851,9
Pb,0.19848,851,9
Mo,0.16252,851,9
Sb,0.82736,851,9
Sn,0.1918,851,9
As,0.38888,852,9
Cd,0.56192,852,9
Co,0.62948,852,9
Hg,0.91176,852,9
Ni,0.783,852,9
Tl,0.57396,852,9
Pb,0.6082,852,9
Mo,0.4466,852,9
Sb,0.97948,852,9
Sn,0.70284,852,9
As,0.58772,853,9
Cd,0.77464,853,9
Co,0.84648,853,9
Hg,0.97608,853,9
Ni,0.73664,853,9
Tl,0.66644,853,9
Pb,0.48376,853,9
Mo,0.83272,853,9
Sb,0.99844,853,9
Sn,0.77296,853,9
As,0.57908,854,9
Cd,0.62164,854,9
Co,0.61276,854,9
Hg,0.71704,854,9
Ni,0.68216,854,9
Tl,0.71384,854,9
Pb,0.7674,854,9
Mo,0.5044,854,9
Sb,0.87244,854,9
Sn,0.84044,854,9
As,0.7686,855,9
Cd,0.61528,855,9
Co,0.63632,855,9
Hg,0.89192,855,9
Ni,0.96356,855,9
Tl,0.47736,855,9
Pb,0.62828,855,9
Mo,0.7332,855,9
Sb,0.94292,855,9
Sn,0.95612,855,9
As,0.50024,856,9
Cd,0.6112,856,9
Co,0.64172,856,9
Hg,0.93732,856,9
Ni,0.92172,856,9
Tl,0.71144,856,9
Pb,0.57592,856,9
Mo,0.5366,856,9
Sb,0.66948,856,9
Sn,0.80636,856,9
As,0.30556,857,9
Cd,0.31268,857,9
Co,0.20672,857,9
Hg,0.97692,857,9
Ni,0.43288,857,9
Tl,0.26856,857,9
Pb,0.26536,857,9
Mo,0.26668,857,9
Sb,0.9906,857,9
Sn,0.97424,857,9
As,0.08392,858,9
Cd,0.13288,858,9
Co,0.14768,858,9
Hg,0.99708,858,9
Ni,0.88232,858,9
Tl,0.09088,858,9
Pb,0.30148,858,9
Mo,0.14952,858,9
Sb,1,858,9
Sn,0.99636,858,9
As,0.56104,859,9
Cd,0.5678,859,9
Co,0.44824,859,9
Hg,0.76116,859,9
Ni,0.71072,859,9
Tl,0.49692,859,9
Pb,0.60836,859,9
Mo,0.51848,859,9
Sb,0.9996,859,9
Sn,0.83304,859,9
As,0.2398,860,9
Cd,0.31028,860,9
Co,0.23456,860,9
Hg,0.29708,860,9
Ni,0.28392,860,9
Tl,0.48368,860,9
Pb,0.39592,860,9
Mo,0.2556,860,9
Sb,0.84112,860,9
Sn,0.28484,860,9
As,0.34676,861,9
Cd,0.3546,861,9
Co,0.3766,861,9
Hg,0.44028,861,9
Ni,0.70892,861,9
Tl,0.43272,861,9
Pb,0.31924,861,9
Mo,0.34584,861,9
Sb,0.97476,861,9
Sn,0.8586,861,9
As,0.34604,862,9
Cd,0.43516,862,9
Co,0.39208,862,9
Hg,0.9934,862,9
Ni,0.84412,862,9
Tl,0.18488,862,9
Pb,0.3352,862,9
Mo,0.31644,862,9
Sb,1,862,9
Sn,0.36708,862,9
As,0.58588,863,9
Cd,0.52576,863,9
Co,0.67884,863,9
Hg,0.9744,863,9
Ni,0.9388,863,9
Tl,0.52428,863,9
Pb,0.55828,863,9
Mo,0.63428,863,9
Sb,0.86076,863,9
Sn,0.89256,863,9
As,0.37456,864,9
Cd,0.28848,864,9
Co,0.20716,864,9
Hg,0.96584,864,9
Ni,0.25764,864,9
Tl,0.186,864,9
Pb,0.19688,864,9
Mo,0.19592,864,9
Sb,0.9936,864,9
Sn,0.74736,864,9
As,0.39776,865,9
Cd,0.8144,865,9
Co,0.27356,865,9
Hg,1,865,9
Ni,0.99972,865,9
Tl,0.2774,865,9
Pb,0.28432,865,9
Mo,0.958,865,9
Sb,0.92396,865,9
Sn,0.89176,865,9
As,0.54368,866,9
Cd,0.8622,866,9
Co,0.85512,866,9
Hg,0.81152,866,9
Ni,0.8004,866,9
Tl,0.58896,866,9
Pb,0.81084,866,9
Mo,0.6426,866,9
Sb,0.9998,866,9
Sn,0.74192,866,9
As,0.24288,867,9
Cd,0.35096,867,9
Co,0.247,867,9
Hg,0.81688,867,9
Ni,0.996,867,9
Tl,0.37996,867,9
Pb,0.31032,867,9
Mo,0.27424,867,9
Sb,0.94132,867,9
Sn,0.41428,867,9
As,0.71524,868,9
Cd,0.60212,868,9
Co,0.52044,868,9
Hg,0.84016,868,9
Ni,0.73656,868,9
Tl,0.66988,868,9
Pb,0.66576,868,9
Mo,0.46684,868,9
Sb,0.96284,868,9
Sn,0.61932,868,9
As,0.26428,869,9
Cd,0.22776,869,9
Co,0.88584,869,9
Hg,0.5844,869,9
Ni,0.32588,869,9
Tl,0.35664,869,9
Pb,0.3694,869,9
Mo,0.24088,869,9
Sb,0.80328,869,9
Sn,0.44856,869,9
As,0.61524,870,9
Cd,0.60964,870,9
Co,0.76496,870,9
Hg,0.90008,870,9
Ni,0.88376,870,9
Tl,0.78912,870,9
Pb,0.69428,870,9
Mo,0.636,870,9
Sb,0.99504,870,9
Sn,0.59136,870,9
As,0.9434,871,9
Cd,0.276,871,9
Co,0.15772,871,9
Hg,0.19556,871,9
Ni,0.168,871,9
Tl,0.1846,871,9
Pb,0.22244,871,9
Mo,0.18888,871,9
Sb,0.99708,871,9
Sn,0.19028,871,9
As,0.19948,872,9
Cd,0.15572,872,9
Co,0.18392,872,9
Hg,0.78788,872,9
Ni,0.96744,872,9
Tl,0.43076,872,9
Pb,0.24884,872,9
Mo,0.21804,872,9
Sb,1,872,9
Sn,0.31044,872,9
As,0.1806,873,9
Cd,0.98744,873,9
Co,0.25964,873,9
Hg,0.97376,873,9
Ni,0.99008,873,9
Tl,0.25144,873,9
Pb,0.20972,873,9
Mo,0.1514,873,9
Sb,0.57052,873,9
Sn,0.26584,873,9
As,0.51552,874,9
Cd,0.69936,874,9
Co,0.51788,874,9
Hg,0.96036,874,9
Ni,0.9216,874,9
Tl,0.46088,874,9
Pb,0.5726,874,9
Mo,0.48664,874,9
Sb,0.76616,874,9
Sn,0.61016,874,9
As,0.33952,875,9
Cd,0.68264,875,9
Co,0.55816,875,9
Hg,0.99856,875,9
Ni,0.88408,875,9
Tl,0.6968,875,9
Pb,0.49216,875,9
Mo,0.6198,875,9
Sb,0.98772,875,9
Sn,0.96764,875,9
As,0.32724,876,9
Cd,0.24152,876,9
Co,0.32208,876,9
Hg,0.96096,876,9
Ni,0.99992,876,9
Tl,0.28808,876,9
Pb,0.32236,876,9
Mo,0.23864,876,9
Sb,0.96136,876,9
Sn,0.287,876,9
As,0.24344,877,9
Cd,0.38784,877,9
Co,0.19024,877,9
Hg,0.78656,877,9
Ni,0.47872,877,9
Tl,0.32168,877,9
Pb,0.2214,877,9
Mo,0.20288,877,9
Sb,0.99172,877,9
Sn,0.23048,877,9
As,0.83076,878,9
Cd,0.46728,878,9
Co,0.3936,878,9
Hg,0.97224,878,9
Ni,0.96492,878,9
Tl,0.38508,878,9
Pb,0.41856,878,9
Mo,0.3094,878,9
Sb,0.93792,878,9
Sn,0.3352,878,9
As,0.52584,879,9
Cd,0.9366,879,9
Co,0.62704,879,9
Hg,0.96464,879,9
Ni,0.91596,879,9
Tl,0.581,879,9
Pb,0.88988,879,9
Mo,0.65104,879,9
Sb,0.98676,879,9
Sn,0.72104,879,9
As,0.73096,880,9
Cd,0.79932,880,9
Co,0.45972,880,9
Hg,0.70524,880,9
Ni,0.56396,880,9
Tl,0.51716,880,9
Pb,0.8256,880,9
Mo,0.67912,880,9
Sb,0.99072,880,9
Sn,0.88332,880,9
As,0.25088,881,9
Cd,0.39844,881,9
Co,0.53396,881,9
Hg,0.63708,881,9
Ni,0.9376,881,9
Tl,0.603,881,9
Pb,0.62636,881,9
Mo,0.24512,881,9
Sb,1,881,9
Sn,0.64712,881,9
As,0.42992,882,9
Cd,0.601,882,9
Co,0.50804,882,9
Hg,0.79292,882,9
Ni,0.66308,882,9
Tl,0.31844,882,9
Pb,0.36132,882,9
Mo,0.56216,882,9
Sb,0.94944,882,9
Sn,0.31228,882,9
As,0.381,883,9
Cd,0.75028,883,9
Co,0.51012,883,9
Hg,0.97864,883,9
Ni,0.63784,883,9
Tl,0.326,883,9
Pb,0.373,883,9
Mo,0.41728,883,9
Sb,0.98956,883,9
Sn,0.49296,883,9
As,0.59356,884,9
Cd,0.76056,884,9
Co,0.4728,884,9
Hg,0.92808,884,9
Ni,0.91228,884,9
Tl,0.37508,884,9
Pb,0.47116,884,9
Mo,0.43504,884,9
Sb,0.95248,884,9
Sn,0.88596,884,9
As,0.44208,885,9
Cd,0.8988,885,9
Co,0.49164,885,9
Hg,0.80964,885,9
Ni,0.99412,885,9
Tl,0.4022,885,9
Pb,0.571,885,9
Mo,0.47144,885,9
Sb,0.63164,885,9
Sn,0.49484,885,9
As,0.40876,886,9
Cd,0.96412,886,9
Co,0.71328,886,9
Hg,0.6164,886,9
Ni,0.78208,886,9
Tl,0.61764,886,9
Pb,0.96688,886,9
Mo,0.9402,886,9
Sb,0.98768,886,9
Sn,0.95432,886,9
As,0.05756,887,9
Cd,0.04788,887,9
Co,0.07224,887,9
Hg,0.07368,887,9
Ni,0.11008,887,9
Tl,0.04464,887,9
Pb,0.026,887,9
Mo,0.04808,887,9
Sb,1,887,9
Sn,0.0572,887,9
As,0.19996,888,9
Cd,0.3786,888,9
Co,0.6626,888,9
Hg,0.85588,888,9
Ni,0.69336,888,9
Tl,0.2648,888,9
Pb,0.38804,888,9
Mo,0.35836,888,9
Sb,0.9988,888,9
Sn,0.828,888,9
As,0.3648,889,9
Cd,0.42364,889,9
Co,0.56308,889,9
Hg,0.99,889,9
Ni,0.99816,889,9
Tl,0.28536,889,9
Pb,0.57852,889,9
Mo,0.5534,889,9
Sb,0.5802,889,9
Sn,0.97852,889,9
As,0.50588,890,9
Cd,0.66672,890,9
Co,0.49024,890,9
Hg,0.41316,890,9
Ni,0.99388,890,9
Tl,0.40948,890,9
Pb,0.5378,890,9
Mo,0.38364,890,9
Sb,0.90692,890,9
Sn,0.81468,890,9
As,0.44988,891,9
Cd,0.27624,891,9
Co,0.67036,891,9
Hg,0.95964,891,9
Ni,0.96,891,9
Tl,0.33492,891,9
Pb,0.4204,891,9
Mo,0.32096,891,9
Sb,0.9994,891,9
Sn,0.35792,891,9
As,0.63264,892,9
Cd,0.47192,892,9
Co,0.90988,892,9
Hg,0.97584,892,9
Ni,0.46992,892,9
Tl,0.55176,892,9
Pb,0.74408,892,9
Mo,0.52924,892,9
Sb,1,892,9
Sn,0.79604,892,9
As,0.41704,893,9
Cd,0.31264,893,9
Co,0.39376,893,9
Hg,0.87128,893,9
Ni,0.93872,893,9
Tl,0.25812,893,9
Pb,0.49632,893,9
Mo,0.22692,893,9
Sb,0.99248,893,9
Sn,0.23592,893,9
As,0.4646,894,9
Cd,0.70572,894,9
Co,0.61808,894,9
Hg,0.75308,894,9
Ni,0.88564,894,9
Tl,0.48412,894,9
Pb,0.442,894,9
Mo,0.48396,894,9
Sb,0.8696,894,9
Sn,0.69868,894,9
As,0.265,895,9
Cd,0.32704,895,9
Co,0.3702,895,9
Hg,0.5128,895,9
Ni,0.87976,895,9
Tl,0.31144,895,9
Pb,0.47272,895,9
Mo,0.45536,895,9
Sb,0.97468,895,9
Sn,0.45464,895,9
As,0.70312,896,9
Cd,0.63016,896,9
Co,0.54652,896,9
Hg,0.99664,896,9
Ni,0.99856,896,9
Tl,0.51656,896,9
Pb,0.44996,896,9
Mo,0.59896,896,9
Sb,0.82692,896,9
Sn,1,896,9
As,0.82316,897,9
Cd,0.63268,897,9
Co,0.37248,897,9
Hg,1,897,9
Ni,0.99904,897,9
Tl,0.33388,897,9
Pb,0.45208,897,9
Mo,0.949,897,9
Sb,0.97632,897,9
Sn,0.80644,897,9
As,0.17764,898,9
Cd,0.82848,898,9
Co,0.3846,898,9
Hg,0.9972,898,9
Ni,0.97704,898,9
Tl,0.68248,898,9
Pb,0.53368,898,9
Mo,0.668,898,9
Sb,0.99112,898,9
Sn,0.51088,898,9
As,0.45384,899,9
Cd,0.90688,899,9
Co,0.75228,899,9
Hg,0.94248,899,9
Ni,0.98768,899,9
Tl,0.727,899,9
Pb,0.84816,899,9
Mo,0.60412,899,9
Sb,1,899,9
Sn,0.84744,899,9
As,0.40832,900,9
Cd,0.60068,900,9
Co,0.70568,900,9
Hg,0.7644,900,9
Ni,0.80596,900,9
Tl,0.46044,900,9
Pb,0.45932,900,9
Mo,0.65416,900,9
Sb,0.92556,900,9
Sn,0.55304,900,9
As,0.39544,1000,10
Cd,0.3974,1000,10
Co,0.8038,1000,10
Hg,0.9612,1000,10
Ni,0.9922,1000,10
Tl,0.5712,1000,10
Pb,0.45324,1000,10
Mo,0.40112,1000,10
Sb,0.92308,1000,10
Sn,0.7,1000,10
As,0.67516,901,10
Cd,0.58528,901,10
Co,0.67736,901,10
Hg,0.97596,901,10
Ni,1,901,10
Tl,0.73112,901,10
Pb,0.57344,901,10
Mo,0.50376,901,10
Sb,0.96308,901,10
Sn,0.7158,901,10
As,0.30544,902,10
Cd,0.39468,902,10
Co,0.5922,902,10
Hg,1,902,10
Ni,1,902,10
Tl,0.36524,902,10
Pb,0.28804,902,10
Mo,0.92132,902,10
Sb,0.99932,902,10
Sn,0.33932,902,10
As,0.29292,903,10
Cd,0.31028,903,10
Co,0.2568,903,10
Hg,0.67884,903,10
Ni,0.4576,903,10
Tl,0.2388,903,10
Pb,0.5262,903,10
Mo,0.37432,903,10
Sb,0.9008,903,10
Sn,0.2998,903,10
As,0.20336,904,10
Cd,0.27148,904,10
Co,0.31868,904,10
Hg,0.99784,904,10
Ni,0.94964,904,10
Tl,0.74572,904,10
Pb,0.2846,904,10
Mo,0.30736,904,10
Sb,0.99876,904,10
Sn,0.99188,904,10
As,0.4792,905,10
Cd,0.36832,905,10
Co,0.51344,905,10
Hg,0.99348,905,10
Ni,0.94196,905,10
Tl,0.38288,905,10
Pb,0.60448,905,10
Mo,0.68484,905,10
Sb,0.73252,905,10
Sn,0.60004,905,10
As,0.13028,906,10
Cd,0.1578,906,10
Co,0.5282,906,10
Hg,0.957,906,10
Ni,0.96148,906,10
Tl,0.28448,906,10
Pb,0.24884,906,10
Mo,0.14152,906,10
Sb,0.99476,906,10
Sn,0.69096,906,10
As,0.35856,907,10
Cd,0.48188,907,10
Co,0.77976,907,10
Hg,0.99828,907,10
Ni,0.5178,907,10
Tl,0.79228,907,10
Pb,0.26376,907,10
Mo,0.32684,907,10
Sb,0.995,907,10
Sn,0.739,907,10
As,0.32692,908,10
Cd,0.53072,908,10
Co,0.3912,908,10
Hg,0.94848,908,10
Ni,0.67428,908,10
Tl,0.40144,908,10
Pb,0.30748,908,10
Mo,0.47204,908,10
Sb,0.93172,908,10
Sn,0.78264,908,10
As,0.26976,909,10
Cd,0.38196,909,10
Co,0.49104,909,10
Hg,0.90316,909,10
Ni,0.74584,909,10
Tl,0.45032,909,10
Pb,0.33708,909,10
Mo,0.31164,909,10
Sb,0.99652,909,10
Sn,0.9908,909,10
As,0.46964,910,10
Cd,0.49072,910,10
Co,0.3682,910,10
Hg,0.71032,910,10
Ni,0.98784,910,10
Tl,0.4874,910,10
Pb,0.38932,910,10
Mo,0.3668,910,10
Sb,0.87212,910,10
Sn,0.5644,910,10
As,0.56664,911,10
Cd,0.60624,911,10
Co,0.7674,911,10
Hg,0.8976,911,10
Ni,0.79012,911,10
Tl,0.72084,911,10
Pb,0.61808,911,10
Mo,0.54968,911,10
Sb,0.89612,911,10
Sn,0.95964,911,10
As,0.2486,912,10
Cd,0.3372,912,10
Co,0.38376,912,10
Hg,0.8892,912,10
Ni,0.95084,912,10
Tl,0.33876,912,10
Pb,0.35568,912,10
Mo,0.32568,912,10
Sb,0.49332,912,10
Sn,0.73916,912,10
As,0.23056,913,10
Cd,0.1868,913,10
Co,0.28764,913,10
Hg,0.99696,913,10
Ni,0.39624,913,10
Tl,0.18256,913,10
Pb,0.2042,913,10
Mo,0.1952,913,10
Sb,0.95968,913,10
Sn,0.34964,913,10
As,0.351,914,10
Cd,0.3216,914,10
Co,0.544,914,10
Hg,0.92732,914,10
Ni,0.91752,914,10
Tl,0.25132,914,10
Pb,0.48696,914,10
Mo,0.3238,914,10
Sb,0.6806,914,10
Sn,0.8206,914,10
As,0.50768,915,10
Cd,0.50116,915,10
Co,0.44016,915,10
Hg,0.97828,915,10
Ni,0.98108,915,10
Tl,0.74636,915,10
Pb,0.54248,915,10
Mo,0.50272,915,10
Sb,0.60664,915,10
Sn,0.87192,915,10
As,0.40176,916,10
Cd,0.3544,916,10
Co,0.6042,916,10
Hg,0.70468,916,10
Ni,0.87088,916,10
Tl,0.69084,916,10
Pb,0.43556,916,10
Mo,0.54512,916,10
Sb,0.99884,916,10
Sn,0.88436,916,10
As,0.89804,917,10
Cd,0.51336,917,10
Co,0.45912,917,10
Hg,0.89076,917,10
Ni,0.92,917,10
Tl,0.34684,917,10
Pb,0.35856,917,10
Mo,0.37936,917,10
Sb,1,917,10
Sn,0.83296,917,10
As,0.41684,918,10
Cd,0.44816,918,10
Co,0.51188,918,10
Hg,0.97656,918,10
Ni,0.82028,918,10
Tl,0.52964,918,10
Pb,0.58036,918,10
Mo,0.43868,918,10
Sb,0.9404,918,10
Sn,0.47308,918,10
As,0.81212,919,10
Cd,0.39184,919,10
Co,0.67204,919,10
Hg,0.99308,919,10
Ni,0.74388,919,10
Tl,0.63792,919,10
Pb,0.3986,919,10
Mo,0.76256,919,10
Sb,0.8884,919,10
Sn,0.9966,919,10
As,0.34968,920,10
Cd,0.29708,920,10
Co,0.49956,920,10
Hg,0.99912,920,10
Ni,1,920,10
Tl,0.28636,920,10
Pb,0.46156,920,10
Mo,0.4248,920,10
Sb,0.7254,920,10
Sn,0.90884,920,10
As,0.4258,921,10
Cd,0.41464,921,10
Co,0.343,921,10
Hg,0.82932,921,10
Ni,0.9012,921,10
Tl,0.47492,921,10
Pb,0.45548,921,10
Mo,0.56828,921,10
Sb,0.91732,921,10
Sn,0.69968,921,10
As,0.62388,922,10
Cd,0.4568,922,10
Co,0.62104,922,10
Hg,0.97588,922,10
Ni,0.80916,922,10
Tl,0.41364,922,10
Pb,0.47252,922,10
Mo,0.65592,922,10
Sb,0.81728,922,10
Sn,0.94376,922,10
As,0.53252,923,10
Cd,0.55732,923,10
Co,0.50088,923,10
Hg,0.92828,923,10
Ni,0.8652,923,10
Tl,0.7262,923,10
Pb,0.5618,923,10
Mo,0.42164,923,10
Sb,0.98816,923,10
Sn,0.4854,923,10
As,0.51216,924,10
Cd,0.3432,924,10
Co,0.30632,924,10
Hg,0.56768,924,10
Ni,0.44284,924,10
Tl,0.27984,924,10
Pb,0.41736,924,10
Mo,0.2588,924,10
Sb,0.97956,924,10
Sn,0.78668,924,10
As,0.11868,925,10
Cd,0.19308,925,10
Co,0.2526,925,10
Hg,0.99772,925,10
Ni,0.18332,925,10
Tl,0.18128,925,10
Pb,0.16744,925,10
Mo,0.12784,925,10
Sb,0.97756,925,10
Sn,0.32404,925,10
As,0.9538,926,10
Cd,0.38484,926,10
Co,0.499,926,10
Hg,0.99944,926,10
Ni,0.77288,926,10
Tl,0.92168,926,10
Pb,0.69232,926,10
Mo,0.67928,926,10
Sb,0.97252,926,10
Sn,0.9704,926,10
As,0.3892,927,10
Cd,0.36264,927,10
Co,0.32512,927,10
Hg,0.98472,927,10
Ni,0.96348,927,10
Tl,0.33428,927,10
Pb,0.43916,927,10
Mo,0.39676,927,10
Sb,0.67888,927,10
Sn,0.45216,927,10
As,0.25904,928,10
Cd,0.44688,928,10
Co,0.32132,928,10
Hg,0.99484,928,10
Ni,0.71696,928,10
Tl,0.40048,928,10
Pb,0.4184,928,10
Mo,0.31568,928,10
Sb,0.99896,928,10
Sn,0.97992,928,10
As,0.26636,929,10
Cd,0.33352,929,10
Co,0.42912,929,10
Hg,0.795,929,10
Ni,0.87516,929,10
Tl,0.28824,929,10
Pb,0.41372,929,10
Mo,0.28184,929,10
Sb,0.96204,929,10
Sn,0.50268,929,10
As,0.54152,930,10
Cd,0.82132,930,10
Co,0.83624,930,10
Hg,0.82996,930,10
Ni,0.96432,930,10
Tl,0.75176,930,10
Pb,0.83192,930,10
Mo,0.9114,930,10
Sb,0.88068,930,10
Sn,0.80012,930,10
As,0.37368,931,10
Cd,0.38072,931,10
Co,0.33048,931,10
Hg,0.37652,931,10
Ni,0.946,931,10
Tl,0.51732,931,10
Pb,0.35132,931,10
Mo,0.33452,931,10
Sb,0.90716,931,10
Sn,0.76516,931,10
As,0.2288,932,10
Cd,0.14612,932,10
Co,0.21664,932,10
Hg,0.23008,932,10
Ni,0.45704,932,10
Tl,0.34184,932,10
Pb,0.24152,932,10
Mo,0.19632,932,10
Sb,0.99892,932,10
Sn,0.34492,932,10
As,0.76736,933,10
Cd,0.50364,933,10
Co,0.32728,933,10
Hg,0.96528,933,10
Ni,1,933,10
Tl,0.42208,933,10
Pb,0.43772,933,10
Mo,0.32332,933,10
Sb,0.59708,933,10
Sn,0.4936,933,10
As,0.26852,934,10
Cd,0.1536,934,10
Co,0.24092,934,10
Hg,0.88556,934,10
Ni,0.99672,934,10
Tl,0.33508,934,10
Pb,0.22272,934,10
Mo,0.2368,934,10
Sb,0.67024,934,10
Sn,0.27328,934,10
As,0.74124,935,10
Cd,0.72812,935,10
Co,0.57132,935,10
Hg,0.93904,935,10
Ni,0.94164,935,10
Tl,0.58472,935,10
Pb,0.54272,935,10
Mo,0.73464,935,10
Sb,1,935,10
Sn,0.78164,935,10
As,0.44584,936,10
Cd,0.45384,936,10
Co,0.58636,936,10
Hg,0.52928,936,10
Ni,0.9082,936,10
Tl,0.73432,936,10
Pb,0.68908,936,10
Mo,0.6546,936,10
Sb,0.9562,936,10
Sn,0.57308,936,10
As,0.95692,937,10
Cd,0.70916,937,10
Co,0.83628,937,10
Hg,0.9978,937,10
Ni,0.58316,937,10
Tl,0.73836,937,10
Pb,0.8742,937,10
Mo,0.67752,937,10
Sb,0.99848,937,10
Sn,0.9746,937,10
As,0.28204,938,10
Cd,0.33028,938,10
Co,0.25716,938,10
Hg,0.728,938,10
Ni,0.70568,938,10
Tl,0.25456,938,10
Pb,0.36432,938,10
Mo,0.40932,938,10
Sb,0.99648,938,10
Sn,0.73496,938,10
As,0.22976,939,10
Cd,0.28344,939,10
Co,0.1954,939,10
Hg,0.873,939,10
Ni,1,939,10
Tl,0.39784,939,10
Pb,0.27272,939,10
Mo,0.19088,939,10
Sb,0.48288,939,10
Sn,0.2014,939,10
As,0.40232,940,10
Cd,0.27968,940,10
Co,0.28344,940,10
Hg,0.82184,940,10
Ni,0.92272,940,10
Tl,0.33116,940,10
Pb,0.28436,940,10
Mo,0.46848,940,10
Sb,1,940,10
Sn,0.36492,940,10
As,0.40064,941,10
Cd,0.57108,941,10
Co,0.42492,941,10
Hg,0.47096,941,10
Ni,0.62452,941,10
Tl,0.4154,941,10
Pb,0.46076,941,10
Mo,0.39548,941,10
Sb,0.9832,941,10
Sn,0.53048,941,10
As,0.33528,942,10
Cd,0.51816,942,10
Co,0.45088,942,10
Hg,0.90736000000000006,942,10
Ni,0.38728,942,10
Tl,0.30308,942,10
Pb,0.38416,942,10
Mo,0.84044,942,10
Sb,1,942,10
Sn,0.57748,942,10
As,0.18976,943,10
Cd,0.13996,943,10
Co,0.19808,943,10
Hg,0.4816,943,10
Ni,0.6322,943,10
Tl,0.17716,943,10
Pb,0.13472,943,10
Mo,0.18636,943,10
Sb,0.98356,943,10
Sn,0.239,943,10
As,0.43708,944,10
Cd,0.376,944,10
Co,0.57924,944,10
Hg,0.9638,944,10
Ni,0.92044,944,10
Tl,0.49052,944,10
Pb,0.49544,944,10
Mo,0.90244,944,10
Sb,0.56312,944,10
Sn,0.83852,944,10
As,0.47532,945,10
Cd,0.60484,945,10
Co,0.64072,945,10
Hg,0.87164,945,10
Ni,0.76672,945,10
Tl,0.45332,945,10
Pb,0.56964,945,10
Mo,0.53904,945,10
Sb,0.80764,945,10
Sn,0.8982,945,10
As,0.38164,946,10
Cd,0.26884,946,10
Co,0.31172,946,10
Hg,0.70068,946,10
Ni,0.73768,946,10
Tl,0.32064,946,10
Pb,0.2864,946,10
Mo,0.25068,946,10
Sb,0.69204,946,10
Sn,0.69632,946,10
As,0.16556,947,10
Cd,0.1734,947,10
Co,0.17604,947,10
Hg,0.82528,947,10
Ni,0.38204,947,10
Tl,0.19532,947,10
Pb,0.41572,947,10
Mo,0.1966,947,10
Sb,0.36148,947,10
Sn,0.98976,947,10
As,0.52588,948,10
Cd,0.7656,948,10
Co,0.50284,948,10
Hg,0.95764,948,10
Ni,0.99184,948,10
Tl,0.56136,948,10
Pb,0.55164,948,10
Mo,0.39308,948,10
Sb,0.5804,948,10
Sn,0.78556,948,10
As,0.25176,949,10
Cd,0.41512,949,10
Co,0.28604,949,10
Hg,0.88764,949,10
Ni,0.80784,949,10
Tl,0.2714,949,10
Pb,0.45016,949,10
Mo,0.37904,949,10
Sb,0.99632,949,10
Sn,0.38228,949,10
As,0.23724,950,10
Cd,0.19988,950,10
Co,0.21936,950,10
Hg,0.9102,950,10
Ni,0.6688,950,10
Tl,0.43824,950,10
Pb,0.21524,950,10
Mo,0.23084,950,10
Sb,0.99664,950,10
Sn,0.38408,950,10
As,0.29044,951,10
Cd,0.62896,951,10
Co,0.56868,951,10
Hg,0.99344,951,10
Ni,1,951,10
Tl,0.2436,951,10
Pb,0.31596,951,10
Mo,0.2162,951,10
Sb,0.55224,951,10
Sn,0.61776,951,10
As,0.5626,952,10
Cd,0.43028,952,10
Co,0.52124,952,10
Hg,0.88016,952,10
Ni,1,952,10
Tl,0.62644,952,10
Pb,0.65516,952,10
Mo,0.72532,952,10
Sb,0.96816,952,10
Sn,0.94568,952,10
As,0.38496,953,10
Cd,0.37296,953,10
Co,0.42364,953,10
Hg,0.23552,953,10
Ni,0.90512,953,10
Tl,0.52324,953,10
Pb,0.59908,953,10
Mo,0.28444,953,10
Sb,0.97644,953,10
Sn,0.24612,953,10
As,0.49884,954,10
Cd,0.46412,954,10
Co,0.5158,954,10
Hg,0.94124,954,10
Ni,0.99632,954,10
Tl,0.67924,954,10
Pb,0.95084,954,10
Mo,0.74608,954,10
Sb,0.8876,954,10
Sn,0.52644,954,10
As,0.56392,955,10
Cd,0.64204,955,10
Co,0.79712,955,10
Hg,0.6846,955,10
Ni,0.7146,955,10
Tl,0.6536,955,10
Pb,0.59308,955,10
Mo,0.59504,955,10
Sb,0.89436,955,10
Sn,0.72436,955,10
As,0.3994,956,10
Cd,0.4702,956,10
Co,0.6862,956,10
Hg,0.78908,956,10
Ni,0.87616,956,10
Tl,0.44336,956,10
Pb,0.46228,956,10
Mo,0.4278,956,10
Sb,0.9678,956,10
Sn,0.5204,956,10
As,0.32956,957,10
Cd,0.49428,957,10
Co,0.43452,957,10
Hg,0.75576,957,10
Ni,0.87556,957,10
Tl,0.31156,957,10
Pb,0.42004,957,10
Mo,0.447,957,10
Sb,0.99284,957,10
Sn,0.34768,957,10
As,0.96224,958,10
Cd,0.723,958,10
Co,0.99496,958,10
Hg,1,958,10
Ni,0.81716,958,10
Tl,0.49888,958,10
Pb,0.4142,958,10
