variable,PIP,trial,df,case
As,0.00368,938,4,10
Cd,0.02272,938,4,10
Co,0.01824,938,4,10
Hg,0.10528,938,4,10
Ni,0.61104,938,4,10
Tl,0.01216,938,4,10
Pb,0.0104,938,4,10
Mo,0.02992,938,4,10
Sb,1,938,4,10
Sn,0.12208,938,4,10
As,0.03264,939,3,10
Cd,0.0928,939,3,10
Co,0.0256,939,3,10
Hg,0.93456,939,3,10
Ni,1,939,3,10
Tl,0.0424,939,3,10
Pb,0.02368,939,3,10
Mo,0.03024,939,3,10
Sb,0.74256,939,3,10
Sn,0.04448,939,3,10
As,0.06352,940,3,10
Cd,0.01568,940,3,10
Co,0.01408,940,3,10
Hg,0.5904,940,3,10
Ni,0.94144,940,3,10
Tl,0.00608,940,3,10
Pb,0.02368,940,3,10
Mo,0.06064,940,3,10
Sb,0.99984,940,3,10
Sn,0.04304,940,3,10
As,0.06848,941,3,10
Cd,0.4336,941,3,10
Co,0.02304,941,3,10
Hg,0.06,941,3,10
Ni,0.83984,941,3,10
Tl,0.02128,941,3,10
Pb,0.17856,941,3,10
Mo,0.0168,941,3,10
Sb,0.99872,941,3,10
Sn,0.15408,941,3,10
As,0.0456,942,2,10
Cd,0.08832,942,2,10
Co,0.06112,942,2,10
Hg,0.7472,942,2,10
Ni,0.03424,942,2,10
Tl,0.02416,942,2,10
Pb,0.0232,942,2,10
Mo,0.51104,942,2,10
Sb,1,942,2,10
Sn,0.07968,942,2,10
As,0.04416,943,3,10
Cd,0.03616,943,3,10
Co,0.09968,943,3,10
Hg,0.28128,943,3,10
Ni,0.95552,943,3,10
Tl,0.01456,943,3,10
Pb,0.02352,943,3,10
Mo,0.01728,943,3,10
Sb,0.9984,943,3,10
Sn,0.04128,943,3,10
As,0.03488,944,1,10
Cd,0.03328,944,1,10
Co,0.17616,944,1,10
Hg,0.82256,944,1,10
Ni,0.84592,944,1,10
Tl,0.0552,944,1,10
Pb,0.0776,944,1,10
Mo,0.66976,944,1,10
Sb,0.05872,944,1,10
Sn,0.44368,944,1,10
As,0.04448,945,2,10
Cd,0.06176,945,2,10
Co,0.2176,945,2,10
Hg,0.37856,945,2,10
Ni,0.13744,945,2,10
Tl,0.04416,945,2,10
Pb,0.04768,945,2,10
Mo,0.04224,945,2,10
Sb,0.92736,945,2,10
Sn,0.52064,945,2,10
As,0.20544,946,2,10
Cd,0.0256,946,2,10
Co,0.14128,946,2,10
Hg,0.2728,946,2,10
Ni,0.47216,946,2,10
Tl,0.04704,946,2,10
Pb,0.02944,946,2,10
Mo,0.02208,946,2,10
Sb,0.96352,946,2,10
Sn,0.1616,946,2,10
As,0.02784,947,1,10
Cd,0.02672,947,1,10
Co,0.03472,947,1,10
Hg,0.65792,947,1,10
Ni,0.10912,947,1,10
Tl,0.04992,947,1,10
Pb,0.06944,947,1,10
Mo,0.03376,947,1,10
Sb,0.03888,947,1,10
Sn,0.992,947,1,10
As,0.09376,948,2,10
Cd,0.11344,948,2,10
Co,0.02032,948,2,10
Hg,0.96864,948,2,10
Ni,0.98864,948,2,10
Tl,0.21584,948,2,10
Pb,0.04,948,2,10
Mo,0.02416,948,2,10
Sb,0.50224,948,2,10
Sn,0.2264,948,2,10
As,0.00752,949,3,10
Cd,0.2992,949,3,10
Co,0.03408,949,3,10
Hg,0.8464,949,3,10
Ni,0.77056,949,3,10
Tl,0.00624,949,3,10
Pb,0.34208,949,3,10
Mo,0.01904,949,3,10
Sb,0.99872,949,3,10
Sn,0.036,949,3,10
As,0.0368,950,4,10
Cd,0.00912,950,4,10
Co,0.02016,950,4,10
Hg,0.99184,950,4,10
Ni,0.78432,950,4,10
Tl,0.0328,950,4,10
Pb,0.02256,950,4,10
Mo,0.05008,950,4,10
Sb,0.93936,950,4,10
Sn,0.21728,950,4,10
As,0.01664,951,3,10
Cd,0.1272,951,3,10
Co,0.99104,951,3,10
Hg,0.99456,951,3,10
Ni,1,951,3,10
Tl,0.01136,951,3,10
Pb,0.0344,951,3,10
Mo,0.02736,951,3,10
Sb,0.14352,951,3,10
Sn,0.24224,951,3,10
As,0.03312,952,3,10
Cd,0.02896,952,3,10
Co,0.08096,952,3,10
Hg,0.28736,952,3,10
Ni,1,952,3,10
Tl,0.00832,952,3,10
Pb,0.12896,952,3,10
Mo,0.07792,952,3,10
Sb,0.99808,952,3,10
Sn,0.85776,952,3,10
As,0.0112,953,2,10
Cd,0.05648,953,2,10
Co,0.09424,953,2,10
Hg,0.0152,953,2,10
Ni,0.78512,953,2,10
Tl,0.09776,953,2,10
Pb,0.09968,953,2,10
Mo,0.008,953,2,10
Sb,0.99888,953,2,10
Sn,0.01616,953,2,10
As,0.00864,954,3,10
Cd,0.0024,954,3,10
Co,0.00144,954,3,10
Hg,0.20064,954,3,10
Ni,0.9984,954,3,10
Tl,0.00112,954,3,10
Pb,0.59232,954,3,10
Mo,0.03616,954,3,10
Sb,0.33856,954,3,10
Sn,0.00192,954,3,10
As,0.04016,955,3,10
Cd,0.13232,955,3,10
Co,0.33168,955,3,10
Hg,0.084,955,3,10
Ni,0.40416,955,3,10
Tl,0.02016,955,3,10
Pb,0.06512,955,3,10
Mo,0.07184,955,3,10
Sb,0.97744,955,3,10
Sn,0.2136,955,3,10
As,0.01952,956,2,10
Cd,0.01104,956,2,10
Co,0.1216,956,2,10
Hg,0.21232,956,2,10
Ni,0.5848,956,2,10
Tl,0.03456,956,2,10
Pb,0.02272,956,2,10
Mo,0.02192,956,2,10
Sb,0.99888,956,2,10
Sn,0.01456,956,2,10
As,0.02848,957,3,10
Cd,0.0632,957,3,10
Co,0.03504,957,3,10
Hg,0.8048,957,3,10
Ni,0.86208,957,3,10
Tl,0.05088,957,3,10
Pb,0.0664,957,3,10
Mo,0.064,957,3,10
Sb,0.99856,957,3,10
Sn,0.0296,957,3,10
As,0.6896,958,2,10
Cd,0.07728,958,2,10
Co,0.86288,958,2,10
Hg,0.97856,958,2,10
Ni,0.31696,958,2,10
Tl,0.02064,958,2,10
Pb,0.032,958,2,10
Mo,0.01696,958,2,10
Sb,0.99344,958,2,10
Sn,0.06288,958,2,10
As,0.01296,959,4,10
Cd,0.01024,959,4,10
Co,0.0064,959,4,10
Hg,0.12384,959,4,10
Ni,0.99264,959,4,10
Tl,0.06576,959,4,10
Pb,0.0024,959,4,10
Mo,0.01888,959,4,10
Sb,0.99824,959,4,10
Sn,0.00528,959,4,10
As,0.03216,960,2,10
Cd,0.02192,960,2,10
Co,0.34848,960,2,10
Hg,0.92592,960,2,10
Ni,0.6408,960,2,10
Tl,0.01552,960,2,10
Pb,0.12576,960,2,10
Mo,0.01728,960,2,10
Sb,0.86592,960,2,10
Sn,0.13472,960,2,10
As,0.02016,961,2,10
Cd,0.00304,961,2,10
Co,0.01456,961,2,10
Hg,0.02928,961,2,10
Ni,0.98048,961,2,10
Tl,0.00944,961,2,10
Pb,0.11104,961,2,10
Mo,0.75168,961,2,10
Sb,0.98512,961,2,10
Sn,0.04176,961,2,10
As,0.11008,962,3,10
Cd,0.09168,962,3,10
Co,0.11808,962,3,10
Hg,0.17568,962,3,10
Ni,0.96224,962,3,10
Tl,0.04992,962,3,10
Pb,0.08336,962,3,10
Mo,0.24384,962,3,10
Sb,1,962,3,10
Sn,0.25264,962,3,10
As,0.0336,963,3,10
Cd,0.00784,963,3,10
Co,0.02128,963,3,10
Hg,0.03008,963,3,10
Ni,0.9208,963,3,10
Tl,0.01168,963,3,10
Pb,0.02032,963,3,10
Mo,0.02112,963,3,10
Sb,1,963,3,10
Sn,0.77184,963,3,10
As,0.81232,964,2,10
Cd,0.03824,964,2,10
Co,0.88064,964,2,10
Hg,0.98768,964,2,10
Ni,0.97376,964,2,10
Tl,0.03264,964,2,10
Pb,0.0424,964,2,10
Mo,0.13648,964,2,10
Sb,0.99728000000000006,964,2,10
Sn,0.02,964,2,10
As,0.2408,965,2,10
Cd,0.14016,965,2,10
Co,0.09488,965,2,10
Hg,0.48448,965,2,10
Ni,0.1336,965,2,10
Tl,0.07264,965,2,10
Pb,0.10928,965,2,10
Mo,0.1552,965,2,10
Sb,0.99872,965,2,10
Sn,0.09024,965,2,10
As,0.01248,966,3,10
Cd,0.03264,966,3,10
Co,0.21984,966,3,10
Hg,0.99936,966,3,10
Ni,0.82672,966,3,10
Tl,0.0112,966,3,10
Pb,0.0112,966,3,10
Mo,0.03344,966,3,10
Sb,1,966,3,10
Sn,0.98416,966,3,10
As,0.02768,967,3,10
Cd,0.04432,967,3,10
Co,0.0704,967,3,10
Hg,0.80944,967,3,10
Ni,0.6232,967,3,10
Tl,0.052,967,3,10
Pb,0.02256,967,3,10
Mo,0.11696,967,3,10
Sb,0.85056,967,3,10
Sn,0.9088,967,3,10
As,0.06368,968,2,10
Cd,0.03824,968,2,10
Co,0.13632,968,2,10
Hg,0.06112,968,2,10
Ni,0.71904,968,2,10
Tl,0.02704,968,2,10
Pb,0.02736,968,2,10
Mo,0.0224,968,2,10
Sb,0.99232,968,2,10
Sn,0.67392,968,2,10
As,0.02096,969,1,10
Cd,0.02944,969,1,10
Co,0.06032,969,1,10
Hg,0.03632,969,1,10
Ni,0.71648,969,1,10
Tl,0.0328,969,1,10
Pb,0.02576,969,1,10
Mo,0.0776,969,1,10
Sb,0.04864,969,1,10
Sn,0.03072,969,1,10
As,0.02,970,4,10
Cd,0.04192,970,4,10
Co,0.16016,970,4,10
Hg,0.9648,970,4,10
Ni,0.20736,970,4,10
Tl,0.03248,970,4,10
Pb,0.00848,970,4,10
Mo,0.01344,970,4,10
Sb,0.54288,970,4,10
Sn,0.03504,970,4,10
As,0.11184,971,2,10
Cd,0.01728,971,2,10
Co,0.11072,971,2,10
Hg,0.26496,971,2,10
Ni,0.63728,971,2,10
Tl,0.20768,971,2,10
Pb,0.09632,971,2,10
Mo,0.24208,971,2,10
Sb,0.79824,971,2,10
Sn,0.06608,971,2,10
As,0.01824,972,4,10
Cd,0.00784,972,4,10
Co,0.00912,972,4,10
Hg,0.32144,972,4,10
Ni,0.99664,972,4,10
Tl,0.00704,972,4,10
Pb,0.02496,972,4,10
Mo,0.0112,972,4,10
Sb,0.99888,972,4,10
Sn,0.83712,972,4,10
As,0.12224,973,3,10
Cd,0.06672,973,3,10
Co,0.04896,973,3,10
Hg,0.052,973,3,10
Ni,0.668,973,3,10
Tl,0.0696,973,3,10
Pb,0.02352,973,3,10
Mo,0.10752,973,3,10
Sb,0.99984,973,3,10
Sn,0.37408,973,3,10
As,0.18896,974,3,10
Cd,0.02256,974,3,10
Co,0.17824,974,3,10
Hg,0.04608,974,3,10
Ni,0.77504,974,3,10
Tl,0.07456,974,3,10
Pb,0.0184,974,3,10
Mo,0.24064,974,3,10
Sb,0.85648,974,3,10
Sn,0.1256,974,3,10
As,0.04064,975,1,10
Cd,0.09104,975,1,10
Co,0.02208,975,1,10
Hg,0.43856,975,1,10
Ni,0.06864,975,1,10
Tl,0.0224,975,1,10
Pb,0.02448,975,1,10
Mo,0.02992,975,1,10
Sb,0.02352,975,1,10
Sn,0.04032,975,1,10
As,0.02,976,2,10
Cd,0.03664,976,2,10
Co,0.04928,976,2,10
Hg,0.99216,976,2,10
Ni,0.9376,976,2,10
Tl,0.01904,976,2,10
Pb,0.02464,976,2,10
Mo,0.02256,976,2,10
Sb,1,976,2,10
Sn,0.05088,976,2,10
As,0.02448,977,3,10
Cd,0.02368,977,3,10
Co,0.04576,977,3,10
Hg,0.22544,977,3,10
Ni,0.96864,977,3,10
Tl,0.076,977,3,10
Pb,0.0296,977,3,10
Mo,0.0296,977,3,10
Sb,0.62576,977,3,10
Sn,0.83072,977,3,10
As,0.09584,978,2,10
Cd,0.02096,978,2,10
Co,0.74816,978,2,10
Hg,0.0832,978,2,10
Ni,0.23952,978,2,10
Tl,0.01344,978,2,10
Pb,0.02048,978,2,10
Mo,0.04256,978,2,10
Sb,1,978,2,10
Sn,0.03232,978,2,10
As,0.05936,979,2,10
Cd,0.02288,979,2,10
Co,0.06064,979,2,10
Hg,0.17104,979,2,10
Ni,0.59744,979,2,10
Tl,0.94928,979,2,10
Pb,0.21376,979,2,10
Mo,0.03424,979,2,10
Sb,0.99664,979,2,10
Sn,0.32432,979,2,10
As,0.0184,980,2,10
Cd,0.01568,980,2,10
Co,0.03088,980,2,10
Hg,0.99936,980,2,10
Ni,0.99696,980,2,10
Tl,0.14096,980,2,10
Pb,0.13776,980,2,10
Mo,0.03584,980,2,10
Sb,0.93952,980,2,10
Sn,0.0632,980,2,10
As,0.02736,981,3,10
Cd,0.01552,981,3,10
Co,0.99344,981,3,10
Hg,0.79856,981,3,10
Ni,0.05072,981,3,10
Tl,0.01088,981,3,10
Pb,0.12928,981,3,10
Mo,0.0096,981,3,10
Sb,0.93936,981,3,10
Sn,0.10528,981,3,10
As,0.02176,982,3,10
Cd,0.20688,982,3,10
Co,0.0584,982,3,10
Hg,0.03168,982,3,10
Ni,0.9648,982,3,10
Tl,0.00912,982,3,10
Pb,0.02896,982,3,10
Mo,0.01632,982,3,10
Sb,0.27712,982,3,10
Sn,0.36656,982,3,10
As,0.05104,983,3,10
Cd,0.02496,983,3,10
Co,0.13792,983,3,10
Hg,0.85744,983,3,10
Ni,0.752,983,3,10
Tl,0.21808,983,3,10
Pb,0.06336,983,3,10
Mo,0.11504,983,3,10
Sb,0.99184,983,3,10
Sn,0.84288,983,3,10
As,0.02688,984,4,10
Cd,0.01472,984,4,10
Co,0.03904,984,4,10
Hg,0.24992,984,4,10
Ni,0.87616,984,4,10
Tl,0.04288,984,4,10
Pb,0.06,984,4,10
Mo,0.01072,984,4,10
Sb,0.77296,984,4,10
Sn,0.02176,984,4,10
As,0.04384,985,3,10
Cd,0.059520000000000003,985,3,10
Co,0.03472,985,3,10
Hg,0.3504,985,3,10
Ni,0.74976,985,3,10
Tl,0.0616,985,3,10
Pb,0.03904,985,3,10
Mo,0.1928,985,3,10
Sb,0.99968,985,3,10
Sn,0.3336,985,3,10
As,0.03968,986,2,10
Cd,0.26224,986,2,10
Co,0.08448,986,2,10
Hg,0.96832,986,2,10
Ni,0.9944,986,2,10
Tl,0.04576,986,2,10
Pb,0.28736,986,2,10
Mo,0.12624,986,2,10
Sb,0.9016,986,2,10
Sn,0.52176,986,2,10
As,0.00848,987,4,10
Cd,0.01616,987,4,10
Co,0.06704,987,4,10
Hg,0.3024,987,4,10
Ni,0.82864,987,4,10
Tl,0.0296,987,4,10
Pb,0.01136,987,4,10
Mo,0.064,987,4,10
Sb,0.88176,987,4,10
Sn,0.04992,987,4,10
As,0.0152,988,3,10
Cd,0.04576,988,3,10
Co,0.12512,988,3,10
Hg,1,988,3,10
Ni,0.83456,988,3,10
Tl,0.0888,988,3,10
Pb,0.15024,988,3,10
Mo,0.01328,988,3,10
Sb,0.75984,988,3,10
Sn,0.7368,988,3,10
As,0.0176,989,1,10
Cd,0.02192,989,1,10
Co,0.03872,989,1,10
Hg,0.68544,989,1,10
Ni,1,989,1,10
Tl,0.02848,989,1,10
Pb,0.02336,989,1,10
Mo,0.02448,989,1,10
Sb,0.04928,989,1,10
Sn,0.09056,989,1,10
As,0.0416,990,1,10
Cd,0.036,990,1,10
Co,0.03552,990,1,10
Hg,0.54976,990,1,10
Ni,0.99936,990,1,10
Tl,0.0776,990,1,10
Pb,0.04256,990,1,10
Mo,0.05104,990,1,10
Sb,0.05344,990,1,10
Sn,0.10192,990,1,10
As,0.18752,991,2,10
Cd,0.0192,991,2,10
Co,0.04496,991,2,10
Hg,0.93424,991,2,10
Ni,0.54432,991,2,10
Tl,0.02064,991,2,10
Pb,0.03168,991,2,10
Mo,0.02736,991,2,10
Sb,0.99792,991,2,10
Sn,0.17808,991,2,10
As,0.03776,992,3,10
Cd,0.02032,992,3,10
Co,0.05936,992,3,10
Hg,0.25568,992,3,10
Ni,0.14464,992,3,10
Tl,0.16256,992,3,10
Pb,0.04336,992,3,10
Mo,0.03088,992,3,10
Sb,0.99808,992,3,10
Sn,0.0352,992,3,10
As,0.05008,993,2,10
Cd,0.01344,993,2,10
Co,0.0192,993,2,10
Hg,0.96176,993,2,10
Ni,0.9936,993,2,10
Tl,0.0272,993,2,10
Pb,0.02912,993,2,10
Mo,0.01568,993,2,10
Sb,1,993,2,10
Sn,0.04336,993,2,10
As,0.07888,994,1,10
Cd,0.02432,994,1,10
Co,0.0648,994,1,10
Hg,0.09872,994,1,10
Ni,0.9456,994,1,10
Tl,0.05488,994,1,10
Pb,0.03808,994,1,10
Mo,0.0216,994,1,10
Sb,0.03632,994,1,10
Sn,0.09216,994,1,10
As,0.03296,995,3,10
Cd,0.20976,995,3,10
Co,0.12688,995,3,10
Hg,0.30368,995,3,10
Ni,0.8472,995,3,10
Tl,0.06448,995,3,10
Pb,0.02032,995,3,10
Mo,0.14272,995,3,10
Sb,0.9928,995,3,10
Sn,0.01392,995,3,10
As,0.05184,996,2,10
Cd,0.0512,996,2,10
Co,0.8296,996,2,10
Hg,0.66256,996,2,10
Ni,0.15248,996,2,10
Tl,0.49264,996,2,10
Pb,0.2016,996,2,10
Mo,0.06112,996,2,10
Sb,0.95712,996,2,10
Sn,0.03648,996,2,10
As,0.0464,997,2,10
Cd,0.1408,997,2,10
Co,0.59392,997,2,10
Hg,0.76368,997,2,10
Ni,0.42544,997,2,10
Tl,0.24288,997,2,10
Pb,0.08448,997,2,10
Mo,0.14112,997,2,10
Sb,1,997,2,10
Sn,0.27056,997,2,10
As,0.06928,998,1,10
Cd,0.03936,998,1,10
Co,0.06688,998,1,10
Hg,0.16704,998,1,10
Ni,0.97744,998,1,10
Tl,0.86608,998,1,10
Pb,0.52144,998,1,10
Mo,0.044,998,1,10
Sb,0.33568,998,1,10
Sn,0.07408,998,1,10
As,0.2632,999,3,10
Cd,0.63296,999,3,10
Co,0.04208,999,3,10
Hg,0.85008,999,3,10
Ni,0.90448,999,3,10
Tl,0.02496,999,3,10
Pb,0.7352,999,3,10
Mo,0.0232,999,3,10
Sb,0.92576,999,3,10
Sn,0.22944,999,3,10
As,0.04448,1001,2,11
Cd,0.01872,1001,2,11
Co,0.49776,1001,2,11
Hg,0.89888,1001,2,11
Ni,0.17728,1001,2,11
Tl,0.03008,1001,2,11
Pb,0.10368,1001,2,11
Mo,0.0512,1001,2,11
Sb,0.9992,1001,2,11
Sn,0.0376,1001,2,11
As,0.19632,1002,3,11
Cd,0.01712,1002,3,11
Co,0.02432,1002,3,11
Hg,0.69952,1002,3,11
Ni,0.99056,1002,3,11
Tl,0.00752,1002,3,11
Pb,0.07104,1002,3,11
Mo,0.0256,1002,3,11
Sb,1,1002,3,11
Sn,0.05904,1002,3,11
As,0.14336,1003,2,11
Cd,0.04256,1003,2,11
Co,0.06,1003,2,11
Hg,0.81952,1003,2,11
Ni,0.68544,1003,2,11
Tl,0.06992,1003,2,11
Pb,0.05616,1003,2,11
Mo,0.0216,1003,2,11
Sb,0.99936,1003,2,11
Sn,0.02896,1003,2,11
As,0.02528,1004,3,11
Cd,0.0464,1004,3,11
Co,0.0272,1004,3,11
Hg,0.932,1004,3,11
Ni,0.93152,1004,3,11
Tl,0.02192,1004,3,11
Pb,0.0232,1004,3,11
Mo,0.0696,1004,3,11
Sb,0.25968,1004,3,11
Sn,0.80304,1004,3,11
As,0.01312,1005,3,11
Cd,0.10528,1005,3,11
Co,0.87616,1005,3,11
Hg,0.72448,1005,3,11
Ni,0.99968,1005,3,11
Tl,0.01216,1005,3,11
Pb,0.13712,1005,3,11
Mo,0.02224,1005,3,11
Sb,0.99984,1005,3,11
Sn,0.6,1005,3,11
As,0.02384,1006,2,11
Cd,0.0248,1006,2,11
Co,0.04416,1006,2,11
Hg,0.3232,1006,2,11
Ni,0.63376,1006,2,11
Tl,0.03552,1006,2,11
Pb,0.06896,1006,2,11
Mo,0.03568,1006,2,11
Sb,0.99968,1006,2,11
Sn,0.03696,1006,2,11
As,0.04544,1007,2,11
Cd,0.03888,1007,2,11
Co,0.3824,1007,2,11
Hg,0.09984,1007,2,11
Ni,0.05712,1007,2,11
Tl,0.0184,1007,2,11
Pb,0.03344,1007,2,11
Mo,0.06432,1007,2,11
Sb,1,1007,2,11
Sn,0.03776,1007,2,11
As,0.03216,1008,3,11
Cd,0.0616,1008,3,11
Co,0.0384,1008,3,11
Hg,0.0304,1008,3,11
Ni,0.61296,1008,3,11
Tl,0.00928,1008,3,11
Pb,0.0216,1008,3,11
Mo,0.05072,1008,3,11
Sb,0.39744,1008,3,11
Sn,0.01632,1008,3,11
As,0.00912,1009,2,11
Cd,0.04464,1009,2,11
Co,0.13056,1009,2,11
Hg,0.02464,1009,2,11
Ni,0.99904,1009,2,11
Tl,0.25952,1009,2,11
Pb,0.01424,1009,2,11
Mo,0.016,1009,2,11
Sb,0.71104,1009,2,11
Sn,0.12672,1009,2,11
As,0.00672,1010,3,11
Cd,0.00592,1010,3,11
Co,0.06272,1010,3,11
Hg,0.52656,1010,3,11
Ni,0.68,1010,3,11
Tl,0.014880000000000001,1010,3,11
Pb,0.00736,1010,3,11
Mo,0.03968,1010,3,11
Sb,0.99152,1010,3,11
Sn,0.03728,1010,3,11
As,0.19424,1011,4,11
Cd,0.03872,1011,4,11
Co,0.26688,1011,4,11
Hg,0.03296,1011,4,11
Ni,0.7664,1011,4,11
Tl,0.04768,1011,4,11
Pb,0.0728,1011,4,11
Mo,0.03024,1011,4,11
Sb,0.99936,1011,4,11
Sn,0.6352,1011,4,11
As,0.04352,1012,2,11
Cd,0.09104,1012,2,11
Co,0.85968,1012,2,11
Hg,0.78256,1012,2,11
Ni,0.63376,1012,2,11
Tl,0.02624,1012,2,11
Pb,0.02944,1012,2,11
Mo,0.02192,1012,2,11
Sb,0.99824,1012,2,11
Sn,0.15424,1012,2,11
As,0.02768,1013,2,11
Cd,0.03744,1013,2,11
Co,0.15424,1013,2,11
Hg,0.8912,1013,2,11
Ni,0.25184,1013,2,11
Tl,0.04816,1013,2,11
Pb,0.21024,1013,2,11
Mo,0.05264,1013,2,11
Sb,0.99648,1013,2,11
Sn,0.0816,1013,2,11
As,0.03024,1014,3,11
Cd,0.04864,1014,3,11
Co,0.04096,1014,3,11
Hg,0.10928,1014,3,11
Ni,0.84976,1014,3,11
Tl,0.03088,1014,3,11
Pb,0.02176,1014,3,11
Mo,0.15728,1014,3,11
Sb,0.88,1014,3,11
Sn,0.77856,1014,3,11
As,0.0384,1015,3,11
Cd,0.01264,1015,3,11
Co,0.03088,1015,3,11
Hg,0.54352,1015,3,11
Ni,0.46688,1015,3,11
Tl,0.02064,1015,3,11
Pb,0.03248,1015,3,11
Mo,0.024,1015,3,11
Sb,0.99808,1015,3,11
Sn,0.58016,1015,3,11
As,0.24448,1016,2,11
Cd,0.08608,1016,2,11
Co,0.76656,1016,2,11
Hg,0.71968,1016,2,11
Ni,0.216,1016,2,11
Tl,0.0376,1016,2,11
Pb,0.36864,1016,2,11
Mo,0.46016,1016,2,11
Sb,0.99952,1016,2,11
Sn,0.07776,1016,2,11
As,0.252,1017,3,11
Cd,0.02928,1017,3,11
Co,0.92704,1017,3,11
Hg,0.95344,1017,3,11
Ni,0.67488,1017,3,11
Tl,0.0312,1017,3,11
Pb,0.0504,1017,3,11
Mo,0.20448,1017,3,11
Sb,0.99984,1017,3,11
Sn,0.04672,1017,3,11
As,0.06912,1018,1,11
Cd,0.04112,1018,1,11
Co,0.02864,1018,1,11
Hg,0.31472,1018,1,11
Ni,0.04032,1018,1,11
Tl,0.03824,1018,1,11
Pb,0.044,1018,1,11
Mo,0.0416,1018,1,11
Sb,0.0384,1018,1,11
Sn,0.60336,1018,1,11
As,0.08656,1019,1,11
Cd,0.03504,1019,1,11
Co,0.72592,1019,1,11
Hg,0.95824,1019,1,11
Ni,0.06896,1019,1,11
Tl,0.03696,1019,1,11
Pb,0.04864,1019,1,11
Mo,0.13184,1019,1,11
Sb,0.1344,1019,1,11
Sn,0.91072,1019,1,11
As,0.10112,1020,1,11
Cd,0.12464,1020,1,11
Co,0.03824,1020,1,11
Hg,0.09168,1020,1,11
Ni,0.9376,1020,1,11
Tl,0.16336,1020,1,11
Pb,0.03424,1020,1,11
Mo,0.02912,1020,1,11
Sb,0.04416,1020,1,11
Sn,0.1392,1020,1,11
As,0.03504,1021,4,11
Cd,0.52192,1021,4,11
Co,0.87456,1021,4,11
Hg,0.23792,1021,4,11
Ni,0.9896,1021,4,11
Tl,0.02304,1021,4,11
Pb,0.0912,1021,4,11
Mo,0.07392,1021,4,11
Sb,0.45072,1021,4,11
Sn,0.03728,1021,4,11
As,0.01568,1022,4,11
Cd,0.29312,1022,4,11
Co,0.06592,1022,4,11
Hg,0.31232,1022,4,11
Ni,0.9848,1022,4,11
Tl,0.0208,1022,4,11
Pb,0.04224,1022,4,11
Mo,0.00528,1022,4,11
Sb,0.99872,1022,4,11
Sn,0.06592,1022,4,11
As,0.03472,1023,4,11
Cd,0.05328,1023,4,11
Co,0.03024,1023,4,11
Hg,0.0352,1023,4,11
Ni,0.69248,1023,4,11
Tl,0.09888,1023,4,11
Pb,0.04992,1023,4,11
Mo,0.69104,1023,4,11
Sb,0.26208,1023,4,11
Sn,0.29648,1023,4,11
As,0.03328,1024,4,11
Cd,0.029760000000000002,1024,4,11
Co,0.0384,1024,4,11
Hg,0.02672,1024,4,11
Ni,0.456,1024,4,11
Tl,0.02176,1024,4,11
Pb,0.01568,1024,4,11
Mo,0.0368,1024,4,11
Sb,0.54352,1024,4,11
Sn,0.02352,1024,4,11
As,0.21648,1025,3,11
Cd,0.11504,1025,3,11
Co,0.22352,1025,3,11
Hg,0.6392,1025,3,11
Ni,1,1025,3,11
Tl,0.72224,1025,3,11
Pb,0.61296,1025,3,11
Mo,0.1072,1025,3,11
Sb,0.14128,1025,3,11
Sn,0.03968,1025,3,11
As,0.02928,1026,2,11
Cd,0.0248,1026,2,11
Co,0.02992,1026,2,11
Hg,0.14432,1026,2,11
Ni,0.31024,1026,2,11
Tl,0.03264,1026,2,11
Pb,0.02896,1026,2,11
Mo,0.01968,1026,2,11
Sb,0.8592,1026,2,11
Sn,0.83296,1026,2,11
As,0.16864,1027,3,11
Cd,0.06416,1027,3,11
Co,0.03328,1027,3,11
Hg,0.99264,1027,3,11
Ni,1,1027,3,11
Tl,0.02512,1027,3,11
Pb,0.19376,1027,3,11
Mo,0.10944,1027,3,11
Sb,0.84,1027,3,11
Sn,0.04592,1027,3,11
As,0.70288,1028,2,11
Cd,0.71296,1028,2,11
Co,0.20384,1028,2,11
Hg,0.33808,1028,2,11
Ni,0.98576,1028,2,11
Tl,0.1016,1028,2,11
Pb,0.43232,1028,2,11
Mo,0.10976,1028,2,11
Sb,0.88224,1028,2,11
Sn,0.12112,1028,2,11
As,0.18768,1029,4,11
Cd,0.02784,1029,4,11
Co,0.8576,1029,4,11
Hg,0.09552,1029,4,11
Ni,0.99984,1029,4,11
Tl,0.03488,1029,4,11
Pb,0.02,1029,4,11
Mo,0.02016,1029,4,11
Sb,0.9912,1029,4,11
Sn,0.0056,1029,4,11
As,0.12448,1030,2,11
Cd,0.06128,1030,2,11
Co,0.1536,1030,2,11
Hg,0.68752,1030,2,11
Ni,0.20096,1030,2,11
Tl,0.0744,1030,2,11
Pb,0.04832,1030,2,11
Mo,0.10624,1030,2,11
Sb,0.99952,1030,2,11
Sn,0.06976,1030,2,11
As,0.0248,1031,2,11
Cd,0.10384,1031,2,11
Co,0.08576,1031,2,11
Hg,0.92528,1031,2,11
Ni,0.91056,1031,2,11
Tl,0.03232,1031,2,11
Pb,0.03808,1031,2,11
Mo,0.04816,1031,2,11
Sb,1,1031,2,11
Sn,0.03984,1031,2,11
As,0.14752,1032,2,11
Cd,0.05776,1032,2,11
Co,0.0952,1032,2,11
Hg,0.08192,1032,2,11
Ni,0.16496,1032,2,11
