variable,PIP,trial,df,case
Sn,0.11312,428,2,5
As,0.06576,429,2,5
Cd,0.05376,429,2,5
Co,0.1008,429,2,5
Hg,0.9824,429,2,5
Ni,0.95744,429,2,5
Tl,0.47104,429,2,5
Pb,0.05008,429,2,5
Mo,0.03024,429,2,5
Sb,0.94304,429,2,5
Sn,0.07728,429,2,5
As,0.02992,430,1,5
Cd,0.09728,430,1,5
Co,0.09904,430,1,5
Hg,1,430,1,5
Ni,1,430,1,5
Tl,0.04336,430,1,5
Pb,0.03808,430,1,5
Mo,0.0392,430,1,5
Sb,0.07984,430,1,5
Sn,0.02432,430,1,5
As,0.0576,431,3,5
Cd,0.33136,431,3,5
Co,0.02896,431,3,5
Hg,0.98448,431,3,5
Ni,0.9976,431,3,5
Tl,0.05184,431,3,5
Pb,0.07584,431,3,5
Mo,0.02544,431,3,5
Sb,0.93952,431,3,5
Sn,0.19072,431,3,5
As,0.01264,432,2,5
Cd,0.04176,432,2,5
Co,0.16144,432,2,5
Hg,0.99936,432,2,5
Ni,0.53376,432,2,5
Tl,0.03056,432,2,5
Pb,0.02912,432,2,5
Mo,0.08192,432,2,5
Sb,0.97312,432,2,5
Sn,0.03776,432,2,5
As,0.01616,433,3,5
Cd,0.08544,433,3,5
Co,0.03728,433,3,5
Hg,0.99504,433,3,5
Ni,0.29072,433,3,5
Tl,0.06288,433,3,5
Pb,0.03024,433,3,5
Mo,0.03328,433,3,5
Sb,0.99744,433,3,5
Sn,0.35104,433,3,5
As,0.0272,434,2,5
Cd,0.09984,434,2,5
Co,0.02784,434,2,5
Hg,0.96192,434,2,5
Ni,0.97344,434,2,5
Tl,0.02496,434,2,5
Pb,0.01696,434,2,5
Mo,0.04,434,2,5
Sb,0.96432,434,2,5
Sn,0.39408,434,2,5
As,0.0112,435,3,5
Cd,0.01376,435,3,5
Co,0.0384,435,3,5
Hg,0.99712,435,3,5
Ni,0.98528,435,3,5
Tl,0.0312,435,3,5
Pb,0.03376,435,3,5
Mo,0.12944,435,3,5
Sb,1,435,3,5
Sn,0.53424,435,3,5
As,0.04192,436,2,5
Cd,0.04864,436,2,5
Co,0.07824,436,2,5
Hg,0.98816,436,2,5
Ni,0.86192,436,2,5
Tl,0.0512,436,2,5
Pb,0.03328,436,2,5
Mo,0.05296,436,2,5
Sb,0.93312,436,2,5
Sn,0.4496,436,2,5
As,0.0192,437,2,5
Cd,0.04736,437,2,5
Co,0.02416,437,2,5
Hg,0.99952,437,2,5
Ni,0.99856,437,2,5
Tl,0.07888,437,2,5
Pb,0.08704,437,2,5
Mo,0.0184,437,2,5
Sb,0.3768,437,2,5
Sn,0.02096,437,2,5
As,0.40416,438,2,5
Cd,0.136,438,2,5
Co,0.14848,438,2,5
Hg,0.99728000000000006,438,2,5
Ni,0.70464,438,2,5
Tl,0.04384,438,2,5
Pb,0.50752,438,2,5
Mo,0.05488,438,2,5
Sb,1,438,2,5
Sn,0.02304,438,2,5
As,0.03248,439,1,5
Cd,0.04336,439,1,5
Co,0.0696,439,1,5
Hg,0.9992,439,1,5
Ni,0.80048,439,1,5
Tl,0.03952,439,1,5
Pb,0.10176,439,1,5
Mo,0.03296,439,1,5
Sb,0.04864,439,1,5
Sn,0.06384,439,1,5
As,0.02432,440,3,5
Cd,0.03872,440,3,5
Co,0.0328,440,3,5
Hg,0.99504,440,3,5
Ni,0.40624,440,3,5
Tl,0.00528,440,3,5
Pb,0.02144,440,3,5
Mo,0.17696,440,3,5
Sb,0.04992,440,3,5
Sn,0.89808,440,3,5
As,0.06944,441,3,5
Cd,0.01536,441,3,5
Co,0.02352,441,3,5
Hg,0.93584,441,3,5
Ni,0.9408,441,3,5
Tl,0.04,441,3,5
Pb,0.02416,441,3,5
Mo,0.02992,441,3,5
Sb,0.9992,441,3,5
Sn,0.0808,441,3,5
As,0.02608,442,2,5
Cd,0.0568,442,2,5
Co,0.08352,442,2,5
Hg,0.96224,442,2,5
Ni,0.4952,442,2,5
Tl,0.028,442,2,5
Pb,0.10576,442,2,5
Mo,0.02816,442,2,5
Sb,1,442,2,5
Sn,0.05456,442,2,5
As,0.0232,443,2,5
Cd,0.43136,443,2,5
Co,0.03424,443,2,5
Hg,0.99968,443,2,5
Ni,0.08992,443,2,5
Tl,0.05312,443,2,5
Pb,0.06592,443,2,5
Mo,0.03344,443,2,5
Sb,1,443,2,5
Sn,0.04928,443,2,5
As,0.02448,444,3,5
Cd,0.0456,444,3,5
Co,0.04832,444,3,5
Hg,0.81344,444,3,5
Ni,0.932,444,3,5
Tl,0.46864,444,3,5
Pb,0.73616,444,3,5
Mo,0.05264,444,3,5
Sb,0.99984,444,3,5
Sn,0.20512,444,3,5
As,0.01408,445,2,5
Cd,0.16912,445,2,5
Co,0.03024,445,2,5
Hg,0.99472,445,2,5
Ni,0.98448,445,2,5
Tl,0.0248,445,2,5
Pb,0.30544,445,2,5
Mo,0.09056,445,2,5
Sb,0.99984,445,2,5
Sn,0.07744,445,2,5
As,0.00896,446,2,5
Cd,0.00816,446,2,5
Co,0.01216,446,2,5
Hg,0.99792,446,2,5
Ni,0.99936,446,2,5
Tl,0.01328,446,2,5
Pb,0.0208,446,2,5
Mo,0.00992,446,2,5
Sb,0.98144,446,2,5
Sn,0.05424,446,2,5
As,0.06784,447,1,5
Cd,0.04784,447,1,5
Co,0.06464,447,1,5
Hg,1,447,1,5
Ni,0.99936,447,1,5
Tl,0.03648,447,1,5
Pb,0.03024,447,1,5
Mo,0.06,447,1,5
Sb,0.21824,447,1,5
Sn,0.99072,447,1,5
As,0.00944,448,4,5
Cd,0.02672,448,4,5
Co,0.07216,448,4,5
Hg,0.98736,448,4,5
Ni,0.99184,448,4,5
Tl,0.0176,448,4,5
Pb,0.84768,448,4,5
Mo,0.16704,448,4,5
Sb,0.99936,448,4,5
Sn,0.01936,448,4,5
As,0.06176,449,3,5
Cd,0.96064,449,3,5
Co,0.07792,449,3,5
Hg,0.99584,449,3,5
Ni,0.97232,449,3,5
Tl,0.0736,449,3,5
Pb,0.01104,449,3,5
Mo,0.16032,449,3,5
Sb,1,449,3,5
Sn,0.05328,449,3,5
As,0.02224,450,2,5
Cd,0.19824,450,2,5
Co,0.02208,450,2,5
Hg,0.89136,450,2,5
Ni,0.3896,450,2,5
Tl,0.02544,450,2,5
Pb,0.13488,450,2,5
Mo,0.11184,450,2,5
Sb,0.75856,450,2,5
Sn,0.06304,450,2,5
As,0.0296,451,2,5
Cd,0.07312,451,2,5
Co,0.1152,451,2,5
Hg,1,451,2,5
Ni,0.80608,451,2,5
Tl,0.05344,451,2,5
Pb,0.06384,451,2,5
Mo,0.17408,451,2,5
Sb,0.98976,451,2,5
Sn,0.36544,451,2,5
As,0.05488,452,3,5
Cd,0.20032,452,3,5
Co,0.05744,452,3,5
Hg,0.99856,452,3,5
Ni,0.97152,452,3,5
Tl,0.16864,452,3,5
Pb,0.04272,452,3,5
Mo,0.03856,452,3,5
Sb,0.9488,452,3,5
Sn,0.2752,452,3,5
As,0.11984,453,2,5
Cd,0.05344,453,2,5
Co,0.16448,453,2,5
Hg,0.99712,453,2,5
Ni,0.984,453,2,5
Tl,0.10192,453,2,5
Pb,0.17728,453,2,5
Mo,0.03584,453,2,5
Sb,0.9992,453,2,5
Sn,0.16336,453,2,5
As,0.02464,454,3,5
Cd,0.01264,454,3,5
Co,0.15696,454,3,5
Hg,0.99936,454,3,5
Ni,0.94016,454,3,5
Tl,0.01456,454,3,5
Pb,0.11936,454,3,5
Mo,0.06336,454,3,5
Sb,0.95328,454,3,5
Sn,0.04448,454,3,5
As,0.00736,455,3,5
Cd,0.00752,455,3,5
Co,0.03264,455,3,5
Hg,0.88256,455,3,5
Ni,0.85344,455,3,5
Tl,0.05456,455,3,5
Pb,0.00896,455,3,5
Mo,0.01552,455,3,5
Sb,0.99888,455,3,5
Sn,0.02688,455,3,5
As,0.03344,456,2,5
Cd,0.03552,456,2,5
Co,0.0272,456,2,5
Hg,0.99504,456,2,5
Ni,0.23232,456,2,5
Tl,0.07872,456,2,5
Pb,0.03392,456,2,5
Mo,0.136,456,2,5
Sb,0.95472,456,2,5
Sn,0.0328,456,2,5
As,0.03904,457,3,5
Cd,0.2296,457,3,5
Co,0.0696,457,3,5
Hg,0.99472,457,3,5
Ni,0.13088,457,3,5
Tl,0.0264,457,3,5
Pb,0.54688,457,3,5
Mo,0.09568,457,3,5
Sb,0.58928,457,3,5
Sn,0.86768,457,3,5
As,0.024,458,2,5
Cd,0.01344,458,2,5
Co,0.05008,458,2,5
Hg,0.99104,458,2,5
Ni,0.8952,458,2,5
Tl,0.03328,458,2,5
Pb,0.0288,458,2,5
Mo,0.0272,458,2,5
Sb,0.84384,458,2,5
Sn,0.1528,458,2,5
As,0.08864,459,4,5
Cd,0.02176,459,4,5
Co,0.00768,459,4,5
Hg,1,459,4,5
Ni,0.99456,459,4,5
Tl,0.02528,459,4,5
Pb,0.064,459,4,5
Mo,0.0176,459,4,5
Sb,1,459,4,5
Sn,0.0336,459,4,5
As,0.86128,460,2,5
Cd,0.22704,460,2,5
Co,0.0256,460,2,5
Hg,0.99936,460,2,5
Ni,0.99024,460,2,5
Tl,0.03328,460,2,5
Pb,0.06688,460,2,5
Mo,0.02688,460,2,5
Sb,0.9808,460,2,5
Sn,0.81776,460,2,5
As,0.32096,461,3,5
Cd,0.032,461,3,5
Co,0.12512,461,3,5
Hg,0.90896,461,3,5
Ni,0.8232,461,3,5
Tl,0.09536,461,3,5
Pb,0.55056,461,3,5
Mo,0.0864,461,3,5
Sb,0.99968,461,3,5
Sn,0.33232,461,3,5
As,0.09328,462,3,5
Cd,0.0384,462,3,5
Co,0.06704,462,3,5
Hg,0.70928,462,3,5
Ni,0.9896,462,3,5
Tl,0.05232,462,3,5
Pb,0.8472,462,3,5
Mo,0.02944,462,3,5
Sb,0.99936,462,3,5
Sn,0.8512,462,3,5
As,0.55712,463,2,5
Cd,0.05184,463,2,5
Co,0.10176,463,2,5
Hg,1,463,2,5
Ni,1,463,2,5
Tl,0.06416,463,2,5
Pb,0.08304,463,2,5
Mo,0.05584,463,2,5
Sb,0.79056,463,2,5
Sn,0.24176,463,2,5
As,0.27696,464,4,5
Cd,0.93904,464,4,5
Co,0.01344,464,4,5
Hg,0.99968,464,4,5
Ni,0.80496,464,4,5
Tl,0.02416,464,4,5
Pb,0.02448,464,4,5
Mo,0.0136,464,4,5
Sb,0.98928,464,4,5
Sn,0.02816,464,4,5
As,0.07408,465,2,5
Cd,0.0272,465,2,5
Co,0.0256,465,2,5
Hg,0.9992,465,2,5
Ni,0.99808,465,2,5
Tl,0.029760000000000002,465,2,5
Pb,0.03232,465,2,5
Mo,0.04144,465,2,5
Sb,0.46848,465,2,5
Sn,0.26896,465,2,5
As,0.03648,466,2,5
Cd,0.03632,466,2,5
Co,0.03376,466,2,5
Hg,1,466,2,5
Ni,0.97568,466,2,5
Tl,0.028,466,2,5
Pb,0.08416,466,2,5
Mo,0.03936,466,2,5
Sb,0.97456,466,2,5
Sn,0.13824,466,2,5
As,0.04096,467,2,5
Cd,0.01808,467,2,5
Co,0.04656,467,2,5
Hg,1,467,2,5
Ni,0.98304,467,2,5
Tl,0.06336,467,2,5
Pb,0.06,467,2,5
Mo,0.01824,467,2,5
Sb,0.99856,467,2,5
Sn,0.04864,467,2,5
As,0.4952,468,2,5
Cd,0.0248,468,2,5
Co,0.0608,468,2,5
Hg,0.99968,468,2,5
Ni,0.99952,468,2,5
Tl,0.02656,468,2,5
Pb,0.05728,468,2,5
Mo,0.11776,468,2,5
Sb,0.9856,468,2,5
Sn,0.23296,468,2,5
As,0.02384,469,3,5
Cd,0.816,469,3,5
Co,0.03536,469,3,5
Hg,0.59888,469,3,5
Ni,0.96496,469,3,5
Tl,0.49312,469,3,5
Pb,0.02624,469,3,5
Mo,0.0464,469,3,5
Sb,0.90816,469,3,5
Sn,0.08768,469,3,5
As,0.03072,470,3,5
Cd,0.5736,470,3,5
Co,0.04624,470,3,5
Hg,0.97472,470,3,5
Ni,0.05904,470,3,5
Tl,0.02784,470,3,5
Pb,0.04672,470,3,5
Mo,0.0232,470,3,5
Sb,0.98528,470,3,5
Sn,0.85904,470,3,5
As,0.0224,471,2,5
Cd,0.1384,471,2,5
Co,0.05792,471,2,5
Hg,1,471,2,5
Ni,0.09504,471,2,5
Tl,0.0136,471,2,5
Pb,0.01008,471,2,5
Mo,0.01936,471,2,5
Sb,1,471,2,5
Sn,0.17776,471,2,5
As,0.04208,472,1,5
Cd,0.06288,472,1,5
Co,0.05168,472,1,5
Hg,0.96368,472,1,5
Ni,0.90624,472,1,5
Tl,0.02112,472,1,5
Pb,0.0448,472,1,5
Mo,0.02832,472,1,5
Sb,0.38464,472,1,5
Sn,0.06544,472,1,5
As,0.02128,473,3,5
Cd,0.02816,473,3,5
Co,0.22896,473,3,5
Hg,0.99728000000000006,473,3,5
Ni,0.99936,473,3,5
Tl,0.08688,473,3,5
Pb,0.39104,473,3,5
Mo,0.10336,473,3,5
Sb,0.95072,473,3,5
Sn,0.0184,473,3,5
As,0.0144,474,3,5
Cd,0.09552,474,3,5
Co,0.0504,474,3,5
Hg,1,474,3,5
Ni,1,474,3,5
Tl,0.52512,474,3,5
Pb,0.06016,474,3,5
Mo,0.04128,474,3,5
Sb,0.9952,474,3,5
Sn,0.22096,474,3,5
As,0.33616,475,1,5
Cd,0.0344,475,1,5
Co,0.04336,475,1,5
Hg,1,475,1,5
Ni,0.9984,475,1,5
Tl,0.03248,475,1,5
Pb,0.05888,475,1,5
Mo,0.07712,475,1,5
Sb,0.04944,475,1,5
Sn,0.83456,475,1,5
As,0.02928,476,2,5
Cd,0.1464,476,2,5
Co,0.07888,476,2,5
Hg,0.99936,476,2,5
Ni,0.93104,476,2,5
Tl,0.03248,476,2,5
Pb,0.02096,476,2,5
Mo,0.0352,476,2,5
Sb,0.97792,476,2,5
Sn,0.16304,476,2,5
As,0.03984,477,3,5
Cd,0.07248,477,3,5
Co,0.11264,477,3,5
Hg,0.99008,477,3,5
Ni,0.99984,477,3,5
Tl,0.08032,477,3,5
Pb,0.01888,477,3,5
Mo,0.02128,477,3,5
Sb,0.90272,477,3,5
Sn,0.4624,477,3,5
As,0.4048,478,4,5
Cd,0.0384,478,4,5
Co,0.02816,478,4,5
Hg,0.90192,478,4,5
Ni,0.24144,478,4,5
Tl,0.35072,478,4,5
Pb,0.03072,478,4,5
Mo,0.05344,478,4,5
Sb,0.9992,478,4,5
Sn,0.85696,478,4,5
As,0.04112,479,3,5
Cd,0.03456,479,3,5
Co,0.01952,479,3,5
Hg,0.95616,479,3,5
Ni,0.99792,479,3,5
Tl,0.16096,479,3,5
Pb,0.02224,479,3,5
Mo,0.01328,479,3,5
Sb,0.86288,479,3,5
Sn,0.6488,479,3,5
As,0.04272,480,2,5
Cd,0.03472,480,2,5
Co,0.02304,480,2,5
Hg,0.99984,480,2,5
Ni,0.0608,480,2,5
Tl,0.0232,480,2,5
Pb,0.01424,480,2,5
Mo,0.59904,480,2,5
Sb,0.98128,480,2,5
Sn,0.03664,480,2,5
As,0.25872,481,2,5
Cd,0.39328,481,2,5
Co,0.0736,481,2,5
Hg,0.89776,481,2,5
Ni,0.18048,481,2,5
Tl,0.01936,481,2,5
Pb,0.0776,481,2,5
Mo,0.1072,481,2,5
Sb,0.97024,481,2,5
Sn,0.03712,481,2,5
As,0.11888,482,2,5
Cd,0.0272,482,2,5
Co,0.06896,482,2,5
Hg,0.99728000000000006,482,2,5
Ni,0.91376,482,2,5
Tl,0.24784,482,2,5
Pb,0.1296,482,2,5
Mo,0.0336,482,2,5
Sb,0.9976,482,2,5
Sn,0.2352,482,2,5
As,0.01712,483,4,5
Cd,0.00976,483,4,5
Co,0.01104,483,4,5
Hg,0.95104,483,4,5
Ni,0.99952,483,4,5
Tl,0.014880000000000001,483,4,5
Pb,0.02672,483,4,5
Mo,0.008,483,4,5
Sb,0.99216,483,4,5
Sn,0.02144,483,4,5
As,0.02272,484,2,5
Cd,0.0624,484,2,5
Co,0.19168,484,2,5
Hg,1,484,2,5
Ni,0.50064,484,2,5
Tl,0.0312,484,2,5
Pb,0.04112,484,2,5
Mo,0.04432,484,2,5
Sb,1,484,2,5
Sn,0.45968,484,2,5
As,0.18768,485,4,5
Cd,0.0976,485,4,5
Co,0.07408,485,4,5
Hg,0.39888,485,4,5
Ni,0.804,485,4,5
Tl,0.1976,485,4,5
Pb,0.25792,485,4,5
Mo,0.0456,485,4,5
Sb,0.82048,485,4,5
Sn,0.07328,485,4,5
As,0.04512,486,2,5
Cd,0.01664,486,2,5
Co,0.07712,486,2,5
Hg,1,486,2,5
Ni,0.15872,486,2,5
Tl,0.02368,486,2,5
Pb,0.02864,486,2,5
Mo,0.07216,486,2,5
Sb,0.81712,486,2,5
Sn,0.1008,486,2,5
As,0.03728,487,2,5
Cd,0.03232,487,2,5
Co,0.14688,487,2,5
Hg,0.99712,487,2,5
Ni,0.99072,487,2,5
Tl,0.17104,487,2,5
Pb,0.49344,487,2,5
Mo,0.02864,487,2,5
Sb,0.99968,487,2,5
Sn,0.26144,487,2,5
As,0.2264,488,3,5
Cd,0.19104,488,3,5
Co,0.12896,488,3,5
Hg,0.87904,488,3,5
Ni,0.97472,488,3,5
Tl,0.11504,488,3,5
Pb,0.03904,488,3,5
Mo,0.05536,488,3,5
Sb,0.996,488,3,5
Sn,0.44384,488,3,5
As,0.05056,489,3,5
Cd,0.13696,489,3,5
Co,0.07696,489,3,5
Hg,0.89456,489,3,5
Ni,0.1536,489,3,5
Tl,0.12528,489,3,5
Pb,0.14848,489,3,5
Mo,0.03536,489,3,5
Sb,0.71792,489,3,5
Sn,0.04768,489,3,5
As,0.02544,490,1,5
Cd,0.03184,490,1,5
Co,0.0592,490,1,5
Hg,0.94112,490,1,5
Ni,0.95344,490,1,5
Tl,0.03504,490,1,5
Pb,0.04544,490,1,5
Mo,0.03968,490,1,5
Sb,0.076,490,1,5
Sn,0.036,490,1,5
As,0.1032,491,3,5
Cd,0.15008,491,3,5
Co,0.34208,491,3,5
Hg,0.3848,491,3,5
Ni,0.83552,491,3,5
Tl,0.07584,491,3,5
Pb,0.02576,491,3,5
Mo,0.03824,491,3,5
Sb,1,491,3,5
Sn,0.11088,491,3,5
As,0.04048,492,1,5
Cd,0.0376,492,1,5
Co,0.50928,492,1,5
Hg,0.99984,492,1,5
Ni,0.66256,492,1,5
Tl,0.03072,492,1,5
Pb,0.07296,492,1,5
Mo,0.0896,492,1,5
Sb,0.03792,492,1,5
Sn,0.05024,492,1,5
As,0.1664,493,2,5
Cd,0.024,493,2,5
Co,0.02304,493,2,5
Hg,0.98928,493,2,5
Ni,0.78848,493,2,5
Tl,0.03008,493,2,5
Pb,0.01584,493,2,5
Mo,0.01216,493,2,5
Sb,0.99968,493,2,5
Sn,0.03328,493,2,5
As,0.02656,494,2,5
Cd,0.05136,494,2,5
Co,0.1112,494,2,5
Hg,0.22576,494,2,5
Ni,0.06768,494,2,5
Tl,0.07312,494,2,5
Pb,0.0384,494,2,5
Mo,0.58096,494,2,5
Sb,0.97456,494,2,5
Sn,0.97312,494,2,5
As,0.0248,495,2,5
Cd,0.09088,495,2,5
Co,0.10784,495,2,5
Hg,1,495,2,5
Ni,0.82576,495,2,5
Tl,0.50736,495,2,5
Pb,0.0968,495,2,5
Mo,0.95312,495,2,5
Sb,0.8776,495,2,5
Sn,0.27296,495,2,5
As,0.08064,496,3,5
Cd,0.04384,496,3,5
Co,0.07264,496,3,5
Hg,0.27616,496,3,5
Ni,0.63808,496,3,5
Tl,0.03792,496,3,5
Pb,0.02288,496,3,5
Mo,0.04064,496,3,5
Sb,1,496,3,5
Sn,0.1992,496,3,5
As,0.004,497,4,5
Cd,0.00736,497,4,5
Co,0.00432,497,4,5
Hg,0.06288,497,4,5
Ni,0.048,497,4,5
Tl,0.0304,497,4,5
Pb,0.00288,497,4,5
Mo,0.01344,497,4,5
Sb,0.98128,497,4,5
Sn,0.00256,497,4,5
As,0.10352,498,2,5
Cd,0.02384,498,2,5
Co,0.0224,498,2,5
Hg,1,498,2,5
Ni,0.96448,498,2,5
Tl,0.1312,498,2,5
Pb,0.05776,498,2,5
Mo,0.03264,498,2,5
Sb,0.99984,498,2,5
Sn,0.19088,498,2,5
As,0.04064,499,1,5
Cd,0.02592,499,1,5
Co,0.03248,499,1,5
Hg,0.99392,499,1,5
Ni,0.97776,499,1,5
Tl,0.0264,499,1,5
Pb,0.03936,499,1,5
Mo,0.028,499,1,5
Sb,0.03904,499,1,5
Sn,0.10912,499,1,5
As,0.0344,500,2,5
Cd,0.02512,500,2,5
Co,0.08928,500,2,5
Hg,0.99984,500,2,5
Ni,0.98272,500,2,5
Tl,0.0304,500,2,5
Pb,0.04144,500,2,5
Mo,0.01952,500,2,5
Sb,0.69776,500,2,5
Sn,0.04688,500,2,5
As,0.02672,501,2,6
Cd,0.20064,501,2,6
Co,0.14784,501,2,6
Hg,0.76928,501,2,6
Ni,0.98544,501,2,6
Tl,0.04976,501,2,6
Pb,0.0264,501,2,6
Mo,0.0328,501,2,6
Sb,0.996,501,2,6
Sn,0.09952,501,2,6
As,0.01776,502,3,6
Cd,0.15664,502,3,6
Co,0.12016,502,3,6
Hg,0.01504,502,3,6
Ni,0.96832,502,3,6
Tl,0.0496,502,3,6
Pb,0.01808,502,3,6
Mo,0.05232,502,3,6
Sb,1,502,3,6
Sn,0.01344,502,3,6
As,0.02432,503,3,6
Cd,0.0296,503,3,6
Co,0.19936,503,3,6
Hg,0.37168,503,3,6
Ni,0.0152,503,3,6
Tl,0.24864,503,3,6
Pb,0.01584,503,3,6
Mo,0.0072,503,3,6
Sb,0.9984,503,3,6
Sn,0.0104,503,3,6
As,0.02896,504,1,6
Cd,0.0808,504,1,6
Co,0.09328,504,1,6
Hg,0.99984,504,1,6
Ni,0.92336,504,1,6
Tl,0.13328,504,1,6
Pb,0.0592,504,1,6
Mo,0.06,504,1,6
Sb,0.05504,504,1,6
Sn,0.23328,504,1,6
As,0.01536,505,4,6
Cd,0.03376,505,4,6
Co,0.14992,505,4,6
Hg,0.91152,505,4,6
Ni,0.28576,505,4,6
Tl,0.01376,505,4,6
Pb,0.02624,505,4,6
Mo,0.01136,505,4,6
Sb,0.62528,505,4,6
Sn,0.4472,505,4,6
As,0.02544,506,3,6
Cd,0.02528,506,3,6
Co,0.044,506,3,6
Hg,0.6608,506,3,6
Ni,0.69712,506,3,6
Tl,0.08096,506,3,6
Pb,0.02368,506,3,6
Mo,0.052,506,3,6
Sb,0.99904,506,3,6
Sn,0.84912,506,3,6
As,0.0368,507,2,6
Cd,0.04112,507,2,6
Co,0.42864,507,2,6
Hg,0.68208,507,2,6
Ni,0.38,507,2,6
Tl,0.07696,507,2,6
Pb,0.04032,507,2,6
Mo,0.49648,507,2,6
Sb,0.9984,507,2,6
Sn,0.0416,507,2,6
As,0.01792,508,2,6
Cd,0.024,508,2,6
Co,0.0376,508,2,6
Hg,0.7432,508,2,6
Ni,0.47424,508,2,6
Tl,0.07248,508,2,6
Pb,0.09168,508,2,6
Mo,0.02848,508,2,6
Sb,0.99936,508,2,6
Sn,0.02608,508,2,6
As,0.0328,509,2,6
Cd,0.06592,509,2,6
Co,0.61424,509,2,6
Hg,0.07184,509,2,6
Ni,0.38624000000000003,509,2,6
Tl,0.02992,509,2,6
Pb,0.19968,509,2,6
Mo,0.03312,509,2,6
Sb,0.92608,509,2,6
Sn,0.10256,509,2,6
As,0.08048,510,2,6
Cd,0.07552,510,2,6
Co,0.04272,510,2,6
Hg,0.29296,510,2,6
Ni,0.97824,510,2,6
Tl,0.02304,510,2,6
Pb,0.01648,510,2,6
Mo,0.0616,510,2,6
Sb,0.9992,510,2,6
Sn,0.02848,510,2,6
As,0.94896,511,2,6
Cd,0.10752,511,2,6
Co,0.03856,511,2,6
Hg,0.10032,511,2,6
Ni,0.99936,511,2,6
Tl,0.10512,511,2,6
Pb,0.55616,511,2,6
Mo,0.04832,511,2,6
Sb,0.99696,511,2,6
Sn,0.08064,511,2,6
As,0.03856,512,1,6
Cd,0.03168,512,1,6
Co,0.04576,512,1,6
Hg,0.944,512,1,6
Ni,0.91824,512,1,6
Tl,0.05856,512,1,6
Pb,0.06896,512,1,6
Mo,0.03328,512,1,6
Sb,0.53952,512,1,6
Sn,0.21504,512,1,6
As,0.02784,513,2,6
Cd,0.13568,513,2,6
Co,0.0592,513,2,6
Hg,0.95296,513,2,6
Ni,0.99968,513,2,6
Tl,0.32496,513,2,6
Pb,0.25488,513,2,6
Mo,0.23136,513,2,6
Sb,0.96544,513,2,6
Sn,0.10672,513,2,6
As,0.00528,514,2,6
Cd,0.01936,514,2,6
Co,0.02304,514,2,6
Hg,0.81088,514,2,6
Ni,0.4592,514,2,6
Tl,0.00928,514,2,6
Pb,0.01472,514,2,6
Mo,0.01184,514,2,6
Sb,0.99696,514,2,6
Sn,0.57632,514,2,6
As,0.09712,515,2,6
Cd,0.02928,515,2,6
Co,0.11072,515,2,6
Hg,0.98528,515,2,6
Ni,0.23456,515,2,6
Tl,0.0232,515,2,6
Pb,0.04608,515,2,6
Mo,0.024,515,2,6
Sb,0.97648,515,2,6
Sn,0.66544,515,2,6
As,0.01584,516,2,6
Cd,0.02032,516,2,6
Co,0.03536,516,2,6
Hg,0.61008,516,2,6
Ni,0.98032,516,2,6
Tl,0.14336,516,2,6
Pb,0.02432,516,2,6
Mo,0.02176,516,2,6
Sb,0.9688,516,2,6
Sn,0.01856,516,2,6
As,0.07264,517,1,6
Cd,0.02576,517,1,6
Co,0.03312,517,1,6
Hg,0.76368,517,1,6
Ni,0.9992,517,1,6
Tl,0.08128,517,1,6
Pb,0.05056,517,1,6
Mo,0.02704,517,1,6
Sb,0.14672,517,1,6
Sn,0.03616,517,1,6
As,0.01344,518,3,6
Cd,0.00736,518,3,6
Co,0.05456,518,3,6
Hg,0.92736,518,3,6
Ni,0.98576,518,3,6
Tl,0.0072,518,3,6
Pb,0.07776,518,3,6
Mo,0.00752,518,3,6
Sb,1,518,3,6
Sn,0.02128,518,3,6
As,0.01456,519,2,6
Cd,0.02384,519,2,6
Co,0.02944,519,2,6
Hg,0.0832,519,2,6
Ni,0.99856,519,2,6
Tl,0.23296,519,2,6
Pb,0.01408,519,2,6
Mo,0.01456,519,2,6
Sb,0.99104,519,2,6
Sn,0.07104,519,2,6
As,0.05456,520,3,6
Cd,0.0728,520,3,6
Co,0.01776,520,3,6
Hg,0.99328,520,3,6
Ni,1,520,3,6
Tl,0.01872,520,3,6
Pb,0.08432,520,3,6
Mo,0.05408,520,3,6
Sb,0.97104,520,3,6
Sn,0.71824,520,3,6
As,0.01504,521,3,6
Cd,0.10016,521,3,6
Co,0.0216,521,3,6
Hg,0.26544,521,3,6
Ni,0.99968,521,3,6
Tl,0.02288,521,3,6
Pb,0.02928,521,3,6
Mo,0.02,521,3,6
Sb,0.4192,521,3,6
Sn,0.38752,521,3,6
As,0.03488,522,4,6
Cd,0.01744,522,4,6
Co,0.04032,522,4,6
Hg,0.96384,522,4,6
Ni,1,522,4,6
Tl,0.01088,522,4,6
Pb,0.01648,522,4,6
Mo,0.03648,522,4,6
Sb,0.92944,522,4,6
Sn,0.03584,522,4,6
As,0.01824,523,3,6
Cd,0.02992,523,3,6
Co,0.02528,523,3,6
Hg,0.30592,523,3,6
Ni,0.12288,523,3,6
Tl,0.01824,523,3,6
Pb,0.00784,523,3,6
Mo,0.01664,523,3,6
Sb,0.98592,523,3,6
Sn,0.04704,523,3,6
As,0.03488,524,3,6
Cd,0.0464,524,3,6
Co,0.16608,524,3,6
Hg,0.24976,524,3,6
Ni,0.3728,524,3,6
Tl,0.03184,524,3,6
Pb,0.03776,524,3,6
