Var1,Var2,PIP,trial,df,case
7,10,6.399999999999999e-4,331,2,4
8,10,1.5999999999999999e-4,331,2,4
9,10,0.00528,331,2,4
1,2,0,332,3,4
1,3,0,332,3,4
2,3,0,332,3,4
1,4,0.01248,332,3,4
2,4,4.8e-4,332,3,4
3,4,0.00144,332,3,4
1,5,0,332,3,4
2,5,9.6e-4,332,3,4
3,5,9.6e-4,332,3,4
4,5,0.07488,332,3,4
1,6,1.6e-4,332,3,4
2,6,0,332,3,4
3,6,3.1999999999999997e-4,332,3,4
4,6,4.8e-4,332,3,4
5,6,0,332,3,4
1,7,0,332,3,4
2,7,1.5999999999999999e-4,332,3,4
3,7,0,332,3,4
4,7,0.05344,332,3,4
5,7,0,332,3,4
6,7,8e-4,332,3,4
1,8,0,332,3,4
2,8,0,332,3,4
3,8,0,332,3,4
4,8,1.5999999999999999e-4,332,3,4
5,8,0,332,3,4
6,8,0,332,3,4
7,8,0,332,3,4
1,9,3.2e-4,332,3,4
2,9,6.399999999999999e-4,332,3,4
3,9,0.01376,332,3,4
4,9,0.0016,332,3,4
5,9,0.02944,332,3,4
6,9,0.00208,332,3,4
7,9,3.1999999999999997e-4,332,3,4
8,9,8e-4,332,3,4
1,10,0,332,3,4
2,10,0,332,3,4
3,10,0,332,3,4
4,10,0.0011200000000000001,332,3,4
5,10,1.6e-4,332,3,4
6,10,0,332,3,4
7,10,0,332,3,4
8,10,0,332,3,4
9,10,1.6e-4,332,3,4
1,2,3.1999999999999997e-4,333,1,4
1,3,1.6e-4,333,1,4
2,3,3.1999999999999997e-4,333,1,4
1,4,0.00592,333,1,4
2,4,0.00128,333,1,4
3,4,0.00864,333,1,4
1,5,0.00704,333,1,4
2,5,0.00112,333,1,4
3,5,0.00208,333,1,4
4,5,0.14816,333,1,4
1,6,0,333,1,4
2,6,6.4e-4,333,1,4
3,6,1.5999999999999999e-4,333,1,4
4,6,0.00112,333,1,4
5,6,0.00224,333,1,4
1,7,0,333,1,4
2,7,1.6e-4,333,1,4
3,7,1.6e-4,333,1,4
4,7,0.00736,333,1,4
5,7,0.0024000000000000002,333,1,4
6,7,9.6e-4,333,1,4
1,8,0,333,1,4
2,8,3.2e-4,333,1,4
3,8,0,333,1,4
4,8,0.00288,333,1,4
5,8,0.00336,333,1,4
6,8,0,333,1,4
7,8,0,333,1,4
1,9,1.6e-4,333,1,4
2,9,6.399999999999999e-4,333,1,4
3,9,0.0012799999999999999,333,1,4
4,9,0.01712,333,1,4
5,9,0.01424,333,1,4
6,9,3.2e-4,333,1,4
7,9,0,333,1,4
8,9,1.5999999999999999e-4,333,1,4
1,10,3.2e-4,333,1,4
2,10,0.00128,333,1,4
3,10,3.1999999999999997e-4,333,1,4
4,10,0.008,333,1,4
5,10,0.0088,333,1,4
6,10,8e-4,333,1,4
7,10,1.5999999999999999e-4,333,1,4
8,10,8e-4,333,1,4
9,10,0.004,333,1,4
1,2,3.1999999999999997e-4,334,3,4
1,3,0.00592,334,3,4
2,3,0.00208,334,3,4
1,4,0.00688,334,3,4
2,4,0.02368,334,3,4
3,4,0.00192,334,3,4
1,5,0.00672,334,3,4
2,5,0.0512,334,3,4
3,5,0.00352,334,3,4
4,5,0.00144,334,3,4
1,6,3.1999999999999997e-4,334,3,4
2,6,0,334,3,4
3,6,0,334,3,4
4,6,8e-4,334,3,4
5,6,0.0016,334,3,4
1,7,1.5999999999999999e-4,334,3,4
2,7,0,334,3,4
3,7,0,334,3,4
4,7,0,334,3,4
5,7,0,334,3,4
6,7,0,334,3,4
1,8,8e-4,334,3,4
2,8,9.6e-4,334,3,4
3,8,0,334,3,4
4,8,8e-4,334,3,4
5,8,0.01776,334,3,4
6,8,0.0064,334,3,4
7,8,0,334,3,4
1,9,0.01728,334,3,4
2,9,0.0016,334,3,4
3,9,0.00176,334,3,4
4,9,0.00672,334,3,4
5,9,0.18224,334,3,4
6,9,0,334,3,4
7,9,0.0064,334,3,4
8,9,0.00176,334,3,4
1,10,0,334,3,4
2,10,0,334,3,4
3,10,0,334,3,4
4,10,0,334,3,4
5,10,0.02992,334,3,4
6,10,0,334,3,4
7,10,0,334,3,4
8,10,0,334,3,4
9,10,0.00736,334,3,4
1,2,0,335,1,4
1,3,0,335,1,4
2,3,3.2e-4,335,1,4
1,4,0.00288,335,1,4
2,4,0.00144,335,1,4
3,4,0.01248,335,1,4
1,5,0.0024,335,1,4
2,5,0.00272,335,1,4
3,5,0.0016,335,1,4
4,5,0.1776,335,1,4
1,6,0,335,1,4
2,6,0,335,1,4
3,6,0,335,1,4
4,6,8e-4,335,1,4
5,6,0.00144,335,1,4
1,7,0,335,1,4
2,7,0,335,1,4
3,7,0,335,1,4
4,7,0.00144,335,1,4
5,7,0.00912,335,1,4
6,7,1.6e-4,335,1,4
1,8,0,335,1,4
2,8,0,335,1,4
3,8,0,335,1,4
4,8,0.00144,335,1,4
5,8,0.0144,335,1,4
6,8,9.6e-4,335,1,4
7,8,0,335,1,4
1,9,1.6e-4,335,1,4
2,9,0.0152,335,1,4
3,9,0,335,1,4
4,9,0.01552,335,1,4
5,9,0.01104,335,1,4
6,9,0,335,1,4
7,9,0.00336,335,1,4
8,9,0.00208,335,1,4
1,10,0.0048,335,1,4
2,10,0.0064,335,1,4
3,10,0.00112,335,1,4
4,10,0.0424,335,1,4
5,10,0.03968,335,1,4
6,10,0.00256,335,1,4
7,10,0.00432,335,1,4
8,10,8e-4,335,1,4
9,10,0.00816,335,1,4
1,2,0,336,2,4
1,3,0,336,2,4
2,3,1.5999999999999999e-4,336,2,4
1,4,1.6e-4,336,2,4
2,4,8e-4,336,2,4
3,4,9.6e-4,336,2,4
1,5,0,336,2,4
2,5,0,336,2,4
3,5,3.1999999999999997e-4,336,2,4
4,5,0.03936,336,2,4
1,6,0,336,2,4
2,6,0,336,2,4
3,6,0,336,2,4
4,6,4.8e-4,336,2,4
5,6,4.8e-4,336,2,4
1,7,0,336,2,4
2,7,0,336,2,4
3,7,9.6e-4,336,2,4
4,7,4.8e-4,336,2,4
5,7,1.5999999999999999e-4,336,2,4
6,7,0,336,2,4
1,8,0,336,2,4
2,8,0,336,2,4
3,8,0,336,2,4
4,8,4.8e-4,336,2,4
5,8,0.0048,336,2,4
6,8,0,336,2,4
7,8,1.6e-4,336,2,4
1,9,9.6e-4,336,2,4
2,9,0.00256,336,2,4
3,9,0.00208,336,2,4
4,9,0.00928,336,2,4
5,9,0.012,336,2,4
6,9,0.0032,336,2,4
7,9,0.00112,336,2,4
8,9,6.399999999999999e-4,336,2,4
1,10,0,336,2,4
2,10,0,336,2,4
3,10,1.6e-4,336,2,4
4,10,3.2e-4,336,2,4
5,10,0,336,2,4
6,10,0,336,2,4
7,10,0,336,2,4
8,10,1.6e-4,336,2,4
9,10,0.00592,336,2,4
1,2,4.8e-4,337,3,4
1,3,0,337,3,4
2,3,0,337,3,4
1,4,6.399999999999999e-4,337,3,4
2,4,0.00736,337,3,4
3,4,3.1999999999999997e-4,337,3,4
1,5,3.2e-4,337,3,4
2,5,0.01456,337,3,4
3,5,0,337,3,4
4,5,4.8e-4,337,3,4
1,6,0,337,3,4
2,6,3.2e-4,337,3,4
3,6,0,337,3,4
4,6,0.0011200000000000001,337,3,4
5,6,0,337,3,4
1,7,3.2e-4,337,3,4
2,7,0,337,3,4
3,7,0,337,3,4
4,7,0.0016,337,3,4
5,7,0.00224,337,3,4
6,7,0,337,3,4
1,8,3.1999999999999997e-4,337,3,4
2,8,0,337,3,4
3,8,0.00336,337,3,4
4,8,0.00224,337,3,4
5,8,0,337,3,4
6,8,0,337,3,4
7,8,1.5999999999999999e-4,337,3,4
1,9,0,337,3,4
2,9,0.01408,337,3,4
3,9,9.6e-4,337,3,4
4,9,0.00944,337,3,4
5,9,0.06496,337,3,4
6,9,0,337,3,4
7,9,4.8e-4,337,3,4
8,9,0,337,3,4
1,10,0,337,3,4
2,10,0,337,3,4
3,10,0,337,3,4
4,10,8e-4,337,3,4
5,10,0,337,3,4
6,10,0,337,3,4
7,10,3.1999999999999997e-4,337,3,4
8,10,0,337,3,4
9,10,0.01968,337,3,4
1,2,0,338,1,4
1,3,3.2e-4,338,1,4
2,3,3.1999999999999997e-4,338,1,4
1,4,0.0088,338,1,4
2,4,0.00256,338,1,4
3,4,0.008,338,1,4
1,5,0.00176,338,1,4
2,5,0.00128,338,1,4
3,5,0.00752,338,1,4
4,5,0.10208,338,1,4
1,6,0,338,1,4
2,6,1.6e-4,338,1,4
3,6,6.399999999999999e-4,338,1,4
4,6,0.0014399999999999999,338,1,4
5,6,0.00304,338,1,4
1,7,3.2e-4,338,1,4
2,7,0,338,1,4
3,7,4.8e-4,338,1,4
4,7,0.00368,338,1,4
5,7,0.00416,338,1,4
6,7,0,338,1,4
1,8,4.8e-4,338,1,4
2,8,4.8e-4,338,1,4
3,8,9.6e-4,338,1,4
4,8,0.01376,338,1,4
5,8,0.00528,338,1,4
6,8,0,338,1,4
7,8,7.999999999999999e-4,338,1,4
1,9,0,338,1,4
2,9,3.1999999999999997e-4,338,1,4
3,9,3.1999999999999997e-4,338,1,4
4,9,0.0027199999999999998,338,1,4
5,9,0.00608,338,1,4
6,9,0,338,1,4
7,9,1.6e-4,338,1,4
8,9,4.8e-4,338,1,4
1,10,4.8e-4,338,1,4
2,10,0,338,1,4
3,10,8e-4,338,1,4
4,10,0.0044800000000000005,338,1,4
5,10,0.00256,338,1,4
6,10,4.8e-4,338,1,4
7,10,8e-4,338,1,4
8,10,0.00192,338,1,4
9,10,0.00224,338,1,4
1,2,0,339,3,4
1,3,0,339,3,4
2,3,0,339,3,4
1,4,3.1999999999999997e-4,339,3,4
2,4,1.6e-4,339,3,4
3,4,4.8e-4,339,3,4
1,5,0,339,3,4
2,5,0,339,3,4
3,5,1.5999999999999999e-4,339,3,4
4,5,0.09792,339,3,4
1,6,0,339,3,4
2,6,0,339,3,4
3,6,0,339,3,4
4,6,1.6e-4,339,3,4
5,6,0,339,3,4
1,7,1.6e-4,339,3,4
2,7,0,339,3,4
3,7,0,339,3,4
4,7,0,339,3,4
5,7,0,339,3,4
6,7,0,339,3,4
1,8,0,339,3,4
2,8,0,339,3,4
3,8,0,339,3,4
4,8,0,339,3,4
5,8,0,339,3,4
6,8,0,339,3,4
7,8,0.0016,339,3,4
1,9,4.8e-4,339,3,4
2,9,1.5999999999999999e-4,339,3,4
3,9,0.00784,339,3,4
4,9,3.1999999999999997e-4,339,3,4
5,9,0.01648,339,3,4
6,9,0.0896,339,3,4
7,9,0.0024,339,3,4
8,9,3.1999999999999997e-4,339,3,4
1,10,9.6e-4,339,3,4
2,10,3.1999999999999997e-4,339,3,4
3,10,0,339,3,4
4,10,0,339,3,4
5,10,3.1999999999999997e-4,339,3,4
6,10,8e-4,339,3,4
7,10,0,339,3,4
8,10,0,339,3,4
9,10,3.2e-4,339,3,4
1,2,0,340,2,4
1,3,0.00112,340,2,4
2,3,0.00112,340,2,4
1,4,0.00256,340,2,4
2,4,1.5999999999999999e-4,340,2,4
3,4,0.00224,340,2,4
1,5,0.00784,340,2,4
2,5,0.25952,340,2,4
3,5,0.00224,340,2,4
4,5,0.01952,340,2,4
1,6,3.1999999999999997e-4,340,2,4
2,6,0.00256,340,2,4
3,6,3.2e-4,340,2,4
4,6,0.00336,340,2,4
5,6,0.00176,340,2,4
1,7,6.399999999999999e-4,340,2,4
2,7,0,340,2,4
3,7,1.5999999999999999e-4,340,2,4
4,7,8e-4,340,2,4
5,7,8e-4,340,2,4
6,7,6.4e-4,340,2,4
1,8,4.8e-4,340,2,4
2,8,1.5999999999999999e-4,340,2,4
3,8,0,340,2,4
4,8,0.00592,340,2,4
5,8,0.00368,340,2,4
6,8,9.6e-4,340,2,4
7,8,0,340,2,4
1,9,8e-4,340,2,4
2,9,6.399999999999999e-4,340,2,4
3,9,3.1999999999999997e-4,340,2,4
4,9,0.04432,340,2,4
5,9,0.00448,340,2,4
6,9,0.0027199999999999998,340,2,4
7,9,0.00816,340,2,4
8,9,8e-4,340,2,4
1,10,9.6e-4,340,2,4
2,10,3.1999999999999997e-4,340,2,4
3,10,3.2e-4,340,2,4
4,10,0.0032,340,2,4
5,10,0.00928,340,2,4
6,10,1.5999999999999999e-4,340,2,4
7,10,1.6e-4,340,2,4
8,10,8e-4,340,2,4
9,10,0.06736,340,2,4
1,2,0,341,3,4
1,3,0,341,3,4
2,3,1.6e-4,341,3,4
1,4,4.8e-4,341,3,4
2,4,3.2e-4,341,3,4
3,4,1.6e-4,341,3,4
1,5,0,341,3,4
2,5,0.004,341,3,4
3,5,3.1999999999999997e-4,341,3,4
4,5,4.8e-4,341,3,4
1,6,0,341,3,4
2,6,0,341,3,4
3,6,0,341,3,4
4,6,3.1999999999999997e-4,341,3,4
5,6,0,341,3,4
1,7,0,341,3,4
2,7,0,341,3,4
3,7,0,341,3,4
4,7,3.1999999999999997e-4,341,3,4
5,7,0.00352,341,3,4
6,7,0,341,3,4
1,8,0,341,3,4
2,8,0,341,3,4
3,8,0,341,3,4
4,8,3.1999999999999997e-4,341,3,4
5,8,3.2e-4,341,3,4
6,8,0,341,3,4
7,8,0,341,3,4
1,9,0.0020800000000000003,341,3,4
2,9,9.6e-4,341,3,4
3,9,4.8e-4,341,3,4
4,9,3.1999999999999997e-4,341,3,4
5,9,0.00976,341,3,4
6,9,0,341,3,4
7,9,0.00128,341,3,4
8,9,0,341,3,4
1,10,0,341,3,4
2,10,3.1999999999999997e-4,341,3,4
3,10,8e-4,341,3,4
4,10,0.0016,341,3,4
5,10,0.004,341,3,4
6,10,0,341,3,4
7,10,0,341,3,4
8,10,3.1999999999999997e-4,341,3,4
9,10,6.399999999999999e-4,341,3,4
1,2,0,342,2,4
1,3,0,342,2,4
2,3,0,342,2,4
1,4,0,342,2,4
2,4,0,342,2,4
3,4,0.0015999999999999999,342,2,4
1,5,0,342,2,4
2,5,0,342,2,4
3,5,0.00416,342,2,4
4,5,3.1999999999999997e-4,342,2,4
1,6,0,342,2,4
2,6,0,342,2,4
3,6,0,342,2,4
4,6,0,342,2,4
5,6,0,342,2,4
1,7,0,342,2,4
2,7,0,342,2,4
3,7,0,342,2,4
4,7,1.5999999999999999e-4,342,2,4
5,7,0,342,2,4
6,7,0,342,2,4
1,8,0,342,2,4
2,8,0,342,2,4
3,8,0,342,2,4
4,8,0,342,2,4
5,8,0,342,2,4
6,8,0,342,2,4
7,8,0,342,2,4
1,9,0,342,2,4
2,9,0,342,2,4
3,9,8e-4,342,2,4
4,9,0.0025599999999999998,342,2,4
5,9,0.004,342,2,4
6,9,0,342,2,4
7,9,0,342,2,4
8,9,0,342,2,4
1,10,0,342,2,4
2,10,1.5999999999999999e-4,342,2,4
3,10,0.00384,342,2,4
4,10,0,342,2,4
5,10,0,342,2,4
6,10,0,342,2,4
7,10,0,342,2,4
8,10,0,342,2,4
9,10,0.0016,342,2,4
1,2,1.6e-4,343,3,4
1,3,0,343,3,4
2,3,1.5999999999999999e-4,343,3,4
1,4,6.399999999999999e-4,343,3,4
2,4,0,343,3,4
3,4,0.0016,343,3,4
1,5,0.00208,343,3,4
2,5,1.6e-4,343,3,4
3,5,6.399999999999999e-4,343,3,4
4,5,0.0128,343,3,4
1,6,0,343,3,4
2,6,0.00416,343,3,4
3,6,0,343,3,4
4,6,0,343,3,4
5,6,1.5999999999999999e-4,343,3,4
1,7,0,343,3,4
2,7,0,343,3,4
3,7,0,343,3,4
4,7,0.00224,343,3,4
5,7,6.399999999999999e-4,343,3,4
6,7,0,343,3,4
1,8,0,343,3,4
2,8,0,343,3,4
3,8,0,343,3,4
4,8,9.6e-4,343,3,4
5,8,1.5999999999999999e-4,343,3,4
6,8,0,343,3,4
7,8,0,343,3,4
1,9,0.012,343,3,4
2,9,1.5999999999999999e-4,343,3,4
3,9,8e-4,343,3,4
4,9,0.00912,343,3,4
5,9,0.0056,343,3,4
6,9,1.5999999999999999e-4,343,3,4
7,9,1.5999999999999999e-4,343,3,4
8,9,0.0011200000000000001,343,3,4
1,10,0,343,3,4
2,10,0,343,3,4
3,10,6.399999999999999e-4,343,3,4
4,10,0.0024,343,3,4
5,10,0,343,3,4
6,10,1.5999999999999999e-4,343,3,4
7,10,0,343,3,4
8,10,0,343,3,4
9,10,0,343,3,4
1,2,0,344,4,4
1,3,0,344,4,4
2,3,0,344,4,4
1,4,0,344,4,4
2,4,0.49232,344,4,4
3,4,0,344,4,4
1,5,1.5999999999999999e-4,344,4,4
2,5,4.8e-4,344,4,4
3,5,0,344,4,4
4,5,0,344,4,4
1,6,1.6e-4,344,4,4
2,6,0,344,4,4
3,6,0,344,4,4
4,6,8e-4,344,4,4
5,6,0,344,4,4
1,7,0,344,4,4
2,7,1.5999999999999999e-4,344,4,4
3,7,0,344,4,4
4,7,0,344,4,4
5,7,9.6e-4,344,4,4
6,7,6.399999999999999e-4,344,4,4
1,8,0,344,4,4
2,8,1.5999999999999999e-4,344,4,4
3,8,0,344,4,4
4,8,0,344,4,4
5,8,0,344,4,4
6,8,0,344,4,4
7,8,0,344,4,4
1,9,0,344,4,4
2,9,0.00496,344,4,4
3,9,0.01472,344,4,4
4,9,0.01024,344,4,4
5,9,0.00336,344,4,4
6,9,0,344,4,4
7,9,9.6e-4,344,4,4
8,9,0,344,4,4
1,10,0,344,4,4
2,10,0.02416,344,4,4
3,10,6.399999999999999e-4,344,4,4
4,10,0.01248,344,4,4
5,10,0.00208,344,4,4
6,10,0,344,4,4
7,10,0.0012799999999999999,344,4,4
8,10,0,344,4,4
9,10,0.14672,344,4,4
1,2,4.8e-4,345,4,4
1,3,1.5999999999999999e-4,345,4,4
2,3,1.5999999999999999e-4,345,4,4
1,4,8e-4,345,4,4
2,4,9.6e-4,345,4,4
3,4,0,345,4,4
1,5,0,345,4,4
2,5,0,345,4,4
3,5,0,345,4,4
4,5,0,345,4,4
1,6,0,345,4,4
2,6,0,345,4,4
3,6,0,345,4,4
4,6,0,345,4,4
5,6,0,345,4,4
1,7,0.00112,345,4,4
2,7,0.00176,345,4,4
3,7,0,345,4,4
4,7,6.4e-4,345,4,4
5,7,1.5999999999999999e-4,345,4,4
6,7,0,345,4,4
1,8,0,345,4,4
2,8,0,345,4,4
3,8,0.00144,345,4,4
4,8,0.00208,345,4,4
5,8,1.6e-4,345,4,4
6,8,4.8e-4,345,4,4
7,8,0,345,4,4
1,9,3.1999999999999997e-4,345,4,4
2,9,0,345,4,4
3,9,0.00192,345,4,4
4,9,0.11984,345,4,4
5,9,1.6e-4,345,4,4
6,9,0.00352,345,4,4
7,9,0,345,4,4
8,9,0.01664,345,4,4
1,10,1.6e-4,345,4,4
2,10,0,345,4,4
3,10,0,345,4,4
4,10,0,345,4,4
5,10,0,345,4,4
6,10,0,345,4,4
7,10,0,345,4,4
8,10,0,345,4,4
9,10,0,345,4,4
1,2,3.1999999999999997e-4,346,2,4
1,3,0.00432,346,2,4
2,3,1.5999999999999999e-4,346,2,4
1,4,0.029760000000000002,346,2,4
2,4,0,346,2,4
3,4,0.02224,346,2,4
1,5,0.02176,346,2,4
2,5,0,346,2,4
3,5,0.86208,346,2,4
4,5,0.01088,346,2,4
1,6,1.6e-4,346,2,4
2,6,0,346,2,4
3,6,4.8e-4,346,2,4
4,6,0.0011200000000000001,346,2,4
5,6,3.1999999999999997e-4,346,2,4
1,7,0.0016,346,2,4
2,7,0,346,2,4
3,7,0.004,346,2,4
4,7,3.1999999999999997e-4,346,2,4
5,7,0.01712,346,2,4
6,7,0,346,2,4
1,8,0.00448,346,2,4
2,8,1.6e-4,346,2,4
3,8,0.00224,346,2,4
4,8,0.01952,346,2,4
5,8,0.032,346,2,4
6,8,0,346,2,4
7,8,0,346,2,4
1,9,0.01792,346,2,4
2,9,0,346,2,4
3,9,0.00352,346,2,4
4,9,0.00752,346,2,4
5,9,0.0232,346,2,4
6,9,9.6e-4,346,2,4
7,9,1.6e-4,346,2,4
8,9,0.00256,346,2,4
1,10,0.06432,346,2,4
2,10,0,346,2,4
3,10,3.1999999999999997e-4,346,2,4
4,10,0.00144,346,2,4
5,10,0.1976,346,2,4
6,10,0,346,2,4
7,10,1.6e-4,346,2,4
8,10,1.6e-4,346,2,4
9,10,0.0011200000000000001,346,2,4
1,2,0,347,3,4
1,3,0.014880000000000001,347,3,4
2,3,0,347,3,4
1,4,0.00144,347,3,4
2,4,8e-4,347,3,4
3,4,0.0024000000000000002,347,3,4
1,5,0,347,3,4
2,5,0,347,3,4
3,5,6.399999999999999e-4,347,3,4
4,5,0,347,3,4
1,6,6.399999999999999e-4,347,3,4
2,6,0,347,3,4
3,6,4.8e-4,347,3,4
4,6,0.00544,347,3,4
5,6,0.0024000000000000002,347,3,4
1,7,0,347,3,4
2,7,0,347,3,4
3,7,3.2e-4,347,3,4
4,7,0,347,3,4
5,7,0,347,3,4
6,7,4.8e-4,347,3,4
1,8,4.8e-4,347,3,4
2,8,1.6e-4,347,3,4
3,8,1.6e-4,347,3,4
4,8,1.6e-4,347,3,4
5,8,1.6e-4,347,3,4
6,8,0.0012799999999999999,347,3,4
7,8,0,347,3,4
1,9,0.05488,347,3,4
2,9,0,347,3,4
3,9,0.0027199999999999998,347,3,4
4,9,8e-4,347,3,4
5,9,4.8e-4,347,3,4
6,9,0.00432,347,3,4
7,9,8e-4,347,3,4
8,9,9.6e-4,347,3,4
1,10,0.0032,347,3,4
2,10,0,347,3,4
3,10,0.0112,347,3,4
4,10,0,347,3,4
5,10,4.8e-4,347,3,4
6,10,0.004,347,3,4
7,10,0.01632,347,3,4
8,10,6.399999999999999e-4,347,3,4
9,10,9.6e-4,347,3,4
1,2,0,348,3,4
1,3,0,348,3,4
2,3,1.6e-4,348,3,4
1,4,0,348,3,4
2,4,0.00112,348,3,4
3,4,0,348,3,4
1,5,3.1999999999999997e-4,348,3,4
2,5,8e-4,348,3,4
3,5,1.6e-4,348,3,4
4,5,6.399999999999999e-4,348,3,4
1,6,0,348,3,4
2,6,0,348,3,4
3,6,0,348,3,4
4,6,0,348,3,4
5,6,0.0016,348,3,4
1,7,0,348,3,4
2,7,1.5999999999999999e-4,348,3,4
3,7,0,348,3,4
4,7,0,348,3,4
5,7,1.5999999999999999e-4,348,3,4
6,7,0,348,3,4
1,8,4.8e-4,348,3,4
2,8,0,348,3,4
3,8,3.1999999999999997e-4,348,3,4
4,8,3.1999999999999997e-4,348,3,4
5,8,1.6e-4,348,3,4
6,8,1.6e-4,348,3,4
7,8,0,348,3,4
1,9,0.0016,348,3,4
2,9,4.8e-4,348,3,4
3,9,1.5999999999999999e-4,348,3,4
4,9,0.00304,348,3,4
5,9,9.6e-4,348,3,4
6,9,0.00144,348,3,4
7,9,1.5999999999999999e-4,348,3,4
8,9,1.6e-4,348,3,4
1,10,0,348,3,4
2,10,0,348,3,4
3,10,1.6e-4,348,3,4
4,10,0.00288,348,3,4
5,10,0,348,3,4
6,10,1.5999999999999999e-4,348,3,4
7,10,0,348,3,4
8,10,8e-4,348,3,4
9,10,1.6e-4,348,3,4
1,2,0,349,2,4
1,3,0,349,2,4
2,3,1.6e-4,349,2,4
1,4,1.5999999999999999e-4,349,2,4
2,4,9.6e-4,349,2,4
3,4,0.0028799999999999997,349,2,4
1,5,8e-4,349,2,4
2,5,8e-4,349,2,4
3,5,0.0011200000000000001,349,2,4
4,5,0.01744,349,2,4
1,6,0,349,2,4
2,6,0,349,2,4
3,6,0,349,2,4
4,6,4.8e-4,349,2,4
5,6,0.00192,349,2,4
1,7,0,349,2,4
2,7,0,349,2,4
3,7,6.399999999999999e-4,349,2,4
4,7,0.0012799999999999999,349,2,4
5,7,0.01344,349,2,4
6,7,0,349,2,4
1,8,0,349,2,4
2,8,3.1999999999999997e-4,349,2,4
3,8,4.8e-4,349,2,4
4,8,0.01392,349,2,4
5,8,0.02816,349,2,4
6,8,0.0016,349,2,4
7,8,0,349,2,4
1,9,3.2e-4,349,2,4
2,9,1.6e-4,349,2,4
3,9,3.1999999999999997e-4,349,2,4
4,9,0.0712,349,2,4
5,9,0.0032,349,2,4
6,9,0.0024,349,2,4
7,9,0.0025599999999999998,349,2,4
8,9,0.0016,349,2,4
1,10,6.399999999999999e-4,349,2,4
2,10,1.5999999999999999e-4,349,2,4
3,10,6.399999999999999e-4,349,2,4
4,10,0.01776,349,2,4
5,10,0.07728,349,2,4
6,10,6.399999999999999e-4,349,2,4
7,10,0,349,2,4
8,10,0.00256,349,2,4
9,10,0.28816,349,2,4
1,2,0,350,3,4
1,3,0,350,3,4
2,3,0,350,3,4
1,4,0,350,3,4
2,4,0,350,3,4
3,4,1.5999999999999999e-4,350,3,4
1,5,0.0012799999999999999,350,3,4
2,5,4.8e-4,350,3,4
3,5,0.00112,350,3,4
4,5,8e-4,350,3,4
1,6,0,350,3,4
2,6,0,350,3,4
3,6,0,350,3,4
4,6,0,350,3,4
5,6,0,350,3,4
1,7,0,350,3,4
2,7,0.00528,350,3,4
3,7,1.5999999999999999e-4,350,3,4
4,7,1.6e-4,350,3,4
5,7,3.1999999999999997e-4,350,3,4
6,7,0,350,3,4
1,8,0,350,3,4
2,8,4.8e-4,350,3,4
3,8,3.1999999999999997e-4,350,3,4
4,8,3.2e-4,350,3,4
5,8,0.00176,350,3,4
6,8,0,350,3,4
7,8,1.6e-4,350,3,4
1,9,1.5999999999999999e-4,350,3,4
2,9,0.00624,350,3,4
3,9,0.11696,350,3,4
4,9,0.00464,350,3,4
5,9,0.0712,350,3,4
6,9,4.8e-4,350,3,4
7,9,1.6e-4,350,3,4
8,9,0,350,3,4
1,10,0,350,3,4
2,10,0,350,3,4
3,10,0,350,3,4
4,10,1.6e-4,350,3,4
5,10,0.00688,350,3,4
6,10,0,350,3,4
7,10,0,350,3,4
8,10,1.6e-4,350,3,4
9,10,0,350,3,4
1,2,0,351,2,4
1,3,1.6e-4,351,2,4
2,3,0,351,2,4
1,4,0.00384,351,2,4
2,4,1.5999999999999999e-4,351,2,4
3,4,0.00416,351,2,4
1,5,0.00288,351,2,4
2,5,0.00144,351,2,4
3,5,0.0128,351,2,4
4,5,0.1072,351,2,4
1,6,0,351,2,4
2,6,0.00208,351,2,4
3,6,0,351,2,4
4,6,9.6e-4,351,2,4
5,6,0.00144,351,2,4
1,7,0,351,2,4
2,7,1.5999999999999999e-4,351,2,4
3,7,0,351,2,4
4,7,9.6e-4,351,2,4
5,7,1.6e-4,351,2,4
6,7,1.6e-4,351,2,4
1,8,0,351,2,4
2,8,0,351,2,4
3,8,0,351,2,4
4,8,4.8e-4,351,2,4
5,8,1.5999999999999999e-4,351,2,4
6,8,0,351,2,4
7,8,1.5999999999999999e-4,351,2,4
1,9,0.00192,351,2,4
2,9,0.0056,351,2,4
3,9,4.8e-4,351,2,4
4,9,0.47168,351,2,4
5,9,0.00864,351,2,4
6,9,0.00224,351,2,4
7,9,0.00336,351,2,4
8,9,0.0056,351,2,4
1,10,0.016,351,2,4
2,10,0.0016,351,2,4
3,10,3.1999999999999997e-4,351,2,4
4,10,0.00208,351,2,4
5,10,0.01264,351,2,4
6,10,0.0027199999999999998,351,2,4
7,10,4.8e-4,351,2,4
8,10,0,351,2,4
9,10,0.00432,351,2,4
1,2,0,352,2,4
1,3,0,352,2,4
2,3,0,352,2,4
1,4,0,352,2,4
2,4,1.5999999999999999e-4,352,2,4
3,4,0,352,2,4
1,5,0,352,2,4
2,5,0,352,2,4
3,5,4.8e-4,352,2,4
4,5,0.00896,352,2,4
1,6,1.6e-4,352,2,4
2,6,0,352,2,4
3,6,1.6e-4,352,2,4
4,6,1.6e-4,352,2,4
5,6,1.6e-4,352,2,4
1,7,1.6e-4,352,2,4
2,7,0,352,2,4
3,7,0,352,2,4
4,7,8e-4,352,2,4
5,7,0,352,2,4
6,7,0,352,2,4
