variable,est,sd,trial,case
LBXD05LA,0.44536506464599057,0.7538868557598808,101,2
LBX194LA,0.9794573409637479,1.0676386675441811,101,2
LBXD05LA,0.02091447767301169,0.6221746169882467,102,2
LBX194LA,0.6052867653554062,0.7563490779218945,102,2
LBXD05LA,-0.6544614901006893,0.8760202159616332,103,2
LBX194LA,0.5101992989774713,1.437465905361776,103,2
LBXD05LA,1.0228389985685888,0.8760920990421462,104,2
LBX194LA,-0.14914758565033015,0.9898933711983287,104,2
LBXD05LA,0.13300423872030187,0.9741834736198831,105,2
LBX194LA,0.8180172917058446,1.2934821092790605,105,2
LBXD05LA,0.2761687751079256,0.7299173208680334,106,2
LBX194LA,1.3880455858767098,1.1387307708766208,106,2
LBXD05LA,0.3500664052800513,0.7464250897010372,107,2
LBX194LA,1.053413023524417,1.6202815444570697,107,2
LBXD05LA,0.8847217683571946,0.7508812002670319,108,2
LBX194LA,1.0395776984443632,1.2678318351166546,108,2
LBXD05LA,0.12692483683994205,0.6477553335286008,109,2
LBX194LA,0.4511749142414594,1.1447106179117814,109,2
LBXD05LA,1.1338153149921544,1.1192811064097563,110,2
LBX194LA,-0.42869687863835093,1.4212164469695459,110,2
LBXD05LA,1.0142677490411218,1.0847574685913748,111,2
LBX194LA,2.368266510620133,1.7824449232264201,111,2
LBXD05LA,0.23723793716071118,0.7586372282349544,112,2
LBX194LA,0.270026353587971,0.9305831551437684,112,2
LBXD05LA,1.7647223453127472,1.2068763616571916,113,2
LBX194LA,2.0016978442105957,1.5107334538547625,113,2
LBXD05LA,0.641264900984817,0.9333364516580835,114,2
LBX194LA,1.0017493956640724,1.5025967560333127,114,2
LBXD05LA,1.4021587860128726,0.7876864107926373,115,2
LBX194LA,3.177667282310771,1.61860710834171,115,2
LBXD05LA,1.3014298257228862,1.1556460762816663,116,2
LBX194LA,4.604489205399399,1.6941419362749441,116,2
LBXD05LA,1.2030271528849763,0.8957251672627292,117,2
LBX194LA,1.2243895477169469,1.351176386698744,117,2
LBXD05LA,-0.5414447437944538,0.738049405759636,118,2
LBX194LA,1.4896917764502802,1.2190527964158093,118,2
LBXD05LA,1.7630155562626584,0.9547280235839086,119,2
LBX194LA,1.402814436404305,1.5918421041515236,119,2
