variable,PIP,race,trial,case
LBX180LA,0.26984,1,53,1
LBX187LA,0.31752,1,53,1
LBX194LA,0.26512,1,53,1
LBXPCBLA,0.89988,1,53,1
LBXHXCLA,0.21072,1,53,1
LBX118LA,0.28196,1,53,1
LBXD03LA,0.27664,1,53,1
LBXD05LA,0.34956,1,53,1
LBXD07LA,0.32928,1,53,1
LBXF03LA,0.1414,1,53,1
LBXF04LA,0.24192,1,53,1
LBXF05LA,0.22908,1,53,1
LBXF08LA,0.12624,1,53,1
LBX074LA,0.2994,2,53,1
LBX099LA,0.21104,2,53,1
LBX138LA,0.2824,2,53,1
LBX153LA,0.25352,2,53,1
LBX170LA,0.2256,2,53,1
LBX180LA,0.48184,2,53,1
LBX187LA,0.26952,2,53,1
LBX194LA,0.3552,2,53,1
LBXPCBLA,0.17956,2,53,1
LBXHXCLA,0.16056,2,53,1
LBX118LA,0.34968,2,53,1
LBXD03LA,0.17024,2,53,1
LBXD05LA,0.51076,2,53,1
LBXD07LA,0.239,2,53,1
LBXF03LA,0.23004,2,53,1
LBXF04LA,0.71112,2,53,1
LBXF05LA,0.1348,2,53,1
LBXF08LA,0.0898,2,53,1
LBX074LA,0.44576,3,53,1
LBX099LA,0.5788,3,53,1
LBX138LA,0.51364,3,53,1
LBX153LA,0.62396,3,53,1
LBX170LA,0.4482,3,53,1
LBX180LA,0.45936,3,53,1
LBX187LA,0.44724,3,53,1
LBX194LA,0.42264,3,53,1
LBXPCBLA,0.46552,3,53,1
LBXHXCLA,0.3956,3,53,1
LBX118LA,0.44184,3,53,1
LBXD03LA,0.33512,3,53,1
LBXD05LA,0.74504,3,53,1
LBXD07LA,0.80792,3,53,1
LBXF03LA,0.2614,3,53,1
LBXF04LA,0.51684,3,53,1
LBXF05LA,0.3158,3,53,1
LBXF08LA,0.32832,3,53,1
LBX074LA,0.39072,1,54,1
LBX099LA,0.301,1,54,1
LBX138LA,0.33272,1,54,1
LBX153LA,0.40548,1,54,1
LBX170LA,0.35224,1,54,1
LBX180LA,0.476,1,54,1
LBX187LA,0.3854,1,54,1
LBX194LA,0.97728,1,54,1
LBXPCBLA,0.82008,1,54,1
LBXHXCLA,0.29848,1,54,1
LBX118LA,0.46108,1,54,1
LBXD03LA,0.50208,1,54,1
LBXD05LA,0.39048,1,54,1
LBXD07LA,0.73216,1,54,1
LBXF03LA,0.31356,1,54,1
LBXF04LA,0.5322,1,54,1
LBXF05LA,0.35044,1,54,1
LBXF08LA,0.35112,1,54,1
LBX074LA,0.72496,2,54,1
LBX099LA,0.66716,2,54,1
LBX138LA,0.56016,2,54,1
LBX153LA,0.5724,2,54,1
LBX170LA,0.65544,2,54,1
LBX180LA,0.56384,2,54,1
LBX187LA,0.63456,2,54,1
LBX194LA,0.72688,2,54,1
LBXPCBLA,0.89556,2,54,1
LBXHXCLA,0.56868,2,54,1
LBX118LA,0.6156,2,54,1
LBXD03LA,0.57416,2,54,1
LBXD05LA,0.88104,2,54,1
LBXD07LA,0.66348,2,54,1
LBXF03LA,0.79972,2,54,1
LBXF04LA,0.7976,2,54,1
LBXF05LA,0.67828,2,54,1
LBXF08LA,0.60176,2,54,1
LBX074LA,0.58448,3,54,1
LBX099LA,0.46268,3,54,1
LBX138LA,0.47752,3,54,1
LBX153LA,0.47612,3,54,1
LBX170LA,0.50048,3,54,1
LBX180LA,0.48396,3,54,1
LBX187LA,0.5266,3,54,1
LBX194LA,0.47724,3,54,1
LBXPCBLA,0.62996,3,54,1
LBXHXCLA,0.46496,3,54,1
LBX118LA,0.4732,3,54,1
LBXD03LA,0.52388,3,54,1
LBXD05LA,0.73664,3,54,1
LBXD07LA,0.62488,3,54,1
LBXF03LA,0.45,3,54,1
LBXF04LA,0.64524,3,54,1
LBXF05LA,0.57872,3,54,1
LBXF08LA,0.62216,3,54,1
LBX074LA,0.71456,1,55,1
LBX099LA,0.4494,1,55,1
LBX138LA,0.47364,1,55,1
LBX153LA,0.45368000000000003,1,55,1
LBX170LA,0.75308,1,55,1
LBX180LA,0.47616000000000003,1,55,1
LBX187LA,0.56976,1,55,1
LBX194LA,0.63636,1,55,1
LBXPCBLA,0.49312,1,55,1
LBXHXCLA,0.43096,1,55,1
LBX118LA,0.41468,1,55,1
LBXD03LA,0.55176,1,55,1
LBXD05LA,0.47092,1,55,1
LBXD07LA,0.6422,1,55,1
LBXF03LA,0.50196,1,55,1
LBXF04LA,0.40444,1,55,1
LBXF05LA,0.428,1,55,1
LBXF08LA,0.487,1,55,1
LBX074LA,0.3542,2,55,1
LBX099LA,0.36408,2,55,1
LBX138LA,0.46504,2,55,1
LBX153LA,0.63652,2,55,1
LBX170LA,0.50796,2,55,1
LBX180LA,0.37024,2,55,1
LBX187LA,0.49868,2,55,1
LBX194LA,0.8038,2,55,1
LBXPCBLA,0.93528,2,55,1
LBXHXCLA,0.4378,2,55,1
LBX118LA,0.45224,2,55,1
LBXD03LA,0.3506,2,55,1
LBXD05LA,0.96052,2,55,1
LBXD07LA,0.24752,2,55,1
LBXF03LA,0.41808,2,55,1
LBXF04LA,0.84204,2,55,1
LBXF05LA,0.451,2,55,1
LBXF08LA,0.47848,2,55,1
LBX074LA,0.323,3,55,1
LBX099LA,0.324,3,55,1
LBX138LA,0.29248,3,55,1
LBX153LA,0.33528,3,55,1
LBX170LA,0.31376,3,55,1
LBX180LA,0.44284,3,55,1
LBX187LA,0.2912,3,55,1
LBX194LA,0.25788,3,55,1
LBXPCBLA,0.25052,3,55,1
LBXHXCLA,0.44228,3,55,1
LBX118LA,0.76076,3,55,1
LBXD03LA,0.27856,3,55,1
LBXD05LA,0.32376,3,55,1
LBXD07LA,0.24616,3,55,1
LBXF03LA,0.20736,3,55,1
LBXF04LA,0.245,3,55,1
LBXF05LA,0.2674,3,55,1
LBXF08LA,0.89792,3,55,1
LBX074LA,0.74372,1,56,1
LBX099LA,0.44216,1,56,1
LBX138LA,0.49976,1,56,1
LBX153LA,0.47852,1,56,1
LBX170LA,0.428,1,56,1
LBX180LA,0.40312,1,56,1
LBX187LA,0.52452,1,56,1
LBX194LA,0.42024,1,56,1
LBXPCBLA,0.38568,1,56,1
LBXHXCLA,0.48728,1,56,1
LBX118LA,0.39336,1,56,1
LBXD03LA,0.51876,1,56,1
LBXD05LA,0.44564,1,56,1
LBXD07LA,0.50052,1,56,1
LBXF03LA,0.69312,1,56,1
LBXF04LA,0.40272,1,56,1
LBXF05LA,0.61748,1,56,1
LBXF08LA,0.30996,1,56,1
LBX074LA,0.57068,2,56,1
LBX099LA,0.59928,2,56,1
LBX138LA,0.61928,2,56,1
LBX153LA,0.82308,2,56,1
LBX170LA,0.74196,2,56,1
LBX180LA,0.60096,2,56,1
LBX187LA,0.55312,2,56,1
LBX194LA,0.87164,2,56,1
LBXPCBLA,0.8434,2,56,1
LBXHXCLA,0.67616,2,56,1
LBX118LA,0.63284,2,56,1
LBXD03LA,0.538,2,56,1
LBXD05LA,0.70772,2,56,1
LBXD07LA,0.53224,2,56,1
LBXF03LA,0.629,2,56,1
LBXF04LA,0.89332,2,56,1
LBXF05LA,0.6152,2,56,1
LBXF08LA,0.72644,2,56,1
LBX074LA,0.68464,3,56,1
LBX099LA,0.49044,3,56,1
LBX138LA,0.41652,3,56,1
LBX153LA,0.48864,3,56,1
LBX170LA,0.4624,3,56,1
LBX180LA,0.47656,3,56,1
LBX187LA,0.50484,3,56,1
LBX194LA,0.75052,3,56,1
LBXPCBLA,0.54696,3,56,1
LBXHXCLA,0.45452,3,56,1
LBX118LA,0.47532,3,56,1
LBXD03LA,0.41224,3,56,1
LBXD05LA,0.50052,3,56,1
LBXD07LA,0.4046,3,56,1
LBXF03LA,0.55276,3,56,1
LBXF04LA,0.64164,3,56,1
LBXF05LA,0.676,3,56,1
LBXF08LA,0.37596,3,56,1
LBX074LA,0.25712,1,57,1
LBX099LA,0.12884,1,57,1
LBX138LA,0.24028,1,57,1
LBX153LA,0.19972,1,57,1
LBX170LA,0.16048,1,57,1
LBX180LA,0.15632,1,57,1
LBX187LA,0.19856,1,57,1
LBX194LA,0.46448,1,57,1
LBXPCBLA,0.06384,1,57,1
LBXHXCLA,0.17392,1,57,1
LBX118LA,0.8852,1,57,1
LBXD03LA,0.19112,1,57,1
LBXD05LA,0.12676,1,57,1
LBXD07LA,0.1882,1,57,1
LBXF03LA,0.10044,1,57,1
LBXF04LA,0.16692,1,57,1
LBXF05LA,0.0932,1,57,1
LBXF08LA,0.31828,1,57,1
LBX074LA,0.38768,2,57,1
LBX099LA,0.32184,2,57,1
LBX138LA,0.35228,2,57,1
LBX153LA,0.34436,2,57,1
LBX170LA,0.34724,2,57,1
LBX180LA,0.30596,2,57,1
LBX187LA,0.60248,2,57,1
LBX194LA,0.44396,2,57,1
LBXPCBLA,0.68404,2,57,1
LBXHXCLA,0.29044,2,57,1
LBX118LA,0.30576,2,57,1
LBXD03LA,0.28748,2,57,1
LBXD05LA,0.7788,2,57,1
LBXD07LA,0.27488,2,57,1
LBXF03LA,0.23084,2,57,1
LBXF04LA,0.29152,2,57,1
LBXF05LA,0.45812,2,57,1
LBXF08LA,0.27204,2,57,1
LBX074LA,0.40732,3,57,1
LBX099LA,0.36688,3,57,1
LBX138LA,0.44208,3,57,1
LBX153LA,0.47968,3,57,1
LBX170LA,0.4902,3,57,1
LBX180LA,0.39064,3,57,1
LBX187LA,0.58688,3,57,1
LBX194LA,0.422,3,57,1
LBXPCBLA,0.73124,3,57,1
LBXHXCLA,0.49036,3,57,1
LBX118LA,0.38344,3,57,1
LBXD03LA,0.42976,3,57,1
LBXD05LA,0.40928,3,57,1
LBXD07LA,0.38704,3,57,1
LBXF03LA,0.9398,3,57,1
LBXF04LA,0.42208,3,57,1
LBXF05LA,0.57868,3,57,1
LBXF08LA,0.46648,3,57,1
LBX074LA,0.34468,1,58,1
LBX099LA,0.41796,1,58,1
LBX138LA,0.48352,1,58,1
LBX153LA,0.57336,1,58,1
LBX170LA,0.4218,1,58,1
LBX180LA,0.4844,1,58,1
LBX187LA,0.5222,1,58,1
LBX194LA,0.40656,1,58,1
LBXPCBLA,0.37748,1,58,1
LBXHXCLA,0.4082,1,58,1
LBX118LA,0.34912,1,58,1
LBXD03LA,0.55372,1,58,1
LBXD05LA,0.46088,1,58,1
LBXD07LA,0.84176,1,58,1
LBXF03LA,0.4062,1,58,1
LBXF04LA,0.4086,1,58,1
LBXF05LA,0.50312,1,58,1
LBXF08LA,0.34692,1,58,1
LBX074LA,0.13204,2,58,1
LBX099LA,0.14696,2,58,1
LBX138LA,0.23304,2,58,1
LBX153LA,0.20332,2,58,1
LBX170LA,0.1782,2,58,1
LBX180LA,0.13596,2,58,1
LBX187LA,0.70952,2,58,1
LBX194LA,0.25464,2,58,1
LBXPCBLA,0.17512,2,58,1
LBXHXCLA,0.19404,2,58,1
LBX118LA,0.13116,2,58,1
LBXD03LA,0.15824,2,58,1
LBXD05LA,0.35844,2,58,1
LBXD07LA,0.20564,2,58,1
LBXF03LA,0.146,2,58,1
LBXF04LA,0.1082,2,58,1
LBXF05LA,0.09964,2,58,1
LBXF08LA,0.14548,2,58,1
LBX074LA,0.46484,3,58,1
LBX099LA,0.15512,3,58,1
LBX138LA,0.1618,3,58,1
LBX153LA,0.17024,3,58,1
LBX170LA,0.24352,3,58,1
LBX180LA,0.32316,3,58,1
LBX187LA,0.32356,3,58,1
LBX194LA,0.20072,3,58,1
LBXPCBLA,0.50828,3,58,1
LBXHXCLA,0.18804,3,58,1
LBX118LA,0.19912,3,58,1
LBXD03LA,0.21544,3,58,1
LBXD05LA,0.9754,3,58,1
LBXD07LA,0.18512,3,58,1
LBXF03LA,0.12224,3,58,1
LBXF04LA,0.15404,3,58,1
LBXF05LA,0.1302,3,58,1
LBXF08LA,0.11348,3,58,1
LBX074LA,0.40736,1,59,1
LBX099LA,0.249,1,59,1
LBX138LA,0.29412,1,59,1
LBX153LA,0.25008,1,59,1
LBX170LA,0.3258,1,59,1
LBX180LA,0.53004,1,59,1
LBX187LA,0.2504,1,59,1
LBX194LA,0.3078,1,59,1
LBXPCBLA,0.48848,1,59,1
LBXHXCLA,0.31068,1,59,1
LBX118LA,0.31012,1,59,1
LBXD03LA,0.30324,1,59,1
LBXD05LA,0.80064,1,59,1
LBXD07LA,0.2702,1,59,1
LBXF03LA,0.3036,1,59,1
LBXF04LA,0.68188,1,59,1
LBXF05LA,0.27752,1,59,1
LBXF08LA,0.27356,1,59,1
LBX074LA,0.6076,2,59,1
LBX099LA,0.51656,2,59,1
LBX138LA,0.62292,2,59,1
LBX153LA,0.53264,2,59,1
LBX170LA,0.50388,2,59,1
LBX180LA,0.44168,2,59,1
LBX187LA,0.58328,2,59,1
LBX194LA,0.52036,2,59,1
LBXPCBLA,0.55728,2,59,1
LBXHXCLA,0.45856,2,59,1
LBX118LA,0.56136,2,59,1
LBXD03LA,0.4582,2,59,1
LBXD05LA,0.97928,2,59,1
LBXD07LA,0.42956,2,59,1
LBXF03LA,0.79796,2,59,1
LBXF04LA,0.71104,2,59,1
LBXF05LA,0.4464,2,59,1
LBXF08LA,0.71812,2,59,1
LBX074LA,0.19972,3,59,1
LBX099LA,0.20352,3,59,1
LBX138LA,0.19212,3,59,1
LBX153LA,0.2118,3,59,1
LBX170LA,0.37892,3,59,1
LBX180LA,0.24008,3,59,1
LBX187LA,0.16556,3,59,1
LBX194LA,0.30056,3,59,1
LBXPCBLA,0.13168,3,59,1
LBXHXCLA,0.12816,3,59,1
LBX118LA,0.14776,3,59,1
LBXD03LA,0.28408,3,59,1
LBXD05LA,0.52668,3,59,1
LBXD07LA,0.1974,3,59,1
LBXF03LA,0.15424,3,59,1
LBXF04LA,0.25508,3,59,1
LBXF05LA,0.1692,3,59,1
LBXF08LA,0.19084,3,59,1
LBX074LA,0.2864,1,6,1
LBX099LA,0.30684,1,6,1
LBX138LA,0.22756,1,6,1
LBX153LA,0.37568,1,6,1
LBX170LA,0.38412,1,6,1
LBX180LA,0.3202,1,6,1
LBX187LA,0.49516,1,6,1
LBX194LA,0.41988,1,6,1
LBXPCBLA,0.2702,1,6,1
LBXHXCLA,0.25576,1,6,1
LBX118LA,0.26424,1,6,1
LBXD03LA,0.34628,1,6,1
LBXD05LA,0.48472,1,6,1
LBXD07LA,0.71416,1,6,1
LBXF03LA,0.86264,1,6,1
LBXF04LA,0.24328,1,6,1
LBXF05LA,0.27528,1,6,1
LBXF08LA,0.22712,1,6,1
LBX074LA,0.44404,2,6,1
LBX099LA,0.59512,2,6,1
LBX138LA,0.34936,2,6,1
LBX153LA,0.44016,2,6,1
LBX170LA,0.30064,2,6,1
LBX180LA,0.30108,2,6,1
LBX187LA,0.3236,2,6,1
LBX194LA,0.98548,2,6,1
LBXPCBLA,0.45432,2,6,1
LBXHXCLA,0.32792,2,6,1
LBX118LA,0.32132,2,6,1
LBXD03LA,0.27212,2,6,1
LBXD05LA,0.39368,2,6,1
LBXD07LA,0.37644,2,6,1
LBXF03LA,0.37988,2,6,1
LBXF04LA,0.83632,2,6,1
LBXF05LA,0.41568,2,6,1
LBXF08LA,0.37904,2,6,1
LBX074LA,0.36788,3,6,1
LBX099LA,0.44828,3,6,1
LBX138LA,0.40484,3,6,1
LBX153LA,0.35028,3,6,1
LBX170LA,0.41648,3,6,1
LBX180LA,0.38672,3,6,1
LBX187LA,0.45032,3,6,1
LBX194LA,0.40516,3,6,1
LBXPCBLA,0.2972,3,6,1
LBXHXCLA,0.3358,3,6,1
LBX118LA,0.34596,3,6,1
LBXD03LA,0.35108,3,6,1
LBXD05LA,0.49624,3,6,1
LBXD07LA,0.35964,3,6,1
LBXF03LA,0.34728,3,6,1
LBXF04LA,0.31576,3,6,1
LBXF05LA,0.30632,3,6,1
LBXF08LA,0.32652,3,6,1
LBX074LA,0.27588,1,60,1
LBX099LA,0.2454,1,60,1
LBX138LA,0.262,1,60,1
LBX153LA,0.27076,1,60,1
LBX170LA,0.54052,1,60,1
LBX180LA,0.38404,1,60,1
LBX187LA,0.32464,1,60,1
LBX194LA,0.54044,1,60,1
LBXPCBLA,0.45748,1,60,1
LBXHXCLA,0.36468,1,60,1
LBX118LA,0.311,1,60,1
LBXD03LA,0.28156,1,60,1
LBXD05LA,0.23076,1,60,1
LBXD07LA,0.22796,1,60,1
LBXF03LA,0.34336,1,60,1
LBXF04LA,0.43704,1,60,1
LBXF05LA,0.42148,1,60,1
LBXF08LA,0.3708,1,60,1
LBX074LA,0.7568,2,60,1
LBX099LA,0.3904,2,60,1
LBX138LA,0.44452,2,60,1
LBX153LA,0.39828,2,60,1
LBX170LA,0.51508,2,60,1
LBX180LA,0.4242,2,60,1
LBX187LA,0.48792,2,60,1
LBX194LA,0.50036,2,60,1
LBXPCBLA,0.4574,2,60,1
LBXHXCLA,0.37616,2,60,1
LBX118LA,0.40712,2,60,1
LBXD03LA,0.54672,2,60,1
LBXD05LA,0.53932,2,60,1
LBXD07LA,0.54668,2,60,1
LBXF03LA,0.35148,2,60,1
LBXF04LA,0.68968,2,60,1
LBXF05LA,0.40568,2,60,1
LBXF08LA,0.35432,2,60,1
LBX074LA,0.71644,3,60,1
LBX099LA,0.59072,3,60,1
LBX138LA,0.55548,3,60,1
LBX153LA,0.58464,3,60,1
LBX170LA,0.6374,3,60,1
LBX180LA,0.59004,3,60,1
LBX187LA,0.58624,3,60,1
LBX194LA,0.62928,3,60,1
LBXPCBLA,0.7712,3,60,1
LBXHXCLA,0.58052,3,60,1
LBX118LA,0.67736,3,60,1
LBXD03LA,0.55976,3,60,1
LBXD05LA,0.85868,3,60,1
LBXD07LA,0.55656,3,60,1
LBXF03LA,0.50256,3,60,1
LBXF04LA,0.58924,3,60,1
LBXF05LA,0.73984,3,60,1
LBXF08LA,0.73408,3,60,1
LBX074LA,0.54536,1,61,1
LBX099LA,0.43432,1,61,1
LBX138LA,0.59508,1,61,1
LBX153LA,0.43888,1,61,1
LBX170LA,0.42524,1,61,1
LBX180LA,0.40104,1,61,1
LBX187LA,0.45028,1,61,1
LBX194LA,0.3812,1,61,1
LBXPCBLA,0.63008,1,61,1
LBXHXCLA,0.49808,1,61,1
LBX118LA,0.44816,1,61,1
LBXD03LA,0.38992,1,61,1
LBXD05LA,0.94844,1,61,1
LBXD07LA,0.37836,1,61,1
LBXF03LA,0.48268,1,61,1
LBXF04LA,0.78504,1,61,1
LBXF05LA,0.49024,1,61,1
LBXF08LA,0.605,1,61,1
LBX074LA,0.57396,2,61,1
LBX099LA,0.43512,2,61,1
LBX138LA,0.4242,2,61,1
LBX153LA,0.4568,2,61,1
LBX170LA,0.65012,2,61,1
LBX180LA,0.60592,2,61,1
LBX187LA,0.39444,2,61,1
LBX194LA,0.78,2,61,1
LBXPCBLA,0.35172,2,61,1
LBXHXCLA,0.343,2,61,1
LBX118LA,0.38836,2,61,1
LBXD03LA,0.352,2,61,1
LBXD05LA,0.69564,2,61,1
LBXD07LA,0.4634,2,61,1
LBXF03LA,0.23184,2,61,1
LBXF04LA,0.65472,2,61,1
LBXF05LA,0.38984,2,61,1
LBXF08LA,0.27144,2,61,1
LBX074LA,0.35884,3,61,1
LBX099LA,0.33684,3,61,1
LBX138LA,0.35796,3,61,1
LBX153LA,0.37176,3,61,1
LBX170LA,0.67264,3,61,1
LBX180LA,0.44408,3,61,1
LBX187LA,0.34884,3,61,1
LBX194LA,0.56344,3,61,1
LBXPCBLA,0.54528,3,61,1
LBXHXCLA,0.45752,3,61,1
LBX118LA,0.35632,3,61,1
LBXD03LA,0.42776,3,61,1
LBXD05LA,0.7956,3,61,1
LBXD07LA,0.4854,3,61,1
LBXF03LA,0.34804,3,61,1
LBXF04LA,0.39356,3,61,1
LBXF05LA,0.41476,3,61,1
LBXF08LA,0.561,3,61,1
LBX074LA,0.6832,1,62,1
LBX099LA,0.352,1,62,1
LBX138LA,0.30252,1,62,1
LBX153LA,0.34804,1,62,1
LBX170LA,0.343,1,62,1
LBX180LA,0.3208,1,62,1
LBX187LA,0.31884,1,62,1
LBX194LA,0.40096,1,62,1
LBXPCBLA,0.4026,1,62,1
LBXHXCLA,0.32056,1,62,1
LBX118LA,0.24948,1,62,1
LBXD03LA,0.7426,1,62,1
LBXD05LA,0.36388,1,62,1
LBXD07LA,0.53908,1,62,1
LBXF03LA,0.215,1,62,1
LBXF04LA,0.30332,1,62,1
LBXF05LA,0.23252,1,62,1
LBXF08LA,0.4144,1,62,1
LBX074LA,0.92108,2,62,1
LBX099LA,0.25628,2,62,1
LBX138LA,0.27108,2,62,1
LBX153LA,0.32452,2,62,1
LBX170LA,0.40244,2,62,1
LBX180LA,0.3574,2,62,1
LBX187LA,0.39736,2,62,1
LBX194LA,0.42488,2,62,1
LBXPCBLA,0.26756,2,62,1
LBXHXCLA,0.20796,2,62,1
LBX118LA,0.26204,2,62,1
LBXD03LA,0.20556,2,62,1
LBXD05LA,0.21172,2,62,1
LBXD07LA,0.261,2,62,1
LBXF03LA,0.209,2,62,1
LBXF04LA,0.88824,2,62,1
LBXF05LA,0.29468,2,62,1
LBXF08LA,0.16136,2,62,1
LBX074LA,0.21912,3,62,1
LBX099LA,0.21192,3,62,1
LBX138LA,0.28056,3,62,1
LBX153LA,0.25412,3,62,1
LBX170LA,0.24832,3,62,1
LBX180LA,0.27592,3,62,1
LBX187LA,0.23856,3,62,1
LBX194LA,0.18868,3,62,1
LBXPCBLA,0.33868,3,62,1
LBXHXCLA,0.70476,3,62,1
LBX118LA,0.67852,3,62,1
LBXD03LA,0.2966,3,62,1
LBXD05LA,0.29944,3,62,1
LBXD07LA,0.22412,3,62,1
LBXF03LA,0.15924,3,62,1
LBXF04LA,0.25752,3,62,1
LBXF05LA,0.18224,3,62,1
LBXF08LA,0.2044,3,62,1
LBX074LA,0.23884,1,63,1
LBX099LA,0.16096,1,63,1
LBX138LA,0.18564,1,63,1
LBX153LA,0.24664,1,63,1
LBX170LA,0.47216,1,63,1
LBX180LA,0.6884,1,63,1
LBX187LA,0.26284,1,63,1
LBX194LA,0.27584,1,63,1
LBXPCBLA,0.1314,1,63,1
LBXHXCLA,0.33628,1,63,1
LBX118LA,0.14636,1,63,1
LBXD03LA,0.26584,1,63,1
LBXD05LA,1,1,63,1
LBXD07LA,0.18184,1,63,1
LBXF03LA,0.14524,1,63,1
LBXF04LA,0.31572,1,63,1
LBXF05LA,0.13816,1,63,1
LBXF08LA,0.1182,1,63,1
LBX074LA,0.59664,2,63,1
LBX099LA,0.27936,2,63,1
LBX138LA,0.27928,2,63,1
LBX153LA,0.36796,2,63,1
LBX170LA,0.26256,2,63,1
LBX180LA,0.4174,2,63,1
LBX187LA,0.30032,2,63,1
LBX194LA,0.274,2,63,1
LBXPCBLA,0.527,2,63,1
LBXHXCLA,0.214,2,63,1
LBX118LA,0.52092,2,63,1
LBXD03LA,0.24376,2,63,1
LBXD05LA,0.2642,2,63,1
LBXD07LA,0.1972,2,63,1
LBXF03LA,0.34844,2,63,1
LBXF04LA,0.38532,2,63,1
LBXF05LA,0.28068,2,63,1
LBXF08LA,0.20364,2,63,1
LBX074LA,0.14764,3,63,1
LBX099LA,0.09792,3,63,1
LBX138LA,0.11172,3,63,1
LBX153LA,0.1332,3,63,1
LBX170LA,0.09936,3,63,1
LBX180LA,0.10932,3,63,1
LBX187LA,0.11028,3,63,1
LBX194LA,0.1256,3,63,1
LBXPCBLA,0.15168,3,63,1
LBXHXCLA,0.11164,3,63,1
LBX118LA,0.14972,3,63,1
LBXD03LA,0.14364,3,63,1
LBXD05LA,0.47548,3,63,1
LBXD07LA,0.5842,3,63,1
LBXF03LA,0.08896,3,63,1
LBXF04LA,0.09928,3,63,1
LBXF05LA,0.1228,3,63,1
LBXF08LA,0.08504,3,63,1
LBX074LA,0.2262,1,64,1
LBX099LA,0.573,1,64,1
LBX138LA,0.26548,1,64,1
LBX153LA,0.30172,1,64,1
LBX170LA,0.69784,1,64,1
LBX180LA,0.3402,1,64,1
LBX187LA,0.2368,1,64,1
LBX194LA,0.22608,1,64,1
LBXPCBLA,0.3384,1,64,1
LBXHXCLA,0.19892,1,64,1
LBX118LA,0.24448,1,64,1
LBXD03LA,0.193,1,64,1
LBXD05LA,0.11268,1,64,1
LBXD07LA,0.17176,1,64,1
LBXF03LA,0.28524,1,64,1
LBXF04LA,0.31304,1,64,1
LBXF05LA,0.127,1,64,1
LBXF08LA,0.08976,1,64,1
LBX074LA,0.67252,2,64,1
LBX099LA,0.66412,2,64,1
LBX138LA,0.65264,2,64,1
LBX153LA,0.64572,2,64,1
LBX170LA,0.71168,2,64,1
LBX180LA,0.64232,2,64,1
LBX187LA,0.64424,2,64,1
LBX194LA,0.58212,2,64,1
LBXPCBLA,0.4944,2,64,1
LBXHXCLA,0.74532,2,64,1
LBX118LA,0.58484,2,64,1
LBXD03LA,0.76384,2,64,1
LBXD05LA,0.67636,2,64,1
LBXD07LA,0.78788,2,64,1
LBXF03LA,0.47272,2,64,1
LBXF04LA,0.6102,2,64,1
LBXF05LA,0.48964,2,64,1
LBXF08LA,0.70632,2,64,1
LBX074LA,0.36,3,64,1
LBX099LA,0.24444,3,64,1
LBX138LA,0.2596,3,64,1
LBX153LA,0.26776,3,64,1
LBX170LA,0.32976,3,64,1
LBX180LA,0.39724,3,64,1
LBX187LA,0.38304,3,64,1
LBX194LA,0.63164,3,64,1
LBXPCBLA,0.73544,3,64,1
LBXHXCLA,0.44028,3,64,1
LBX118LA,0.23212,3,64,1
LBXD03LA,0.64296,3,64,1
LBXD05LA,0.46688,3,64,1
LBXD07LA,0.24376,3,64,1
LBXF03LA,0.40704,3,64,1
LBXF04LA,0.24096,3,64,1
LBXF05LA,0.21632,3,64,1
LBXF08LA,0.3718,3,64,1
LBX074LA,0.49436,1,65,1
LBX099LA,0.2456,1,65,1
LBX138LA,0.28712,1,65,1
LBX153LA,0.32156,1,65,1
LBX170LA,0.37532,1,65,1
LBX180LA,0.57088,1,65,1
LBX187LA,0.24208,1,65,1
LBX194LA,0.33212,1,65,1
LBXPCBLA,0.73836,1,65,1
LBXHXCLA,0.35448,1,65,1
LBX118LA,0.33476,1,65,1
LBXD03LA,0.2686,1,65,1
LBXD05LA,0.3904,1,65,1
LBXD07LA,0.26932,1,65,1
LBXF03LA,0.4792,1,65,1
LBXF04LA,0.29028,1,65,1
LBXF05LA,0.26484,1,65,1
LBXF08LA,0.31764,1,65,1
LBX074LA,0.32772,2,65,1
LBX099LA,0.18984,2,65,1
LBX138LA,0.18136,2,65,1
LBX153LA,0.1878,2,65,1
LBX170LA,0.31444,2,65,1
LBX180LA,0.21644,2,65,1
LBX187LA,0.22248,2,65,1
LBX194LA,0.45988,2,65,1
LBXPCBLA,0.24652,2,65,1
LBXHXCLA,0.16192,2,65,1
LBX118LA,0.25932,2,65,1
LBXD03LA,0.24052,2,65,1
LBXD05LA,0.47084,2,65,1
LBXD07LA,0.15852,2,65,1
LBXF03LA,0.1708,2,65,1
LBXF04LA,0.31768,2,65,1
LBXF05LA,0.1956,2,65,1
LBXF08LA,0.16196,2,65,1
LBX074LA,0.66648,3,65,1
LBX099LA,0.68944,3,65,1
LBX138LA,0.56816,3,65,1
LBX153LA,0.58344,3,65,1
LBX170LA,0.61492,3,65,1
LBX180LA,0.59116,3,65,1
LBX187LA,0.62984,3,65,1
LBX194LA,0.7642,3,65,1
LBXPCBLA,0.74904,3,65,1
LBXHXCLA,0.63096,3,65,1
LBX118LA,0.65712,3,65,1
LBXD03LA,0.7094,3,65,1
LBXD05LA,0.64128,3,65,1
LBXD07LA,0.67612,3,65,1
LBXF03LA,0.57688,3,65,1
LBXF04LA,0.57052,3,65,1
LBXF05LA,0.535,3,65,1
LBXF08LA,0.77156,3,65,1
LBX074LA,0.4484,1,66,1
LBX099LA,0.58012,1,66,1
