variable,PIP,df,race,trial,case
LBXHXCLA,0.14896,1,1,59,1
LBX118LA,0.13376,1,1,59,1
LBXD03LA,0.12304,1,1,59,1
LBXD05LA,0.9448,1,1,59,1
LBXD07LA,0.2344,1,1,59,1
LBXF03LA,0.13792,1,1,59,1
LBXF04LA,0.1968,1,1,59,1
LBXF05LA,0.0992,1,1,59,1
LBXF08LA,0.07008,1,1,59,1
LBX074LA,0.55696,3,2,59,1
LBX099LA,0.08464,3,2,59,1
LBX138LA,0.08912,3,2,59,1
LBX153LA,0.08912,3,2,59,1
LBX170LA,0.17488,3,2,59,1
LBX180LA,0.059520000000000003,3,2,59,1
LBX187LA,0.15136,3,2,59,1
LBX194LA,0.3088,3,2,59,1
LBXPCBLA,0.12512,3,2,59,1
LBXHXCLA,0.06048,3,2,59,1
LBX118LA,0.10816,3,2,59,1
LBXD03LA,0.04576,3,2,59,1
LBXD05LA,0.9976,3,2,59,1
LBXD07LA,0.10192,3,2,59,1
LBXF03LA,0.47056,3,2,59,1
LBXF04LA,0.99328,3,2,59,1
LBXF05LA,0.08896,3,2,59,1
LBXF08LA,0.83664,3,2,59,1
LBX074LA,0.14544,1,3,59,1
LBX099LA,0.30944,1,3,59,1
LBX138LA,0.15872,1,3,59,1
LBX153LA,0.14864,1,3,59,1
LBX170LA,0.424,1,3,59,1
LBX180LA,0.24064,1,3,59,1
LBX187LA,0.14112,1,3,59,1
LBX194LA,0.40064,1,3,59,1
LBXPCBLA,0.1008,1,3,59,1
LBXHXCLA,0.13872,1,3,59,1
LBX118LA,0.11632,1,3,59,1
LBXD03LA,0.28336,1,3,59,1
LBXD05LA,0.66576,1,3,59,1
LBXD07LA,0.17072,1,3,59,1
LBXF03LA,0.10144,1,3,59,1
LBXF04LA,0.13344,1,3,59,1
LBXF05LA,0.13104,1,3,59,1
LBXF08LA,0.14928,1,3,59,1
LBX074LA,0.23504,2,1,6,1
LBX099LA,0.15664,2,1,6,1
LBX138LA,0.20288,2,1,6,1
LBX153LA,0.45232,2,1,6,1
LBX170LA,0.48592,2,1,6,1
LBX180LA,0.16096,2,1,6,1
LBX187LA,0.35984,2,1,6,1
LBX194LA,0.27312,2,1,6,1
LBXPCBLA,0.0928,2,1,6,1
LBXHXCLA,0.14544,2,1,6,1
LBX118LA,0.11456,2,1,6,1
LBXD03LA,0.1824,2,1,6,1
LBXD05LA,0.28976,2,1,6,1
LBXD07LA,0.80048,2,1,6,1
LBXF03LA,0.92688,2,1,6,1
LBXF04LA,0.08976,2,1,6,1
LBXF05LA,0.10944,2,1,6,1
LBXF08LA,0.06896,2,1,6,1
LBX074LA,0.18,3,2,6,1
LBX099LA,0.7104,3,2,6,1
LBX138LA,0.05936,3,2,6,1
LBX153LA,0.07744,3,2,6,1
LBX170LA,0.1648,3,2,6,1
LBX180LA,0.07088,3,2,6,1
LBX187LA,0.05264,3,2,6,1
LBX194LA,0.96848,3,2,6,1
LBXPCBLA,0.11104,3,2,6,1
LBXHXCLA,0.02288,3,2,6,1
LBX118LA,0.07888,3,2,6,1
LBXD03LA,0.06016,3,2,6,1
LBXD05LA,0.16208,3,2,6,1
LBXD07LA,0.04192,3,2,6,1
LBXF03LA,0.09632,3,2,6,1
LBXF04LA,0.89824,3,2,6,1
LBXF05LA,0.07984,3,2,6,1
LBXF08LA,0.10016,3,2,6,1
LBX074LA,0.11808,1,3,6,1
LBX099LA,0.23712,1,3,6,1
LBX138LA,0.24528,1,3,6,1
LBX153LA,0.17904,1,3,6,1
LBX170LA,0.23728,1,3,6,1
LBX180LA,0.1088,1,3,6,1
LBX187LA,0.29904,1,3,6,1
LBX194LA,0.17872,1,3,6,1
LBXPCBLA,0.09888,1,3,6,1
LBXHXCLA,0.07888,1,3,6,1
LBX118LA,0.08752,1,3,6,1
LBXD03LA,0.10768,1,3,6,1
LBXD05LA,0.35776,1,3,6,1
LBXD07LA,0.07152,1,3,6,1
LBXF03LA,0.06336,1,3,6,1
LBXF04LA,0.07344,1,3,6,1
LBXF05LA,0.06512,1,3,6,1
LBXF08LA,0.0528,1,3,6,1
LBX074LA,0.06048,4,1,60,1
LBX099LA,0.04064,4,1,60,1
LBX138LA,0.1048,4,1,60,1
LBX153LA,0.11632,4,1,60,1
LBX170LA,0.3792,4,1,60,1
LBX180LA,0.31968,4,1,60,1
LBX187LA,0.18064,4,1,60,1
LBX194LA,0.45216,4,1,60,1
LBXPCBLA,0.164,4,1,60,1
LBXHXCLA,0.19024,4,1,60,1
LBX118LA,0.10672,4,1,60,1
LBXD03LA,0.07376,4,1,60,1
LBXD05LA,0.16016,4,1,60,1
LBXD07LA,0.10384,4,1,60,1
LBXF03LA,0.10416,4,1,60,1
LBXF04LA,0.1976,4,1,60,1
LBXF05LA,0.832,4,1,60,1
LBXF08LA,0.05568,4,1,60,1
LBX074LA,0.73296,2,2,60,1
LBX099LA,0.22016,2,2,60,1
LBX138LA,0.15264,2,2,60,1
LBX153LA,0.17184,2,2,60,1
LBX170LA,0.2544,2,2,60,1
LBX180LA,0.18656,2,2,60,1
LBX187LA,0.22656,2,2,60,1
LBX194LA,0.15904,2,2,60,1
LBXPCBLA,0.21664,2,2,60,1
LBXHXCLA,0.07344,2,2,60,1
LBX118LA,0.16784,2,2,60,1
LBXD03LA,0.25456,2,2,60,1
LBXD05LA,0.38208,2,2,60,1
LBXD07LA,0.27648,2,2,60,1
LBXF03LA,0.05824,2,2,60,1
LBXF04LA,0.91856,2,2,60,1
LBXF05LA,0.08048,2,2,60,1
LBXF08LA,0.07552,2,2,60,1
LBX074LA,0.5576,3,3,60,1
LBX099LA,0.1264,3,3,60,1
LBX138LA,0.15632,3,3,60,1
LBX153LA,0.22336,3,3,60,1
LBX170LA,0.6592,3,3,60,1
LBX180LA,0.18144,3,3,60,1
LBX187LA,0.15312,3,3,60,1
LBX194LA,0.24144,3,3,60,1
LBXPCBLA,0.23488,3,3,60,1
LBXHXCLA,0.1064,3,3,60,1
LBX118LA,0.3256,3,3,60,1
LBXD03LA,0.09696,3,3,60,1
LBXD05LA,0.8384,3,3,60,1
LBXD07LA,0.22384,3,3,60,1
LBXF03LA,0.06672,3,3,60,1
LBXF04LA,0.228,3,3,60,1
LBXF05LA,0.2136,3,3,60,1
LBXF08LA,0.21568,3,3,60,1
LBX074LA,0.03776,4,1,61,1
LBX099LA,0.0272,4,1,61,1
LBX138LA,0.11456,4,1,61,1
LBX153LA,0.04576,4,1,61,1
LBX170LA,0.01728,4,1,61,1
LBX180LA,0.0688,4,1,61,1
LBX187LA,0.0296,4,1,61,1
LBX194LA,0.02768,4,1,61,1
LBXPCBLA,0.18544,4,1,61,1
LBXHXCLA,0.16208,4,1,61,1
LBX118LA,0.02416,4,1,61,1
LBXD03LA,0.0336,4,1,61,1
LBXD05LA,0.996,4,1,61,1
LBXD07LA,0.0328,4,1,61,1
LBXF03LA,0.30672,4,1,61,1
LBXF04LA,0.58928,4,1,61,1
LBXF05LA,0.06064,4,1,61,1
LBXF08LA,0.11952,4,1,61,1
LBX074LA,0.5144,2,2,61,1
LBX099LA,0.32768,2,2,61,1
LBX138LA,0.32928,2,2,61,1
LBX153LA,0.46,2,2,61,1
LBX170LA,0.46544,2,2,61,1
LBX180LA,0.64304,2,2,61,1
LBX187LA,0.18992,2,2,61,1
LBX194LA,0.80432,2,2,61,1
LBXPCBLA,0.17312,2,2,61,1
LBXHXCLA,0.12272,2,2,61,1
LBX118LA,0.5,2,2,61,1
LBXD03LA,0.17408,2,2,61,1
LBXD05LA,0.7312,2,2,61,1
LBXD07LA,0.31232,2,2,61,1
LBXF03LA,0.06592,2,2,61,1
LBXF04LA,0.87968,2,2,61,1
LBXF05LA,0.35536,2,2,61,1
LBXF08LA,0.05456,2,2,61,1
LBX074LA,0.06192,2,3,61,1
LBX099LA,0.11264,2,3,61,1
LBX138LA,0.09056,2,3,61,1
LBX153LA,0.0992,2,3,61,1
LBX170LA,0.35824,2,3,61,1
LBX180LA,0.26688,2,3,61,1
LBX187LA,0.1112,2,3,61,1
LBX194LA,0.4864,2,3,61,1
LBXPCBLA,0.0776,2,3,61,1
LBXHXCLA,0.3824,2,3,61,1
LBX118LA,0.08544,2,3,61,1
LBXD03LA,0.07328,2,3,61,1
LBXD05LA,0.94704,2,3,61,1
LBXD07LA,0.1064,2,3,61,1
LBXF03LA,0.04272,2,3,61,1
LBXF04LA,0.04832,2,3,61,1
LBXF05LA,0.03232,2,3,61,1
LBXF08LA,0.0784,2,3,61,1
LBX074LA,0.5424,2,1,62,1
LBX099LA,0.67168,2,1,62,1
LBX138LA,0.2944,2,1,62,1
LBX153LA,0.35776,2,1,62,1
LBX170LA,0.33072,2,1,62,1
LBX180LA,0.35776,2,1,62,1
LBX187LA,0.2312,2,1,62,1
LBX194LA,0.5728,2,1,62,1
LBXPCBLA,0.81088,2,1,62,1
LBXHXCLA,0.25568,2,1,62,1
LBX118LA,0.25536,2,1,62,1
LBXD03LA,0.81152,2,1,62,1
LBXD05LA,0.15312,2,1,62,1
LBXD07LA,0.8288,2,1,62,1
LBXF03LA,0.14512,2,1,62,1
LBXF04LA,0.3664,2,1,62,1
LBXF05LA,0.16368,2,1,62,1
LBXF08LA,0.70368,2,1,62,1
LBX074LA,0.95024,2,2,62,1
LBX099LA,0.11984,2,2,62,1
LBX138LA,0.16736,2,2,62,1
LBX153LA,0.21936,2,2,62,1
LBX170LA,0.33328,2,2,62,1
LBX180LA,0.2416,2,2,62,1
LBX187LA,0.4048,2,2,62,1
LBX194LA,0.41952,2,2,62,1
LBXPCBLA,0.88048,2,2,62,1
LBXHXCLA,0.1208,2,2,62,1
LBX118LA,0.16048,2,2,62,1
LBXD03LA,0.27488,2,2,62,1
LBXD05LA,0.09664,2,2,62,1
LBXD07LA,0.1696,2,2,62,1
LBXF03LA,0.17968,2,2,62,1
LBXF04LA,0.98224,2,2,62,1
LBXF05LA,0.19728,2,2,62,1
LBXF08LA,0.07664,2,2,62,1
LBX074LA,0.18368,2,3,62,1
LBX099LA,0.1536,2,3,62,1
LBX138LA,0.14832,2,3,62,1
LBX153LA,0.15248,2,3,62,1
LBX170LA,0.30512,2,3,62,1
LBX180LA,0.46976,2,3,62,1
LBX187LA,0.25824,2,3,62,1
LBX194LA,0.0888,2,3,62,1
LBXPCBLA,0.10288,2,3,62,1
LBXHXCLA,0.91472,2,3,62,1
LBX118LA,0.65984,2,3,62,1
LBXD03LA,0.15408,2,3,62,1
LBXD05LA,0.08432,2,3,62,1
LBXD07LA,0.0592,2,3,62,1
LBXF03LA,0.08816,2,3,62,1
LBXF04LA,0.12,2,3,62,1
LBXF05LA,0.07824,2,3,62,1
LBXF08LA,0.05264,2,3,62,1
LBX074LA,0.06384,2,1,63,1
LBX099LA,0.07888,2,1,63,1
LBX138LA,0.0856,2,1,63,1
LBX153LA,0.11456,2,1,63,1
LBX170LA,0.76576,2,1,63,1
LBX180LA,0.68704,2,1,63,1
LBX187LA,0.31136,2,1,63,1
LBX194LA,0.196,2,1,63,1
LBXPCBLA,0.08688,2,1,63,1
LBXHXCLA,0.19104,2,1,63,1
LBX118LA,0.09552,2,1,63,1
LBXD03LA,0.13312,2,1,63,1
LBXD05LA,0.99696,2,1,63,1
LBXD07LA,0.06704,2,1,63,1
LBXF03LA,0.0648,2,1,63,1
LBXF04LA,0.42448,2,1,63,1
LBXF05LA,0.10176,2,1,63,1
LBXF08LA,0.03856,2,1,63,1
LBX074LA,0.47872,1,2,63,1
LBX099LA,0.26128,1,2,63,1
LBX138LA,0.14464,1,2,63,1
LBX153LA,0.20992,1,2,63,1
LBX170LA,0.1544,1,2,63,1
LBX180LA,0.2224,1,2,63,1
LBX187LA,0.20304,1,2,63,1
LBX194LA,0.10656,1,2,63,1
LBXPCBLA,0.21632,1,2,63,1
LBXHXCLA,0.07856,1,2,63,1
LBX118LA,0.57456,1,2,63,1
LBXD03LA,0.14112,1,2,63,1
LBXD05LA,0.17152,1,2,63,1
LBXD07LA,0.09472,1,2,63,1
LBXF03LA,0.18784,1,2,63,1
LBXF04LA,0.17664,1,2,63,1
LBXF05LA,0.12096,1,2,63,1
LBXF08LA,0.07296,1,2,63,1
LBX074LA,0.0776,2,3,63,1
LBX099LA,0.10624,2,3,63,1
LBX138LA,0.1256,2,3,63,1
LBX153LA,0.09232,2,3,63,1
LBX170LA,0.1128,2,3,63,1
LBX180LA,0.10112,2,3,63,1
LBX187LA,0.1296,2,3,63,1
LBX194LA,0.14896,2,3,63,1
LBXPCBLA,0.10928,2,3,63,1
LBXHXCLA,0.06336,2,3,63,1
LBX118LA,0.1656,2,3,63,1
LBXD03LA,0.06256,2,3,63,1
LBXD05LA,0.1672,2,3,63,1
LBXD07LA,0.83264,2,3,63,1
LBXF03LA,0.04272,2,3,63,1
LBXF04LA,0.0496,2,3,63,1
LBXF05LA,0.04864,2,3,63,1
LBXF08LA,0.0624,2,3,63,1
LBX074LA,0.1024,2,1,64,1
LBX099LA,0.8216,2,1,64,1
LBX138LA,0.32,2,1,64,1
LBX153LA,0.30784,2,1,64,1
LBX170LA,0.81648,2,1,64,1
LBX180LA,0.24592,2,1,64,1
LBX187LA,0.26464,2,1,64,1
LBX194LA,0.13344,2,1,64,1
LBXPCBLA,0.57744,2,1,64,1
LBXHXCLA,0.06912,2,1,64,1
LBX118LA,0.14336,2,1,64,1
LBXD03LA,0.09936,2,1,64,1
LBXD05LA,0.10976,2,1,64,1
LBXD07LA,0.0992,2,1,64,1
LBXF03LA,0.1936,2,1,64,1
LBXF04LA,0.77728,2,1,64,1
LBXF05LA,0.12864,2,1,64,1
LBXF08LA,0.03936,2,1,64,1
LBX074LA,0.31968,2,2,64,1
LBX099LA,0.38576,2,2,64,1
LBX138LA,0.24624,2,2,64,1
LBX153LA,0.32192,2,2,64,1
LBX170LA,0.90432,2,2,64,1
LBX180LA,0.68592,2,2,64,1
LBX187LA,0.28752,2,2,64,1
LBX194LA,0.1544,2,2,64,1
LBXPCBLA,0.05728,2,2,64,1
LBXHXCLA,0.20544,2,2,64,1
LBX118LA,0.31632,2,2,64,1
LBXD03LA,0.7896,2,2,64,1
LBXD05LA,0.0976,2,2,64,1
LBXD07LA,0.73456,2,2,64,1
LBXF03LA,0.06096,2,2,64,1
LBXF04LA,0.08848,2,2,64,1
LBXF05LA,0.08192,2,2,64,1
LBXF08LA,0.1088,2,2,64,1
LBX074LA,0.53568,3,3,64,1
LBX099LA,0.10736,3,3,64,1
LBX138LA,0.1688,3,3,64,1
LBX153LA,0.26592,3,3,64,1
LBX170LA,0.2008,3,3,64,1
LBX180LA,0.30128,3,3,64,1
LBX187LA,0.26512,3,3,64,1
LBX194LA,0.70944,3,3,64,1
LBXPCBLA,0.9664,3,3,64,1
LBXHXCLA,0.2832,3,3,64,1
LBX118LA,0.14688,3,3,64,1
LBXD03LA,0.48064,3,3,64,1
LBXD05LA,0.23344,3,3,64,1
LBXD07LA,0.13008,3,3,64,1
LBXF03LA,0.168,3,3,64,1
LBXF04LA,0.27776,3,3,64,1
LBXF05LA,0.11632,3,3,64,1
LBXF08LA,0.51056,3,3,64,1
LBX074LA,0.19824,3,1,65,1
LBX099LA,0.09168,3,1,65,1
LBX138LA,0.16368,3,1,65,1
LBX153LA,0.33376,3,1,65,1
LBX170LA,0.21136,3,1,65,1
LBX180LA,0.57232,3,1,65,1
LBX187LA,0.59904,3,1,65,1
LBX194LA,0.6544,3,1,65,1
LBXPCBLA,0.88448,3,1,65,1
LBXHXCLA,0.26432,3,1,65,1
LBX118LA,0.32736,3,1,65,1
LBXD03LA,0.14576,3,1,65,1
LBXD05LA,0.31024,3,1,65,1
LBXD07LA,0.08016,3,1,65,1
LBXF03LA,0.25664,3,1,65,1
LBXF04LA,0.29648,3,1,65,1
LBXF05LA,0.11568,3,1,65,1
LBXF08LA,0.28016,3,1,65,1
LBX074LA,0.28416,1,2,65,1
LBX099LA,0.06288,1,2,65,1
LBX138LA,0.10048,1,2,65,1
LBX153LA,0.0872,1,2,65,1
LBX170LA,0.2624,1,2,65,1
LBX180LA,0.15456,1,2,65,1
LBX187LA,0.10432,1,2,65,1
LBX194LA,0.34912,1,2,65,1
LBXPCBLA,0.0784,1,2,65,1
LBXHXCLA,0.0792,1,2,65,1
LBX118LA,0.14816,1,2,65,1
LBXD03LA,0.11728,1,2,65,1
LBXD05LA,0.4968,1,2,65,1
LBXD07LA,0.11088,1,2,65,1
LBXF03LA,0.06192,1,2,65,1
LBXF04LA,0.07296,1,2,65,1
LBXF05LA,0.0856,1,2,65,1
LBXF08LA,0.04672,1,2,65,1
LBX074LA,0.43472,4,3,65,1
LBX099LA,0.17424,4,3,65,1
LBX138LA,0.27568,4,3,65,1
LBX153LA,0.20112,4,3,65,1
LBX170LA,0.2592,4,3,65,1
LBX180LA,0.28912,4,3,65,1
LBX187LA,0.53712,4,3,65,1
LBX194LA,0.88,4,3,65,1
LBXPCBLA,0.75216,4,3,65,1
LBXHXCLA,0.54752,4,3,65,1
LBX118LA,0.28336,4,3,65,1
LBXD03LA,0.21024,4,3,65,1
LBXD05LA,0.232,4,3,65,1
LBXD07LA,0.2256,4,3,65,1
LBXF03LA,0.16208,4,3,65,1
LBXF04LA,0.10128,4,3,65,1
LBXF05LA,0.65504,4,3,65,1
LBXF08LA,0.64784,4,3,65,1
LBX074LA,0.30864,2,1,66,1
LBX099LA,0.59408,2,1,66,1
LBX138LA,0.3816,2,1,66,1
LBX153LA,0.2104,2,1,66,1
LBX170LA,0.0896,2,1,66,1
LBX180LA,0.1136,2,1,66,1
LBX187LA,0.07552,2,1,66,1
LBX194LA,0.07584,2,1,66,1
LBXPCBLA,0.10848,2,1,66,1
LBXHXCLA,0.10016,2,1,66,1
LBX118LA,0.13104,2,1,66,1
LBXD03LA,0.10432,2,1,66,1
LBXD05LA,0.08768,2,1,66,1
LBXD07LA,0.06704,2,1,66,1
LBXF03LA,0.28848,2,1,66,1
LBXF04LA,0.316,2,1,66,1
LBXF05LA,0.38976,2,1,66,1
LBXF08LA,0.03952,2,1,66,1
LBX074LA,0.72912,2,2,66,1
LBX099LA,0.2248,2,2,66,1
LBX138LA,0.24592,2,2,66,1
LBX153LA,0.30448,2,2,66,1
LBX170LA,0.26544,2,2,66,1
LBX180LA,0.28608,2,2,66,1
LBX187LA,0.82048,2,2,66,1
LBX194LA,0.4008,2,2,66,1
LBXPCBLA,0.26352,2,2,66,1
LBXHXCLA,0.32112,2,2,66,1
LBX118LA,0.80832,2,2,66,1
LBXD03LA,0.85168,2,2,66,1
LBXD05LA,0.49824,2,2,66,1
LBXD07LA,0.1088,2,2,66,1
LBXF03LA,0.17984,2,2,66,1
LBXF04LA,0.75984,2,2,66,1
LBXF05LA,0.11104,2,2,66,1
LBXF08LA,0.0536,2,2,66,1
LBX074LA,0.76464,2,3,66,1
LBX099LA,0.11168,2,3,66,1
LBX138LA,0.12976,2,3,66,1
LBX153LA,0.15248,2,3,66,1
LBX170LA,0.1904,2,3,66,1
LBX180LA,0.64,2,3,66,1
LBX187LA,0.35408,2,3,66,1
LBX194LA,0.55216,2,3,66,1
LBXPCBLA,0.07072,2,3,66,1
LBXHXCLA,0.14672,2,3,66,1
LBX118LA,0.1384,2,3,66,1
LBXD03LA,0.11312,2,3,66,1
LBXD05LA,0.09168,2,3,66,1
LBXD07LA,0.05632,2,3,66,1
LBXF03LA,0.0704,2,3,66,1
LBXF04LA,0.06672,2,3,66,1
LBXF05LA,0.09984,2,3,66,1
LBXF08LA,0.0504,2,3,66,1
LBX074LA,0.33904,3,1,67,1
LBX099LA,0.93584,3,1,67,1
LBX138LA,0.22848,3,1,67,1
LBX153LA,0.20368,3,1,67,1
LBX170LA,0.112,3,1,67,1
LBX180LA,0.16304,3,1,67,1
LBX187LA,0.1328,3,1,67,1
LBX194LA,0.25472,3,1,67,1
LBXPCBLA,0.06368,3,1,67,1
LBXHXCLA,0.18928,3,1,67,1
LBX118LA,0.156,3,1,67,1
LBXD03LA,0.34304,3,1,67,1
LBXD05LA,0.06784,3,1,67,1
LBXD07LA,0.06528,3,1,67,1
LBXF03LA,0.0904,3,1,67,1
LBXF04LA,0.10192,3,1,67,1
LBXF05LA,0.0448,3,1,67,1
LBXF08LA,0.07776,3,1,67,1
LBX074LA,0.1872,1,2,67,1
LBX099LA,0.15136,1,2,67,1
LBX138LA,0.19136,1,2,67,1
LBX153LA,0.1896,1,2,67,1
LBX170LA,0.24816,1,2,67,1
LBX180LA,0.28848,1,2,67,1
LBX187LA,0.2488,1,2,67,1
LBX194LA,0.79872,1,2,67,1
LBXPCBLA,0.72352,1,2,67,1
LBXHXCLA,0.46192,1,2,67,1
LBX118LA,0.8216,1,2,67,1
LBXD03LA,0.1944,1,2,67,1
LBXD05LA,0.98112,1,2,67,1
LBXD07LA,0.35088,1,2,67,1
LBXF03LA,0.14448,1,2,67,1
LBXF04LA,0.79808,1,2,67,1
LBXF05LA,0.13904,1,2,67,1
LBXF08LA,0.07488,1,2,67,1
LBX074LA,0.33552,3,3,67,1
LBX099LA,0.1896,3,3,67,1
LBX138LA,0.36112,3,3,67,1
LBX153LA,0.22432,3,3,67,1
LBX170LA,0.33408,3,3,67,1
LBX180LA,0.23344,3,3,67,1
LBX187LA,0.44976,3,3,67,1
LBX194LA,0.60608,3,3,67,1
LBXPCBLA,0.68032,3,3,67,1
LBXHXCLA,0.15152,3,3,67,1
LBX118LA,0.15072,3,3,67,1
LBXD03LA,0.08032,3,3,67,1
LBXD05LA,0.10928,3,3,67,1
LBXD07LA,0.13824,3,3,67,1
LBXF03LA,0.09344,3,3,67,1
LBXF04LA,0.25104,3,3,67,1
LBXF05LA,0.22256,3,3,67,1
LBXF08LA,0.71632,3,3,67,1
LBX074LA,0.66768,3,1,68,1
LBX099LA,0.92592,3,1,68,1
LBX138LA,0.30816,3,1,68,1
LBX153LA,0.26208,3,1,68,1
LBX170LA,0.38576,3,1,68,1
LBX180LA,0.2352,3,1,68,1
LBX187LA,0.21968,3,1,68,1
LBX194LA,0.66368,3,1,68,1
LBXPCBLA,0.12848,3,1,68,1
LBXHXCLA,0.08288,3,1,68,1
LBX118LA,0.83312,3,1,68,1
LBXD03LA,0.11376,3,1,68,1
LBXD05LA,0.2536,3,1,68,1
LBXD07LA,0.41616,3,1,68,1
LBXF03LA,0.52192,3,1,68,1
LBXF04LA,0.3688,3,1,68,1
LBXF05LA,0.10416,3,1,68,1
LBXF08LA,0.03792,3,1,68,1
LBX074LA,0.07728,2,2,68,1
LBX099LA,0.11312,2,2,68,1
LBX138LA,0.19312000000000001,2,2,68,1
LBX153LA,0.31328,2,2,68,1
LBX170LA,0.4136,2,2,68,1
LBX180LA,0.35776,2,2,68,1
LBX187LA,0.38016,2,2,68,1
LBX194LA,0.6504,2,2,68,1
LBXPCBLA,0.77776,2,2,68,1
LBXHXCLA,0.19264,2,2,68,1
LBX118LA,0.17328,2,2,68,1
LBXD03LA,0.51712,2,2,68,1
LBXD05LA,0.33344,2,2,68,1
LBXD07LA,0.13344,2,2,68,1
LBXF03LA,0.43936,2,2,68,1
LBXF04LA,0.9944,2,2,68,1
LBXF05LA,0.41248,2,2,68,1
LBXF08LA,0.03888,2,2,68,1
LBX074LA,0.06128,2,3,68,1
LBX099LA,0.04592,2,3,68,1
LBX138LA,0.11456,2,3,68,1
LBX153LA,0.1232,2,3,68,1
LBX170LA,0.19216,2,3,68,1
LBX180LA,0.17264,2,3,68,1
LBX187LA,0.07552,2,3,68,1
LBX194LA,0.0672,2,3,68,1
LBXPCBLA,0.07152,2,3,68,1
LBXHXCLA,0.12144,2,3,68,1
LBX118LA,0.0592,2,3,68,1
LBXD03LA,0.57904,2,3,68,1
LBXD05LA,0.25472,2,3,68,1
LBXD07LA,0.75728,2,3,68,1
LBXF03LA,0.06672,2,3,68,1
LBXF04LA,0.784,2,3,68,1
LBXF05LA,0.1384,2,3,68,1
LBXF08LA,0.09216,2,3,68,1
LBX074LA,0.30976,4,1,69,1
LBX099LA,0.19584,4,1,69,1
LBX138LA,0.24384,4,1,69,1
LBX153LA,0.34064,4,1,69,1
LBX170LA,0.13392,4,1,69,1
LBX180LA,0.12048,4,1,69,1
LBX187LA,0.09664,4,1,69,1
LBX194LA,0.08528,4,1,69,1
LBXPCBLA,0.2744,4,1,69,1
LBXHXCLA,0.7712,4,1,69,1
LBX118LA,0.6208,4,1,69,1
LBXD03LA,0.08128,4,1,69,1
LBXD05LA,0.14976,4,1,69,1
LBXD07LA,0.09776,4,1,69,1
LBXF03LA,0.07184,4,1,69,1
LBXF04LA,0.29264,4,1,69,1
LBXF05LA,0.9248,4,1,69,1
LBXF08LA,0.05376,4,1,69,1
LBX074LA,0.95184,4,2,69,1
LBX099LA,0.06352,4,2,69,1
LBX138LA,0.05296,4,2,69,1
LBX153LA,0.08192,4,2,69,1
LBX170LA,0.05552,4,2,69,1
LBX180LA,0.1488,4,2,69,1
LBX187LA,0.07776,4,2,69,1
LBX194LA,0.47456,4,2,69,1
LBXPCBLA,0.8272,4,2,69,1
LBXHXCLA,0.30704,4,2,69,1
LBX118LA,0.06064,4,2,69,1
LBXD03LA,0.0808,4,2,69,1
LBXD05LA,0.18256,4,2,69,1
LBXD07LA,0.2424,4,2,69,1
LBXF03LA,0.08304,4,2,69,1
LBXF04LA,0.99904,4,2,69,1
LBXF05LA,0.08496,4,2,69,1
LBXF08LA,0.07232,4,2,69,1
LBX074LA,0.32912,3,3,69,1
LBX099LA,0.22448,3,3,69,1
LBX138LA,0.93072,3,3,69,1
LBX153LA,0.24128,3,3,69,1
LBX170LA,0.12288,3,3,69,1
LBX180LA,0.1424,3,3,69,1
LBX187LA,0.32448,3,3,69,1
LBX194LA,0.29312,3,3,69,1
LBXPCBLA,0.13632,3,3,69,1
LBXHXCLA,0.068,3,3,69,1
LBX118LA,0.10368,3,3,69,1
LBXD03LA,0.13168,3,3,69,1
LBXD05LA,0.10672,3,3,69,1
LBXD07LA,0.26272,3,3,69,1
LBXF03LA,0.14304,3,3,69,1
LBXF04LA,0.39472,3,3,69,1
LBXF05LA,0.07584,3,3,69,1
LBXF08LA,0.07056,3,3,69,1
LBX074LA,0.2392,4,1,7,1
LBX099LA,0.30448,4,1,7,1
LBX138LA,0.02528,4,1,7,1
LBX153LA,0.05712,4,1,7,1
LBX170LA,0.01776,4,1,7,1
LBX180LA,0.01536,4,1,7,1
LBX187LA,0.05728,4,1,7,1
LBX194LA,0.01472,4,1,7,1
LBXPCBLA,0.02992,4,1,7,1
LBXHXCLA,0.00688,4,1,7,1
LBX118LA,0.69296,4,1,7,1
LBXD03LA,0.03056,4,1,7,1
LBXD05LA,0.1,4,1,7,1
LBXD07LA,0.04112,4,1,7,1
LBXF03LA,0.14176,4,1,7,1
LBXF04LA,0.76016,4,1,7,1
LBXF05LA,0.01104,4,1,7,1
LBXF08LA,0.00896,4,1,7,1
LBX074LA,0.82288,3,2,7,1
LBX099LA,0.27584,3,2,7,1
LBX138LA,0.1464,3,2,7,1
LBX153LA,0.21264,3,2,7,1
LBX170LA,0.1368,3,2,7,1
LBX180LA,0.09552,3,2,7,1
LBX187LA,0.13424,3,2,7,1
LBX194LA,0.68288,3,2,7,1
LBXPCBLA,0.42336,3,2,7,1
LBXHXCLA,0.1936,3,2,7,1
LBX118LA,0.12928,3,2,7,1
LBXD03LA,0.04224,3,2,7,1
LBXD05LA,0.6168,3,2,7,1
LBXD07LA,0.55488,3,2,7,1
LBXF03LA,0.09568,3,2,7,1
LBXF04LA,0.78512,3,2,7,1
LBXF05LA,0.1304,3,2,7,1
LBXF08LA,0.3328,3,2,7,1
LBX074LA,0.17184,3,3,7,1
LBX099LA,0.15824,3,3,7,1
LBX138LA,0.3056,3,3,7,1
LBX153LA,0.44384,3,3,7,1
