z1,z2,est,sd,trial,case
LBX074LA,LBX099LA,0.013353202725346236,0.46225733477365155,101,2
LBX074LA,LBX138LA,0.0013957113511056107,0.4072473318338959,101,2
LBX074LA,LBX153LA,0.021042384664436753,0.43380212796618756,101,2
LBX074LA,LBX170LA,-0.0173826572809217,0.4942698680545002,101,2
LBX074LA,LBX180LA,-0.02553361773963525,0.3548825146368715,101,2
LBX074LA,LBX187LA,-0.023534932275096843,0.5185611016181617,101,2
LBX074LA,LBX194LA,-0.03874212892468698,0.5639918254805045,101,2
LBX074LA,LBXPCBLA,-0.0454470424809541,0.27830466326705083,101,2
LBX074LA,LBXHXCLA,-0.3096034913931529,0.9801472376941606,101,2
LBX074LA,LBX118LA,0.05618500564787343,0.6189802785520824,101,2
LBX074LA,LBXD03LA,0.011264514774096845,0.36677962146816534,101,2
LBX074LA,LBXD05LA,-0.20161783146310164,0.7090228613887836,101,2
LBX074LA,LBXD07LA,-0.027810691455921965,0.33501025451285277,101,2
LBX074LA,LBXF03LA,-0.015262918478925691,0.36636778141339915,101,2
LBX074LA,LBXF04LA,0.007822122887333194,0.38814491502090376,101,2
LBX074LA,LBXF05LA,0.006228924224386034,0.37307713436881923,101,2
LBX074LA,LBXF08LA,0.1688488842100222,0.5494587835723648,101,2
LBX099LA,LBX138LA,-0.014444543089575212,0.2890415732042508,101,2
LBX099LA,LBX153LA,3.319271043875638e-4,0.30827207013361363,101,2
LBX099LA,LBX170LA,0.007941524340244754,0.3514372016750679,101,2
LBX099LA,LBX180LA,0.004384493493560182,0.25182438200030727,101,2
LBX099LA,LBX187LA,-0.0022532448508827407,0.36913609354733906,101,2
LBX099LA,LBX194LA,0.009473711716394106,0.40321476816764285,101,2
LBX099LA,LBXPCBLA,-0.023369179683919494,0.1982234899670079,101,2
LBX099LA,LBXHXCLA,-0.16414721708556712,0.7120049103665941,101,2
LBX099LA,LBX118LA,0.009517882168850633,0.4439548355051548,101,2
LBX099LA,LBXD03LA,4.812699578575774e-4,0.26084111672320065,101,2
LBX099LA,LBXD05LA,-0.012270908264110147,0.5131115079204652,101,2
LBX099LA,LBXD07LA,0.015279683075560158,0.23809477780628838,101,2
LBX099LA,LBXF03LA,-0.01648376232916604,0.2603516506595191,101,2
LBX099LA,LBXF04LA,0.007303606027437404,0.276278154458502,101,2
LBX099LA,LBXF05LA,-0.004243435272400564,0.2652161039683426,101,2
LBX099LA,LBXF08LA,0.09426409971645056,0.3994187567599294,101,2
LBX138LA,LBX153LA,0.025257914855332686,0.2685421199508421,101,2
LBX138LA,LBX170LA,0.009912396271276158,0.30683057890777865,101,2
LBX138LA,LBX180LA,0.008095507942811775,0.21953137200988374,101,2
LBX138LA,LBX187LA,0.003933380584679735,0.3231029722847809,101,2
LBX138LA,LBX194LA,3.818228599339335e-4,0.35294088914884647,101,2
LBX138LA,LBXPCBLA,-0.008537673858115546,0.17327363420163433,101,2
LBX138LA,LBXHXCLA,-0.024686792290021575,0.6241239704518339,101,2
LBX138LA,LBX118LA,0.00732625490329486,0.3903235145861417,101,2
LBX138LA,LBXD03LA,0.026945055521883088,0.22744484161771886,101,2
LBX138LA,LBXD05LA,0.030609944619878426,0.4534152841062428,101,2
LBX138LA,LBXD07LA,0.008062266927515438,0.20792611600369498,101,2
LBX138LA,LBXF03LA,-0.0010495052997057108,0.22735995000598255,101,2
LBX074LA,LBX099LA,0.023198559921321582,0.33229315316933483,102,2
LBX074LA,LBX138LA,0.0157729197896308,0.26368296395366,102,2
LBX074LA,LBX153LA,-0.0037784300413292726,0.2749605383158665,102,2
LBX074LA,LBX170LA,0.006605955549108478,0.31453594706886717,102,2
LBX074LA,LBX180LA,-0.03620929842016363,0.33972270632498686,102,2
LBX074LA,LBX187LA,0.01462899605501189,0.2686996712352319,102,2
LBX074LA,LBX194LA,-0.0035413083443676108,0.31478846941844124,102,2
LBX074LA,LBXPCBLA,-0.03066180117455808,0.272727664211827,102,2
LBX074LA,LBXHXCLA,0.05027041247884645,0.30256714639043153,102,2
LBX074LA,LBX118LA,0.014638849752865113,0.358074901920957,102,2
LBX074LA,LBXD03LA,-0.001516740015584661,0.21487113767748675,102,2
LBX074LA,LBXD05LA,0.005140358974336401,0.21511376496264667,102,2
LBX074LA,LBXD07LA,-0.008463845668755354,0.2788395939583525,102,2
