variable,fixedat1,fixedat2,est,sd,trial,case
LBXPCBLA,LBX194LA,LBXD05LA,0.019674310785917193,0.36504709850582434,1320,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.011867356919612604,0.4399944623442887,1320,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.051622363044900865,0.5596609328423748,1321,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.05606907616109691,0.28595558890464684,1321,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.08701746409663791,0.6000375013882697,1321,14
LBXD05LA,LBXPCBLA,LBX194LA,0.09981181806383421,0.48784579615018847,1322,14
LBXPCBLA,LBX194LA,LBXD05LA,0.08595421760794131,0.4558490983462097,1322,14
LBX194LA,LBXD05LA,LBXPCBLA,0.1014222261567514,0.5591674311296368,1322,14
LBXD05LA,LBXPCBLA,LBX194LA,0.26688117946558254,0.5367228635875448,1323,14
LBXPCBLA,LBX194LA,LBXD05LA,0.030407134490975096,0.26640577440967333,1323,14
LBX194LA,LBXD05LA,LBXPCBLA,0.27686658905704675,0.48907262506357196,1323,14
LBXD05LA,LBXPCBLA,LBX194LA,0.02492245464010967,0.9759726378676051,1324,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.08829069236900189,0.45210012643483544,1324,14
LBX194LA,LBXD05LA,LBXPCBLA,0.036284380493279755,0.9576505620675737,1324,14
LBXD05LA,LBXPCBLA,LBX194LA,0.0649366934336566,0.7292176464160789,1325,14
LBXPCBLA,LBX194LA,LBXD05LA,0.2546919551363418,1.4791704916239148,1325,14
LBX194LA,LBXD05LA,LBXPCBLA,0.15955566584033143,1.4367991719635118,1325,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.09979715757235263,0.500077351823783,1326,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.049718833522522266,0.3535268196494501,1326,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.12468487037305698,0.4626841068471322,1326,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.1325222273434825,0.737296828582069,1327,14
LBXPCBLA,LBX194LA,LBXD05LA,0.10536783639137504,0.5907982088929623,1327,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.009254994789596793,0.8640350167541689,1327,14
LBXD05LA,LBXPCBLA,LBX194LA,0.42640216325082037,1.2413901986767069,1328,14
LBXPCBLA,LBX194LA,LBXD05LA,0.171239950502601,0.6610092683561773,1328,14
LBX194LA,LBXD05LA,LBXPCBLA,0.2990290226875487,1.1365849002624022,1328,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.03212494531428245,0.9755576479369432,1329,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.21001882689752005,0.6268439504803734,1329,14
LBX194LA,LBXD05LA,LBXPCBLA,0.17537515309175067,0.872074934425568,1329,14
LBXD05LA,LBXPCBLA,LBX194LA,0.12723402512143434,0.42179075239279046,1330,14
LBXPCBLA,LBX194LA,LBXD05LA,0.0494000151096321,0.36142623314351763,1330,14
LBX194LA,LBXD05LA,LBXPCBLA,0.16522108977392325,0.49559823382164186,1330,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.2943742972020731,0.8451347033194772,1331,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.0396032755110598,0.559942086444938,1331,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.4077519911895404,0.9122986817069426,1331,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.48446456715729713,0.88627298938449806,1332,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.5552039663448598,0.9413726368150206,1332,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.0684097423171286,0.8308507191333909,1332,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.06148005068918039,0.5927322528254633,1333,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.05515929429109079,0.5832062136713967,1333,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.18696859373507735,0.6152788637208936,1333,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.02849931760821134,0.5319762673533497,1334,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.05888391267233972,0.36981667675579333,1334,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.025823603886874658,0.5814834294272146,1334,14
LBXD05LA,LBXPCBLA,LBX194LA,0.011047862646257123,0.37087170258431723,1335,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.016156938344907168,0.31000472031452725,1335,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.009017800229106143,0.39909121314422563,1335,14
LBXD05LA,LBXPCBLA,LBX194LA,0.12780103931293496,1.0373729325008065,1336,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.4385649799714635,0.9899748092735356,1336,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.3844903183688766,1.3319608503944251,1336,14
LBXD05LA,LBXPCBLA,LBX194LA,0.45040607442253844,0.8538741178889006,1337,14
LBXPCBLA,LBX194LA,LBXD05LA,0.12221440471159895,0.6676100791597015,1337,14
LBX194LA,LBXD05LA,LBXPCBLA,0.3682161382908955,0.955184013424195,1337,14
