variable,fixedat1,fixedat2,est,sd,trial,case
Ni,Tl,Hg,0.40544943819155543,0.5011801262304715,1415,15
Tl,Hg,Ni,0.06070953471258633,0.3636145180927678,1415,15
Hg,Ni,Tl,-0.11693275110292634,0.6090732512602759,1416,15
Ni,Tl,Hg,-0.027715372137865568,0.6074534070368177,1416,15
Tl,Hg,Ni,-0.24310988794765587,0.47817171698317656,1416,15
Hg,Ni,Tl,0.11578597407598057,0.5080613218897436,1417,15
Ni,Tl,Hg,-0.05389817780265327,0.4772727778400845,1417,15
Tl,Hg,Ni,-0.07847991637691987,0.5038252483723203,1417,15
Hg,Ni,Tl,0.010688801159887351,0.3580139158459409,1418,15
Ni,Tl,Hg,-0.022981602776152688,0.4274360275354427,1418,15
Tl,Hg,Ni,0.06091836833966768,0.35612236225045785,1418,15
Hg,Ni,Tl,0.7522792152084175,0.7177584102762289,1419,15
Ni,Tl,Hg,0.7901474357968716,0.7297938080586451,1419,15
Tl,Hg,Ni,0.051021390616030615,0.48491983770875785,1419,15
Hg,Ni,Tl,-0.3321968826073718,0.5178005582061983,1420,15
Ni,Tl,Hg,0.1354503459611811,0.4801664858807354,1420,15
Tl,Hg,Ni,-0.05865457493723225,0.5055858263508815,1420,15
Hg,Ni,Tl,0.07596361008692831,0.3691139104329421,1421,15
Ni,Tl,Hg,0.143722093986411,0.39851909541922403,1421,15
Tl,Hg,Ni,0.0815851907901024,0.2583262191129009,1421,15
Hg,Ni,Tl,-1.0665221782679346,0.825575798008991,1422,15
Ni,Tl,Hg,-1.0176867005283698,1.0030233037314442,1422,15
Tl,Hg,Ni,-0.03746442194904276,0.7686432968522902,1422,15
Hg,Ni,Tl,-0.10865639344215072,0.39739955374869873,1423,15
Ni,Tl,Hg,-0.22098430924155021,0.3674173005380057,1423,15
Tl,Hg,Ni,0.1180791924345912,0.30117394170793194,1423,15
Hg,Ni,Tl,-0.8496693511606628,0.7556861242152483,1424,15
Ni,Tl,Hg,-0.5434229239171531,0.944845150248336,1424,15
Tl,Hg,Ni,0.033278044127594164,0.8338249773191746,1424,15
Hg,Ni,Tl,-0.3063440454008939,0.5585672625161929,1425,15
Ni,Tl,Hg,-0.14654175966935234,0.4811015146231308,1425,15
Tl,Hg,Ni,0.024321893286140206,0.4418365429914216,1425,15
Hg,Ni,Tl,-0.1066293010392938,0.6025227791976945,1426,15
Ni,Tl,Hg,-0.609151409665937,0.6641121448243492,1426,15
Tl,Hg,Ni,-0.34360798333513953,0.6274406954366067,1426,15
Hg,Ni,Tl,-0.06461180958348711,0.48598446883959806,1427,15
Ni,Tl,Hg,-0.09292859135316123,0.505751051472921,1427,15
Tl,Hg,Ni,0.04235033671530086,0.4116422081332204,1427,15
Hg,Ni,Tl,0.536316000194569,0.6326913472143357,1428,15
Ni,Tl,Hg,0.48678756395028167,0.7171192664395537,1428,15
Tl,Hg,Ni,-0.18874612013823366,0.6270026647437579,1428,15
Hg,Ni,Tl,0.5866789304742053,0.9557413341476783,1429,15
Ni,Tl,Hg,0.17367250568364145,1.0110954755965655,1429,15
Tl,Hg,Ni,-0.3454747000049645,0.7129558584922541,1429,15
Hg,Ni,Tl,0.39689201237164884,0.721575040442794,1430,15
Ni,Tl,Hg,-0.16063294815559992,0.7143744165168354,1430,15
Tl,Hg,Ni,0.3514623148820961,0.7412295052958027,1430,15
Hg,Ni,Tl,0.07449646717176206,0.33727382248406984,1431,15
Ni,Tl,Hg,0.18373495820505825,0.3980641582487547,1431,15
